# 1TCM with k1:0.25; k2:1.00
# Times[minutes] Activity[kBq/ml]
0.000000e+00 0.000000e+00
3.011960e-01 0.000000e+00
6.023920e-01 0.000000e+00
9.035880e-01 3.338901e+00
1.204784e+00 7.233676e+00
1.505980e+00 1.122992e+01
1.807176e+00 1.163446e+01
2.108372e+00 1.138007e+01
2.409568e+00 1.086032e+01
2.710764e+00 1.027017e+01
3.011960e+00 9.694442e+00
3.313156e+00 9.166493e+00
3.614352e+00 8.694180e+00
3.915548e+00 8.276126e+00
4.216744e+00 7.906543e+00
4.517940e+00 7.579176e+00
4.819136e+00 7.287415e+00
5.120332e+00 7.025693e+00
5.421528e+00 6.789424e+00
5.722724e+00 6.574868e+00
6.023920e+00 6.378986e+00
6.325116e+00 6.199290e+00
6.626312e+00 6.033724e+00
6.927508e+00 5.880567e+00
7.228704e+00 5.738354e+00
7.529900e+00 5.605820e+00
7.831096e+00 5.481898e+00
8.132292e+00 5.366227e+00
8.433488e+00 5.257812e+00
8.734684e+00 5.155773e+00
9.035880e+00 5.059861e+00
9.337076e+00 4.969554e+00
9.638272e+00 4.884056e+00
9.939468e+00 4.803487e+00
1.024066e+01 4.727151e+00
1.054186e+01 4.654753e+00
1.084306e+01 4.586139e+00
1.114425e+01 4.520740e+00
1.144545e+01 4.458719e+00
1.174664e+01 4.399382e+00
1.204784e+01 4.343027e+00
1.234904e+01 4.288964e+00
1.265023e+01 4.237486e+00
1.295143e+01 4.188018e+00
1.325262e+01 4.140734e+00
1.355382e+01 4.095265e+00
1.385502e+01 4.051583e+00
1.415621e+01 4.009586e+00
1.445741e+01 3.968991e+00
1.475860e+01 3.930006e+00
1.505980e+01 3.892211e+00
1.536100e+01 3.855792e+00
1.566219e+01 3.820548e+00
1.596339e+01 3.786278e+00
1.626458e+01 3.753209e+00
1.656578e+01 3.721027e+00
1.686698e+01 3.689748e+00
1.716817e+01 3.659413e+00
1.746937e+01 3.629776e+00
1.777056e+01 3.600949e+00
1.807176e+01 3.572894e+00
1.837296e+01 3.545411e+00
1.867415e+01 3.518618e+00
1.897535e+01 3.492486e+00
1.927654e+01 3.466841e+00
1.957774e+01 3.441749e+00
1.987894e+01 3.417249e+00
2.018013e+01 3.393186e+00
2.048133e+01 3.369522e+00
2.078252e+01 3.346415e+00
2.108372e+01 3.323720e+00
2.138492e+01 3.301331e+00
2.168611e+01 3.279401e+00
2.198731e+01 3.257882e+00
2.228850e+01 3.236669e+00
2.258970e+01 3.215719e+00
2.289090e+01 3.195204e+00
2.319209e+01 3.175011e+00
2.349329e+01 3.155057e+00
2.379448e+01 3.135362e+00
2.409568e+01 3.116033e+00
2.439688e+01 3.096974e+00
2.469807e+01 3.078115e+00
2.499927e+01 3.059480e+00
2.530046e+01 3.041173e+00
2.560166e+01 3.023108e+00
2.590286e+01 3.005222e+00
2.620405e+01 2.987496e+00
2.650525e+01 2.970083e+00
2.680644e+01 2.952902e+00
2.710764e+01 2.935893e+00
2.740884e+01 2.919011e+00
2.771003e+01 2.902373e+00
2.801123e+01 2.885975e+00
2.831242e+01 2.869755e+00
2.861362e+01 2.853666e+00
2.891482e+01 2.837692e+00
2.921601e+01 2.821985e+00
2.951721e+01 2.806476e+00
2.981840e+01 2.791113e+00
3.011960e+01 2.775859e+00
3.042080e+01 2.760727e+00
3.072199e+01 2.745835e+00
3.102319e+01 2.731119e+00
3.132438e+01 2.716535e+00
3.162558e+01 2.702048e+00
3.192678e+01 2.687654e+00
3.222797e+01 2.673492e+00
3.252917e+01 2.659501e+00
3.283036e+01 2.645636e+00
3.313156e+01 2.631865e+00
3.343276e+01 2.618164e+00
3.373395e+01 2.604648e+00
3.403515e+01 2.591313e+00
3.433634e+01 2.578112e+00
3.463754e+01 2.565010e+00
3.493874e+01 2.551980e+00
3.523993e+01 2.539027e+00
3.554113e+01 2.526280e+00
3.584232e+01 2.513686e+00
3.614352e+01 2.501206e+00
3.644472e+01 2.488808e+00
3.674591e+01 2.476473e+00
3.704711e+01 2.464219e+00
3.734830e+01 2.452157e+00
3.764950e+01 2.440236e+00
3.795070e+01 2.428420e+00
3.825189e+01 2.416681e+00
3.855309e+01 2.405000e+00
3.885428e+01 2.393363e+00
3.915548e+01 2.381918e+00
3.945668e+01 2.370616e+00
3.975787e+01 2.359419e+00
4.005907e+01 2.348301e+00
4.036026e+01 2.337240e+00
4.066146e+01 2.326222e+00
4.096266e+01 2.315312e+00
4.126385e+01 2.304563e+00
4.156505e+01 2.293932e+00
4.186624e+01 2.283388e+00
4.216744e+01 2.272909e+00
4.246864e+01 2.262478e+00
4.276983e+01 2.252083e+00
4.307103e+01 2.241813e+00
4.337222e+01 2.231687e+00
4.367342e+01 2.221669e+00
4.397462e+01 2.211731e+00
4.427581e+01 2.201852e+00
4.457701e+01 2.192016e+00
4.487820e+01 2.182212e+00
4.517940e+01 2.172500e+00
4.548060e+01 2.162935e+00
4.578179e+01 2.153477e+00
4.608299e+01 2.144100e+00
4.638418e+01 2.134781e+00
4.668538e+01 2.125506e+00
4.698658e+01 2.116264e+00
4.728777e+01 2.107046e+00
4.758897e+01 2.097975e+00
4.789016e+01 2.089025e+00
4.819136e+01 2.080163e+00
4.849256e+01 2.071367e+00
4.879375e+01 2.062620e+00
4.909495e+01 2.053909e+00
4.939614e+01 2.045224e+00
4.969734e+01 2.036559e+00
4.999854e+01 2.028044e+00
5.029973e+01 2.019640e+00
5.060093e+01 2.011317e+00
5.090212e+01 2.003055e+00
5.120332e+01 1.994838e+00
5.150452e+01 1.986654e+00
5.180571e+01 1.978494e+00
5.210691e+01 1.970353e+00
5.240810e+01 1.962314e+00
5.270930e+01 1.954391e+00
5.301050e+01 1.946554e+00
5.331169e+01 1.938781e+00
5.361289e+01 1.931054e+00
5.391408e+01 1.923363e+00
5.421528e+01 1.915697e+00
5.451648e+01 1.908050e+00
5.481767e+01 1.900417e+00
5.511887e+01 1.892912e+00
5.542006e+01 1.885508e+00
5.572126e+01 1.878178e+00
5.602246e+01 1.870903e+00
5.632365e+01 1.863669e+00
5.662485e+01 1.856464e+00
5.692604e+01 1.849282e+00
5.722724e+01 1.842117e+00
5.752844e+01 1.834963e+00
5.782963e+01 1.827911e+00
5.813083e+01 1.820959e+00
5.843202e+01 1.814081e+00
5.873322e+01 1.807257e+00
5.903442e+01 1.800474e+00
5.933561e+01 1.793721e+00
5.963681e+01 1.786990e+00
5.993800e+01 1.780275e+00
6.023920e+01 1.773572e+00
6.054040e+01 1.766897e+00
6.084159e+01 1.760334e+00
6.114279e+01 1.753855e+00
6.144398e+01 1.747438e+00
6.174518e+01 1.741067e+00
6.204638e+01 1.734729e+00
6.234757e+01 1.728417e+00
6.264877e+01 1.722123e+00
6.294996e+01 1.715843e+00
6.325116e+01 1.709573e+00
6.355236e+01 1.703316e+00
6.385355e+01 1.697168e+00
6.415475e+01 1.691100e+00
6.445594e+01 1.685093e+00
6.475714e+01 1.679129e+00
6.505834e+01 1.673199e+00
6.535953e+01 1.667292e+00
6.566073e+01 1.661403e+00
6.596192e+01 1.655528e+00
6.626312e+01 1.649662e+00
6.656432e+01 1.643803e+00
6.686551e+01 1.637994e+00
6.716671e+01 1.632276e+00
6.746790e+01 1.626625e+00
6.776910e+01 1.621024e+00
6.807030e+01 1.615461e+00
6.837149e+01 1.609925e+00
6.867269e+01 1.604409e+00
6.897388e+01 1.598908e+00
6.927508e+01 1.593418e+00
6.957628e+01 1.587937e+00
6.987747e+01 1.582461e+00
7.017867e+01 1.577017e+00
7.047986e+01 1.571663e+00
7.078106e+01 1.566374e+00
7.108226e+01 1.561134e+00
7.138345e+01 1.555929e+00
7.168465e+01 1.550752e+00
7.198584e+01 1.545594e+00
7.228704e+01 1.540450e+00
7.258824e+01 1.535318e+00
7.288943e+01 1.530193e+00
7.319063e+01 1.525075e+00
7.349182e+01 1.519961e+00
7.379302e+01 1.514901e+00
7.409422e+01 1.509917e+00
7.439541e+01 1.504990e+00
7.469661e+01 1.500103e+00
7.499780e+01 1.495248e+00
7.529900e+01 1.490415e+00
7.560020e+01 1.485599e+00
7.590139e+01 1.480796e+00
7.620259e+01 1.476001e+00
7.650378e+01 1.471214e+00
7.680498e+01 1.466431e+00
7.710618e+01 1.461653e+00
7.740737e+01 1.456901e+00
7.770857e+01 1.452227e+00
7.800976e+01 1.447609e+00
7.831096e+01 1.443033e+00
7.861216e+01 1.438488e+00
7.891335e+01 1.433966e+00
7.921455e+01 1.429461e+00
7.951574e+01 1.424969e+00
7.981694e+01 1.420486e+00
8.011814e+01 1.416010e+00
8.041933e+01 1.411539e+00
8.072053e+01 1.407071e+00
8.102172e+01 1.402607e+00
8.132292e+01 1.398175e+00
8.162412e+01 1.393812e+00
8.192531e+01 1.389501e+00
8.222651e+01 1.385227e+00
8.252770e+01 1.380981e+00
8.282890e+01 1.376756e+00
8.313010e+01 1.372546e+00
8.343129e+01 1.368348e+00
8.373249e+01 1.364158e+00
8.403368e+01 1.359974e+00
8.433488e+01 1.355795e+00
8.463608e+01 1.351619e+00
8.493727e+01 1.347446e+00
8.523847e+01 1.343274e+00
8.553966e+01 1.339165e+00
8.584086e+01 1.335110e+00
8.614206e+01 1.331098e+00
8.644325e+01 1.327115e+00
8.674445e+01 1.323155e+00
8.704564e+01 1.319212e+00
8.734684e+01 1.315281e+00
8.764804e+01 1.311359e+00
8.794923e+01 1.307444e+00
8.825043e+01 1.303534e+00
8.855162e+01 1.299627e+00
