# 1TCM with k1:0.10; k2:0.00
# Times[minutes] Activity[kBq/ml]
0.000000e+00 0.000000e+00
3.011960e-01 0.000000e+00
6.023920e-01 0.000000e+00
9.035880e-01 1.335560e+00
1.204784e+00 3.240806e+00
1.505980e+00 5.591802e+00
1.807176e+00 6.921830e+00
2.108372e+00 8.030373e+00
2.409568e+00 9.006307e+00
2.710764e+00 9.900010e+00
3.011960e+00 1.073809e+01
3.313156e+00 1.153540e+01
3.614352e+00 1.230003e+01
3.915548e+00 1.303724e+01
4.216744e+00 1.375035e+01
4.517940e+00 1.444189e+01
4.819136e+00 1.511363e+01
5.120332e+00 1.576703e+01
5.421528e+00 1.640338e+01
5.722724e+00 1.702384e+01
6.023920e+00 1.762945e+01
6.325116e+00 1.822116e+01
6.626312e+00 1.879982e+01
6.927508e+00 1.936623e+01
7.228704e+00 1.992108e+01
7.529900e+00 2.046501e+01
7.831096e+00 2.099860e+01
8.132292e+00 2.152260e+01
8.433488e+00 2.203746e+01
8.734684e+00 2.254360e+01
9.035880e+00 2.304158e+01
9.337076e+00 2.353181e+01
9.638272e+00 2.401458e+01
9.939468e+00 2.449043e+01
1.024066e+01 2.495959e+01
1.054186e+01 2.542238e+01
1.084306e+01 2.587915e+01
1.114425e+01 2.633007e+01
1.144545e+01 2.677554e+01
1.174664e+01 2.721564e+01
1.204784e+01 2.765075e+01
1.234904e+01 2.808091e+01
1.265023e+01 2.850649e+01
1.295143e+01 2.892752e+01
1.325262e+01 2.934427e+01
1.355382e+01 2.975683e+01
1.385502e+01 3.016537e+01
1.415621e+01 3.057005e+01
1.445741e+01 3.097092e+01
1.475860e+01 3.136820e+01
1.505980e+01 3.176191e+01
1.536100e+01 3.215224e+01
1.566219e+01 3.253925e+01
1.596339e+01 3.292298e+01
1.626458e+01 3.330363e+01
1.656578e+01 3.368119e+01
1.686698e+01 3.405576e+01
1.716817e+01 3.442746e+01
1.746937e+01 3.479629e+01
1.777056e+01 3.516235e+01
1.807176e+01 3.552572e+01
1.837296e+01 3.588641e+01
1.867415e+01 3.624451e+01
1.897535e+01 3.660009e+01
1.927654e+01 3.695314e+01
1.957774e+01 3.730375e+01
1.987894e+01 3.765198e+01
2.018013e+01 3.799784e+01
2.048133e+01 3.834136e+01
2.078252e+01 3.868264e+01
2.108372e+01 3.902168e+01
2.138492e+01 3.935848e+01
2.168611e+01 3.969313e+01
2.198731e+01 4.002567e+01
2.228850e+01 4.035609e+01
2.258970e+01 4.068441e+01
2.289090e+01 4.101073e+01
2.319209e+01 4.133504e+01
2.349329e+01 4.165734e+01
2.379448e+01 4.197768e+01
2.409568e+01 4.229611e+01
2.439688e+01 4.261264e+01
2.469807e+01 4.292726e+01
2.499927e+01 4.324001e+01
2.530046e+01 4.355096e+01
2.560166e+01 4.386010e+01
2.590286e+01 4.416743e+01
2.620405e+01 4.447296e+01
2.650525e+01 4.477678e+01
2.680644e+01 4.507887e+01
2.710764e+01 4.537925e+01
2.740884e+01 4.567791e+01
2.771003e+01 4.597491e+01
2.801123e+01 4.627027e+01
2.831242e+01 4.656401e+01
2.861362e+01 4.685610e+01
2.891482e+01 4.714657e+01
2.921601e+01 4.743548e+01
2.951721e+01 4.772284e+01
2.981840e+01 4.800865e+01
3.011960e+01 4.829290e+01
3.042080e+01 4.857561e+01
3.072199e+01 4.885684e+01
3.102319e+01 4.913659e+01
3.132438e+01 4.941487e+01
3.162558e+01 4.969167e+01
3.192678e+01 4.996700e+01
3.222797e+01 5.024092e+01
3.252917e+01 5.051344e+01
3.283036e+01 5.078455e+01
3.313156e+01 5.105426e+01
3.343276e+01 5.132257e+01
3.373395e+01 5.158952e+01
3.403515e+01 5.185514e+01
3.433634e+01 5.211942e+01
3.463754e+01 5.238238e+01
3.493874e+01 5.264399e+01
3.523993e+01 5.290429e+01
3.554113e+01 5.316332e+01
3.584232e+01 5.342108e+01
3.614352e+01 5.367758e+01
3.644472e+01 5.393281e+01
3.674591e+01 5.418678e+01
3.704711e+01 5.443950e+01
3.734830e+01 5.469102e+01
3.764950e+01 5.494134e+01
3.795070e+01 5.519047e+01
3.825189e+01 5.543839e+01
3.855309e+01 5.568512e+01
3.885428e+01 5.593065e+01
3.915548e+01 5.617504e+01
3.945668e+01 5.641831e+01
3.975787e+01 5.666044e+01
4.005907e+01 5.690143e+01
4.036026e+01 5.714129e+01
4.066146e+01 5.738002e+01
4.096266e+01 5.761765e+01
4.126385e+01 5.785420e+01
4.156505e+01 5.808969e+01
4.186624e+01 5.832410e+01
4.216744e+01 5.855744e+01
4.246864e+01 5.878971e+01
4.276983e+01 5.902092e+01
4.307103e+01 5.925108e+01
4.337222e+01 5.948024e+01
4.367342e+01 5.970839e+01
4.397462e+01 5.993553e+01
4.427581e+01 6.016166e+01
4.457701e+01 6.038677e+01
4.487820e+01 6.061088e+01
4.517940e+01 6.083401e+01
4.548060e+01 6.105618e+01
4.578179e+01 6.127740e+01
4.608299e+01 6.149767e+01
4.638418e+01 6.171698e+01
4.668538e+01 6.193535e+01
4.698658e+01 6.215276e+01
4.728777e+01 6.236922e+01
4.758897e+01 6.258478e+01
4.789016e+01 6.279945e+01
4.819136e+01 6.301322e+01
4.849256e+01 6.322609e+01
4.879375e+01 6.343807e+01
4.909495e+01 6.364916e+01
4.939614e+01 6.385934e+01
4.969734e+01 6.406864e+01
4.999854e+01 6.427709e+01
5.029973e+01 6.448470e+01
5.060093e+01 6.469147e+01
5.090212e+01 6.489739e+01
5.120332e+01 6.510248e+01
5.150452e+01 6.530672e+01
5.180571e+01 6.551012e+01
5.210691e+01 6.571268e+01
5.240810e+01 6.591444e+01
5.270930e+01 6.611540e+01
5.301050e+01 6.631557e+01
5.331169e+01 6.651496e+01
5.361289e+01 6.671355e+01
5.391408e+01 6.691136e+01
5.421528e+01 6.710837e+01
5.451648e+01 6.730460e+01
5.481767e+01 6.750003e+01
5.511887e+01 6.769473e+01
5.542006e+01 6.788868e+01
5.572126e+01 6.808189e+01
5.602246e+01 6.827436e+01
5.632365e+01 6.846609e+01
5.662485e+01 6.865708e+01
5.692604e+01 6.884733e+01
5.722724e+01 6.903684e+01
5.752844e+01 6.922561e+01
5.782963e+01 6.941367e+01
5.813083e+01 6.960104e+01
5.843202e+01 6.978772e+01
5.873322e+01 6.997371e+01
5.903442e+01 7.015900e+01
5.933561e+01 7.034359e+01
5.963681e+01 7.052750e+01
5.993800e+01 7.071070e+01
6.023920e+01 7.089322e+01
6.054040e+01 7.107505e+01
6.084159e+01 7.125623e+01
6.114279e+01 7.143676e+01
6.144398e+01 7.161664e+01
6.174518e+01 7.179587e+01
6.204638e+01 7.197446e+01
6.234757e+01 7.215239e+01
6.264877e+01 7.232967e+01
6.294996e+01 7.250631e+01
6.325116e+01 7.268229e+01
6.355236e+01 7.285763e+01
6.385355e+01 7.303236e+01
6.415475e+01 7.320649e+01
6.445594e+01 7.338001e+01
6.475714e+01 7.355291e+01
6.505834e+01 7.372522e+01
6.535953e+01 7.389691e+01
6.566073e+01 7.406800e+01
6.596192e+01 7.423848e+01
6.626312e+01 7.440835e+01
6.656432e+01 7.457762e+01
6.686551e+01 7.474629e+01
6.716671e+01 7.491440e+01
6.746790e+01 7.508194e+01
6.776910e+01 7.524892e+01
6.807030e+01 7.541532e+01
6.837149e+01 7.558116e+01
6.867269e+01 7.574643e+01
6.897388e+01 7.591113e+01
6.927508e+01 7.607526e+01
6.957628e+01 7.623883e+01
6.987747e+01 7.640183e+01
7.017867e+01 7.656427e+01
7.047986e+01 7.672618e+01
7.078106e+01 7.688756e+01
7.108226e+01 7.704841e+01
7.138345e+01 7.720872e+01
7.168465e+01 7.736851e+01
7.198584e+01 7.752777e+01
7.228704e+01 7.768649e+01
7.258824e+01 7.784469e+01
7.288943e+01 7.800235e+01
7.319063e+01 7.815949e+01
7.349182e+01 7.831609e+01
7.379302e+01 7.847218e+01
7.409422e+01 7.862778e+01
7.439541e+01 7.878288e+01
7.469661e+01 7.893749e+01
7.499780e+01 7.909160e+01
7.529900e+01 7.924521e+01
7.560020e+01 7.939833e+01
7.590139e+01 7.955095e+01
7.620259e+01 7.970307e+01
7.650378e+01 7.985470e+01
7.680498e+01 8.000583e+01
7.710618e+01 8.015647e+01
7.740737e+01 8.030662e+01
7.770857e+01 8.045631e+01
7.800976e+01 8.060553e+01
7.831096e+01 8.075429e+01
7.861216e+01 8.090259e+01
7.891335e+01 8.105042e+01
7.921455e+01 8.119779e+01
7.951574e+01 8.134469e+01
7.981694e+01 8.149114e+01
8.011814e+01 8.163711e+01
8.041933e+01 8.178263e+01
8.072053e+01 8.192768e+01
8.102172e+01 8.207227e+01
8.132292e+01 8.221640e+01
8.162412e+01 8.236011e+01
8.192531e+01 8.250338e+01
8.222651e+01 8.264621e+01
8.252770e+01 8.278861e+01
8.282890e+01 8.293058e+01
8.313010e+01 8.307212e+01
8.343129e+01 8.321322e+01
8.373249e+01 8.335389e+01
8.403368e+01 8.349413e+01
8.433488e+01 8.363393e+01
8.463608e+01 8.377330e+01
8.493727e+01 8.391223e+01
8.523847e+01 8.405073e+01
8.553966e+01 8.418883e+01
8.584086e+01 8.432652e+01
8.614206e+01 8.446380e+01
8.644325e+01 8.460067e+01
8.674445e+01 8.473715e+01
8.704564e+01 8.487321e+01
8.734684e+01 8.500887e+01
8.764804e+01 8.514413e+01
8.794923e+01 8.527898e+01
8.825043e+01 8.541343e+01
8.855162e+01 8.554747e+01
