# 1TCM with k1:1.00; k2:0.25
# Times[minutes] Activity[kBq/ml]
0.000000e+00 4.296714e+00
3.011960e-01 -5.002819e+00
6.023920e-01 -5.061951e+00
9.035880e-01 2.076021e+01
1.204784e+00 4.207499e+01
1.505980e+00 5.832939e+01
1.807176e+00 6.305671e+01
2.108372e+00 6.898245e+01
2.409568e+00 7.018913e+01
2.710764e+00 8.087910e+01
3.011960e+00 8.204398e+01
3.313156e+00 8.693395e+01
3.614352e+00 8.698450e+01
3.915548e+00 9.207101e+01
4.216744e+00 8.471652e+01
4.517940e+00 8.157601e+01
4.819136e+00 9.174004e+01
5.120332e+00 8.377557e+01
5.421528e+00 8.031009e+01
5.722724e+00 8.272404e+01
6.023920e+00 7.840411e+01
6.325116e+00 8.111351e+01
6.626312e+00 8.948124e+01
6.927508e+00 9.452300e+01
7.228704e+00 8.354748e+01
7.529900e+00 9.623236e+01
7.831096e+00 8.301516e+01
8.132292e+00 8.347953e+01
8.433488e+00 8.197793e+01
8.734684e+00 7.840996e+01
9.035880e+00 7.001860e+01
9.337076e+00 7.662922e+01
9.638272e+00 5.674287e+01
9.939468e+00 6.253564e+01
1.024066e+01 8.612941e+01
1.054186e+01 5.504250e+01
1.084306e+01 6.665964e+01
1.114425e+01 7.772478e+01
1.144545e+01 8.800421e+01
1.174664e+01 8.090756e+01
1.204784e+01 8.553014e+01
1.234904e+01 5.966779e+01
1.265023e+01 6.177900e+01
1.295143e+01 6.697497e+01
1.325262e+01 6.199639e+01
1.355382e+01 6.416484e+01
1.385502e+01 6.138112e+01
1.415621e+01 6.711089e+01
1.445741e+01 6.191346e+01
1.475860e+01 6.863083e+01
1.505980e+01 7.696994e+01
1.536100e+01 6.800579e+01
1.566219e+01 6.855904e+01
1.596339e+01 6.025291e+01
1.626458e+01 4.957232e+01
1.656578e+01 7.343445e+01
1.686698e+01 6.298794e+01
1.716817e+01 6.088954e+01
1.746937e+01 6.067934e+01
1.777056e+01 6.736655e+01
1.807176e+01 5.870820e+01
1.837296e+01 5.584089e+01
1.867415e+01 6.411919e+01
1.897535e+01 6.936631e+01
1.927654e+01 7.334142e+01
1.957774e+01 5.643471e+01
1.987894e+01 5.581800e+01
2.018013e+01 5.293879e+01
2.048133e+01 5.089227e+01
2.078252e+01 5.852666e+01
2.108372e+01 5.983892e+01
2.138492e+01 6.047209e+01
2.168611e+01 4.297186e+01
2.198731e+01 5.154856e+01
2.228850e+01 6.762071e+01
2.258970e+01 4.194952e+01
2.289090e+01 6.024682e+01
2.319209e+01 5.937484e+01
2.349329e+01 4.851355e+01
2.379448e+01 4.045526e+01
2.409568e+01 5.589303e+01
2.439688e+01 4.664824e+01
2.469807e+01 4.602420e+01
2.499927e+01 4.213824e+01
2.530046e+01 4.902102e+01
2.560166e+01 4.256980e+01
2.590286e+01 4.374866e+01
2.620405e+01 3.573439e+01
2.650525e+01 4.619002e+01
2.680644e+01 4.490660e+01
2.710764e+01 3.860351e+01
2.740884e+01 5.082743e+01
2.771003e+01 5.300093e+01
2.801123e+01 4.266257e+01
2.831242e+01 4.709588e+01
2.861362e+01 4.245625e+01
2.891482e+01 4.639921e+01
2.921601e+01 3.238599e+01
2.951721e+01 4.841549e+01
2.981840e+01 3.896039e+01
3.011960e+01 5.394869e+01
3.042080e+01 3.802468e+01
3.072199e+01 3.231100e+01
3.102319e+01 3.829931e+01
3.132438e+01 5.034106e+01
3.162558e+01 3.525710e+01
3.192678e+01 5.212600e+01
3.222797e+01 3.065951e+01
3.252917e+01 3.442340e+01
3.283036e+01 2.947941e+01
3.313156e+01 3.882578e+01
3.343276e+01 3.996920e+01
3.373395e+01 4.319826e+01
3.403515e+01 2.687563e+01
3.433634e+01 4.506595e+01
3.463754e+01 4.965397e+01
3.493874e+01 5.675023e+01
