logz err
235.890752 0.010543
235.891272 0.010722
235.890146 0.010460
235.879883 0.010566
235.889090 0.010644
235.881225 0.010576
235.898989 0.010500
235.879087 0.010664
235.888102 0.010512
235.873969 0.010575
235.894865 0.010622
235.893950 0.010534
235.903121 0.010586
235.871785 0.010621
235.886111 0.010634
235.894144 0.010545
235.887984 0.010624
235.886416 0.010390
235.898575 0.010556
235.883390 0.010450
235.888831 0.010549
235.897978 0.010572
235.888843 0.010553
235.879049 0.010651
235.895508 0.010553
235.890575 0.010448
235.867592 0.010713
235.891049 0.010503
235.908201 0.010528
235.893470 0.010530
235.905656 0.010503
235.899729 0.010467
235.881927 0.010575
235.904045 0.010428
235.904396 0.010720
235.891355 0.010532
235.892627 0.010692
235.881149 0.010481
235.900204 0.010539
235.883121 0.010644
235.898132 0.010534
235.898955 0.010625
235.893195 0.010501
235.898992 0.010509
235.894875 0.010529
235.878397 0.010409
235.897794 0.010560
235.874058 0.010622
235.874907 0.010516
235.884649 0.010539
235.887943 0.010649
235.892515 0.010639
235.891537 0.010525
235.898847 0.010622
235.915284 0.010479
235.884165 0.010569
235.895892 0.010507
235.887334 0.010537
235.906106 0.010590
235.897941 0.010660
235.895572 0.010620
235.916951 0.010435
235.909456 0.010574
235.895366 0.010501
235.896192 0.010554
235.897512 0.010637
235.889813 0.010621
235.900294 0.010509
235.888350 0.010479
235.877589 0.010570
235.895663 0.010792
235.882098 0.010656
235.886331 0.010487
235.895961 0.010280
235.862703 0.010469
235.902390 0.010596
235.889872 0.010477
235.889853 0.010559
235.877327 0.010632
235.883885 0.010529
235.889226 0.010668
235.899298 0.010495
235.905886 0.010632
235.892805 0.010557
235.899070 0.010547
235.880562 0.010626
235.879322 0.010565
235.889013 0.010403
235.885004 0.010453
235.893285 0.010446
235.900570 0.010501
235.901426 0.010310
235.888446 0.010557
235.882399 0.010611
235.886027 0.010494
235.895005 0.010591
235.894760 0.010690
235.897172 0.010508
235.891244 0.010324
235.897761 0.010452
