model	E_kin	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_mu	ave_t	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	iterations	dist_function	distance	diff_hybrid	time
1D_2_4b	-0.96771352	4	1.3290703	-1.3290703	2	1	0.66353093	0.6635309	1	-0.96771352	0.1049412	0.10140526	3.8985947	1	-0.67401247	-0.85808006	-0.85808005	0.042082602	0.096051308	0.096051306	0.039458641	0.4157683	1.7630523	1.7630523	-10.693952	R0:N6:S0:1	e569cda	8	self_wc_10.0_b_50	 4.30e-04	 4.01e-07	2022-03-21@18:29
# w	weight
0.06283185	0.01748930
0.18849556	0.01748278
0.31415927	0.01746980
0.43982297	0.01745035
0.56548668	0.01742430
0.69115038	0.01739136
0.81681409	0.01735106
0.94247780	0.01730277
1.06814150	0.01724576
1.19380521	0.01717931
1.31946891	0.01710281
1.44513262	0.01701580
1.57079633	0.01691804
1.69646003	0.01680949
1.82212374	0.01669036
1.94778745	0.01656106
2.07345115	0.01642215
2.19911486	0.01627432
2.32477856	0.01611838
2.45044227	0.01595517
2.57610598	0.01578556
2.70176968	0.01561045
2.82743339	0.01543069
2.95309709	0.01524712
3.07876080	0.01506053
3.20442451	0.01487165
3.33008821	0.01468117
3.45575192	0.01448970
3.58141563	0.01429781
3.70707933	0.01410602
3.83274304	0.01391477
3.95840674	0.01372446
4.08407045	0.01353545
4.20973416	0.01334803
4.33539786	0.01316249
4.46106157	0.01297903
4.58672527	0.01279786
4.71238898	0.01261913
4.83805269	0.01244299
4.96371639	0.01226953
5.08938010	0.01209884
5.21504380	0.01193099
5.34070751	0.01176603
5.46637122	0.01160399
5.59203492	0.01144489
5.71769863	0.01128874
5.84336234	0.01113553
5.96902604	0.01098527
6.09468975	0.01083791
6.22035345	0.01069345
6.34601716	0.01055186
6.47168087	0.01041309
6.59734457	0.01027710
6.72300828	0.01014387
6.84867198	0.01001333
6.97433569	0.00988545
7.09999940	0.00976017
7.22566310	0.00963745
7.35132681	0.00951723
7.47699052	0.00939946
7.60265422	0.00928410
7.72831793	0.00917108
7.85398163	0.00906036
7.97964534	0.00895189
8.10530905	0.00884561
8.23097275	0.00874147
8.35663646	0.00863943
8.48230016	0.00853943
8.60796387	0.00844142
8.73362758	0.00834537
8.85929128	0.00825121
8.98495499	0.00815890
9.11061870	0.00806841
9.23628240	0.00797968
9.36194611	0.00789267
9.48760981	0.00780734
9.61327352	0.00772364
9.73893723	0.00764155
9.86460093	0.00756101
9.99026464	0.00748199
1D_2_4b	-0.96771577	4	1.3528807	-1.3048955	1.98	1	0.66394878	0.66304707	1.0000167	-0.96771577	0.10499416	0.10130658	3.8984843	1.0001046	-0.67401055	-0.857739	-0.85845826	0.042099441	0.095966753	0.096146539	0.039459706	0.41576573	1.7635697	1.7625253	-10.557234	R0:N6:S0:1	e569cda	6	self_wc_10.0_b_50	 4.32e-04	 9.40e-07	2022-03-21@18:29
# w	weight
0.06283185	0.01749064
0.18849556	0.01748407
0.31415927	0.01747099
0.43982297	0.01745140
0.56548668	0.01742520
0.69115038	0.01739212
0.81681409	0.01735168
0.94247780	0.01730327
1.06814150	0.01724616
1.19380521	0.01717963
1.31946891	0.01710307
1.44513262	0.01701601
1.57079633	0.01691820
1.69646003	0.01680961
1.82212374	0.01669046
1.94778745	0.01656113
2.07345115	0.01642219
2.19911486	0.01627435
2.32477856	0.01611838
2.45044227	0.01595515
2.57610598	0.01578553
2.70176968	0.01561040
2.82743339	0.01543063
2.95309709	0.01524705
3.07876080	0.01506044
3.20442451	0.01487155
3.33008821	0.01468106
3.45575192	0.01448958
3.58141563	0.01429769
3.70707933	0.01410588
3.83274304	0.01391463
3.95840674	0.01372431
4.08407045	0.01353529
4.20973416	0.01334787
4.33539786	0.01316232
4.46106157	0.01297886
4.58672527	0.01279769
4.71238898	0.01261896
4.83805269	0.01244281
4.96371639	0.01226935
5.08938010	0.01209866
5.21504380	0.01193081
5.34070751	0.01176585
5.46637122	0.01160381
5.59203492	0.01144471
5.71769863	0.01128856
5.84336234	0.01113535
5.96902604	0.01098508
6.09468975	0.01083773
6.22035345	0.01069327
6.34601716	0.01055167
6.47168087	0.01041290
6.59734457	0.01027692
6.72300828	0.01014369
6.84867198	0.01001315
6.97433569	0.00988527
7.09999940	0.00975999
7.22566310	0.00963727
7.35132681	0.00951705
7.47699052	0.00939929
7.60265422	0.00928392
7.72831793	0.00917091
7.85398163	0.00906019
7.97964534	0.00895172
8.10530905	0.00884544
8.23097275	0.00874131
8.35663646	0.00863926
8.48230016	0.00853927
8.60796387	0.00844126
8.73362758	0.00834521
8.85929128	0.00825105
8.98495499	0.00815875
9.11061870	0.00806825
9.23628240	0.00797952
9.36194611	0.00789251
9.48760981	0.00780718
9.61327352	0.00772349
9.73893723	0.00764140
9.86460093	0.00756086
9.99026464	0.00748184
1D_2_4b	-0.96771954	4	1.3765433	-1.2804756	1.96	1	0.66432915	0.66251761	1.0000339	-0.96771954	0.10504817	0.10121078	3.8983677	1.0002107	-0.67400723	-0.85740457	-0.85885421	0.042116605	0.095884877	0.096247158	0.039461309	0.41576163	1.7640931	1.7619889	-10.419504	R0:N6:S0:1	e569cda	2	self_wc_10.0_b_50	 4.36e-04	 2.72e-07	2022-03-21@18:29
# w	weight
0.06283185	0.01749522
0.18849556	0.01748848
0.31415927	0.01747508
0.43982297	0.01745507
0.56548668	0.01742839
0.69115038	0.01739483
0.81681409	0.01735394
0.94247780	0.01730512
1.06814150	0.01724767
1.19380521	0.01718085
1.31946891	0.01710405
1.44513262	0.01701679
1.57079633	0.01691882
1.69646003	0.01681010
1.82212374	0.01669082
1.94778745	0.01656139
2.07345115	0.01642236
2.19911486	0.01627443
2.32477856	0.01611839
2.45044227	0.01595509
2.57610598	0.01578540
2.70176968	0.01561021
2.82743339	0.01543039
2.95309709	0.01524675
3.07876080	0.01506010
3.20442451	0.01487117
3.33008821	0.01468064
3.45575192	0.01448913
3.58141563	0.01429721
3.70707933	0.01410538
3.83274304	0.01391410
3.95840674	0.01372376
4.08407045	0.01353472
4.20973416	0.01334729
4.33539786	0.01316172
4.46106157	0.01297825
4.58672527	0.01279707
4.71238898	0.01261833
4.83805269	0.01244218
4.96371639	0.01226871
5.08938010	0.01209802
5.21504380	0.01193017
5.34070751	0.01176520
5.46637122	0.01160316
5.59203492	0.01144406
5.71769863	0.01128791
5.84336234	0.01113470
5.96902604	0.01098443
6.09468975	0.01083708
6.22035345	0.01069263
6.34601716	0.01055103
6.47168087	0.01041227
6.59734457	0.01027629
6.72300828	0.01014306
6.84867198	0.01001252
6.97433569	0.00988465
7.09999940	0.00975937
7.22566310	0.00963666
7.35132681	0.00951644
7.47699052	0.00939868
7.60265422	0.00928333
7.72831793	0.00917032
7.85398163	0.00905960
7.97964534	0.00895114
8.10530905	0.00884486
8.23097275	0.00874073
8.35663646	0.00863869
8.48230016	0.00853870
8.60796387	0.00844070
8.73362758	0.00834465
8.85929128	0.00825050
8.98495499	0.00815820
9.11061870	0.00806771
9.23628240	0.00797899
9.36194611	0.00789198
9.48760981	0.00780666
9.61327352	0.00772297
9.73893723	0.00764088
9.86460093	0.00756035
9.99026464	0.00748134
1D_2_4b	-0.96773054	4	1.3998049	-1.2556989	1.94	1	0.66464062	0.66191781	1.0000529	-0.96773054	0.10510297	0.10112794	3.8982403	1.0003159	-0.67400004	-0.85711153	-0.85928315	0.042134027	0.095814702	0.096357648	0.039465008	0.41575244	1.7646024	1.7614479	-10.280305	R0:N6:S0:1	e569cda	2	self_wc_10.0_b_50	 4.45e-04	 1.00e-06	2022-03-21@18:29
# w	weight
0.06283185	0.01750247
0.18849556	0.01749544
0.31415927	0.01748151
0.43982297	0.01746081
0.56548668	0.01743337
0.69115038	0.01739903
0.81681409	0.01735742
0.94247780	0.01730796
1.06814150	0.01724996
1.19380521	0.01718270
1.31946891	0.01710553
1.44513262	0.01701797
1.57079633	0.01691975
1.69646003	0.01681083
1.82212374	0.01669138
1.94778745	0.01656179
2.07345115	0.01642262
2.19911486	0.01627457
2.32477856	0.01611841
2.45044227	0.01595500
2.57610598	0.01578522
2.70176968	0.01560994
2.82743339	0.01543003
2.95309709	0.01524632
3.07876080	0.01505960
3.20442451	0.01487060
3.33008821	0.01468001
3.45575192	0.01448845
3.58141563	0.01429648
3.70707933	0.01410461
3.83274304	0.01391329
3.95840674	0.01372292
4.08407045	0.01353385
4.20973416	0.01334639
4.33539786	0.01316080
4.46106157	0.01297731
4.58672527	0.01279611
4.71238898	0.01261736
4.83805269	0.01244119
4.96371639	0.01226772
5.08938010	0.01209702
5.21504380	0.01192916
5.34070751	0.01176419
5.46637122	0.01160215
5.59203492	0.01144304
5.71769863	0.01128689
5.84336234	0.01113369
5.96902604	0.01098342
6.09468975	0.01083608
6.22035345	0.01069162
6.34601716	0.01055003
6.47168087	0.01041127
6.59734457	0.01027530
6.72300828	0.01014207
6.84867198	0.01001154
6.97433569	0.00988367
7.09999940	0.00975840
7.22566310	0.00963569
7.35132681	0.00951549
7.47699052	0.00939774
7.60265422	0.00928238
7.72831793	0.00916938
7.85398163	0.00905868
7.97964534	0.00895022
8.10530905	0.00884395
8.23097275	0.00873983
8.35663646	0.00863780
8.48230016	0.00853781
8.60796387	0.00843982
8.73362758	0.00834378
8.85929128	0.00824963
8.98495499	0.00815734
9.11061870	0.00806686
9.23628240	0.00797814
9.36194611	0.00789114
9.48760981	0.00780583
9.61327352	0.00772215
9.73893723	0.00764006
9.86460093	0.00755954
9.99026464	0.00748053
1D_2_4b	-0.96774228	4	1.4227667	-1.2306378	1.92	1	0.66490232	0.66126174	1.00007	-0.96774228	0.10515848	0.10105543	3.8981041	1.0004202	-0.67398974	-0.85685205	-0.85973868	0.04215168	0.095753878	0.096476105	0.039470437	0.41573906	1.7651003	1.7609025	-10.139936	R0:N6:S0:1	e569cda	1	self_wc_10.0_b_50	 4.57e-04	 1.55e-06	2022-03-21@18:29
# w	weight
0.06283185	0.01751262
0.18849556	0.01750519
0.31415927	0.01749053
0.43982297	0.01746886
0.56548668	0.01744033
0.69115038	0.01740489
0.81681409	0.01736227
0.94247780	0.01731191
1.06814150	0.01725316
1.19380521	0.01718527
1.31946891	0.01710759
1.44513262	0.01701961
1.57079633	0.01692105
1.69646003	0.01681183
1.82212374	0.01669214
1.94778745	0.01656234
2.07345115	0.01642298
2.19911486	0.01627475
2.32477856	0.01611843
2.45044227	0.01595488
2.57610598	0.01578495
2.70176968	0.01560955
2.82743339	0.01542952
2.95309709	0.01524570
3.07876080	0.01505889
3.20442451	0.01486980
3.33008821	0.01467913
3.45575192	0.01448749
3.58141563	0.01429545
3.70707933	0.01410352
3.83274304	0.01391215
3.95840674	0.01372173
4.08407045	0.01353262
4.20973416	0.01334513
4.33539786	0.01315951
4.46106157	0.01297599
4.58672527	0.01279477
4.71238898	0.01261600
4.83805269	0.01243982
4.96371639	0.01226633
5.08938010	0.01209562
5.21504380	0.01192775
5.34070751	0.01176278
5.46637122	0.01160073
5.59203492	0.01144163
5.71769863	0.01128548
5.84336234	0.01113227
5.96902604	0.01098201
6.09468975	0.01083467
6.22035345	0.01069022
6.34601716	0.01054863
6.47168087	0.01040988
6.59734457	0.01027391
6.72300828	0.01014069
6.84867198	0.01001017
6.97433569	0.00988231
7.09999940	0.00975705
7.22566310	0.00963435
7.35132681	0.00951416
7.47699052	0.00939641
7.60265422	0.00928107
7.72831793	0.00916808
7.85398163	0.00905738
7.97964534	0.00894893
8.10530905	0.00884268
8.23097275	0.00873857
8.35663646	0.00863655
8.48230016	0.00853657
8.60796387	0.00843859
8.73362758	0.00834256
8.85929128	0.00824842
8.98495499	0.00815614
9.11061870	0.00806567
9.23628240	0.00797696
9.36194611	0.00788998
9.48760981	0.00780467
9.61327352	0.00772100
9.73893723	0.00763893
9.86460093	0.00755841
9.99026464	0.00747942
1D_2_4b	-0.96775606	4	1.4454725	-1.2053006	1.9	1	0.66511373	0.66054474	1.0000869	-0.96775606	0.10521422	0.10098936	3.897962	1.0005243	-0.6739775	-0.85661148	-0.86020942	0.042169398	0.095698924	0.096599875	0.039476622	0.41572358	1.7655949	1.7603557	-9.9984231	R0:N6:S0:1	e569cda	1	self_wc_10.0_b_50	 4.73e-04	 5.42e-07	2022-03-21@18:29
# w	weight
0.06283185	0.01752587
0.18849556	0.01751792
0.31415927	0.01750229
0.43982297	0.01747935
0.56548668	0.01744941
0.69115038	0.01741256
0.81681409	0.01736861
0.94247780	0.01731710
1.06814150	0.01725735
1.19380521	0.01718865
1.31946891	0.01711030
1.44513262	0.01702178
1.57079633	0.01692277
1.69646003	0.01681318
1.82212374	0.01669316
1.94778745	0.01656307
2.07345115	0.01642346
2.19911486	0.01627500
2.32477856	0.01611847
2.45044227	0.01595472
2.57610598	0.01578462
2.70176968	0.01560904
2.82743339	0.01542886
2.95309709	0.01524491
3.07876080	0.01505796
3.20442451	0.01486875
3.33008821	0.01467797
3.45575192	0.01448624
3.58141563	0.01429411
3.70707933	0.01410211
3.83274304	0.01391066
3.95840674	0.01372019
4.08407045	0.01353102
4.20973416	0.01334348
4.33539786	0.01315782
4.46106157	0.01297427
4.58672527	0.01279302
4.71238898	0.01261422
4.83805269	0.01243802
4.96371639	0.01226451
5.08938010	0.01209379
5.21504380	0.01192591
5.34070751	0.01176093
5.46637122	0.01159888
5.59203492	0.01143977
5.71769863	0.01128362
5.84336234	0.01113042
5.96902604	0.01098016
6.09468975	0.01083282
6.22035345	0.01068838
6.34601716	0.01054680
6.47168087	0.01040806
6.59734457	0.01027210
6.72300828	0.01013889
6.84867198	0.01000838
6.97433569	0.00988053
7.09999940	0.00975528
7.22566310	0.00963260
7.35132681	0.00951241
7.47699052	0.00939468
7.60265422	0.00927935
7.72831793	0.00916637
7.85398163	0.00905569
7.97964534	0.00894725
8.10530905	0.00884101
8.23097275	0.00873691
8.35663646	0.00863491
8.48230016	0.00853495
8.60796387	0.00843698
8.73362758	0.00834096
8.85929128	0.00824684
8.98495499	0.00815457
9.11061870	0.00806412
9.23628240	0.00797542
9.36194611	0.00788845
9.48760981	0.00780315
9.61327352	0.00771950
9.73893723	0.00763744
9.86460093	0.00755694
9.99026464	0.00747795
1D_2_4b	-0.9677723	4	1.4679222	-1.1796866	1.88	1	0.66527609	0.65977008	1.0001037	-0.9677723	0.10527052	0.1009304	3.8978128	1.0006284	-0.67396299	-0.85639246	-0.8606998	0.042187289	0.095650445	0.096729981	0.03948384	0.4157054	1.7660858	1.7598048	-9.8557657	R0:N6:S0:1	e569cda	0	self_wc_10.0_b_50	 4.92e-04	 1.00e+06	2022-03-21@18:29
# w	weight
0.06283185	0.01754220
0.18849556	0.01753361
0.31415927	0.01751679
0.43982297	0.01749228
0.56548668	0.01746059
0.69115038	0.01742200
0.81681409	0.01737642
0.94247780	0.01732347
1.06814150	0.01726252
1.19380521	0.01719281
1.31946891	0.01711365
1.44513262	0.01702446
1.57079633	0.01692490
1.69646003	0.01681484
1.82212374	0.01669442
1.94778745	0.01656398
2.07345115	0.01642406
2.19911486	0.01627531
2.32477856	0.01611852
2.45044227	0.01595453
2.57610598	0.01578420
2.70176968	0.01560842
2.82743339	0.01542805
2.95309709	0.01524392
3.07876080	0.01505681
3.20442451	0.01486746
3.33008821	0.01467655
3.45575192	0.01448469
3.58141563	0.01429246
3.70707933	0.01410036
3.83274304	0.01390883
3.95840674	0.01371828
4.08407045	0.01352905
4.20973416	0.01334145
4.33539786	0.01315574
4.46106157	0.01297214
4.58672527	0.01279085
4.71238898	0.01261203
4.83805269	0.01243580
4.96371639	0.01226227
5.08938010	0.01209153
5.21504380	0.01192365
5.34070751	0.01175866
5.46637122	0.01159660
5.59203492	0.01143749
5.71769863	0.01128134
5.84336234	0.01112814
5.96902604	0.01097788
6.09468975	0.01083055
6.22035345	0.01068612
6.34601716	0.01054455
6.47168087	0.01040581
6.59734457	0.01026986
6.72300828	0.01013667
6.84867198	0.01000617
6.97433569	0.00987833
7.09999940	0.00975310
7.22566310	0.00963043
7.35132681	0.00951026
7.47699052	0.00939255
7.60265422	0.00927723
7.72831793	0.00916427
7.85398163	0.00905361
7.97964534	0.00894519
8.10530905	0.00883896
8.23097275	0.00873488
8.35663646	0.00863289
8.48230016	0.00853295
8.60796387	0.00843500
8.73362758	0.00833899
8.85929128	0.00824489
8.98495499	0.00815264
9.11061870	0.00806220
9.23628240	0.00797352
9.36194611	0.00788656
9.48760981	0.00780129
9.61327352	0.00771765
9.73893723	0.00763560
9.86460093	0.00755512
9.99026464	0.00747615
