# Serial 2TCM (k4=0) with k1:0.50; k2:0.50; k3:0.01
# Times[minutes] Activity[kBq/ml]
8.855162e+01 1.308670e+01
8.885282e+01 1.308567e+01
8.915402e+01 1.308462e+01
8.945521e+01 1.308356e+01
8.975641e+01 1.308256e+01
9.005760e+01 1.308165e+01
9.035880e+01 1.308082e+01
9.066000e+01 1.308005e+01
9.096119e+01 1.307933e+01
9.126239e+01 1.307865e+01
9.156358e+01 1.307798e+01
9.186478e+01 1.307734e+01
9.216598e+01 1.307670e+01
9.246717e+01 1.307606e+01
9.276837e+01 1.307542e+01
9.306956e+01 1.307477e+01
9.337076e+01 1.307411e+01
9.367196e+01 1.307343e+01
9.397315e+01 1.307273e+01
9.427435e+01 1.307210e+01
9.457554e+01 1.307155e+01
9.487674e+01 1.307107e+01
9.517794e+01 1.307065e+01
9.547913e+01 1.307026e+01
9.578033e+01 1.306991e+01
9.608152e+01 1.306958e+01
9.638272e+01 1.306926e+01
9.668392e+01 1.306894e+01
9.698511e+01 1.306863e+01
9.728631e+01 1.306831e+01
9.758750e+01 1.306799e+01
9.788870e+01 1.306765e+01
9.818990e+01 1.306729e+01
9.849109e+01 1.306692e+01
9.879229e+01 1.306653e+01
9.909348e+01 1.306622e+01
9.939468e+01 1.306600e+01
9.969588e+01 1.306582e+01
9.999707e+01 1.306570e+01
1.002983e+02 1.306560e+01
1.005995e+02 1.306553e+01
1.009007e+02 1.306548e+01
1.012019e+02 1.306544e+01
1.015031e+02 1.306539e+01
1.018042e+02 1.306535e+01
1.021054e+02 1.306530e+01
1.024066e+02 1.306524e+01
1.027078e+02 1.306517e+01
1.030090e+02 1.306508e+01
1.033102e+02 1.306498e+01
1.036114e+02 1.306485e+01
1.039126e+02 1.306476e+01
1.042138e+02 1.306474e+01
1.045150e+02 1.306478e+01
1.048162e+02 1.306487e+01
1.051174e+02 1.306499e+01
1.054186e+02 1.306514e+01
1.057198e+02 1.306531e+01
1.060210e+02 1.306548e+01
1.063222e+02 1.306566e+01
1.066234e+02 1.306584e+01
1.069246e+02 1.306602e+01
1.072258e+02 1.306619e+01
1.075270e+02 1.306635e+01
1.078282e+02 1.306649e+01
1.081294e+02 1.306662e+01
1.084306e+02 1.306673e+01
1.087318e+02 1.306681e+01
1.090330e+02 1.306691e+01
1.093341e+02 1.306707e+01
1.096353e+02 1.306729e+01
1.099365e+02 1.306756e+01
1.102377e+02 1.306786e+01
1.105389e+02 1.306819e+01
1.108401e+02 1.306853e+01
1.111413e+02 1.306888e+01
1.114425e+02 1.306925e+01
1.117437e+02 1.306961e+01
1.120449e+02 1.306996e+01
1.123461e+02 1.307032e+01
1.126473e+02 1.307066e+01
1.129485e+02 1.307098e+01
1.132497e+02 1.307130e+01
1.135509e+02 1.307159e+01
1.138521e+02 1.307187e+01
1.141533e+02 1.307213e+01
1.144545e+02 1.307237e+01
1.147557e+02 1.307269e+01
1.150569e+02 1.307305e+01
1.153581e+02 1.307346e+01
1.156593e+02 1.307390e+01
1.159605e+02 1.307437e+01
1.162617e+02 1.307485e+01
1.165629e+02 1.307534e+01
1.168640e+02 1.307583e+01
1.171652e+02 1.307633e+01
1.174664e+02 1.307682e+01
1.177676e+02 1.307731e+01
1.180688e+02 1.307778e+01
1.183700e+02 1.307825e+01
1.186712e+02 1.307870e+01
1.189724e+02 1.307913e+01
1.192736e+02 1.307955e+01
1.195748e+02 1.307995e+01
1.198760e+02 1.308033e+01
