# This file has been generated by fmt_fig7.py
#
#
# swb: [-] Normalized soil water balance (AW/TAW)
#
year;zone;date;swb
2020;apv;2020-07-26;0.022
2020;apv;2020-07-27;0.021
2020;apv;2020-07-28;0.020
2020;apv;2020-07-29;0.019
2020;apv;2020-07-30;0.017
2020;apv;2020-07-31;0.015
2020;apv;2020-08-01;0.014
2020;apv;2020-08-02;0.012
2020;apv;2020-08-03;0.011
2020;apv;2020-08-04;0.009
2020;apv;2020-08-05;0.007
2020;apv;2020-08-06;0.006
2020;apv;2020-08-07;0.031
2020;apv;2020-08-08;0.097
2020;apv;2020-08-09;0.108
2020;apv;2020-08-10;0.092
2020;apv;2020-08-11;0.099
2020;apv;2020-08-12;0.106
2020;apv;2020-08-13;0.097
2020;apv;2020-08-14;0.087
2020;apv;2020-08-15;0.086
2020;apv;2020-08-16;0.119
2020;apv;2020-08-17;0.156
2020;apv;2020-08-18;0.164
2020;apv;2020-08-19;0.155
2020;apv;2020-08-20;0.144
2020;apv;2020-08-21;0.133
2020;apv;2020-08-22;0.124
2020;apv;2020-08-23;0.115
2020;apv;2020-08-24;0.104
2020;apv;2020-08-25;0.099
2020;apv;2020-08-26;0.099
2020;apv;2020-08-27;0.097
2020;apv;2020-08-28;0.098
2020;apv;2020-08-29;0.132
2020;apv;2020-08-30;0.134
2020;apv;2020-08-31;0.123
2020;apv;2020-09-01;0.113
2020;apv;2020-09-02;0.106
2020;apv;2020-09-03;0.100
2020;apv;2020-09-04;0.093
2020;apv;2020-09-05;0.086
2020;apv;2020-09-06;0.080
2020;apv;2020-09-07;0.073
2020;apv;2020-09-08;0.066
2020;apv;2020-09-09;0.062
2020;apv;2020-09-10;0.060
2020;apv;2020-09-11;0.057
2020;apv;2020-09-12;0.054
2020;apv;2020-09-13;0.052
2020;apv;2020-09-14;0.050
2020;apv;2020-09-15;0.046
2020;apv;2020-09-16;0.043
2020;apv;2020-09-17;0.041
2020;apv;2020-09-18;0.039
2020;apv;2020-09-19;0.035
2020;apv;2020-09-20;0.032
2020;apv;2020-09-21;0.032
2020;apv;2020-09-22;0.042
2020;apv;2020-09-23;0.053
2020;apv;2020-09-24;0.057
2020;apv;2020-09-25;0.060
2020;control;2020-03-15;0.951
2020;control;2020-03-16;0.946
2020;control;2020-03-17;0.936
2020;control;2020-03-18;0.927
2020;control;2020-03-19;0.917
2020;control;2020-03-20;0.907
2020;control;2020-03-21;0.894
2020;control;2020-03-22;0.882
2020;control;2020-03-23;0.866
2020;control;2020-03-24;0.853
2020;control;2020-03-25;0.840
2020;control;2020-03-26;0.827
2020;control;2020-03-27;0.814
2020;control;2020-03-28;0.798
2020;control;2020-03-29;0.781
2020;control;2020-03-30;0.768
2020;control;2020-03-31;0.755
2020;control;2020-04-01;0.741
2020;control;2020-04-02;0.728
2020;control;2020-04-03;0.713
2020;control;2020-04-04;0.698
2020;control;2020-04-05;0.684
2020;control;2020-04-06;0.669
2020;control;2020-04-07;0.653
2020;control;2020-04-08;0.635
2020;control;2020-04-09;0.617
2020;control;2020-04-10;0.595
2020;control;2020-04-11;0.577
2020;control;2020-04-12;0.559
2020;control;2020-04-13;0.534
2020;control;2020-04-14;0.508
2020;control;2020-04-15;0.481
2020;control;2020-04-16;0.461
2020;control;2020-04-17;0.464
2020;control;2020-04-18;0.454
2020;control;2020-04-19;0.433
2020;control;2020-04-20;0.412
2020;control;2020-04-21;0.391
2020;control;2020-04-22;0.370
2020;control;2020-04-23;0.356
2020;control;2020-04-24;0.342
2020;control;2020-04-25;0.329
2020;control;2020-04-26;0.315
2020;control;2020-04-27;0.340
2020;control;2020-04-28;0.396
2020;control;2020-04-29;0.427
2020;control;2020-04-30;0.426
2020;control;2020-05-01;0.460
2020;control;2020-05-02;0.485
2020;control;2020-05-03;0.504
2020;control;2020-05-04;0.530
2020;control;2020-05-05;0.513
2020;control;2020-05-06;0.496
2020;control;2020-05-07;0.479
2020;control;2020-05-08;0.487
2020;control;2020-05-09;0.505
2020;control;2020-05-10;0.506
2020;control;2020-05-11;0.494
2020;control;2020-05-12;0.484
2020;control;2020-05-13;0.461
2020;control;2020-05-14;0.435
2020;control;2020-05-15;0.410
2020;control;2020-05-16;0.390
2020;control;2020-05-17;0.371
2020;control;2020-05-18;0.345
2020;control;2020-05-19;0.320
2020;control;2020-05-20;0.294
2020;control;2020-05-21;0.270
2020;control;2020-05-22;0.255
2020;control;2020-05-23;0.239
2020;control;2020-05-24;0.223
2020;control;2020-05-25;0.206
2020;control;2020-05-26;0.198
2020;control;2020-05-27;0.191
2020;control;2020-05-28;0.183
2020;control;2020-05-29;0.166
2020;control;2020-05-30;0.148
2020;control;2020-05-31;0.130
2020;control;2020-06-01;0.120
2020;control;2020-06-02;0.126
2020;control;2020-06-03;0.132
2020;control;2020-06-04;0.130
2020;control;2020-06-05;0.135
2020;control;2020-06-06;0.167
2020;control;2020-06-07;0.157
2020;control;2020-06-08;0.141
2020;control;2020-06-09;0.138
2020;control;2020-06-10;0.159
2020;control;2020-06-11;0.160
2020;control;2020-06-12;0.149
2020;control;2020-06-13;0.137
2020;control;2020-06-14;0.128
2020;control;2020-06-15;0.123
2020;control;2020-06-16;0.116
2020;control;2020-06-17;0.106
2020;control;2020-06-18;0.097
2020;control;2020-06-19;0.091
2020;control;2020-06-20;0.095
2020;control;2020-06-21;0.084
2020;control;2020-06-22;0.075
2020;control;2020-06-23;0.066
2020;control;2020-06-24;0.082
2020;control;2020-06-25;0.104
2020;control;2020-06-26;0.103
2020;control;2020-06-27;0.095
2020;control;2020-06-28;0.091
2020;control;2020-06-29;0.087
2020;control;2020-06-30;0.080
2020;control;2020-07-01;0.074
2020;control;2020-07-02;0.069
2020;control;2020-07-03;0.065
2020;control;2020-07-04;0.058
2020;control;2020-07-05;0.052
2020;control;2020-07-06;0.048
2020;control;2020-07-07;0.043
2020;control;2020-07-08;0.039
2020;control;2020-07-09;0.034
2020;control;2020-07-10;0.031
2020;control;2020-07-11;0.029
2020;control;2020-07-12;0.026
2020;control;2020-07-13;0.023
2020;control;2020-07-14;0.020
2020;control;2020-07-15;0.019
2020;control;2020-07-16;0.018
2020;control;2020-07-17;0.016
2020;control;2020-07-18;0.015
2020;control;2020-07-19;0.014
2020;control;2020-07-20;0.012
2020;control;2020-07-21;0.011
2020;control;2020-07-22;0.009
2020;control;2020-07-23;0.005
2020;control;2020-07-24;0.000
2020;control;2020-07-25;-0.004
2020;control;2020-07-26;-0.005
2020;control;2020-07-27;-0.005
2020;control;2020-07-28;-0.005
2020;control;2020-07-29;-0.005
2020;control;2020-07-30;-0.006
2020;control;2020-07-31;-0.006
2020;control;2020-08-01;-0.006
2020;control;2020-08-02;-0.006
2020;control;2020-08-03;-0.006
2020;control;2020-08-04;-0.006
2020;control;2020-08-05;-0.007
2020;control;2020-08-06;-0.007
2020;control;2020-08-07;0.007
2020;control;2020-08-08;0.065
2020;control;2020-08-09;0.077
2020;control;2020-08-10;0.067
2020;control;2020-08-11;0.067
2020;control;2020-08-12;0.060
2020;control;2020-08-13;0.052
2020;control;2020-08-14;0.048
2020;control;2020-08-15;0.054
2020;control;2020-08-16;0.083
2020;control;2020-08-17;0.110
2020;control;2020-08-18;0.108
2020;control;2020-08-19;0.095
2020;control;2020-08-20;0.086
2020;control;2020-08-21;0.081
2020;control;2020-08-22;0.075
2020;control;2020-08-23;0.069
2020;control;2020-08-24;0.064
2020;control;2020-08-25;0.059
2020;control;2020-08-26;0.055
2020;control;2020-08-27;0.050
2020;control;2020-08-28;0.058
2020;control;2020-08-29;0.076
2020;control;2020-08-30;0.076
2020;control;2020-08-31;0.067
2020;control;2020-09-01;0.057
2020;control;2020-09-02;0.046
2020;control;2020-09-03;0.038
2020;control;2020-09-04;0.034
2020;control;2020-09-05;0.031
2020;control;2020-09-06;0.028
2020;control;2020-09-07;0.025
2020;control;2020-09-08;0.021
2020;control;2020-09-09;0.018
2020;control;2020-09-10;0.016
2020;control;2020-09-11;0.014
2020;control;2020-09-12;0.013
2020;control;2020-09-13;0.012
2020;control;2020-09-14;0.011
2020;control;2020-09-15;0.009
2020;control;2020-09-16;0.008
2020;control;2020-09-17;0.007
2020;control;2020-09-18;0.006
2020;control;2020-09-19;0.004
2020;control;2020-09-20;0.003
2020;control;2020-09-21;0.007
2020;control;2020-09-22;0.019
2020;control;2020-09-23;0.025
2020;control;2020-09-24;0.024
2020;control;2020-09-25;0.023
2021;apv;2021-03-17;0.837
2021;apv;2021-03-18;0.829
2021;apv;2021-03-19;0.820
2021;apv;2021-03-20;0.823
2021;apv;2021-03-21;0.854
2021;apv;2021-03-22;0.858
2021;apv;2021-03-23;0.846
2021;apv;2021-03-24;0.837
2021;apv;2021-03-25;0.829
2021;apv;2021-03-26;0.815
2021;apv;2021-03-27;0.796
2021;apv;2021-03-28;0.781
2021;apv;2021-03-29;0.767
2021;apv;2021-03-30;0.748
2021;apv;2021-03-31;0.734
2021;apv;2021-04-01;0.718
2021;apv;2021-04-02;0.703
2021;apv;2021-04-03;0.688
2021;apv;2021-04-04;0.678
2021;apv;2021-04-05;0.674
2021;apv;2021-04-06;0.661
2021;apv;2021-04-07;0.642
2021;apv;2021-04-08;0.629
2021;apv;2021-04-09;0.646
2021;apv;2021-04-10;0.661
2021;apv;2021-04-11;0.649
2021;apv;2021-04-12;0.632
2021;apv;2021-04-13;0.618
2021;apv;2021-04-14;0.605
2021;apv;2021-04-15;0.591
2021;apv;2021-04-16;0.577
2021;apv;2021-04-17;0.564
2021;apv;2021-04-18;0.550
2021;apv;2021-04-19;0.536
2021;apv;2021-04-20;0.527
2021;apv;2021-04-21;0.512
2021;apv;2021-04-22;0.489
2021;apv;2021-04-23;0.465
2021;apv;2021-04-24;0.442
2021;apv;2021-04-25;0.422
2021;apv;2021-04-26;0.410
2021;apv;2021-04-27;0.399
2021;apv;2021-04-28;0.385
2021;apv;2021-04-29;0.388
2021;apv;2021-04-30;0.385
2021;apv;2021-05-01;0.371
2021;apv;2021-05-02;0.372
2021;apv;2021-05-03;0.377
2021;apv;2021-05-04;0.387
2021;apv;2021-05-05;0.397
2021;apv;2021-05-06;0.378
2021;apv;2021-05-07;0.367
2021;apv;2021-05-08;0.371
2021;apv;2021-05-09;0.367
2021;apv;2021-05-10;0.357
2021;apv;2021-05-11;0.376
2021;apv;2021-05-12;0.382
2021;apv;2021-05-13;0.394
2021;apv;2021-05-14;0.443
2021;apv;2021-05-15;0.487
2021;apv;2021-05-16;0.528
2021;apv;2021-05-17;0.542
2021;apv;2021-05-18;0.554
2021;apv;2021-05-19;0.537
2021;apv;2021-05-20;0.515
2021;apv;2021-05-21;0.492
2021;apv;2021-05-22;0.503
2021;apv;2021-05-23;0.514
2021;apv;2021-05-24;0.512
2021;apv;2021-05-25;0.530
2021;apv;2021-05-26;0.512
2021;apv;2021-05-27;0.490
2021;apv;2021-05-28;0.469
2021;apv;2021-05-29;0.447
2021;apv;2021-05-30;0.423
2021;apv;2021-05-31;0.398
2021;apv;2021-06-01;0.364
2021;apv;2021-06-02;0.325
2021;apv;2021-06-03;0.302
2021;apv;2021-06-04;0.288
2021;apv;2021-06-05;0.277
2021;apv;2021-06-06;0.263
2021;apv;2021-06-07;0.252
2021;apv;2021-06-08;0.240
2021;apv;2021-06-09;0.229
2021;apv;2021-06-10;0.211
2021;apv;2021-06-11;0.189
2021;apv;2021-06-12;0.170
2021;apv;2021-06-13;0.154
2021;apv;2021-06-14;0.137
2021;apv;2021-06-15;0.120
2021;apv;2021-06-16;0.108
2021;apv;2021-06-17;0.145
2021;apv;2021-06-18;0.195
2021;apv;2021-06-19;0.181
2021;apv;2021-06-20;0.182
2021;apv;2021-06-21;0.196
2021;apv;2021-06-22;0.181
2021;apv;2021-06-23;0.166
2021;apv;2021-06-24;0.151
2021;apv;2021-06-25;0.148
2021;apv;2021-06-26;0.166
2021;apv;2021-06-27;0.201
2021;apv;2021-06-28;0.249
2021;apv;2021-06-29;0.257
2021;apv;2021-06-30;0.240
2021;apv;2021-07-01;0.220
2021;apv;2021-07-02;0.221
2021;apv;2021-07-03;0.239
2021;apv;2021-07-04;0.244
2021;apv;2021-07-05;0.236
2021;apv;2021-07-06;0.216
2021;apv;2021-07-07;0.197
2021;apv;2021-07-08;0.182
2021;apv;2021-07-09;0.171
2021;apv;2021-07-10;0.166
2021;apv;2021-07-11;0.256
2021;apv;2021-07-12;0.347
2021;apv;2021-07-13;0.395
2021;apv;2021-07-14;0.388
2021;apv;2021-07-15;0.375
2021;apv;2021-07-16;0.366
2021;apv;2021-07-17;0.356
2021;apv;2021-07-18;0.332
2021;apv;2021-07-19;0.303
2021;apv;2021-07-20;0.279
2021;apv;2021-07-21;0.259
2021;apv;2021-07-22;0.265
2021;apv;2021-07-23;0.300
2021;apv;2021-07-24;0.310
2021;apv;2021-07-25;0.302
2021;apv;2021-07-26;0.291
2021;apv;2021-07-27;0.272
2021;apv;2021-07-28;0.256
2021;apv;2021-07-29;0.241
2021;apv;2021-07-30;0.230
2021;apv;2021-07-31;0.221
2021;apv;2021-08-01;0.249
2021;apv;2021-08-02;0.339
2021;apv;2021-08-03;0.362
2021;apv;2021-08-04;0.367
2021;apv;2021-08-05;0.360
2021;apv;2021-08-06;0.371
2021;apv;2021-08-07;0.378
2021;apv;2021-08-08;0.367
2021;apv;2021-08-09;0.356
2021;apv;2021-08-10;0.342
2021;apv;2021-08-11;0.332
2021;apv;2021-08-12;0.314
2021;apv;2021-08-13;0.293
2021;apv;2021-08-14;0.276
2021;apv;2021-08-15;0.258
2021;apv;2021-08-16;0.243
2021;apv;2021-08-17;0.229
2021;apv;2021-08-18;0.218
2021;apv;2021-08-19;0.207
2021;apv;2021-08-20;0.193
2021;apv;2021-08-21;0.178
2021;apv;2021-08-22;0.164
2021;apv;2021-08-23;0.150
2021;apv;2021-08-24;0.137
2021;apv;2021-08-25;0.126
2021;apv;2021-08-26;0.118
2021;apv;2021-08-27;0.109
2021;apv;2021-08-28;0.103
2021;apv;2021-08-29;0.096
2021;apv;2021-08-30;0.086
2021;apv;2021-08-31;0.076
2021;apv;2021-09-01;0.069
2021;apv;2021-09-02;0.069
2021;apv;2021-09-03;0.101
2021;apv;2021-09-04;0.113
2021;apv;2021-09-05;0.104
2021;apv;2021-09-06;0.096
2021;apv;2021-09-07;0.110
2021;apv;2021-09-08;0.240
2021;apv;2021-09-09;0.328
2021;apv;2021-09-10;0.344
2021;apv;2021-09-11;0.334
2021;apv;2021-09-12;0.347
2021;apv;2021-09-13;0.454
2021;apv;2021-09-14;0.563
2021;apv;2021-09-15;0.583
2021;apv;2021-09-16;0.572
2021;apv;2021-09-17;0.560
2021;apv;2021-09-18;0.552
2021;apv;2021-09-19;0.541
2021;apv;2021-09-20;0.529
2021;apv;2021-09-21;0.527
2021;apv;2021-09-22;0.525
2021;apv;2021-09-23;0.513
2021;apv;2021-09-24;0.500
2021;apv;2021-09-25;0.517
2021;apv;2021-09-26;0.563
2021;control;2021-03-17;0.869
2021;control;2021-03-18;0.859
2021;control;2021-03-19;0.849
2021;control;2021-03-20;0.852
2021;control;2021-03-21;0.881
2021;control;2021-03-22;0.875
2021;control;2021-03-23;0.866
2021;control;2021-03-24;0.857
2021;control;2021-03-25;0.851
2021;control;2021-03-26;0.842
2021;control;2021-03-27;0.827
2021;control;2021-03-28;0.816
2021;control;2021-03-29;0.798
2021;control;2021-03-30;0.781
2021;control;2021-03-31;0.770
2021;control;2021-04-01;0.758
2021;control;2021-04-02;0.741
2021;control;2021-04-03;0.727
2021;control;2021-04-04;0.714
2021;control;2021-04-05;0.698
2021;control;2021-04-06;0.687
2021;control;2021-04-07;0.677
2021;control;2021-04-08;0.671
2021;control;2021-04-09;0.680
2021;control;2021-04-10;0.688
2021;control;2021-04-11;0.680
2021;control;2021-04-12;0.670
2021;control;2021-04-13;0.659
2021;control;2021-04-14;0.648
2021;control;2021-04-15;0.638
2021;control;2021-04-16;0.627
2021;control;2021-04-17;0.611
2021;control;2021-04-18;0.594
2021;control;2021-04-19;0.577
2021;control;2021-04-20;0.561
2021;control;2021-04-21;0.544
2021;control;2021-04-22;0.527
2021;control;2021-04-23;0.506
2021;control;2021-04-24;0.483
2021;control;2021-04-25;0.465
2021;control;2021-04-26;0.443
2021;control;2021-04-27;0.429
2021;control;2021-04-28;0.414
2021;control;2021-04-29;0.412
2021;control;2021-04-30;0.408
2021;control;2021-05-01;0.393
2021;control;2021-05-02;0.397
2021;control;2021-05-03;0.400
2021;control;2021-05-04;0.402
2021;control;2021-05-05;0.399
2021;control;2021-05-06;0.380
2021;control;2021-05-07;0.368
2021;control;2021-05-08;0.382
2021;control;2021-05-09;0.370
2021;control;2021-05-10;0.363
2021;control;2021-05-11;0.375
2021;control;2021-05-12;0.377
2021;control;2021-05-13;0.380
2021;control;2021-05-14;0.416
2021;control;2021-05-15;0.455
2021;control;2021-05-16;0.486
2021;control;2021-05-17;0.498
2021;control;2021-05-18;0.505
2021;control;2021-05-19;0.488
2021;control;2021-05-20;0.466
2021;control;2021-05-21;0.440
2021;control;2021-05-22;0.432
2021;control;2021-05-23;0.441
2021;control;2021-05-24;0.435
2021;control;2021-05-25;0.444
2021;control;2021-05-26;0.432
2021;control;2021-05-27;0.402
2021;control;2021-05-28;0.376
2021;control;2021-05-29;0.350
2021;control;2021-05-30;0.324
2021;control;2021-05-31;0.292
2021;control;2021-06-01;0.256
2021;control;2021-06-02;0.220
2021;control;2021-06-03;0.199
2021;control;2021-06-04;0.182
2021;control;2021-06-05;0.160
2021;control;2021-06-06;0.133
2021;control;2021-06-07;0.113
2021;control;2021-06-08;0.097
2021;control;2021-06-09;0.081
2021;control;2021-06-10;0.066
2021;control;2021-06-11;0.050
2021;control;2021-06-12;0.036
2021;control;2021-06-13;0.026
2021;control;2021-06-14;0.016
2021;control;2021-06-15;0.021
2021;control;2021-06-16;0.021
2021;control;2021-06-17;0.073
2021;control;2021-06-18;0.112
2021;control;2021-06-19;0.103
2021;control;2021-06-20;0.106
2021;control;2021-06-21;0.119
2021;control;2021-06-22;0.112
2021;control;2021-06-23;0.105
2021;control;2021-06-24;0.098
2021;control;2021-06-25;0.096
2021;control;2021-06-26;0.106
2021;control;2021-06-27;0.139
2021;control;2021-06-28;0.186
2021;control;2021-06-29;0.188
2021;control;2021-06-30;0.174
2021;control;2021-07-01;0.155
2021;control;2021-07-02;0.150
2021;control;2021-07-03;0.163
2021;control;2021-07-04;0.167
2021;control;2021-07-05;0.159
2021;control;2021-07-06;0.139
2021;control;2021-07-07;0.124
2021;control;2021-07-08;0.115
2021;control;2021-07-09;0.106
2021;control;2021-07-10;0.101
2021;control;2021-07-11;0.142
2021;control;2021-07-12;0.266
2021;control;2021-07-13;0.293
2021;control;2021-07-14;0.283
2021;control;2021-07-15;0.270
2021;control;2021-07-16;0.257
2021;control;2021-07-17;0.236
2021;control;2021-07-18;0.204
2021;control;2021-07-19;0.172
2021;control;2021-07-20;0.146
2021;control;2021-07-21;0.128
2021;control;2021-07-22;0.124
2021;control;2021-07-23;0.151
2021;control;2021-07-24;0.175
2021;control;2021-07-25;0.167
2021;control;2021-07-26;0.155
2021;control;2021-07-27;0.136
2021;control;2021-07-28;0.117
2021;control;2021-07-29;0.098
2021;control;2021-07-30;0.083
2021;control;2021-07-31;0.082
2021;control;2021-08-01;0.101
2021;control;2021-08-02;0.174
2021;control;2021-08-03;0.205
2021;control;2021-08-04;0.207
2021;control;2021-08-05;0.196
2021;control;2021-08-06;0.196
2021;control;2021-08-07;0.209
2021;control;2021-08-08;0.197
2021;control;2021-08-09;0.173
2021;control;2021-08-10;0.149
2021;control;2021-08-11;0.140
2021;control;2021-08-12;0.124
2021;control;2021-08-13;0.108
2021;control;2021-08-14;0.087
2021;control;2021-08-15;0.070
2021;control;2021-08-16;0.065
2021;control;2021-08-17;0.060
2021;control;2021-08-18;0.055
2021;control;2021-08-19;0.050
2021;control;2021-08-20;0.045
2021;control;2021-08-21;0.040
2021;control;2021-08-22;0.036
2021;control;2021-08-23;0.031
2021;control;2021-08-24;0.028
2021;control;2021-08-25;0.023
2021;control;2021-08-26;0.019
2021;control;2021-08-27;0.016
2021;control;2021-08-28;0.013
2021;control;2021-08-29;0.009
2021;control;2021-08-30;0.007
2021;control;2021-08-31;0.007
2021;control;2021-09-01;0.006
2021;control;2021-09-02;0.016
2021;control;2021-09-03;0.048
2021;control;2021-09-04;0.050
2021;control;2021-09-05;0.044
2021;control;2021-09-06;0.040
2021;control;2021-09-07;0.055
2021;control;2021-09-08;0.146
2021;control;2021-09-09;0.224
2021;control;2021-09-10;0.241
2021;control;2021-09-11;0.228
2021;control;2021-09-12;0.233
2021;control;2021-09-13;0.313
2021;control;2021-09-14;0.393
2021;control;2021-09-15;0.406
2021;control;2021-09-16;0.393
2021;control;2021-09-17;0.383
2021;control;2021-09-18;0.374
2021;control;2021-09-19;0.365
2021;control;2021-09-20;0.356
2021;control;2021-09-21;0.346
2021;control;2021-09-22;0.337
2021;control;2021-09-23;0.322
2021;control;2021-09-24;0.310
2021;control;2021-09-25;0.307
2021;control;2021-09-26;0.305
