block,table2,activity,CAT,column,dtype,spaces,width,start,stop,table,default,model_min,model_max,target,lower,upper,min,max,units,definition
PERLND,PWT-GASES,PWTGAS,PARAMETERS,IOCO2,R,2,10,40,50,PWT-GASES,0,,,,,,,,,
PERLND,PWT-GASES,PWTGAS,PARAMETERS,AODOX,R,2,10,50,60,PWT-GASES,0,,,,,,,,,
PERLND,PWT-GASES,PWTGAS,PARAMETERS,AOCO2,R,2,10,60,70,PWT-GASES,0,,,,,,,,,
PERLND,NQUALS,PQUAL,PQUAL,OPNID,C,2,8,2,10,NQUALS,0,,,,,,,,,
PERLND,NQUALS,PQUAL,PQUAL,NQUAL,I,2,5,10,15,NQUALS,1,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,OPNID,C,2,8,2,10,PQL-AD-FLAGS,,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(1),I,2,3,11,14,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(2),I,2,4,14,18,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(3),I,2,3,18,21,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(4),I,2,4,21,25,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(5),I,2,3,25,28,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(6),I,2,4,28,32,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(7),I,2,3,32,35,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(8),I,2,4,35,39,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(9),I,2,3,39,42,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(10),I,2,4,42,46,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(11),I,2,3,46,49,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(12),I,2,4,49,53,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(13),I,2,3,53,56,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(14),I,2,4,56,60,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(15),I,2,3,60,63,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(16),I,2,4,63,67,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(17),I,2,3,67,70,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(18),I,2,4,70,74,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(19),I,2,3,74,77,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,PQL-AD-FLAGS,PQUAL,FLAGS,PQADFG(20),I,2,3,77,80,PQL-AD-FLAGS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,OPNID,C,2,8,2,10,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,QUALID,C,2,12,10,22,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,QTYID,C,2,4,26,30,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,QSDFG,I,2,5,30,35,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,VPFWFG,I,2,5,35,40,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,VPFSFG,I,2,5,40,45,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,QSOFG,I,2,5,45,50,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,VQOFG,I,2,5,50,55,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,QIFWFG,I,2,5,55,60,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,VIQCFG,I,2,5,60,65,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,QAGWFG,I,2,5,65,70,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-PROPS,PQUAL,FLAGS,VAQCFG,I,2,5,70,75,QUAL-PROPS,0,,,,,,,,,
PERLND,QUAL-INPUT,PQUAL,PQUAL,OPNID,C,2,8,2,10,QUAL-INPUT,0,,,,,,,,,
PERLND,QUAL-INPUT,PQUAL,PQUAL,SQO,R,2,8,10,18,QUAL-INPUT,0,,,,,,,,,
PERLND,QUAL-INPUT,PQUAL,PQUAL,POTFW,R,2,8,18,26,QUAL-INPUT,0,,,,,,,,,
PERLND,QUAL-INPUT,PQUAL,PQUAL,POTFS,R,2,8,26,34,QUAL-INPUT,0,,,,,,,,,
PERLND,QUAL-INPUT,PQUAL,PQUAL,ACQOP,R,2,8,34,42,QUAL-INPUT,0,,,,,,,,,
PERLND,QUAL-INPUT,PQUAL,PQUAL,SQOLIM,R,2,8,42,50,QUAL-INPUT,0.000001,,,,,,,,,
PERLND,QUAL-INPUT,PQUAL,PQUAL,WSQOP,R,2,8,50,58,QUAL-INPUT,1.64,,,,,,,,,
PERLND,QUAL-INPUT,PQUAL,PQUAL,IOQC,R,2,8,58,66,QUAL-INPUT,0,,,,,,,,,
PERLND,QUAL-INPUT,PQUAL,PQUAL,AOQC,R,2,8,66,74,QUAL-INPUT,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,OPNID,C,2,8,2,10,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFJAN,R,2,5,10,15,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFFEB,R,2,5,15,20,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFMAR,R,2,5,20,25,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFAPR,R,2,5,25,30,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFMAY,R,2,5,30,35,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFJUN,R,2,5,35,40,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFJUL,R,2,5,40,45,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFAUG,R,2,5,45,50,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFSEP,R,2,5,50,55,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFOCT,R,2,5,55,60,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFNOV,R,2,5,60,65,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFW,PQUAL,PQUAL,WPFDEC,R,2,5,65,70,MON-POTFW,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,OPNID,C,2,8,2,10,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFJAN,R,2,5,10,15,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFFEB,R,2,5,15,20,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFMAR,R,2,5,20,25,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFAPR,R,2,5,25,30,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFMAY,R,2,5,30,35,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFJUN,R,2,5,35,40,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFJUL,R,2,5,40,45,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFAUG,R,2,5,45,50,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFSEP,R,2,5,50,55,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFOCT,R,2,5,55,60,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFNOV,R,2,5,60,65,MON-POTFS,0,,,,,,,,,
PERLND,MON-POTFS,PQUAL,PQUAL,SPFDEC,R,2,5,65,70,MON-POTFS,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,OPNID,C,2,8,2,10,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUAJAN,R,2,5,10,15,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUAFEB,R,2,5,15,20,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUAMAR,R,2,5,20,25,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUAAPR,R,2,5,25,30,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUAMAY,R,2,5,30,35,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUAJUN,R,2,5,35,40,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUAJUL,R,2,5,40,45,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUAAUG,R,2,5,45,50,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUASEP,R,2,5,50,55,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUAOCT,R,2,5,55,60,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUANOV,R,2,5,60,65,MON-ACCUM,0,,,,,,,,,
PERLND,MON-ACCUM,PQUAL,PQUAL,QUADEC,R,2,5,65,70,MON-ACCUM,0,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,OPNID,C,2,8,2,10,MON-SQOLIM,0,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOJAN,R,2,5,10,15,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOFEB,R,2,5,15,20,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOMAR,R,2,5,20,25,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOAPR,R,2,5,25,30,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOMAY,R,2,5,30,35,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOJUN,R,2,5,35,40,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOJUL,R,2,5,40,45,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOAUG,R,2,5,45,50,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOSEP,R,2,5,50,55,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQOOCT,R,2,5,55,60,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQONOV,R,2,5,60,65,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-SQOLIM,PQUAL,PQUAL,SQODEC,R,2,5,65,70,MON-SQOLIM,0.000001,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,OPNID,C,2,8,2,10,MON-IFLW-CONC,0.000002,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONJAN,R,2,5,10,15,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONFEB,R,2,5,15,20,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONMAR,R,2,5,20,25,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONAPR,R,2,5,25,30,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONMAY,R,2,5,30,35,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONJUN,R,2,5,35,40,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONJUL,R,2,5,40,45,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONAUG,R,2,5,45,50,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONSEP,R,2,5,50,55,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONOCT,R,2,5,55,60,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONNOV,R,2,5,60,65,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-IFLW-CONC,PQUAL,PQUAL,CONDEC,R,2,5,65,70,MON-IFLW-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,OPNID,C,2,8,2,10,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCJAN,R,2,5,10,15,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCFEB,R,2,5,15,20,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCMAR,R,2,5,20,25,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCAPR,R,2,5,25,30,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCMAY,R,2,5,30,35,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCJUN,R,2,5,35,40,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCJUL,R,2,5,40,45,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCAUG,R,2,5,45,50,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCSEP,R,2,5,50,55,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCOCT,R,2,5,55,60,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCNOV,R,2,5,60,65,MON-GRND-CONC,0,,,,,,,,,
PERLND,MON-GRND-CONC,PQUAL,PQUAL,GRCDEC,R,2,5,65,70,MON-GRND-CONC,0,,,,,,,,,
PERLND,VUZFG,MSTLAY,FLAGS,OPNID,C,2,8,2,10,VUZFG,0,,,,,,,,,
PERLND,VUZFG,MSTLAY,FLAGS,VUZFG,I,2,5,10,15,VUZFG,0,,,,,,,,,
PERLND,UZSN-LZSN,MSTLAY,PARAMETERS,OPNID,C,2,8,2,10,UZSN-LZSN,0,,,,,,,,,
PERLND,UZSN-LZSN,MSTLAY,PARAMETERS,UZSN,R,2,8,10,18,UZSN-LZSN,-999,,,,,,,,,
PERLND,UZSN-LZSN,MSTLAY,PARAMETERS,LZSN,R,2,8,18,26,UZSN-LZSN,-999,,,,,,,,,
PERLND,UZSN-LZSN,MSTLAY,PARAMETERS,SURS,R,2,8,26,34,UZSN-LZSN,0.001,,,,,,,,,
PERLND,MST-PARM,MSTLAY,PARAMETERS,OPNID,C,2,8,2,10,MST-PARM,0.025,,,,,,,,,
PERLND,MST-PARM,MSTLAY,PARAMETERS,SLMPF,R,2,10,10,20,MST-PARM,1,,,,,,,,,
PERLND,MST-PARM,MSTLAY,PARAMETERS,ULPF,R,2,10,20,30,MST-PARM,1,,,,,,,,,
PERLND,MST-PARM,MSTLAY,PARAMETERS,LLPF,R,2,10,30,40,MST-PARM,1,,,,,,,,,
PERLND,MST-TOPSTOR,MSTLAY,PARAMETERS,OPNID,C,2,8,2,10,MST-TOPSTOR,1,,,,,,,,,
PERLND,MST-TOPSTOR,MSTLAY,PARAMETERS,SMSTM,R,2,10,10,20,MST-TOPSTOR,0,,,,,,,,,
PERLND,MST-TOPSTOR,MSTLAY,PARAMETERS,UMSTM,R,2,10,20,30,MST-TOPSTOR,0,,,,,,,,,
PERLND,MST-TOPSTOR,MSTLAY,PARAMETERS,IMSTM,R,2,10,30,40,MST-TOPSTOR,0,,,,,,,,,
PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,OPNID,C,2,8,2,10,MST-TOPFLX,0,,,,,,,,,
PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FSO,R,2,10,10,20,MST-TOPFLX,0,,,,,,,,,
PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FSP,R,2,10,20,30,MST-TOPFLX,0,,,,,,,,,
PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FII,R,2,10,30,40,MST-TOPFLX,0,,,,,,,,,
PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FUP,R,2,10,40,50,MST-TOPFLX,0,,,,,,,,,
PERLND,MST-TOPFLX,MSTLAY,PARAMETERS,FIO,R,2,10,50,60,MST-TOPFLX,0,,,,,,,,,
PERLND,MST-SUBSTOR,MSTLAY,PARAMETERS,OPNID,C,2,8,2,10,MST-SUBSTOR,0,,,,,,,,,
PERLND,MST-SUBSTOR,MSTLAY,PARAMETERS,LMSTM,R,2,10,10,20,MST-SUBSTOR,0,,,,,,,,,
PERLND,MST-SUBSTOR,MSTLAY,PARAMETERS,AMSTM,R,2,10,20,30,MST-SUBSTOR,0,,,,,,,,,
PERLND,MST-SUBFLX,MSTLAY,PARAMETERS,OPNID,C,2,8,2,10,MST-SUBFLX,0,,,,,,,,,
PERLND,MST-SUBFLX,MSTLAY,PARAMETERS,FLP,R,2,10,10,20,MST-SUBFLX,0,,,,,,,,,
PERLND,MST-SUBFLX,MSTLAY,PARAMETERS,FLDP,R,2,10,20,30,MST-SUBFLX,0,,,,,,,,,
PERLND,MST-SUBFLX,MSTLAY,PARAMETERS,FAO,R,2,10,30,40,MST-SUBFLX,0,,,,,,,,,
PERLND,PEST-FLAGS,PEST,PEST,OPNID,C,2,8,2,10,PEST-FLAGS,0,,,,,,,,,
PERLND,PEST-FLAGS,PEST,PEST,NPST,I,2,5,10,15,PEST-FLAGS,1,,,,,,,,,
PERLND,PEST-FLAGS,PEST,PEST,ITMXP1,I,2,5,15,20,PEST-FLAGS,30,,,,,,,,,
PERLND,PEST-FLAGS,PEST,PEST,ITMXP2,I,2,5,20,25,PEST-FLAGS,30,,,,,,,,,
PERLND,PEST-FLAGS,PEST,PEST,ITMXP3,I,2,5,25,30,PEST-FLAGS,30,,,,,,,,,
PERLND,PEST-FLAGS,PEST,PEST,ADOPF1,I,2,5,30,35,PEST-FLAGS,2,,,,,,,,,
PERLND,PEST-FLAGS,PEST,PEST,ADOPF2,I,2,5,35,40,PEST-FLAGS,2,,,,,,,,,
PERLND,PEST-FLAGS,PEST,PEST,ADOPF3,I,2,5,40,45,PEST-FLAGS,2,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,OPNID,C,2,8,2,10,PEST-AD-FLAGS,2,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(1),I,2,3,11,14,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(2),I,2,3,14,17,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(3),I,2,3,18,21,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(4),I,2,3,21,24,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(5),I,2,3,25,28,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(6),I,2,3,28,31,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(7),I,2,3,33,36,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(8),I,2,3,36,39,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(9),I,2,3,40,43,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(10),I,2,3,43,46,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(11),I,2,3,47,50,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(12),I,2,3,50,53,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(13),I,2,3,55,58,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(14),I,2,3,58,61,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(15),I,2,3,62,65,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(16),I,2,3,65,68,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(17),I,2,3,69,72,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-AD-FLAGS,PEST,FLAGS,PEADFG(18),I,2,3,72,75,PEST-AD-FLAGS,0,,,,,,,,,
PERLND,PEST-ID,PEST,PEST,OPNID,C,2,8,2,10,PEST-ID,0,,,,,,,,,
PERLND,PEST-ID,PEST,PEST,PESTID,C,2,20,10,30,PEST-ID,0,,,,,,,,,
PERLND,PEST-THETA,PEST,PEST,OPNID,C,2,8,2,10,PEST-THETA,0,,,,,,,,,
PERLND,PEST-THETA,PEST,PEST,THDSPS,R,2,10,10,20,PEST-THETA,1.05,,,,,,,,,
PERLND,PEST-THETA,PEST,PEST,THADPS,R,2,10,20,30,PEST-THETA,1.05,,,,,,,,,
PERLND,PEST-FIRSTPM,PEST,PEST,OPNID,C,2,8,2,10,PEST-FIRSTPM,1.05,,,,,,,,,
PERLND,PEST-FIRSTPM,PEST,PEST,KDSPS,R,2,10,10,20,PEST-FIRSTPM,0,,,,,,,,,
PERLND,PEST-FIRSTPM,PEST,PEST,KADPS,R,2,10,20,30,PEST-FIRSTPM,0,,,,,,,,,
PERLND,PEST-CMAX,PEST,PEST,OPNID,C,2,8,2,10,PEST-CMAX,0,,,,,,,,,
PERLND,PEST-CMAX,PEST,PEST,CMAX,R,2,10,10,20,PEST-CMAX,0,,,,,,,,,
PERLND,PEST-SVALPM,PEST,PEST,OPNID,C,2,8,2,10,PEST-SVALPM,0,,,,,,,,,
PERLND,PEST-SVALPM,PEST,PEST,XFIX,R,2,10,10,20,PEST-SVALPM,0,,,,,,,,,
PERLND,PEST-SVALPM,PEST,PEST,K1,R,2,10,20,30,PEST-SVALPM,0,,,,,,,,,
PERLND,PEST-SVALPM,PEST,PEST,N1,R,2,10,30,40,PEST-SVALPM,-999,,,,,,,,,
PERLND,PEST-NONSVPM,PEST,PEST,OPNID,C,2,8,2,10,PEST-NONSVPM,-999,,,,,,,,,
PERLND,PEST-NONSVPM,PEST,PEST,XFIX,R,2,10,10,20,PEST-NONSVPM,0,,,,,,,,,
PERLND,PEST-NONSVPM,PEST,PEST,K1,R,2,10,20,30,PEST-NONSVPM,0,,,,,,,,,
PERLND,PEST-NONSVPM,PEST,PEST,N1,R,2,10,30,40,PEST-NONSVPM,-999,,,,,,,,,
PERLND,PEST-NONSVPM,PEST,PEST,N2,R,2,10,40,50,PEST-NONSVPM,-999,,,,,,,,,
PERLND,PEST-DEGRAD,PEST,PARAMETERS,OPNID,C,2,8,2,10,PEST-DEGRAD,-999,,,,,,,,,
PERLND,PEST-DEGRAD,PEST,PARAMETERS,SDGCON,R,2,10,10,20,PEST-DEGRAD,0,,,,,,,,,
PERLND,PEST-DEGRAD,PEST,PARAMETERS,UDGCON,R,2,10,20,30,PEST-DEGRAD,0,,,,,,,,,
PERLND,PEST-DEGRAD,PEST,PARAMETERS,LDGCON,R,2,10,30,40,PEST-DEGRAD,0,,,,,,,,,
PERLND,PEST-DEGRAD,PEST,PARAMETERS,ADGCON,R,2,10,40,50,PEST-DEGRAD,0,,,,,,,,,
PERLND,PEST-STOR1,PEST,PEST,OPNID,C,2,8,2,10,PEST-STOR1,0,,,,,,,,,
PERLND,PEST-STOR1,PEST,PEST,PSCY,R,2,10,10,20,PEST-STOR1,0,,,,,,,,,
PERLND,PEST-STOR1,PEST,PEST,PSAD,R,2,10,20,30,PEST-STOR1,0,,,,,,,,,
PERLND,PEST-STOR1,PEST,PEST,PSSU,R,2,10,30,40,PEST-STOR1,0,,,,,,,,,
PERLND,PEST-STOR2,PEST,PEST,OPNID,C,2,8,2,10,PEST-STOR2,0,,,,,,,,,
PERLND,PEST-STOR2,PEST,PEST,IPS,R,2,10,10,20,PEST-STOR2,0,,,,,,,,,
PERLND,NIT-FLAGS,NITR,NITR,OPNID,C,2,8,2,10,NIT-FLAGS,0,,,,,,,,,
PERLND,NIT-FLAGS,NITR,NITR,VNUTFG,I,2,5,10,15,NIT-FLAGS,0,,,,,,,,,
PERLND,NIT-FLAGS,NITR,NITR,FORAFG,I,2,5,15,20,NIT-FLAGS,0,,,,,,,,,
PERLND,NIT-FLAGS,NITR,NITR,ITMAXA,I,2,5,20,25,NIT-FLAGS,30,,,,,,,,,
PERLND,NIT-FLAGS,NITR,NITR,BNUMN,I,2,5,25,30,NIT-FLAGS,-999,,,,,,,,,
PERLND,NIT-FLAGS,NITR,NITR,CNUMN,I,2,5,30,35,NIT-FLAGS,-999,,,,,,,,,
