date,p20,p50,p80,refinery_name,metric
2025-10-01,83.08432,85.90169,87.52524,Delek Krotz Springs,total_output_kbd
2025-11-01,82.48298,85.82503,87.5655,Delek Krotz Springs,total_output_kbd
2025-12-01,82.23099,85.91047,87.74283,Delek Krotz Springs,total_output_kbd
2026-01-01,82.71247,85.96184,87.7953,Delek Krotz Springs,total_output_kbd
2026-02-01,82.808784,85.98968,87.850204,Delek Krotz Springs,total_output_kbd
2026-03-01,82.89442,86.152855,88.01088,Delek Krotz Springs,total_output_kbd
2025-10-01,93.29312,112.44076,119.292114,Delek Krotz Springs,yield_pct
2025-11-01,85.596855,111.700195,119.24597,Delek Krotz Springs,yield_pct
2025-12-01,-33.769585,96.888306,123.805664,Delek Krotz Springs,yield_pct
2026-01-01,-32.26705,98.100204,120.430305,Delek Krotz Springs,yield_pct
2026-02-01,-55.195168,93.38426,122.27813,Delek Krotz Springs,yield_pct
2026-03-01,109.85263,116.28965,119.20598,Delek Krotz Springs,yield_pct
2025-11-01,120.25,130.60103,133.56958,Calcasieu Refining,total_output_kbd
2025-12-01,115.99071,129.88014,134.03622,Calcasieu Refining,total_output_kbd
2026-01-01,111.8051,129.38235,134.1276,Calcasieu Refining,total_output_kbd
2026-02-01,109.335464,128.59662,134.4562,Calcasieu Refining,total_output_kbd
2026-03-01,107.69698,128.13394,134.37997,Calcasieu Refining,total_output_kbd
2026-04-01,102.54782,127.05607,134.20369,Calcasieu Refining,total_output_kbd
2025-11-01,100.00886,100.12135,100.36255,Calcasieu Refining,yield_pct
2025-12-01,99.89293,100.110695,100.30925,Calcasieu Refining,yield_pct
2026-01-01,99.908745,100.14212,100.34278,Calcasieu Refining,yield_pct
2026-02-01,99.938484,100.1881,100.39646,Calcasieu Refining,yield_pct
2026-03-01,99.92909,100.20737,100.393265,Calcasieu Refining,yield_pct
2026-04-01,100.02407,100.15969,100.354774,Calcasieu Refining,yield_pct
2025-12-01,9.369553,9.97076,10.416174,Calumet Cotton Valley,total_output_kbd
2026-01-01,9.391995,10.007538,10.452096,Calumet Cotton Valley,total_output_kbd
2026-02-01,9.420813,10.041355,10.485465,Calumet Cotton Valley,total_output_kbd
2026-03-01,9.531006,10.096306,10.520905,Calumet Cotton Valley,total_output_kbd
2026-04-01,9.515695,10.084347,10.529013,Calumet Cotton Valley,total_output_kbd
2026-05-01,9.445943,10.071423,10.557028,Calumet Cotton Valley,total_output_kbd
2025-12-01,112.53449,118.97595,125.70843,Calumet Cotton Valley,yield_pct
2026-01-01,112.38224,119.744736,127.4894,Calumet Cotton Valley,yield_pct
2026-02-01,112.29385,120.256065,128.47795,Calumet Cotton Valley,yield_pct
2026-03-01,112.64865,120.950516,129.56627,Calumet Cotton Valley,yield_pct
2026-04-01,112.65451,121.202515,130.17787,Calumet Cotton Valley,yield_pct
2026-05-01,112.91008,121.77757,130.77975,Calumet Cotton Valley,yield_pct
2025-11-01,9.464543,11.106208,12.108007,Calumet Princeton,total_output_kbd
2025-12-01,9.418281,11.059741,12.1379595,Calumet Princeton,total_output_kbd
2026-01-01,9.373963,11.070814,12.130911,Calumet Princeton,total_output_kbd
2026-02-01,9.3841,11.070133,12.157302,Calumet Princeton,total_output_kbd
2026-03-01,9.449032,11.114604,12.147424,Calumet Princeton,total_output_kbd
2026-04-01,9.439203,11.097615,12.135653,Calumet Princeton,total_output_kbd
2025-11-01,131.51738,145.32178,158.50502,Calumet Princeton,yield_pct
2025-12-01,132.99068,147.08786,160.76112,Calumet Princeton,yield_pct
2026-01-01,123.70696,137.88904,151.81564,Calumet Princeton,yield_pct
2026-02-01,130.06519,144.30522,158.38814,Calumet Princeton,yield_pct
2026-03-01,125.11118,139.31204,153.77492,Calumet Princeton,yield_pct
2026-04-01,125.27803,139.40134,153.739,Calumet Princeton,yield_pct
2025-10-01,0.46973884,1.2684159,2.6330957,Calumet Shreveport,total_output_kbd
2025-11-01,0.58198476,1.4690742,2.884329,Calumet Shreveport,total_output_kbd
2025-12-01,0.52398276,1.3537612,2.6906195,Calumet Shreveport,total_output_kbd
2026-01-01,0.5539725,1.3568882,2.6654007,Calumet Shreveport,total_output_kbd
2026-02-01,0.49777484,1.2176688,2.4740727,Calumet Shreveport,total_output_kbd
2026-03-01,0.52830243,1.3214592,2.6159985,Calumet Shreveport,total_output_kbd
2025-10-01,1.2088544,3.3718452,7.329051,Calumet Shreveport,yield_pct
2025-11-01,1.2495058,3.4464622,7.323743,Calumet Shreveport,yield_pct
2025-12-01,1.2191606,3.3301797,7.203025,Calumet Shreveport,yield_pct
2026-01-01,1.1974728,3.3046231,7.0944505,Calumet Shreveport,yield_pct
2026-02-01,1.1712337,3.1214113,6.8905077,Calumet Shreveport,yield_pct
2026-03-01,1.1678886,3.249319,7.0596256,Calumet Shreveport,yield_pct
2025-09-01,-1.0416651e-08,-2.5506863e-09,2.3599918e-09,Canal Refining,total_output_kbd
2025-10-01,-6.566565e-09,-4.0236294e-09,2.2177373e-09,Canal Refining,total_output_kbd
2025-11-01,-6.8309354e-09,-2.4558835e-09,8.3135204e-10,Canal Refining,total_output_kbd
2025-12-01,-8.915412e-09,-4.3113006e-09,3.228359e-09,Canal Refining,total_output_kbd
2026-01-01,-6.553291e-09,1.8742284e-10,3.2814393e-09,Canal Refining,total_output_kbd
2026-02-01,-4.58141e-09,-2.667817e-09,3.5653571e-09,Canal Refining,total_output_kbd
2025-09-01,-1.0416651e-08,-2.5506863e-09,2.3599918e-09,Canal Refining,yield_pct
2025-10-01,-6.566565e-09,-4.0236294e-09,2.2177373e-09,Canal Refining,yield_pct
2025-11-01,-6.8309354e-09,-2.4558835e-09,8.3135204e-10,Canal Refining,yield_pct
2025-12-01,-8.915412e-09,-4.3113006e-09,3.228359e-09,Canal Refining,yield_pct
2026-01-01,-6.553291e-09,1.8742284e-10,3.2814393e-09,Canal Refining,yield_pct
2026-02-01,-4.58141e-09,-2.667817e-09,3.5653571e-09,Canal Refining,yield_pct
2025-12-01,185.4474,200.83578,211.26297,PBF Chalmette,total_output_kbd
2026-01-01,183.43327,200.33983,212.01306,PBF Chalmette,total_output_kbd
2026-02-01,179.41171,198.36418,212.38155,PBF Chalmette,total_output_kbd
2026-03-01,177.98169,198.2496,212.86761,PBF Chalmette,total_output_kbd
2026-04-01,177.77739,197.98303,212.45273,PBF Chalmette,total_output_kbd
2026-05-01,177.43616,198.25653,212.76369,PBF Chalmette,total_output_kbd
2025-12-01,141.54251,149.3064,157.18259,PBF Chalmette,yield_pct
2026-01-01,135.1115,143.771,152.66345,PBF Chalmette,yield_pct
2026-02-01,129.62015,138.1611,147.30197,PBF Chalmette,yield_pct
2026-03-01,128.30452,136.83398,145.95493,PBF Chalmette,yield_pct
2026-04-01,130.81773,139.46342,148.89928,PBF Chalmette,yield_pct
2026-05-01,129.42766,138.04411,147.43501,PBF Chalmette,yield_pct
