Actual Date,Date,Loaded Inbound,Loaded Outbound,Total Loaded,Empty Inbound,Empty Outbound,Total Empties,Total
10/01/2004,Oct 2004,288590,85824,374414,10959.0,172292.0,183251,557665
11/01/2004,Nov 2004,295717,99436,395153,10692.0,176769.0,187461,582614
12/01/2004,Dec 2004,269495,93377,362872,13081.0,175386.0,188467,551339
01/01/2005,Jan 2005,252785,81580,334365,9894.0,165338.0,175232,509597
02/01/2005,Feb 2005,250245,90867,341112,10324.0,146489.0,156813,497925
03/01/2005,Mar 2005,210093,104519,314612,14256.0,137151.0,151407,466019
04/01/2005,Apr 2005,270920,107609,378529,8545.0,151429.0,159972,538501
05/01/2005,May 2005,288031,106034,394065,8908.0,161913.0,170821,564886
06/01/2005,Jun 2005,294252,101381,395633,8780.0,172192.0,180971,576604
07/01/2005,Jul 2005,289518,106917,396435,11324.0,165541.0,176865,573300
08/01/2005,Aug 2005,306124,110750,416874,11567.0,186921.0,198487,615361
09/01/2005,Sep 2005,313460,97009,410469,11466.0,188334.0,199800,610269
10/01/2005,Oct 2005,299203,103422,402625,12480.0,185834.0,198315,600940
11/01/2005,Nov 2005,305065,107147,412212,12744.0,185690.0,198432,610644
12/01/2005,Dec 2005,266358,104184,370542,13472.0,161758.0,175230,545772
01/01/2006,Jan 2006,293855,99740,393595,10581.0,175280.0,185860,579455
02/01/2006,Feb 2006,252463,109963,362426,7940.0,145098.0,153038,515464
03/01/2006,Mar 2006,282440,118728,401168,9620.0,150407.0,160026,561194
04/01/2006,Apr 2006,321044,111755,432799,7891.0,178823.0,186713,619512
05/01/2006,May 2006,328314,115158,443472,9168.0,191425.0,200594,644066
06/01/2006,Jun 2006,319737,101828,421565,6055.0,189383.0,195437,617002
07/01/2006,Jul 2006,305117,100861,405978,9494.0,167453.0,176947,582925
08/01/2006,Aug 2006,347829,105256,453085,10221.0,211753.0,221973,675058
09/01/2006,Sep 2006,317661,98660,416321,10106.0,188313.0,198418,614739
10/01/2006,Oct 2006,335688,109318,445006,8009.0,197711.0,205720,650726
11/01/2006,Nov 2006,332806,107738,440544,6575.0,207877.0,214453,654997
12/01/2006,Dec 2006,282726,111838,394564,7123.0,173540.0,180663,575227
01/01/2007,Jan 2007,303344,108310,411654,8055.0,171761.0,179815,591469
02/01/2007,Feb 2007,284800,108215,393015,6076.0,142113.0,148189,541204
03/01/2007,Mar 2007,252998,125529,378527,11149.0,151431.0,162580,541107
04/01/2007,Apr 2007,303138,121191,424329,7407.0,147500.0,154906,579235
05/01/2007,May 2007,316666,127061,443727,6705.0,155824.0,162529,606256
06/01/2007,Jun 2007,339411,140967,480378,10465.0,171376.0,181841,662219
07/01/2007,Jul 2007,332402,135089,467491,6859.0,173078.0,179937,647428
08/01/2007,Aug 2007,326646,141410,468056,12804.0,177044.0,189848,657904
09/01/2007,Sep 2007,331507,134842,466349,9135.0,178625.0,187760,654109
10/01/2007,Oct 2007,323131,144839,467970,6855.0,169749.0,176603,644573
11/01/2007,Nov 2007,310068,143848,453916,8147.0,149543.0,157690,611606
12/01/2007,Dec 2007,280482,142940,423422,6654.0,145280.0,151933,575355
01/01/2008,Jan 2008,261543,121701,383244,7166.0,130932.0,138098,521342
02/01/2008,Feb 2008,263231,147275,410506,6445.0,112748.0,119193,529699
03/01/2008,Mar 2008,228328,162679,391007,8849.0,98258.0,107107,498114
04/01/2008,Apr 2008,280553,163577,444130,8058.0,104398.0,112455,556585
05/01/2008,May 2008,267381,158798,426179,9398.0,93434.0,102832,529011
06/01/2008,Jun 2008,288339,160180,448519,9437.0,121719.0,131156,579675
07/01/2008,Jul 2008,272350,153364,425714,9339.0,128650.0,137989,563703
08/01/2008,Aug 2008,283174,153467,436641,13313.0,122303.0,135615,572256
09/01/2008,Sep 2008,279137,129630,408767,6539.0,139531.0,146070,554837
10/01/2008,Oct 2008,292456,132521,424977,10408.0,159804.0,170212,595189
11/01/2008,Nov 2008,267840,109850,377690,13651.0,166119.0,179769,557459
12/01/2008,Dec 2008,205031,94009,299040,10311.0,120595.0,130906,429946
01/01/2009,Jan 2009,200588,88510,289098,8033.0,102164.0,110197,399295
02/01/2009,Feb 2009,149299,92781,242080,8160.0,67802.0,75962,318042
03/01/2009,Mar 2009,186450,117674,304124,6602.0,63405.0,70007,374131
04/01/2009,Apr 2009,199051,112976,312027,9425.0,87253.0,96678,408705
05/01/2009,May 2009,208590,121065,329655,7888.0,82013.0,89900,419555
06/01/2009,Jun 2009,206358,114107,320465,6425.0,86458.0,92882,413347
07/01/2009,Jul 2009,221719,108420,330139,6361.0,96513.0,102874,433013
08/01/2009,Aug 2009,249920,130623,380543,6564.0,106233.0,112796,493339
09/01/2009,Sep 2009,224924,109337,334261,6207.0,99896.0,106103,440364
10/01/2009,Oct 2009,227064,119194,346258,4358.0,100080.0,106160,452418
11/01/2009,Nov 2009,228347,114283,342630,4547.0,98996.0,105521,448151
12/01/2009,Dec 2009,232586,123084,355670,7831.0,103736.0,111567,467237
01/01/2010,Jan 2010,217925,113183,331108,7606.0,90092.0,97697,428805
02/01/2010,Feb 2010,207920,123208,331128,5382.0,76624.0,82006,413134
03/01/2010,Mar 2010,206652,130495,337147,6966.0,78662.0,85627,422774
04/01/2010,Apr 2010,241245,130155,371400,8943.0,104716.0,113659,485059
05/01/2010,May 2010,264505,138659,403164,6651.0,114901.0,121551,524715
06/01/2010,Jun 2010,262053,116112,378165,7852.0,134083.0,141935,520100
07/01/2010,Jul 2010,293878,126177,420055,8525.0,159301.0,167826,587881
08/01/2010,Aug 2010,311240,126039,437279,7802.0,165922.0,173723,611002
09/01/2010,Sep 2010,288905,124021,412926,6744.0,155119.0,161864,574790
10/01/2010,Oct 2010,303168,150581,453749,8334.0,151538.0,159872,613621
11/01/2010,Nov 2010,274480,142628,417108,10750.0,130449.0,141199,558307
12/01/2010,Dec 2010,256889,141140,398029,10353.0,114929.0,125282,523311
01/01/2011,Jan 2011,242445,127546,369991,8092.0,96876.0,104969,474960
02/01/2011,Feb 2011,233660,121929,355589,8396.0,94351.0,102747,458336
03/01/2011,Mar 2011,191211,131761,322972,10916.0,78348.0,89263,412235
04/01/2011,Apr 2011,270107,143683,413790,11518.0,105781.0,117300,531090
05/01/2011,May 2011,275100,130161,405261,7335.0,124086.0,131420,536681
06/01/2011,Jun 2011,271113,126588,397701,8058.0,148510.0,156568,554269
07/01/2011,Jul 2011,290314,126968,417282,9701.0,145944.0,155644,572926
08/01/2011,Aug 2011,267198,121277,388475,7270.0,140183.0,147454,535929
09/01/2011,Sep 2011,263214,118214,381428,8102.0,137647.0,145747,527175
10/01/2011,Oct 2011,240248,118325,358573,8117.0,120974.0,129092,487665
11/01/2011,Nov 2011,231749,111011,342760,8439.0,108682.0,117121,459881
12/01/2011,Dec 2011,248609,129229,377838,11497.0,120615.0,132106,509944
01/01/2012,Jan 2012,229125,117083,346208,6911.0,103305.0,110216,456424
02/01/2012,Feb 2012,191475,120006,311481,8000.0,69109.0,77108,388589
03/01/2012,Mar 2012,226141,144838,370979,6052.0,84559.0,90611,461590
04/01/2012,Apr 2012,232963,120452,353415,5870.0,102627.0,108496,461911
05/01/2012,May 2012,249937,129083,379020,6860.0,112012.0,118872,497892
06/01/2012,Jun 2012,280526,133649,414175,8624.0,132560.0,141184,555359
07/01/2012,Jul 2012,261233,124574,385807,7974.0,128705.0,136679,522486
08/01/2012,Aug 2012,274977,128225,403202,7860.0,132383.0,140243,543445
09/01/2012,Sep 2012,265102,114902,380004,6779.0,125237.0,132016,512020
10/01/2012,Oct 2012,276698,133503,410201,4674.0,115439.0,120112,530313
11/01/2012,Nov 2012,278534,138312,416846,6107.0,132560.0,138667,555513
12/01/2012,Dec 2012,295579,135561,431140,6896.0,122085.0,128980,560120
01/01/2013,Jan 2013,273918,126714,400632,4770.0,130862.0,135631,536263
02/01/2013,Feb 2013,279144,140626,419770,4685.0,106512.0,111197,530967
03/01/2013,Mar 2013,224913,156212,381125,7514.0,98061.0,105574,486699
04/01/2013,Apr 2013,264337,137864,402201,5942.0,111321.0,117263,519464
05/01/2013,May 2013,305498,147073,452571,5347.0,125670.0,131017,583588
06/01/2013,Jun 2013,290448,133800,424248,6228.0,135001.0,141228,565476
07/01/2013,Jul 2013,294926,132290,427216,4808.0,130141.0,134950,562166
08/01/2013,Aug 2013,327817,154118,481935,6339.0,142018.0,148357,630292
09/01/2013,Sep 2013,307981,134676,442657,6329.0,138128.0,144457,587114
10/01/2013,Oct 2013,298271,141457,439728,5455.0,131319.0,136774,576502
11/01/2013,Nov 2013,296638,151950,448588,7875.0,113137.0,121011,569599
12/01/2013,Dec 2013,291434,148150,439584,6471.0,136388.0,142859,582443
01/01/2014,Jan 2014,279415,122411,401826,6204.0,120855.0,127058,528884
02/01/2014,Feb 2014,271671,143572,415243,5120.0,96811.0,101930,517173
03/01/2014,Mar 2014,223432,153883,377315,8417.0,91478.0,99894,477209
04/01/2014,Apr 2014,295712,146498,442210,5255.0,122378.0,127633,569843
05/01/2014,May 2014,312439,146702,459141,6348.0,134020.0,140368,599509
06/01/2014,Jun 2014,316054,140034,456088,6802.0,147626.0,154428,610516
07/01/2014,Jul 2014,297615,124126,421741,6038.0,155281.0,161319,583060
08/01/2014,Aug 2014,300851,126856,427707,7075.0,138301.0,145376,573083
09/01/2014,Sep 2014,339343,118412,457755,7181.0,164835.0,172016,629771
10/01/2014,Oct 2014,310482,120445,430927,8543.0,143539.0,152082,583009
11/01/2014,Nov 2014,293984,129960,423944,11197.0,146374.0,157570,581514
12/01/2014,Dec 2014,276516,131496,408012,11005.0,148220.0,159225,567237
01/01/2015,Jan 2015,213667,98462,312129,7915.0,109447.0,117361,429490
02/01/2015,Feb 2015,204462,110711,315173,6493.0,91449.0,97941,413114
03/01/2015,Mar 2015,317520,127337,444857,11842.0,173385.0,185227,630084
04/01/2015,Apr 2015,317376,137546,454922,8014.0,151924.0,159938,614860
05/01/2015,May 2015,327317,135855,463172,7390.0,164688.0,172078,635250
06/01/2015,Jun 2015,297189,128223,425412,5843.0,152366.0,158209,583621
07/01/2015,Jul 2015,345912,143875,489787,6510.0,193948.0,200457,690244
08/01/2015,Aug 2015,358262,138765,497027,8169.0,198457.0,206625,703652
09/01/2015,Sep 2015,332909,125639,458548,10382.0,186691.0,197076,655624
10/01/2015,Oct 2015,307995,128308,436303,11402.0,172279.0,183681,619984
11/01/2015,Nov 2015,306654,124717,431371,8100.0,180228.0,188328,619699
12/01/2015,Dec 2015,296002,126118,422120,9502.0,164826.0,174328,596448
01/01/2016,Jan 2016,278491,106739,385230,9214.0,141743.0,150958,536188
02/01/2016,Feb 2016,295870,123010,418880,6914.0,135618.0,142532,561412
03/01/2016,Mar 2016,207635,127210,334845,9839.0,120172.0,130010,464855
04/01/2016,Apr 2016,247316,112805,360121,6407.0,112314.0,118721,478842
05/01/2016,May 2016,330639,138594,469233,8353.0,162980.0,171333,640566
06/01/2016,Jun 2016,313526,128099,441625,7473.0,154242.0,161714,603339
07/01/2016,Jul 2016,325608,142812,468420,9884.0,158787.0,168671,637091
08/01/2016,Aug 2016,321625,159247,480872,8620.0,151538.0,160157,641029
09/01/2016,Sep 2016,282945,120383,403328,7539.0,135937.0,143476,546804
10/01/2016,Oct 2016,296711,126770,423481,8716.0,149612.0,158327,581808
11/01/2016,Nov 2016,270610,120897,391507,8555.0,134246.0,142801,534308
12/01/2016,Dec 2016,271599,122933,394532,7835.0,146562.0,154397,548929
01/01/2017,Jan 2017,298990,118234,417224,7168.0,158297.0,165465,582689
02/01/2017,Feb 2017,249759,119811,369570,5749.0,122993.0,128742,498312
03/01/2017,Mar 2017,249534,120435,369969,6761.0,128652.0,135413,505382
04/01/2017,Apr 2017,288207,116260,404467,6381.0,147166.0,153547,558014
05/01/2017,May 2017,336594,118786,455380,6294.0,186614.0,192908,648288
06/01/2017,Jun 2017,335328,118304,453632,6232.0,198863.0,205095,658727
07/01/2017,Jul 2017,378820,126098,504918,6880.0,208514.0,215394,720312
08/01/2017,Aug 2017,355715,117290,473005,5333.0,214037.0,219370,692375
09/01/2017,Sep 2017,366298,125336,491634,5265.0,204720.0,209985,701619
10/01/2017,Oct 2017,339013,126150,465163,5679.0,198376.0,204055,669218
11/01/2017,Nov 2017,319210,126364,445574,6203.0,160882.0,167085,612659
12/01/2017,Dec 2017,345721,137449,483170,7767.0,205982.0,213749,696919
01/01/2018,Jan 2018,324656,120503,445159,6245.0,206426.0,212671,657830
02/01/2018,Feb 2018,342247,130916,473163,7664.0,180964.0,188628,661791
03/01/2018,Mar 2018,267824,142419,410243,10238.0,154777.0,165015,575258
04/01/2018,Apr 2018,312376,141799,454175,10954.0,153311.0,164264,618439
05/01/2018,May 2018,361056,142412,503468,7394.0,176565.0,183959,687427
06/01/2018,Jun 2018,384095,135168,519263,7475.0,225452.0,232926,752189
07/01/2018,Jul 2018,347736,119747,467483,7112.0,213863.0,220975,688458
08/01/2018,Aug 2018,343029,119546,462575,7667.0,209301.0,216968,679543
09/01/2018,Sep 2018,357301,121561,478862,6928.0,215415.0,222343,701205
10/01/2018,Oct 2018,364084,119837,483921,5692.0,215795.0,221487,705408
11/01/2018,Nov 2018,319877,115774,435651,5299.0,180884.0,186183,621834
12/01/2018,Dec 2018,373098,113329,486427,8698.0,246522.0,255220,741647
01/01/2019,Jan 2019,323838,117288,441126,6290.0,209870.0,216160,657286
02/01/2019,Feb 2019,302865,105287,408152,5734.0,182731.0,188465,596617
03/01/2019,Mar 2019,247039,131436,378475,9033.0,165313.0,174346,552821
04/01/2019,Apr 2019,317883,123804,441687,6713.0,179721.0,186435,628122
05/01/2019,May 2019,290568,120577,411145,4887.0,157592.0,162479,573624
06/01/2019,Jun 2019,331617,133833,465450,6221.0,205497.0,211718,677168
07/01/2019,Jul 2019,313350,111654,425004,4862.0,191914.0,196777,621781
08/01/2019,Aug 2019,322780,124975,447755,7160.0,209078.0,216238,663993
09/01/2019,Sep 2019,354919,123215,478134,4606.0,224215.0,228821,706955
10/01/2019,Oct 2019,337062,131635,468697,5155.0,214574.0,219728,688425
11/01/2019,Nov 2019,293287,123705,416992,6263.0,176730.0,182992,599984
12/01/2019,Dec 2019,323231,125395,448626,7783.0,208852.0,216636,665262
01/01/2020,Jan 2020,309961,108624,418585,7437.0,200807.0,208244,626829
02/01/2020,Feb 2020,248592,125559,374151,9291.0,154986.0,164277,538428
03/01/2020,Mar 2020,234570,145442,380012,12352.0,125300.0,137652,517664
04/01/2020,Apr 2020,253540,102502,356042,17758.0,145931.0,163688,519730
05/01/2020,May 2020,312590,134556,447145,9219.0,171841.0,181060,628205
06/01/2020,Jun 2020,300714,117538,418252,11300.0,172628.0,183928,602180
07/01/2020,Jul 2020,376807,138602,515408,12755.0,224918.0,237672,753081
08/01/2020,Aug 2020,364792,126177,490969,13691.0,220951.0,234642,725610
09/01/2020,Sep 2020,405618,112556,518173,11335.0,266071.0,277406,795580
10/01/2020,Oct 2020,402408,114679,517086,14528.0,274988.0,289517,806603
11/01/2020,Nov 2020,382677,117283,499960,13117.0,240447.0,283563,783523
12/01/2020,Dec 2020,406072,132374,538446,13588.0,263852.0,277440,815885
01/01/2021,Jan 2021,364255,116254,480509,13277.0,270221.0,283497,764006
02/01/2021,Feb 2021,373756,119416,493172,13132.0,265431.0,278563,771735
03/01/2021,Mar 2021,408172,139710,547882,13488.0,279016.0,292505,840387
04/01/2021,Apr 2021,367151,124069,491220,11577.0,243392.0,254968,746188
05/01/2021,May 2021,444736,135345,580081,13065.0,314070.0,327135,907216
06/01/2021,Jun 2021,357101,116947,474048,12634.0,237615.0,250249,724297
07/01/2021,Jul 2021,382940,109951,492890,15592.0,276363.0,291955,784845
08/01/2021,Aug 2021,407426,119485,526911,12289.0,268505.0,280794,807704
09/01/2021,Sep 2021,370230,110787,481016,13492.0,253964.0,267456,748472
10/01/2021,Oct 2021,385000,122214,507214,12129.0,270373.0,282502,789716
11/01/2021,Nov 2021,362394,109821,472215,11090.0,262184.0,273274,745488
12/01/2021,Dec 2021,358687,113918,472605,12525.0,269184.0,281709,754314
01/01/2022,Jan 2022,389334,123060,512394,12492.0,276058.0,288550,800943
02/01/2022,Feb 2022,390335,117935,508270,11617.0,276673.0,288290,796560
03/01/2022,Mar 2022,427280,114185,541465,11597.0,310094.0,321691,863156
04/01/2022,Apr 2022,400803,121876,522679,12895.0,285145.0,298039,820718
05/01/2022,May 2022,436977,118234,555211,10673.0,325105.0,335778,890989
06/01/2022,Jun 2022,415677,115303,530980,14644.0,289788.0,304433,835412
07/01/2022,Jul 2022,376175,109411,485586,14887.0,285370.0,300257,785843
08/01/2022,Aug 2022,384530,121408,505938,12444.0,288558.0,301001,806940
09/01/2022,Sep 2022,342671,112940,455611,16693.0,269519.0,286212,741823
10/01/2022,Oct 2022,293924,119761,413685,16518.0,228225.0,244743,658428
11/01/2022,Nov 2022,259442,124988,384430,17767.0,186546.0,204313,588742
12/01/2022,Dec 2022,241643,115782,357424,15982.0,170698.0,186680,544104
01/01/2023,Jan 2023,263394,105623,369017,13298.0,191458.0,204755,573772
02/01/2023,Feb 2023,254970,110919,365889,13258.0,164529.0,177787,543675
03/01/2023,Mar 2023,279148,133512,412660,14312.0,176907.0,191218,603878
04/01/2023,Apr 2023,313444,122663,436107,16816.0,203127.0,219943,656049
05/01/2023,May 2023,361661,127870,489530,12970.0,255725.0,268695,758225
06/01/2023,Jun 2023,274325,94508,368833,14115.0,214128.0,228243,597076
07/01/2023,Jul 2023,271086,90134,361220,16934.0,200096.0,217030,578249
08/01/2023,Aug 2023,325436,93402,418838,15277.0,248198.0,263474,682312
09/01/2023,Sep 2023,408926,101248,510174,18448.0,300807.0,319255,829429
10/01/2023,Oct 2023,363300,90073,453373,14817.0,286960.0,301777,755150
11/01/2023,Nov 2023,355339,108798,464137,15064.0,251833.0,266896,731033
12/01/2023,Dec 2023,333329,103688,437017,15637.0,257166.0,272802,709819
01/01/2024,Jan 2024,325339,86525,411864,12982.0,249169.0,262151,674015
02/01/2024,Feb 2024,329850,87474,417323,12930.0,244470.0,257400,674723
03/01/2024,Mar 2024,302521,105099,407619,15714.0,230750.0,246463,654082
04/01/2024,Apr 2024,364665,98266,462931,13270.0,274223.0,287493,750424
05/01/2024,May 2024,345271,100885,446156,13890.0,235892.0,249781,695937
06/01/2024,Jun 2024,419698,98300,517998,13906.0,310542.0,324448,842446
07/01/2024,Jul 2024,435081,104834,539914,16959.0,325503.0,342462,882376
08/01/2024,Aug 2024,456868,104646,561513,13610.0,338750.0,352360,913873
09/01/2024,Sep 2024,416999,88289,505288,13382.0,310829.0,324211,829499
10/01/2024,Oct 2024,487563,112845,600408,14646.0,372136.0,386782,987191
11/01/2024,Nov 2024,432823,119083,551905,15306.0,316944.0,332249,884154
12/01/2024,Dec 2024,412876,100792,513668,14483.0,332855.0,347338,861006
01/01/2025,Jan 2025,471649,98655,570303,13225.0,369205.0,382430,952733
