Date,Loaded Imports,Loaded Exports,Loaded Total,Empty Imports,Empty Exports,Empty Total,Loaded and Empty Total
Jan-01,30124.0,43805.0,73929.0,12618.0,7326.0,19944.0,93873.0
Feb-01,24118.0,35939.0,60057.0,7823.0,4293.0,12116.0,72173.0
Mar-01,31747.0,47183.0,78930.0,9749.0,4698.0,14447.0,93377.0
Apr-01,26965.0,40249.0,67214.0,13525.0,6298.0,19823.0,87037.0
May-01,27374.0,41678.0,69052.0,11932.0,6406.0,18338.0,87390.0
Jun-01,28902.0,39808.0,68710.0,12398.0,7153.0,19551.0,88261.0
Jul-01,31750.0,36760.0,68510.0,8108.0,7916.0,16024.0,84534.0
Aug-01,26586.0,41786.0,68372.0,14172.0,7843.0,22015.0,90387.0
Sep-01,26534.0,40546.0,67080.0,11414.0,6664.0,18078.0,85158.0
Oct-01,28046.0,49729.0,77775.0,11172.0,9886.0,21058.0,98833.0
Nov-01,28714.0,42539.0,71253.0,12854.0,8125.0,20979.0,92232.0
Dec-01,30890.0,42054.0,72944.0,15527.0,9875.0,25402.0,98346.0
Jan-02,24443.0,39529.0,63972.0,10915.0,7618.0,18533.0,82505.0
Feb-02,29677.0,47706.0,77383.0,12823.0,7285.0,20108.0,97491.0
Mar-02,25747.0,45683.0,71430.0,13446.0,8384.0,21830.0,93260.0
Apr-02,31553.0,45374.0,76927.0,16098.0,8458.0,24556.0,101483.0
May-02,32291.0,46594.0,78885.0,10362.0,11614.0,21976.0,100861.0
Jun-02,33143.0,40155.0,73298.0,10930.0,9083.0,20013.0,93311.0
Jul-02,43478.0,45578.0,89056.0,9162.0,11678.0,20840.0,109896.0
Aug-02,32666.0,40302.0,72968.0,6521.0,13697.0,20218.0,93186.0
Sep-02,32660.0,39794.0,72454.0,7473.0,12234.0,19707.0,92161.0
Oct-02,35410.0,53188.0,88598.0,11570.0,10128.0,21698.0,110296.0
Nov-02,29077.0,45348.0,74425.0,10122.0,12971.0,23093.0,97518.0
Dec-02,26645.0,40910.0,67555.0,10453.0,9813.0,20266.0,87821.0
Jan-03,30032.0,46632.0,76664.0,8325.0,7025.0,15350.0,92014.0
Feb-03,29245.0,48713.0,77958.0,8932.0,4769.0,13701.0,91659.0
Mar-03,31615.0,47719.0,79334.0,12549.0,4940.0,17489.0,96823.0
Apr-03,35512.0,50671.0,86183.0,10012.0,5933.0,15945.0,102128.0
May-03,29503.0,44679.0,74182.0,10641.0,9983.0,20624.0,94806.0
Jun-03,28339.0,42789.0,71128.0,7886.0,10134.0,18020.0,89148.0
Jul-03,41461.0,52730.0,94191.0,11789.0,11892.0,23681.0,117872.0
Aug-03,36113.0,48498.0,84611.0,9815.0,12403.0,22218.0,106829.0
Sep-03,38268.0,47992.0,86260.0,12235.0,13067.0,25302.0,111562.0
Oct-03,39110.0,53759.0,92869.0,10533.0,14263.0,24796.0,117665.0
Nov-03,37808.0,46493.0,84301.0,13032.0,11536.0,24568.0,108869.0
Dec-03,37796.0,49780.0,87576.0,14715.0,11819.0,26534.0,114110.0
Jan-04,30564.0,41902.0,72466.0,12241.0,10556.0,22797.0,95263.0
Feb-04,35244.0,47391.0,82635.0,11484.0,9526.0,21010.0,103645.0
Mar-04,37746.0,55456.0,93202.0,13702.0,9013.0,22715.0,115917.0
Apr-04,35302.0,48270.0,83572.0,12248.0,6857.0,19105.0,102677.0
May-04,42494.0,55107.0,97601.0,14756.0,9566.0,24322.0,121923.0
Jun-04,39322.0,50984.0,90306.0,13557.0,8212.0,21769.0,112075.0
Jul-04,40681.0,50375.0,91056.0,12147.0,10033.0,22180.0,113236.0
Aug-04,44111.0,54832.0,98943.0,12249.0,10566.0,22815.0,121758.0
Sep-04,41630.0,61818.0,103448.0,11688.0,7719.0,19407.0,122855.0
Oct-04,38783.0,59080.0,97863.0,10704.0,13158.0,23862.0,121725.0
Nov-04,40040.0,57800.0,97840.0,15596.0,5817.0,21413.0,119253.0
Dec-04,51158.0,59386.0,110544.0,11383.0,8345.0,19728.0,130272.0
Jan-05,44742.0,54264.0,99006.0,9071.0,9824.0,18895.0,117901.0
Feb-05,41922.0,50046.0,91968.0,14057.0,6198.0,20255.0,112223.0
Mar-05,46354.0,59670.0,106024.0,14596.0,10661.0,25257.0,131281.0
Apr-05,48905.0,59125.0,108030.0,16718.0,5366.0,22084.0,130114.0
May-05,49772.0,55789.0,105561.0,12218.0,6542.0,18760.0,124321.0
Jun-05,54528.0,58759.0,113287.0,12477.0,5417.0,17894.0,131181.0
Jul-05,55730.0,59001.0,114731.0,15708.0,6182.0,21890.0,136621.0
Aug-05,54458.0,59425.0,113883.0,14917.0,11789.0,26706.0,140589.0
Sep-05,49544.0,45475.0,95019.0,14194.0,6704.0,20898.0,115917.0
Oct-05,63503.0,56666.0,120169.0,13399.0,17323.0,30722.0,150891.0
Nov-05,55459.0,56628.0,112087.0,16158.0,17648.0,33806.0,145893.0
Dec-05,58362.0,54808.0,113170.0,13676.0,18303.0,31979.0,145149.0
Jan-06,52842.0,54038.0,106880.0,12748.0,11687.0,24435.0,131315.0
Feb-06,48640.0,50352.0,98992.0,11822.0,9167.0,20989.0,119981.0
Mar-06,50455.0,53427.0,103882.0,15620.0,10848.0,26468.0,130350.0
Apr-06,56011.0,55677.0,111688.0,11440.0,7847.0,19287.0,130975.0
May-06,55631.0,60481.0,116112.0,13144.0,6712.0,19856.0,135968.0
Jun-06,54090.0,63907.0,117997.0,12982.0,7069.0,20051.0,138048.0
Jul-06,57357.0,61299.0,118656.0,8840.0,9587.0,18427.0,137083.0
Aug-06,58414.0,60641.0,119055.0,7876.0,8723.0,16599.0,135654.0
Sep-06,47211.0,51157.0,98368.0,7136.0,7002.0,14138.0,112506.0
Oct-06,56438.0,63892.0,120330.0,9657.0,8212.0,17869.0,138199.0
Nov-06,56300.0,63474.0,119774.0,13092.0,9600.0,22692.0,142466.0
Dec-06,47399.0,62479.0,109878.0,13775.0,4965.0,18740.0,128618.0
Jan-07,45656.0,60022.0,105678.0,18507.0,3466.0,21973.0,127651.0
Feb-07,43405.0,60694.0,104099.0,17114.0,7007.0,24121.0,128220.0
Mar-07,51117.0,71052.0,122169.0,23202.0,5523.0,28725.0,150894.0
Apr-07,46383.0,64194.0,110577.0,19695.0,5728.0,25423.0,136000.0
May-07,50285.0,72948.0,123233.0,19957.0,4224.0,24181.0,147414.0
Jun-07,48085.0,64562.0,112647.0,23917.0,2174.0,26091.0,138738.0
Jul-07,51226.0,71249.0,122475.0,21370.0,4037.0,25407.0,147882.0
Aug-07,52127.0,77245.0,129372.0,26714.0,6059.0,32773.0,162145.0
Sep-07,45549.0,71350.0,116899.0,26593.0,4865.0,31458.0,148357.0
Oct-07,50882.0,72232.0,123114.0,25445.0,7633.0,33078.0,156192.0
Nov-07,50110.0,73341.0,123451.0,26572.0,9955.0,36527.0,159978.0
Dec-07,44340.0,70952.0,115292.0,31699.0,2748.0,34447.0,149739.0
Jan-08,41299.0,68758.0,110057.0,24098.0,5121.0,29219.0,139276.0
Feb-08,44962.0,73929.0,118891.0,27284.0,2391.0,29675.0,148566.0
Mar-08,46183.0,75709.0,121892.0,29517.0,2357.0,31874.0,153766.0
Apr-08,45045.0,78918.0,123963.0,29980.0,2882.0,32862.0,156825.0
May-08,43970.0,79744.0,123714.0,36510.0,2811.0,39321.0,163035.0
Jun-08,45069.0,80490.0,125559.0,36378.0,2005.0,38383.0,163942.0
Jul-08,50008.0,83432.0,133440.0,34714.0,3313.0,38027.0,171467.0
Aug-08,42692.0,77546.0,120238.0,29317.0,4449.0,33766.0,154004.0
Sep-08,41035.0,56881.0,97916.0,22446.0,6349.0,28795.0,126711.0
Oct-08,55682.0,76268.0,131950.0,22563.0,16135.0,38698.0,170648.0
Nov-08,41621.0,58320.0,99941.0,11685.0,11331.0,23016.0,122957.0
Dec-08,42997.0,63290.0,106287.0,10633.0,6195.0,16828.0,123115.0
Jan-09,39769.0,54395.0,94164.0,19533.0,4547.0,24080.0,118244.0
Feb-09,34604.0,63491.0,98095.0,27745.0,4189.0,31934.0,130029.0
Mar-09,35420.0,68816.0,104236.0,39329.0,2768.0,42097.0,146333.0
Apr-09,39126.0,76689.0,115815.0,35915.0,19855.0,55770.0,171585.0
May-09,33024.0,73206.0,106230.0,45550.0,3763.0,49313.0,155543.0
Jun-09,34422.0,67720.0,102142.0,49793.0,2953.0,52746.0,154888.0
Jul-09,39464.0,77308.0,116772.0,46395.0,4067.0,50462.0,167234.0
Aug-09,36014.0,70452.0,106466.0,30924.0,3106.0,34030.0,140496.0
Sep-09,41292.0,75716.0,117008.0,41507.0,2750.0,44257.0,161265.0
Oct-09,42671.0,77189.0,119860.0,37453.0,7810.0,45263.0,165123.0
Nov-09,37219.0,71440.0,108659.0,33131.0,7756.0,40887.0,149546.0
Dec-09,34443.0,70495.0,104938.0,40703.0,3939.0,44642.0,149580.0
Jan-10,32263.0,66598.0,98861.0,35951.0,6353.0,42304.0,141165.0
Feb-10,32290.0,69665.0,101955.0,39206.0,6320.0,45526.0,147481.0
Mar-10,42307.0,81571.0,123878.0,46854.0,4980.0,51834.0,175712.0
Apr-10,39487.0,64907.0,104394.0,25786.0,6234.0,32020.0,136414.0
May-10,41466.0,74391.0,115857.0,29952.0,5758.0,35710.0,151567.0
Jun-10,43042.0,72796.0,115838.0,27843.0,8921.0,36764.0,152602.0
Jul-10,45119.0,69278.0,114397.0,19165.0,7931.0,27096.0,141493.0
Aug-10,41809.0,73971.0,115780.0,29893.0,6404.0,36297.0,152077.0
Sep-10,39802.0,76653.0,116455.0,36807.0,6804.0,43611.0,160066.0
Oct-10,44105.0,72816.0,116921.0,28292.0,7589.0,35881.0,152802.0
Nov-10,37098.0,71474.0,108572.0,31181.0,6857.0,38038.0,146610.0
Dec-10,39433.0,76563.0,115996.0,34177.0,4106.0,38283.0,154279.0
Jan-11,35509.0,68218.0,103727.0,39797.0,5249.0,45046.0,148773.0
Feb-11,36397.0,63101.0,99498.0,32669.0,5994.0,38663.0,138161.0
Mar-11,49427.0,93653.0,143080.0,53494.0,7365.0,60859.0,203939.0
Apr-11,44226.0,78557.0,122783.0,35148.0,4979.0,40127.0,162910.0
May-11,44490.0,75937.0,120427.0,28349.0,7737.0,36086.0,156513.0
Jun-11,46338.0,68953.0,115291.0,22807.0,4955.0,27762.0,143053.0
Jul-11,44758.0,63422.0,108180.0,18145.0,7641.0,25786.0,133966.0
Aug-11,47234.0,72698.0,119932.0,26759.0,7272.0,34031.0,153963.0
Sep-11,47853.0,71354.0,119207.0,33904.0,6443.0,40347.0,159554.0
Oct-11,46742.0,69671.0,116413.0,22684.0,7033.0,29717.0,146130.0
Nov-11,46179.0,72597.0,118776.0,30988.0,9272.0,40260.0,159036.0
Dec-11,44399.0,75110.0,119509.0,32700.0,8232.0,40932.0,160441.0
Jan-12,44364.0,68165.0,112529.0,30828.0,8420.0,39248.0,151777.0
Feb-12,41834.0,65511.0,107345.0,21199.0,11147.0,32346.0,139691.0
Mar-12,49848.0,75210.0,125058.0,28275.0,8692.0,36967.0,162025.0
Apr-12,46712.0,67580.0,114292.0,23947.0,10548.0,34447.0,148787.0
May-12,52362.0,75086.0,127448.0,19011.0,9912.0,28923.0,156371.0
Jun-12,49908.0,70414.0,120322.0,23373.0,12200.0,35573.0,155895.0
Jul-12,55236.0,76833.0,132069.0,28486.0,9202.0,37688.0,169757.0
Aug-12,56401.0,84291.0,140692.0,32603.0,12403.0,45006.0,185698.0
Sep-12,51443.0,78486.0,129929.0,26176.0,13361.0,39537.0,169466.0
Oct-12,51528.0,72731.0,124259.0,25752.0,10793.0,36545.0,160804.0
Nov-12,51357.0,75236.0,126593.0,24546.0,11467.0,36013.0,162606.0
Dec-12,51865.0,67339.0,119204.0,29863.0,10535.0,40398.0,159602.0
Jan-13,46931.0,73011.0,119942.0,30728.0,8273.0,39001.0,158943.0
Feb-13,44664.0,71951.0,116615.0,29916.0,6753.0,36669.0,153284.0
Mar-13,49696.0,82931.0,132627.0,25254.0,9801.0,35055.0,167682.0
Apr-13,50844.0,71637.0,122481.0,27048.0,8549.0,35597.0,158078.0
May-13,56729.0,81062.0,137791.0,26821.0,9874.0,36695.0,174486.0
Jun-13,53235.0,74941.0,128176.0,27014.0,10903.0,37917.0,166093.0
Jul-13,57527.0,76238.0,133765.0,40084.0,13114.0,53198.0,186963.0
Aug-13,60125.0,79209.0,139334.0,23116.0,14450.0,37566.0,176900.0
Sep-13,50501.0,68341.0,118842.0,20994.0,11126.0,32120.0,150962.0
Oct-13,59274.0,75819.0,135093.0,20611.0,12088.0,32699.0,167792.0
Nov-13,49972.0,68954.0,118926.0,10421.0,9139.0,19560.0,138486.0
Dec-13,47882.0,69834.0,117716.0,24467.0,8219.0,32686.0,150402.0
Jan-14,54182.0,74983.0,129165.0,27402.0,9957.0,37359.0,166524.0
Feb-14,46101.0,63166.0,109267.0,20616.0,7075.0,27691.0,136958.0
Mar-14,60443.0,77955.0,138398.0,19146.0,9743.0,28889.0,167287.0
Apr-14,56001.0,69053.0,125054.0,10396.0,10205.0,20601.0,145655.0
May-14,66659.0,75038.0,141697.0,15059.0,14660.0,29719.0,171416.0
Jun-14,60636.0,76244.0,136880.0,19990.0,15550.0,35540.0,172420.0
Jul-14,66788.0,73988.0,140776.0,17206.0,16465.0,33671.0,174447.0
Aug-14,69652.0,73117.0,142769.0,14918.0,15560.0,30478.0,173247.0
Sep-14,65304.0,68875.0,134179.0,12302.0,15981.0,28283.0,162462.0
Oct-14,67135.0,67573.0,134708.0,9446.0,20443.0,29889.0,164597.0
Nov-14,62275.0,68492.0,130767.0,9521.0,18852.0,28373.0,159140.0
Dec-14,69629.0,67661.0,127290.0,11907.0,17738.0,29645.0,156935.0
Jan-15,70276.0,64357.0,134633.0,12771.0,21250.0,34021.0,168654.0
Feb-15,66518.0,73014.0,139532.0,11309.0,18840.0,30149.0,169681.0
Mar-15,71778.0,84023.0,155801.0,14415.0,16507.0,30922.0,186723.0
Apr-15,85206.0,96447.0,181653.0,17359.0,13661.0,31020.0,212673.0
May-15,85448.0,90794.0,176242.0,14081.0,22548.0,36629.0,212871.0
Jun-15,68880.0,84277.0,153157.0,8530.0,17804.0,26334.0,179491.0
Jul-15,67252.0,86159.0,153411.0,12095.0,12405.0,24500.0,177911.0
Aug-15,69815.0,77596.0,147411.0,11604.0,15956.0,27560.0,174971.0
Sep-15,65519.0,70853.0,136372.0,10335.0,14298.0,24633.0,161005.0
Oct-15,68416.0,76046.0,144462.0,10145.0,16198.0,26343.0,170805.0
Nov-15,56716.0,68688.0,125404.0,11190.0,10649.0,21839.0,147243.0
Dec-15,63658.0,76486.0,140144.0,15631.0,12737.0,28368.0,168512.0
Jan-16,65196.0,67094.0,132290.0,12515.0,11982.0,24497.0,156787.0
Feb-16,64395.0,76551.0,140946.0,17436.0,13266.0,30702.0,171648.0
Mar-16,62628.0,86832.0,149460.0,19876.0,12868.0,32744.0,182204.0
Apr-16,75346.0,88619.0,163965.0,31987.0,13270.0,45257.0,209222.0
May-16,62666.0,77645.0,140311.0,18838.0,14063.0,32901.0,173212.0
Jun-16,77392.0,75609.0,153001.0,18961.0,20884.0,39845.0,192846.0
Jul-16,80056.0,75881.0,155937.0,12890.0,22640.0,35530.0,191467.0
Aug-16,79849.0,76507.0,156356.0,11740.0,15592.0,27332.0,183688.0
Sep-16,83371.0,72335.0,155706.0,14848.0,14888.0,29736.0,185442.0
Oct-16,80276.0,73905.0,154181.0,11804.0,18270.0,30074.0,184255.0
Nov-16,79266.0,73501.0,152767.0,9729.0,16197.0,25926.0,178693.0
Dec-16,74390.0,71601.0,145991.0,11485.0,15780.0,27265.0,173256.0
Jan-17,84589.0,88403.0,172992.0,14930.0,9018.0,23948.0,196940.0
Feb-17,73389.0,88553.0,161942.0,15915.0,11004.0,26919.0,188861.0
Mar-17,85214.0,94226.0,179440.0,25739.0,16482.0,42221.0,221661.0
Apr-17,84399.0,84271.0,168670.0,16204.0,16930.0,33134.0,201804.0
May-17,89483.0,82879.0,172362.0,14714.0,26817.0,41531.0,213893.0
Jun-17,97042.0,78667.0,175709.0,12190.0,24944.0,37134.0,212843.0
Jul-17,90506.0,77060.0,167566.0,11408.0,24036.0,35444.0,203010.0
Aug-17,76889.0,58931.0,135820.0,5301.0,25232.0,30533.0,166353.0
Sep-17,113804.0,73015.0,186819.0,11170.0,28494.0,39664.0,226483.0
Oct-17,99641.0,80521.0,180162.0,7751.0,35214.0,42965.0,223127.0
Nov-17,87306.0,74791.0,162097.0,9848.0,23930.0,33778.0,195875.0
Dec-17,93771.0,84880.0,178651.0,7739.0,21867.0,29606.0,208257.0
Jan-18,89443.0,71146.0,160589.0,7370.0,21737.0,29107.0,189696.0
Feb-18,84799.0,85606.0,170405.0,8881.0,19335.0,28216.0,198621.0
Mar-18,94185.0,96631.0,190816.0,21121.0,17221.0,38342.0,229158.0
Apr-18,89063.0,94827.0,183890.0,18604.0,16305.0,34909.0,218799.0
May-18,100392.0,100477.0,200869.0,24652.0,20475.0,45127.0,245996.0
Jun-18,97727.0,92323.0,190050.0,15624.0,18216.0,33840.0,223890.0
Jul-18,104594.0,89513.0,194107.0,16351.0,25574.0,41925.0,236032.0
Aug-18,105937.0,89345.0,195282.0,14405.0,28957.0,43362.0,238644.0
Sep-18,103183.0,85266.0,188449.0,10599.0,31283.0,41882.0,230331.0
Oct-18,108653.0,95886.0,204539.0,9101.0,27342.0,36443.0,240982.0
Nov-18,101320.0,89400.0,190720.0,13233.0,22390.0,35623.0,226343.0
Dec-18,99401.0,85646.0,185047.0,9528.0,26783.0,36311.0,221358.0
Jan-19,95318.0,87961.0,183279.0,10975.0,20698.0,31673.0,214952.0
Feb-19,86953.0,86460.0,173413.0,9759.0,15322.0,25081.0,198494.0
Mar-19,109604.0,118295.0,227899.0,35333.0,17489.0,52822.0,280721.0
Apr-19,100627.0,106654.0,207281.0,27182.0,18230.0,45412.0,252693.0
May-19,107126.0,116693.0,223819.0,21289.0,17953.0,39242.0,263061.0
Jun-19,105159.0,106429.0,211588.0,20003.0,19897.0,39900.0,251488.0
Jul-19,111062.0,104470.0,215532.0,20426.0,24035.0,44461.0,259993.0
Aug-19,110318.0,109388.0,219706.0,16986.0,22418.0,39404.0,259110.0
Sep-19,106270.0,102309.0,208579.0,22168.0,20777.0,42945.0,251524.0
Oct-19,110585.0,109362.0,219947.0,17720.0,20904.0,38624.0,258571.0
Nov-19,101494.0,107927.0,209421.0,22188.0,14129.0,36317.0,245738.0
Dec-19,100274.0,109721.0,209995.0,28513.0,15322.0,43835.0,253830.0
Jan-20,105047.0,118782.0,223829.0,30252.0,14692.0,44944.0,268773.0
Feb-20,89923.0,110854.0,200777.0,44560.0,10137.0,54697.0,255474.0
Mar-20,88302.0,114972.0,203274.0,37448.0,8118.0,45566.0,248840.0
Apr-20,100034.0,91808.0,191842.0,18422.0,11276.0,29698.0,221540.0
May-20,99509.0,100538.0,200047.0,8959.0,13244.0,22203.0,222250.0
Jun-20,86903.0,97635.0,184538.0,17002.0,9392.0,26394.0,210932.0
Jul-20,102339.0,98509.0,200848.0,21677.0,12212.0,33889.0,234737.0
Aug-20,116714.0,98552.0,215266.0,11970.0,21394.0,33364.0,248630.0
Sep-20,121508.0,92415.0,213923.0,10701.0,29781.0,40482.0,254405.0
Oct-20,135175.0,97185.0,232360.0,12871.0,50979.0,63850.0,296210.0
Nov-20,122475.0,102755.0,225230.0,8018.0,29682.0,37700.0,262930.0
Dec-20,128593.0,106908.0,235501.0,14323.0,26619.0,40942.0,276443.0
Jan-21,121578.0,99694.0,221272.0,10264.0,23503.0,33767.0,255039.0
Feb-21,92434.0,79840.0,172274.0,9262.0,17227.0,26489.0,198763.0
Mar-21,134259.0,106745.0,241004.0,18524.0,37869.0,56393.0,297397.0
Apr-21,128834.0,91766.0,220600.0,14431.0,40809.0,55240.0,275840.0
May-21,132853.0,95439.0,228292.0,8633.0,51202.0,59835.0,288127.0
Jun-21,139448.0,84614.0,224062.0,12188.0,56337.0,68525.0,292587.0
Jul-21,137197.0,75457.0,212654.0,9003.0,75964.0,84967.0,297621.0
Aug-21,159791.0,85660.0,245451.0,8652.0,65983.0,74635.0,320086.0
Sep-21,135387.0,69765.0,205152.0,10114.0,66234.0,76348.0,281500.0
Oct-21,151395.0,94933.0,246328.0,12525.0,69633.0,82158.0,328486.0
Nov-21,152508.0,94409.0,246917.0,9004.0,5865.0,67659.0,314576.0
Dec-21,148301.0,90660.0,238961.0,3451.0,60792.0,64243.0,303204.0
Jan-22,158569.0,86940.0,245509.0,4737.0,73181.0,77918.0,323427.0
Feb-22,125965.0,82079.0,208044.0,7125.0,56230.0,63355.0,271399.0
Mar-22,152553.0,108541.0,261094.0,4723.0,42740.0,47463.0,308557.0
Apr-22,162965.0,114860.0,277825.0,13513.0,43155.0,56668.0,334493.0
May-22,158798.0,106358.0,265156.0,13469.0,56741.0,70210.0,335366.0
Jun-22,157778.0,102889.0,260667.0,9764.0,53392.0,63156.0,323823.0
Jul-22,159881.0,102644.0,262525.0,8310.0,57663.0,65973.0,328498.0
Aug-22,180132.0,116841.0,296973.0,7775.0,78094.0,85869.0,382842.0
Sep-22,177979.0,102744.0,280723.0,9964.0,62837.0,72801.0,353524.0
Oct-22,181292.0,118781.0,300073.0,8098.0,63823.0,71921.0,371994.0
Nov-22,164619.0,118187.0,282806.0,6708.0,59436.0,66144.0,348950.0
Dec-22,136055.0,107576.0,243631.0,6619.0,41777.0,48396.0,292027.0
Jan-23,149400.0,113875.0,263275.0,21648.0,35067.0,56715.0,319990.0
Feb-23,141946.0,116265.0,258211.0,17841.0,37400.0,55241.0,313452.0
Mar-23,133912.0,119824.0,253736.0,9948.0,36905.0,46853.0,300589.0
Apr-23,140720.0,110318.0,251038.0,14408.0,42433.0,56841.0,307879.0
May-23,139745.0,109220.0,248965.0,12087.0,39430.0,51517.0,300482.0
Jun-23,146636.0,103726.0,250362.0,18660.0,46961.0,65621.0,315983.0
Jul-23,166151.0,117652.0,283803.0,10878.0,49482.0,60360.0,344163.0
Aug-23,149660.0,110008.0,259668.0,7558.0,40398.0,47956.0,307624.0
Sep-23,156161.0,124739.0,280900.0,16208.0,28480.0,44688.0,325588.0
Oct-23,174929.0,126011.0,300940.0,12321.0,52947.0,65268.0,366208.0
Nov-23,137631.0,116396.0,254027.0,8356.0,35239.0,43595.0,297622.0
Dec-23,150648.0,119970.0,270618.0,14814.0,39588.0,54402.0,325020.0
Jan-24,154493.0,124137.0,278630.0,15788.0,38543.0,54331.0,332961.0
Feb-24,166849.0,145766.0,312615.0,18152.0,45198.0,63350.0,375965.0
Mar-24,164634.0,134221.0,298855.0,14269.0,47867.0,62136.0,360991.0
Apr-24,146910.0,119302.0,266212.0,13856.0,44109.0,57965.0,324177.0
May-24,164572.0,131690.0,296262.0,16457.0,52147.0,68604.0,364866.0
Jun-24,153778.0,114728.0,268506.0,11204.0,59447.0,70651.0,339157.0
Jul-24,157565.0,112607.0,270172.0,12727.0,42378.0,55105.0,325277.0
Aug-24,163211.0,131241.0,294452.0,16172.0,57029.0,73201.0,367653.0
Sep-24,162338.0,114299.0,276637.0,11842.0,40983.0,52825.0,329462.0
Oct-24,152879.0,99013.0,251892.0,7760.0,49971.0,57731.0,309623.0
Nov-24,163403.0,135299.0,298702.0,14475.0,56184.0,70659.0,369361.0
Dec-24,149396.0,135446.0,284842.0,19082.0,36494.0,55576.0,340418.0
Jan-25,170125.0,122931.0,293056.0,16186.0,47165.0,63351.0,356407.0
Feb-25,142661.0,122740.0,265401.0,22068.0,37955.0,60023.0,325424.0
Mar-25,167859.0,152857.0,320716.0,21802.0,44346.0,66148.0,386864.0
Apr-25,177733.0,138810.0,316543.0,18489.0,52446.0,70935.0,387478.0
May-25,166005.0,132900.0,298905.0,18358.0,64377.0,82735.0,381640.0
Jun-25,139453.0,133040.0,272493.0,22746.0,36625.0,59371.0,331864.0
