"2024 Form EIA-860 Data - Schedule 3, 'Fuel Switching Data' (Retired & Canceled Units Only)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
13948,City of Oberlin - (KS),1312,Oberlin (KS),KS,Decatur,5,RE,Petroleum Liquids,IC,Electric Utility,1,2,1.3,1.3,8,1973,5,2024,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,1.3,1.3,1.3,1.3,1H,1H,Y,Y,,
13948,City of Oberlin - (KS),1312,Oberlin (KS),KS,Decatur,6,RE,Petroleum Liquids,IC,Electric Utility,1,1.5,1.2,1.2,8,1963,5,2024,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,1.2,1.2,1.2,1.2,1H,1H,Y,Y,,
14203,City of Osawatomie - (KS),1314,Osawatomie City of,KS,Miami,2,RE,Petroleum Liquids,IC,Electric Utility,1,2.3,1.8,1.8,2,1957,8,2024,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,1.8,1.8,1.8,1.8,1H,1H,N,,,
14203,City of Osawatomie - (KS),1314,Osawatomie City of,KS,Miami,3,RE,Petroleum Liquids,IC,Electric Utility,1,0.4,0.3,0.3,88,1934,4,1990,DFO,,Y,Y,,,,,,,Y,Y, , , , ,,UNK,N,,,
14203,City of Osawatomie - (KS),1314,Osawatomie City of,KS,Miami,4,RE,Petroleum Liquids,IC,Electric Utility,1,1.2,1,1,10,1950,8,2024,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,1,1,1,1,1H,UNK,N,,,
14203,City of Osawatomie - (KS),1314,Osawatomie City of,KS,Miami,5,RE,Petroleum Liquids,IC,Electric Utility,1,3.1,2.8,2.8,5,1966,8,2024,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,2.8,2.6,2.8,2.6,1H,1H,N,,,
17872,City of St Francis - (KS),1321,St Francis,KS,Cheyenne,3,RE,Petroleum Liquids,IC,Electric Utility,1,0.8,0.8,0.8,11,1960,2,2016,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,0.8,0.8,0.8,0.8,1H,UNK,N,,,
17924,City of Stafford - (KS),1325,Stafford,KS,Stafford,1,RE,Petroleum Liquids,IC,Electric Utility,1,0.9,0.9,0.9,9,1960,9,2011,DFO,NG,,Y,DFO,NG,,,,,,, , , , ,,,,,,
17924,City of Stafford - (KS),1325,Stafford,KS,Stafford,2,RE,Petroleum Liquids,IC,Electric Utility,1,0.9,0.9,0.9,2,1953,9,2011,DFO,NG,,Y,DFO,NG,,,,,N,, , , , ,,,,,,
17924,City of Stafford - (KS),1325,Stafford,KS,Stafford,3,RE,Petroleum Liquids,IC,Electric Utility,1,0.8,0.8,0.8,8,1958,9,2011,DFO,NG,Y,Y,DFO,NG,,,,,N,, , , , ,,,,,,
18137,City of Stockton - (KS),1327,Stockton,KS,Rooks,4,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,0.5,0.5,0.5,5,1951,12,2020,NG,DFO,Y,Y,NG,DFO,,,,,N,, , , , ,,,,,,
12524,Midwest Energy Inc - (KS),1334,Great Bend - Midwest Energy,KS,Barton,1,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1,1,1,1,1947,12,2013,NG,DFO,,Y,DFO,NG,,,,,,, , , , ,,,,,,
12524,Midwest Energy Inc - (KS),1334,Great Bend - Midwest Energy,KS,Barton,2,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1,1,1,1,1947,12,2013,NG,DFO,,Y,DFO,NG,,,,,,, , , , ,,,,,,
12524,Midwest Energy Inc - (KS),1334,Great Bend - Midwest Energy,KS,Barton,3,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1,1,1,1,1949,12,2013,NG,DFO,,Y,DFO,NG,,,,,,, , , , ,,,,,,
12524,Midwest Energy Inc - (KS),1334,Great Bend - Midwest Energy,KS,Barton,4,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1,1,1,1,1949,12,2013,NG,DFO,,Y,DFO,NG,,,,,,, , , , ,,,,,,
12524,Midwest Energy Inc - (KS),1334,Great Bend - Midwest Energy,KS,Barton,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,3,3,3,1,1954,12,2013,NG,DFO,,Y,DFO,NG,,,,,,, , , , ,,,,,,
10171,Kentucky Utilities Co,1358,Haefling,KY,Fayette,3,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,20.7,12,14,10,1970,12,2013,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,12, ,12, ,6H,6H,Y,Y,Y,
1692,Big Rivers Electric Corp,1382,HMP&L Station Two Henderson,KY,Webster,1,RE,Conventional Steam Coal,ST,Electric Utility,1,200,153,153,6,1973,2,2019,BIT,DFO,Y,Y,BIT,PC,,,,,N,, , , , ,,,,,,
1692,Big Rivers Electric Corp,1382,HMP&L Station Two Henderson,KY,Webster,2,RE,Conventional Steam Coal,ST,Electric Utility,1,205,159,159,4,1974,2,2019,BIT,DFO,Y,Y,BIT,PC,,,,,N,, , , , ,,,,,,
11241,Entergy Louisiana LLC,1394,Willow Glen,LA,Iberville,4,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,591.8,482,490,1,1973,3,2018,NG,RFO,Y,Y,RFO,DFO,NG,,,,N,, , , , ,,,,,,
11241,Entergy Louisiana LLC,1394,Willow Glen,LA,Iberville,5,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,591.8,485,485,1,1976,10,2016,NG,RFO,,Y,RFO,DFO,NG,,,,N,, , , , ,,,,,,
11241,Entergy Louisiana LLC,1401,Buras,LA,Plaquemines,8,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,20.7,11,11,2,1971,10,2018,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,12,12,12,12,1H,1H,N,,,
11241,Entergy Louisiana LLC,1403,Nine Mile Point,LA,Jefferson,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,112.5,107,107,7,1953,9,2011,NG,DFO,,Y,NG,DFO,,,,,Y,Y,60, ,60, ,24H,,N,,,
11241,Entergy Louisiana LLC,1404,Sterlington,LA,Ouachita,7B,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,66,44,55,4,1973,1,2019,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,47,55,48,55,1H,1H,Y,,,Y
13478,"Entergy New Orleans, LLC",1409,Michoud,LA,Orleans,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,582.2,543.8,539,8,1967,6,2016,NG,RFO,,Y,NG,RFO,,,,,N,, , , , ,,,,,,
8884,Terrebonne Parish Consol Gov't,1439,Houma,LA,Terrebonne,10,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,4.5,3.7,3.7,8,1958,12,2010,NG,DFO,,Y,NG,DFO,,,,,Y,Y,3, ,3.5, ,,,N,,,
8884,Terrebonne Parish Consol Gov't,1439,Houma,LA,Terrebonne,11,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,4.5,3.7,3.7,0,1958,12,2010,NG,DFO,,Y,NG,DFO,,,,,Y,Y,3, ,3.5, ,,,N,,,
8884,Terrebonne Parish Consol Gov't,1439,Houma,LA,Terrebonne,12,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,4.5,3.3,3.3,8,1958,12,2010,NG,DFO,,Y,NG,DFO,,,,,Y,Y,3, ,3.5, ,,,N,,,
8884,Terrebonne Parish Consol Gov't,1439,Houma,LA,Terrebonne,9,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.7,2.5,2.5,0,1953,12,2010,NG,DFO,,Y,DFO,NG,,,,,Y,Y,2, ,2, ,,,N,,,
4161,"Constellation Power Source Generation, LLC",1559,Riverside (MD),MD,Baltimore,GT6,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,135,115,115,4,1970,6,2014,NG,KER,,N,,,,,,,Y,N,115, ,115, ,24H,24H,,,,
49965,Constellation Mystic Power LLC,1588,Mystic Generating Station,MA,Middlesex,7,RE,Petroleum Liquids,ST,IPP Non-CHP,2,617,512.4,559.8,6,1975,6,2021,RFO,NG,Y,Y,RFO,NG,,,,,Y,Y,512.4,562.6,512.4,562.6,6H,6H,Y,Y,,
61708,Canal Generating LLC,1599,Canal,MA,Barnstable,UN2R,CN,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,330,330,330, , , , ,NG,DFO,,,,,,,,,Y,, , , , ,,,,,,
59928,Salem Harbor Power Development LP,1626,Salem Harbor,MA,Essex,1,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,81.9,79.7,81.4,1,1952,6,2014,BIT,RFO,,Y,BIT,RFO,,,,,N,, , , , ,,,,,,
59928,Salem Harbor Power Development LP,1626,Salem Harbor,MA,Essex,2,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,82,78,78.8,9,1952,6,2014,BIT,RFO,,Y,BIT,RFO,,,,,N,, , , , ,,,,,,
59928,Salem Harbor Power Development LP,1626,Salem Harbor,MA,Essex,3,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,165.7,149.8,149.9,8,1958,6,2014,BIT,RFO,,Y,BIT,RFO,,,,,N,, , , , ,,,,,,
2144,Town of Braintree - (MA),1660,Potter Station 2,MA,Norfolk,CC2,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,76,62.6,77.6,4,1977,1,2024,NG,DFO,Y,N,,,,,,,Y,Y,62.6,77.6,62.6,77.6,6H,6H,Y,,Y,
4254,Consumers Energy Co - (MI),1702,Dan E Karn,MI,Bay,1A,RE,Conventional Steam Coal,ST,Electric Utility,1,136,127.5,127.5,11,1959,5,2023,SUB,BIT,Y,Y,BIT,RFO,,,,,,, , , , ,,,,,,
4254,Consumers Energy Co - (MI),1702,Dan E Karn,MI,Bay,1B,RE,Conventional Steam Coal,ST,Electric Utility,1,136,127.5,127.5,11,1959,5,2023,SUB,BIT,Y,Y,BIT,RFO,,,,,,, , , , ,,,,,,
4254,Consumers Energy Co - (MI),1702,Dan E Karn,MI,Bay,2A,RE,Conventional Steam Coal,ST,Electric Utility,1,136,115.5,115.5,3,1961,5,2023,SUB,BIT,Y,Y,BIT,RFO,,,,,,, , , , ,,,,,,
4254,Consumers Energy Co - (MI),1702,Dan E Karn,MI,Bay,2B,RE,Conventional Steam Coal,ST,Electric Utility,1,136,115.5,115.5,3,1961,5,2023,SUB,BIT,Y,Y,BIT,RFO,,,,,,, , , , ,,,,,,
5109,DTE Electric Company,1740,River Rouge,MI,Wayne,2,RE,Conventional Steam Coal,ST,Electric Utility,1,292.5,251,260,11,1957,6,2016,SUB,BIT,,Y,SUB,BIT,NG,OG,,,,, , , , ,,,,,,
5109,DTE Electric Company,1740,River Rouge,MI,Wayne,3,RE,Conventional Steam Coal,ST,Electric Utility,1,358.1,272,280,10,1958,5,2021,SUB,OG,Y,Y,SUB,BIT,NG,OG,BFG,,N,, , , , ,,,,,,
5109,DTE Electric Company,1743,St Clair,MI,St Clair,1,RE,Conventional Steam Coal,ST,Electric Utility,1,168.7,151,158,8,1953,3,2019,RC,NG,Y,Y,SUB,BIT,DFO,RFO,WO,,N,, , , , ,,,,,,
5109,DTE Electric Company,1743,St Clair,MI,St Clair,2,RE,Conventional Steam Coal,ST,Electric Utility,1,156.2,154,162,11,1953,12,2022,RC,SUB,Y,Y,SUB,BIT,DFO,RFO,WO,,N,, , , , ,,,,,,
5109,DTE Electric Company,1743,St Clair,MI,St Clair,3,RE,Conventional Steam Coal,ST,Electric Utility,1,156.2,160,168,6,1954,12,2022,RC,SUB,Y,Y,SUB,BIT,DFO,RFO,WO,,N,, , , , ,,,,,,
5109,DTE Electric Company,1743,St Clair,MI,St Clair,4,RE,Conventional Steam Coal,ST,Electric Utility,1,168.7,151,158,10,1954,11,2017,RC,NG,Y,Y,SUB,BIT,DFO,RFO,WO,,N,, , , , ,,,,,,
5109,DTE Electric Company,1743,St Clair,MI,St Clair,6,RE,Conventional Steam Coal,ST,Electric Utility,1,352.7,311,320,4,1961,12,2022,RC,SUB,Y,Y,SUB,BIT,NG,,,,N,, , , , ,,,,,,
5109,DTE Electric Company,1743,St Clair,MI,St Clair,7,RE,Conventional Steam Coal,ST,Electric Utility,1,544.5,440,450,4,1969,12,2022,RC,SUB,Y,Y,SUB,BIT,DFO,,,,N,, , , , ,,,,,,
5109,DTE Electric Company,1745,Trenton Channel,MI,Wayne,7,RE,Conventional Steam Coal,ST,Electric Utility,1,120,110,110,6,1949,4,2016,SUB,BIT,N,Y,SUB,BIT,,,,,,, , , , ,,,,,,
5109,DTE Electric Company,1745,Trenton Channel,MI,Wayne,8,RE,Conventional Steam Coal,ST,Electric Utility,1,120,100,100,2,1950,4,2015,SUB,BIT,,Y,SUB,BIT,,,,,,, , , , ,,,,,,
5109,DTE Electric Company,1745,Trenton Channel,MI,Wayne,9,RE,Conventional Steam Coal,ST,Electric Utility,1,535.5,495,495,1,1968,12,2022,SUB,BIT,Y,Y,SUB,BIT,DFO,OTH,,,N,, , , , ,,,,,,
8631,Hillsdale Board of Public Wks,1829,Hillsdale,MI,Hillsdale,3,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,3.5,2.4,2.4,8,1954,6,2018,NG,DFO,Y,N,,,,,,,Y,Y,2.4,2.4,2.4,2.4,1H,1H,Y,Y,,
8631,Hillsdale Board of Public Wks,1829,Hillsdale,MI,Hillsdale,4,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,4.1,3.7,3.7,6,1960,6,2018,NG,DFO,Y,N,,,,,,,Y,Y,3.7,3.7,3.7,3.7,1H,1H,Y,Y,,
11268,City of Lowell - (MI),1837,Lowell,MI,Kent,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.1,1.1,1.1,1,1965,11,2012,NG,DFO,,Y,NG,DFO,,,,,,, , , , ,,,,,,
11268,City of Lowell - (MI),1837,Lowell,MI,Kent,6,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.1,1.1,1.1,1,1956,11,2012,NG,DFO,,Y,NG,DFO,,,,,,, , , , ,,,,,,
11268,City of Lowell - (MI),1837,Lowell,MI,Kent,7,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.4,1.4,1.4,1,1973,11,2012,NG,DFO,,Y,NG,DFO,,,,,,, , , , ,,,,,,
11701,City of Marquette - (MI),1843,Shiras,MI,Marquette,2,RE,Conventional Steam Coal,ST,Electric Utility,1,21,19.5,19.5,1,1972,4,2019,BIT,WDS,Y,Y,BIT,WDS,,,,,N,, , , , ,,,,,,
11713,City of Marshall - (MI),1844,Marshall (MI),MI,Calhoun,IC2,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.1,0.9,0.9,11,1953,5,2015,NG,DFO,Y,N,,,,,,,Y,Y,0.9,0.9,0.9,0.9,1H,1H,N,,,
9417,Interstate Power and Light Co,1888,Fox Lake,MN,Martin,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,11.5,11.6,10.8,1,1951,11,2010,NG,RFO,Y,Y,NG,RFO,,,,,Y,Y,11.58, ,11.58, ,,,N,,,
13781,Northern States Power Co - Minnesota,1910,Granite City,MN,Benton,1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,18,13,16,5,1969,6,2019,NG,DFO,Y,N,NG,DFO,,,,,Y,Y,13,16,13,16,1H,1H,N,,,
13781,Northern States Power Co - Minnesota,1910,Granite City,MN,Benton,2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,18,13,16,5,1969,6,2019,NG,DFO,Y,N,NG,DFO,,,,,Y,Y,13,16,13,16,1H,1H,N,,,
13781,Northern States Power Co - Minnesota,1910,Granite City,MN,Benton,3,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,18,13,16,5,1969,6,2019,NG,DFO,Y,N,NG,DFO,,,,,Y,Y,13,16,13,16,1H,1H,N,,,
13781,Northern States Power Co - Minnesota,1910,Granite City,MN,Benton,4,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,18,13,16,5,1969,6,2019,NG,DFO,Y,N,NG,DFO,,,,,Y,Y,13,16,13,16,1H,1H,N,,,
13781,Northern States Power Co - Minnesota,1912,High Bridge,MN,Ramsey,5,RE,Conventional Steam Coal,ST,Electric Utility,1,113.6,99,99,8,1956,12,2007,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
13781,Northern States Power Co - Minnesota,1912,High Bridge,MN,Ramsey,6,RE,Conventional Steam Coal,ST,Electric Utility,1,163.2,172.1,172.1,4,1959,12,2007,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
5773,City of Elk River,1971,Elk River City of,MN,Sherburne,3,RE,Petroleum Liquids,IC,Electric Utility,1,3,3,3,3,1962,9,2024,DFO,NG,Y,N,,,,,,,Y,Y,2.5,2.5,3,3,UNK,UNK,Y,,,Y
5773,City of Elk River,1971,Elk River City of,MN,Sherburne,4,RE,Petroleum Liquids,IC,Electric Utility,1,5,5,5,8,1972,9,2024,DFO,NG,Y,N,,,,,,,Y,Y,4.3,4.3,5,5,UNK,UNK,Y,,,Y
7292,Glencoe Light & Power Comm,1975,Glencoe,MN,McLeod,6,RE,Petroleum Liquids,IC,Electric Utility,1,1.3,1,1,10,1961,5,2013,DFO,NG,N,Y,DFO,NG,,,,,N,, , , , ,,,,,,
9130,Hutchinson Utilities Comm,1980,Hutchinson Plant #1,MN,McLeod,7,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,5,4.5,4.5,1,1964,2,2011,NG,DFO,N,N,,,,,,,Y,Y, , , , ,,,N,,,
13681,North Branch Water & Light Comm,2002,North Branch (MN),MN,Chisago,1,RE,Petroleum Liquids,IC,Electric Utility,1,0.9,0.8,0.8,10,1960,12,2010,DFO,NG,,N,,,,,,,Y,Y,0.8, ,0.8, ,,,N,,,
13681,North Branch Water & Light Comm,2002,North Branch (MN),MN,Chisago,2,RE,Petroleum Liquids,IC,Electric Utility,1,1.4,1.2,1.2,1,1971,12,2010,DFO,NG,,N,,,,,,,Y,Y,1.2, ,1.2, ,,,N,,,
16181,Rochester Public Utilities,2008,Silver Lake,MN,Olmsted,1,RE,Conventional Steam Coal,ST,Electric Utility,1,8,6.6,6.6,8,1948,12,2015,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
16181,Rochester Public Utilities,2008,Silver Lake,MN,Olmsted,2,RE,Conventional Steam Coal,ST,Electric Utility,1,12,7,7,12,1953,12,2015,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
16181,Rochester Public Utilities,2008,Silver Lake,MN,Olmsted,3,RE,Conventional Steam Coal,ST,Electric Utility,1,25,20,20,11,1962,12,2015,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
16181,Rochester Public Utilities,2008,Silver Lake,MN,Olmsted,4,RE,Conventional Steam Coal,ST,Electric Utility,1,54,46.4,46.4,12,1969,12,2015,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7570,Great River Energy,2039,Elk River,MN,Sherburne,1,RE,Municipal Solid Waste,ST,Electric Utility,1,11.5,8.9,8.9,1,1951,3,2019,MSW,DFO,Y,Y,MSW,NG,,,,,N,, , , , ,,,,,,
7570,Great River Energy,2039,Elk River,MN,Sherburne,2,RE,Municipal Solid Waste,ST,Electric Utility,1,11.5,9,9,1,1951,3,2019,MSW,DFO,Y,Y,MSW,NG,,,,,N,, , , , ,,,,,,
7570,Great River Energy,2039,Elk River,MN,Sherburne,3,RE,Municipal Solid Waste,ST,Electric Utility,1,25,16.9,16.9,1,1959,3,2019,MSW,NG,Y,Y,MSW,NG,,,,,N,, , , , ,,,,,,
12685,Entergy Mississippi LLC,2050,Baxter Wilson,MS,Warren,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,544.6,494.3,505.6,3,1967,3,2023,NG,DFO,Y,Y,NG,RFO,,,,,Y,Y,494.3,510,400,420,6H,6H,N,,,
12685,Entergy Mississippi LLC,2050,Baxter Wilson,MS,Warren,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,783,530.7,548.6,10,1971,6,2018,NG,DFO,Y,Y,NG,RFO,,,,,Y,Y,720,720,650,650,6H,6H,N,,,
12685,Entergy Mississippi LLC,2051,Delta (MS),MS,Bolivar,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,112.5,90,93,12,1953,12,2012,NG,RFO,,Y,NG,RFO,,,,,Y,Y,97, ,97, ,,,N,,,
12685,Entergy Mississippi LLC,2051,Delta (MS),MS,Bolivar,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,112.5,87,89,12,1953,12,2012,NG,RFO,,Y,NG,RFO,,,,,Y,Y,95, ,95, ,,,N,,,
5860,Empire District Electric Co,2076,Asbury,MO,Jasper,1,RE,Conventional Steam Coal,ST,Electric Utility,1,212.8,198,198,6,1970,3,2020,SUB,BIT,Y,Y,SUB,BIT,TDF,,,,N,, , , , ,,,,,,
5860,Empire District Electric Co,2076,Asbury,MO,Jasper,2,RE,Conventional Steam Coal,ST,Electric Utility,1,18.7,14.5,14.5,4,1986,12,2013,SUB,BIT,,Y,SUB,BIT,,,,,N,, , , , ,,,,,,
6839,City of Fulton - (MO),2126,Fulton (MO),MO,Callaway,IC2,RE,Petroleum Liquids,IC,Electric Utility,1,5,4.1,4.5,10,1966,5,2012,DFO,NG,N,N,NG,DFO,,,,,Y,Y, , , , ,1H,1H,N,,,
9231,City of Independence - (MO),2132,Blue Valley,MO,Jackson,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,25,21,21,5,1958,6,2020,NG,DFO,Y,Y,BIT,DFO,NG,,,,Y,Y,25,25,25,25,1H,1H,Y,Y,,
9231,City of Independence - (MO),2132,Blue Valley,MO,Jackson,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,65,51,51,8,1965,6,2020,NG,DFO,Y,Y,BIT,DFO,NG,,,,Y,Y,51,51,51,51,1H,1H,Y,Y,,
9231,City of Independence - (MO),2132,Blue Valley,MO,Jackson,GT1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,61,50,50,5,1976,2,2014,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,41, ,41, ,1H,UNK,Y,Y,,
9231,City of Independence - (MO),2132,Blue Valley,MO,Jackson,ST1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,25,21,21,4,1958,6,2020,NG,DFO,Y,Y,BIT,DFO,NG,,,,Y,Y,21,21,21,21,1H,1H,Y,Y,,
9603,City of Jackson - (MO),2137,Jackson (MO),MO,Cape Girardeau,1,RE,Petroleum Liquids,IC,Electric Utility,1,1,0.9,0.9,6,1954,1,2006,DFO,NG,Y,N,,,,,,,Y,N,0.9,0.9,0.9,0.9,1H,1H,N,,,
9603,City of Jackson - (MO),2137,Jackson (MO),MO,Cape Girardeau,2,RE,Petroleum Liquids,IC,Electric Utility,1,1,0.9,0.9,6,1954,1,2006,DFO,NG,Y,N,,,,,,,Y,N,0.9,0.9,0.9,0.9,1H,1H,N,,,
10152,City of Kennett - (MO),2139,Kennett,MO,Dunklin,4,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.5,2.2,2.2,8,1955,12,2019,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,2.5,2.5,2.5,2.5,1H,1H,Y,,,
10152,City of Kennett - (MO),2139,Kennett,MO,Dunklin,6,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2,1.8,1.8,8,1951,12,2019,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,2,2,2,2,1H,1H,Y,,,
10152,City of Kennett - (MO),2139,Kennett,MO,Dunklin,7,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.5,2.2,2.2,8,1960,12,2019,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,2.5,2.5,2.5,2.5,1H,1H,Y,,,
10152,City of Kennett - (MO),2139,Kennett,MO,Dunklin,8,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,3.1,2.8,2.8,8,1962,12,2019,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,3.1,3.1,3.1,3.1,1H,1H,Y,,,
11732,City of Marshall - (MO),2144,Marshall (MO),MO,Saline,4,RE,Conventional Steam Coal,ST,Electric Utility,1,6,5.8,5.9,7,1956,7,2016,BIT,NG,N,Y,BIT,WDS,,,,,N,, , , , ,,,,,,
4527,City of Crete,2231,Crete,NE,Saline,2,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.3,1.3,1.3,5,1955,4,2013,NG,DFO,,Y,NG,DFO,,,,,Y,Y,1.3, ,1.3, ,UNK,,Y,Y,,
4527,City of Crete,2231,Crete,NE,Saline,3,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,0.9,0.8,0.9,1,1951,4,2013,NG,DFO,,Y,NG,DFO,,,,,Y,Y,0.8, ,0.9, ,UNK,,Y,Y,,
4527,City of Crete,2231,Crete,NE,Saline,4,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.1,1,1.1,6,1947,4,2013,NG,DFO,,Y,NG,DFO,,,,,Y,Y,1, ,1.1, ,UNK,,Y,Y,,
4527,City of Crete,2231,Crete,NE,Saline,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.5,2.4,2.5,5,1963,4,2013,NG,DFO,,Y,NG,DFO,,,,,Y,Y,2.4, ,2.5, ,UNK,,Y,Y,,
4527,City of Crete,2231,Crete,NE,Saline,6,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,3.3,3.3,3.3,4,1965,4,2013,NG,DFO,,Y,NG,DFO,,,,,Y,Y,2.8, ,3.3, ,UNK,,Y,Y,,
40606,City of Grand Island - (NE),2241,C W Burdick,NE,Hall,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,18.7,16.5,16.5,10,1957,9,2016,NG,RFO,Y,N,NG,RFO,,,,,Y,Y,16.5,16.5,16.5,16.5,1H,1H,Y,,Y,
40606,City of Grand Island - (NE),2241,C W Burdick,NE,Hall,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,24.9,22,22,8,1963,9,2016,NG,RFO,Y,N,NG,RFO,,,,,Y,Y,22,22,22,22,1H,1H,Y,,Y,
40606,City of Grand Island - (NE),2241,C W Burdick,NE,Hall,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,54.4,54,54,2,1972,9,2017,NG,RFO,Y,N,NG,RFO,,,,,Y,Y,54,54,54,54,1H,1H,Y,,Y,
10760,City of Laurel - (NE),2249,Laurel,NE,Cedar,4,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,0.4,0.3,0.4,1,1960,4,2016,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,0.3,0.3,0.3,0.3,UNK,UNK,Y,Y,Y,
10760,City of Laurel - (NE),2249,Laurel,NE,Cedar,6,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,0.2,0.2,0.2,1,1956,2,2014,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,0.2,0.2,0.2,0.2,UNK,UNK,Y,Y,Y,
