week_number,week_ended,commodity,cars
52,2022-01-01,Chemicals,10701.0
52,2022-01-01,Coal,3807.0
52,2022-01-01,"Farm Products excl. Grain, and Food",4478.0
52,2022-01-01,Forest Products,4388.0
52,2022-01-01,Grain,5364.0
52,2022-01-01,Metallic Ores and Metals,14022.0
52,2022-01-01,Motor Vehicles and Parts,2459.0
52,2022-01-01,Nonmetallic Minerals,4137.0
52,2022-01-01,Other,946.0
52,2022-01-01,Petroleum and Petroleum Products,6851.0
1,2022-01-08,Chemicals,10134.0
1,2022-01-08,Coal,3830.0
1,2022-01-08,"Farm Products excl. Grain, and Food",5660.0
1,2022-01-08,Forest Products,5254.0
1,2022-01-08,Grain,6260.0
1,2022-01-08,Metallic Ores and Metals,13189.0
1,2022-01-08,Motor Vehicles and Parts,3534.0
1,2022-01-08,Nonmetallic Minerals,4000.0
1,2022-01-08,Other,1274.0
1,2022-01-08,Petroleum and Petroleum Products,7166.0
2,2022-01-15,Chemicals,11131.0
2,2022-01-15,Coal,6280.0
2,2022-01-15,"Farm Products excl. Grain, and Food",5308.0
2,2022-01-15,Forest Products,5901.0
2,2022-01-15,Grain,5084.0
2,2022-01-15,Metallic Ores and Metals,13898.0
2,2022-01-15,Motor Vehicles and Parts,4523.0
2,2022-01-15,Nonmetallic Minerals,4915.0
2,2022-01-15,Other,1420.0
2,2022-01-15,Petroleum and Petroleum Products,9556.0
3,2022-01-22,Chemicals,10759.0
3,2022-01-22,Coal,7170.0
3,2022-01-22,"Farm Products excl. Grain, and Food",4611.0
3,2022-01-22,Forest Products,6069.0
3,2022-01-22,Grain,8693.0
3,2022-01-22,Metallic Ores and Metals,12997.0
3,2022-01-22,Motor Vehicles and Parts,4177.0
3,2022-01-22,Nonmetallic Minerals,4848.0
3,2022-01-22,Other,1238.0
3,2022-01-22,Petroleum and Petroleum Products,8508.0
4,2022-01-29,Chemicals,11541.0
4,2022-01-29,Coal,8617.0
4,2022-01-29,"Farm Products excl. Grain, and Food",5525.0
4,2022-01-29,Forest Products,6313.0
4,2022-01-29,Grain,7744.0
4,2022-01-29,Metallic Ores and Metals,14352.0
4,2022-01-29,Motor Vehicles and Parts,4054.0
4,2022-01-29,Nonmetallic Minerals,5319.0
4,2022-01-29,Other,1329.0
4,2022-01-29,Petroleum and Petroleum Products,9477.0
5,2022-02-05,Chemicals,11469.0
5,2022-02-05,Coal,8912.0
5,2022-02-05,"Farm Products excl. Grain, and Food",5011.0
5,2022-02-05,Forest Products,5338.0
5,2022-02-05,Grain,5576.0
5,2022-02-05,Metallic Ores and Metals,14348.0
5,2022-02-05,Motor Vehicles and Parts,3494.0
5,2022-02-05,Nonmetallic Minerals,5202.0
5,2022-02-05,Other,1412.0
5,2022-02-05,Petroleum and Petroleum Products,8340.0
6,2022-02-12,Chemicals,11928.0
6,2022-02-12,Coal,7863.0
6,2022-02-12,"Farm Products excl. Grain, and Food",6190.0
6,2022-02-12,Forest Products,6020.0
6,2022-02-12,Grain,7905.0
6,2022-02-12,Metallic Ores and Metals,13464.0
6,2022-02-12,Motor Vehicles and Parts,4259.0
6,2022-02-12,Nonmetallic Minerals,4587.0
6,2022-02-12,Other,1440.0
6,2022-02-12,Petroleum and Petroleum Products,9307.0
7,2022-02-19,Chemicals,11746.0
7,2022-02-19,Coal,8818.0
7,2022-02-19,"Farm Products excl. Grain, and Food",5447.0
7,2022-02-19,Forest Products,5920.0
7,2022-02-19,Grain,8339.0
7,2022-02-19,Metallic Ores and Metals,13920.0
7,2022-02-19,Motor Vehicles and Parts,3907.0
7,2022-02-19,Nonmetallic Minerals,5288.0
7,2022-02-19,Other,1641.0
7,2022-02-19,Petroleum and Petroleum Products,9294.0
8,2022-02-26,Chemicals,10619.0
8,2022-02-26,Coal,8804.0
8,2022-02-26,"Farm Products excl. Grain, and Food",5463.0
8,2022-02-26,Forest Products,5376.0
8,2022-02-26,Grain,7354.0
8,2022-02-26,Metallic Ores and Metals,13188.0
8,2022-02-26,Motor Vehicles and Parts,4171.0
8,2022-02-26,Nonmetallic Minerals,4688.0
8,2022-02-26,Other,1601.0
8,2022-02-26,Petroleum and Petroleum Products,9022.0
9,2022-03-05,Chemicals,12704.0
9,2022-03-05,Coal,8103.0
9,2022-03-05,"Farm Products excl. Grain, and Food",5711.0
9,2022-03-05,Forest Products,5840.0
9,2022-03-05,Grain,8405.0
9,2022-03-05,Metallic Ores and Metals,13876.0
9,2022-03-05,Motor Vehicles and Parts,4378.0
9,2022-03-05,Nonmetallic Minerals,5156.0
9,2022-03-05,Other,1462.0
9,2022-03-05,Petroleum and Petroleum Products,9277.0
10,2022-03-12,Chemicals,11140.0
10,2022-03-12,Coal,9159.0
10,2022-03-12,"Farm Products excl. Grain, and Food",5828.0
10,2022-03-12,Forest Products,6379.0
10,2022-03-12,Grain,7407.0
10,2022-03-12,Metallic Ores and Metals,12383.0
10,2022-03-12,Motor Vehicles and Parts,5103.0
10,2022-03-12,Nonmetallic Minerals,6846.0
10,2022-03-12,Other,1438.0
10,2022-03-12,Petroleum and Petroleum Products,8815.0
11,2022-03-19,Chemicals,11204.0
11,2022-03-19,Coal,8649.0
11,2022-03-19,"Farm Products excl. Grain, and Food",5968.0
11,2022-03-19,Forest Products,5778.0
11,2022-03-19,Grain,6986.0
11,2022-03-19,Metallic Ores and Metals,13892.0
11,2022-03-19,Motor Vehicles and Parts,4644.0
11,2022-03-19,Nonmetallic Minerals,5946.0
11,2022-03-19,Other,1715.0
11,2022-03-19,Petroleum and Petroleum Products,8853.0
12,2022-03-26,Chemicals,12118.0
12,2022-03-26,Coal,7266.0
12,2022-03-26,"Farm Products excl. Grain, and Food",5910.0
12,2022-03-26,Forest Products,6065.0
12,2022-03-26,Grain,7120.0
12,2022-03-26,Metallic Ores and Metals,15927.0
12,2022-03-26,Motor Vehicles and Parts,4361.0
12,2022-03-26,Nonmetallic Minerals,6205.0
12,2022-03-26,Other,1374.0
12,2022-03-26,Petroleum and Petroleum Products,8992.0
13,2022-04-02,Chemicals,13386.0
13,2022-04-02,Coal,9724.0
13,2022-04-02,"Farm Products excl. Grain, and Food",6101.0
13,2022-04-02,Forest Products,6522.0
13,2022-04-02,Grain,7220.0
13,2022-04-02,Metallic Ores and Metals,16356.0
13,2022-04-02,Motor Vehicles and Parts,4840.0
13,2022-04-02,Nonmetallic Minerals,6250.0
13,2022-04-02,Other,1711.0
13,2022-04-02,Petroleum and Petroleum Products,8389.0
14,2022-04-09,Chemicals,12769.0
14,2022-04-09,Coal,9141.0
14,2022-04-09,"Farm Products excl. Grain, and Food",6235.0
14,2022-04-09,Forest Products,6123.0
14,2022-04-09,Grain,8300.0
14,2022-04-09,Metallic Ores and Metals,15083.0
14,2022-04-09,Motor Vehicles and Parts,4388.0
14,2022-04-09,Nonmetallic Minerals,6334.0
14,2022-04-09,Other,1597.0
14,2022-04-09,Petroleum and Petroleum Products,8880.0
15,2022-04-16,Chemicals,12059.0
15,2022-04-16,Coal,9351.0
15,2022-04-16,"Farm Products excl. Grain, and Food",4813.0
15,2022-04-16,Forest Products,6312.0
15,2022-04-16,Grain,6945.0
15,2022-04-16,Metallic Ores and Metals,15153.0
15,2022-04-16,Motor Vehicles and Parts,4925.0
15,2022-04-16,Nonmetallic Minerals,5726.0
15,2022-04-16,Other,1218.0
15,2022-04-16,Petroleum and Petroleum Products,8771.0
16,2022-04-23,Chemicals,12087.0
16,2022-04-23,Coal,8917.0
16,2022-04-23,"Farm Products excl. Grain, and Food",5844.0
16,2022-04-23,Forest Products,6483.0
16,2022-04-23,Grain,8044.0
16,2022-04-23,Metallic Ores and Metals,14958.0
16,2022-04-23,Motor Vehicles and Parts,4419.0
16,2022-04-23,Nonmetallic Minerals,6736.0
16,2022-04-23,Other,1488.0
16,2022-04-23,Petroleum and Petroleum Products,8286.0
17,2022-04-30,Chemicals,12650.0
17,2022-04-30,Coal,8606.0
17,2022-04-30,"Farm Products excl. Grain, and Food",6145.0
17,2022-04-30,Forest Products,6557.0
17,2022-04-30,Grain,6261.0
17,2022-04-30,Metallic Ores and Metals,15011.0
17,2022-04-30,Motor Vehicles and Parts,5017.0
17,2022-04-30,Nonmetallic Minerals,6655.0
17,2022-04-30,Other,1347.0
17,2022-04-30,Petroleum and Petroleum Products,8913.0
18,2022-05-07,Chemicals,12367.0
18,2022-05-07,Coal,9024.0
18,2022-05-07,"Farm Products excl. Grain, and Food",5679.0
18,2022-05-07,Forest Products,6705.0
18,2022-05-07,Grain,6631.0
18,2022-05-07,Metallic Ores and Metals,14005.0
18,2022-05-07,Motor Vehicles and Parts,4925.0
18,2022-05-07,Nonmetallic Minerals,6556.0
18,2022-05-07,Other,1610.0
18,2022-05-07,Petroleum and Petroleum Products,8186.0
19,2022-05-14,Chemicals,12281.0
19,2022-05-14,Coal,8093.0
19,2022-05-14,"Farm Products excl. Grain, and Food",4638.0
19,2022-05-14,Forest Products,6502.0
19,2022-05-14,Grain,7218.0
19,2022-05-14,Metallic Ores and Metals,14728.0
19,2022-05-14,Motor Vehicles and Parts,4436.0
19,2022-05-14,Nonmetallic Minerals,6266.0
19,2022-05-14,Other,1429.0
19,2022-05-14,Petroleum and Petroleum Products,8481.0
20,2022-05-21,Chemicals,12143.0
20,2022-05-21,Coal,8056.0
20,2022-05-21,"Farm Products excl. Grain, and Food",4344.0
20,2022-05-21,Forest Products,6665.0
20,2022-05-21,Grain,6470.0
20,2022-05-21,Metallic Ores and Metals,15423.0
20,2022-05-21,Motor Vehicles and Parts,4588.0
20,2022-05-21,Nonmetallic Minerals,6788.0
20,2022-05-21,Other,1507.0
20,2022-05-21,Petroleum and Petroleum Products,9297.0
21,2022-05-28,Chemicals,13227.0
21,2022-05-28,Coal,8384.0
21,2022-05-28,"Farm Products excl. Grain, and Food",4894.0
21,2022-05-28,Forest Products,6558.0
21,2022-05-28,Grain,6666.0
21,2022-05-28,Metallic Ores and Metals,15724.0
21,2022-05-28,Motor Vehicles and Parts,4894.0
21,2022-05-28,Nonmetallic Minerals,6377.0
21,2022-05-28,Other,1597.0
21,2022-05-28,Petroleum and Petroleum Products,9060.0
22,2022-06-04,Chemicals,13050.0
22,2022-06-04,Coal,8417.0
22,2022-06-04,"Farm Products excl. Grain, and Food",5476.0
22,2022-06-04,Forest Products,6311.0
22,2022-06-04,Grain,5885.0
22,2022-06-04,Metallic Ores and Metals,14781.0
22,2022-06-04,Motor Vehicles and Parts,4610.0
22,2022-06-04,Nonmetallic Minerals,7232.0
22,2022-06-04,Other,1497.0
22,2022-06-04,Petroleum and Petroleum Products,8387.0
23,2022-06-11,Chemicals,13134.0
23,2022-06-11,Coal,8216.0
23,2022-06-11,"Farm Products excl. Grain, and Food",5746.0
23,2022-06-11,Forest Products,6334.0
23,2022-06-11,Grain,5879.0
23,2022-06-11,Metallic Ores and Metals,16012.0
23,2022-06-11,Motor Vehicles and Parts,4984.0
23,2022-06-11,Nonmetallic Minerals,7177.0
23,2022-06-11,Other,1538.0
23,2022-06-11,Petroleum and Petroleum Products,8794.0
24,2022-06-18,Chemicals,12550.0
24,2022-06-18,Coal,7947.0
24,2022-06-18,"Farm Products excl. Grain, and Food",5453.0
24,2022-06-18,Forest Products,6358.0
24,2022-06-18,Grain,6699.0
24,2022-06-18,Metallic Ores and Metals,15219.0
24,2022-06-18,Motor Vehicles and Parts,4929.0
24,2022-06-18,Nonmetallic Minerals,7078.0
24,2022-06-18,Other,1583.0
24,2022-06-18,Petroleum and Petroleum Products,8627.0
25,2022-06-25,Chemicals,11856.0
25,2022-06-25,Coal,7900.0
25,2022-06-25,"Farm Products excl. Grain, and Food",5953.0
25,2022-06-25,Forest Products,6261.0
25,2022-06-25,Grain,6312.0
25,2022-06-25,Metallic Ores and Metals,14678.0
25,2022-06-25,Motor Vehicles and Parts,4986.0
25,2022-06-25,Nonmetallic Minerals,6759.0
25,2022-06-25,Other,1502.0
25,2022-06-25,Petroleum and Petroleum Products,9240.0
26,2022-07-02,Chemicals,12877.0
26,2022-07-02,Coal,8090.0
26,2022-07-02,"Farm Products excl. Grain, and Food",4890.0
26,2022-07-02,Forest Products,6062.0
26,2022-07-02,Grain,6861.0
26,2022-07-02,Metallic Ores and Metals,15905.0
26,2022-07-02,Motor Vehicles and Parts,4516.0
26,2022-07-02,Nonmetallic Minerals,7438.0
26,2022-07-02,Other,1552.0
26,2022-07-02,Petroleum and Petroleum Products,8772.0
27,2022-07-09,Chemicals,11380.0
27,2022-07-09,Coal,7296.0
27,2022-07-09,"Farm Products excl. Grain, and Food",5171.0
27,2022-07-09,Forest Products,6494.0
27,2022-07-09,Grain,6339.0
27,2022-07-09,Metallic Ores and Metals,15032.0
27,2022-07-09,Motor Vehicles and Parts,3570.0
27,2022-07-09,Nonmetallic Minerals,7468.0
27,2022-07-09,Other,1815.0
27,2022-07-09,Petroleum and Petroleum Products,8774.0
28,2022-07-16,Chemicals,11629.0
28,2022-07-16,Coal,7490.0
28,2022-07-16,"Farm Products excl. Grain, and Food",4139.0
28,2022-07-16,Forest Products,6191.0
28,2022-07-16,Grain,7251.0
28,2022-07-16,Metallic Ores and Metals,14689.0
28,2022-07-16,Motor Vehicles and Parts,4147.0
28,2022-07-16,Nonmetallic Minerals,6978.0
28,2022-07-16,Other,1526.0
28,2022-07-16,Petroleum and Petroleum Products,9478.0
29,2022-07-23,Chemicals,11955.0
29,2022-07-23,Coal,7642.0
29,2022-07-23,"Farm Products excl. Grain, and Food",5310.0
29,2022-07-23,Forest Products,6142.0
29,2022-07-23,Grain,7044.0
29,2022-07-23,Metallic Ores and Metals,14370.0
29,2022-07-23,Motor Vehicles and Parts,3537.0
29,2022-07-23,Nonmetallic Minerals,6812.0
29,2022-07-23,Other,1808.0
29,2022-07-23,Petroleum and Petroleum Products,8987.0
30,2022-07-30,Chemicals,12495.0
30,2022-07-30,Coal,7178.0
30,2022-07-30,"Farm Products excl. Grain, and Food",4710.0
30,2022-07-30,Forest Products,6362.0
30,2022-07-30,Grain,6475.0
30,2022-07-30,Metallic Ores and Metals,14401.0
30,2022-07-30,Motor Vehicles and Parts,4387.0
30,2022-07-30,Nonmetallic Minerals,6893.0
30,2022-07-30,Other,1687.0
30,2022-07-30,Petroleum and Petroleum Products,8725.0
31,2022-08-06,Chemicals,12625.0
31,2022-08-06,Coal,8276.0
31,2022-08-06,"Farm Products excl. Grain, and Food",4951.0
31,2022-08-06,Forest Products,6099.0
31,2022-08-06,Grain,5681.0
31,2022-08-06,Metallic Ores and Metals,15757.0
31,2022-08-06,Motor Vehicles and Parts,4063.0
31,2022-08-06,Nonmetallic Minerals,7227.0
31,2022-08-06,Other,1732.0
31,2022-08-06,Petroleum and Petroleum Products,8488.0
32,2022-08-13,Chemicals,12179.0
32,2022-08-13,Coal,8071.0
32,2022-08-13,"Farm Products excl. Grain, and Food",4612.0
32,2022-08-13,Forest Products,6138.0
32,2022-08-13,Grain,5086.0
32,2022-08-13,Metallic Ores and Metals,16351.0
32,2022-08-13,Motor Vehicles and Parts,4528.0
32,2022-08-13,Nonmetallic Minerals,7116.0
32,2022-08-13,Other,1555.0
32,2022-08-13,Petroleum and Petroleum Products,8928.0
33,2022-08-20,Chemicals,12092.0
33,2022-08-20,Coal,9145.0
33,2022-08-20,"Farm Products excl. Grain, and Food",4906.0
33,2022-08-20,Forest Products,6234.0
33,2022-08-20,Grain,5088.0
33,2022-08-20,Metallic Ores and Metals,15900.0
33,2022-08-20,Motor Vehicles and Parts,4410.0
33,2022-08-20,Nonmetallic Minerals,7773.0
33,2022-08-20,Other,1424.0
33,2022-08-20,Petroleum and Petroleum Products,8613.0
34,2022-08-27,Chemicals,11277.0
34,2022-08-27,Coal,8776.0
34,2022-08-27,"Farm Products excl. Grain, and Food",5527.0
34,2022-08-27,Forest Products,6444.0
34,2022-08-27,Grain,6045.0
34,2022-08-27,Metallic Ores and Metals,16762.0
34,2022-08-27,Motor Vehicles and Parts,4411.0
34,2022-08-27,Nonmetallic Minerals,7166.0
34,2022-08-27,Other,1649.0
34,2022-08-27,Petroleum and Petroleum Products,8304.0
35,2022-09-03,Chemicals,11442.0
35,2022-09-03,Coal,8747.0
35,2022-09-03,"Farm Products excl. Grain, and Food",5904.0
35,2022-09-03,Forest Products,6606.0
35,2022-09-03,Grain,5368.0
35,2022-09-03,Metallic Ores and Metals,15844.0
35,2022-09-03,Motor Vehicles and Parts,4442.0
35,2022-09-03,Nonmetallic Minerals,7244.0
35,2022-09-03,Other,1550.0
35,2022-09-03,Petroleum and Petroleum Products,8695.0
36,2022-09-10,Chemicals,11327.0
36,2022-09-10,Coal,8400.0
36,2022-09-10,"Farm Products excl. Grain, and Food",6642.0
36,2022-09-10,Forest Products,6051.0
36,2022-09-10,Grain,8335.0
36,2022-09-10,Metallic Ores and Metals,16176.0
36,2022-09-10,Motor Vehicles and Parts,3988.0
36,2022-09-10,Nonmetallic Minerals,6134.0
36,2022-09-10,Other,1588.0
36,2022-09-10,Petroleum and Petroleum Products,8063.0
37,2022-09-17,Chemicals,12261.0
37,2022-09-17,Coal,7848.0
37,2022-09-17,"Farm Products excl. Grain, and Food",6550.0
37,2022-09-17,Forest Products,6196.0
37,2022-09-17,Grain,10708.0
37,2022-09-17,Metallic Ores and Metals,16618.0
37,2022-09-17,Motor Vehicles and Parts,4307.0
37,2022-09-17,Nonmetallic Minerals,6982.0
37,2022-09-17,Other,1443.0
37,2022-09-17,Petroleum and Petroleum Products,8437.0
38,2022-09-24,Chemicals,11218.0
38,2022-09-24,Coal,6301.0
38,2022-09-24,"Farm Products excl. Grain, and Food",7855.0
38,2022-09-24,Forest Products,6452.0
38,2022-09-24,Grain,10240.0
38,2022-09-24,Metallic Ores and Metals,16258.0
38,2022-09-24,Motor Vehicles and Parts,4236.0
38,2022-09-24,Nonmetallic Minerals,6540.0
38,2022-09-24,Other,1696.0
38,2022-09-24,Petroleum and Petroleum Products,8356.0
39,2022-10-01,Chemicals,12577.0
39,2022-10-01,Coal,5783.0
39,2022-10-01,"Farm Products excl. Grain, and Food",9323.0
39,2022-10-01,Forest Products,6345.0
39,2022-10-01,Grain,11052.0
39,2022-10-01,Metallic Ores and Metals,16726.0
39,2022-10-01,Motor Vehicles and Parts,4878.0
39,2022-10-01,Nonmetallic Minerals,6557.0
39,2022-10-01,Other,1725.0
39,2022-10-01,Petroleum and Petroleum Products,8398.0
40,2022-10-08,Chemicals,10858.0
40,2022-10-08,Coal,6322.0
40,2022-10-08,"Farm Products excl. Grain, and Food",10671.0
40,2022-10-08,Forest Products,6422.0
40,2022-10-08,Grain,9810.0
40,2022-10-08,Metallic Ores and Metals,15777.0
40,2022-10-08,Motor Vehicles and Parts,4592.0
40,2022-10-08,Nonmetallic Minerals,6092.0
40,2022-10-08,Other,1630.0
40,2022-10-08,Petroleum and Petroleum Products,8750.0
41,2022-10-15,Chemicals,12278.0
41,2022-10-15,Coal,6696.0
41,2022-10-15,"Farm Products excl. Grain, and Food",8597.0
41,2022-10-15,Forest Products,6030.0
41,2022-10-15,Grain,12789.0
41,2022-10-15,Metallic Ores and Metals,17432.0
41,2022-10-15,Motor Vehicles and Parts,4457.0
41,2022-10-15,Nonmetallic Minerals,6239.0
41,2022-10-15,Other,1339.0
41,2022-10-15,Petroleum and Petroleum Products,8308.0
42,2022-10-22,Chemicals,11149.0
42,2022-10-22,Coal,7945.0
42,2022-10-22,"Farm Products excl. Grain, and Food",9323.0
42,2022-10-22,Forest Products,6261.0
42,2022-10-22,Grain,13900.0
42,2022-10-22,Metallic Ores and Metals,15447.0
42,2022-10-22,Motor Vehicles and Parts,4521.0
42,2022-10-22,Nonmetallic Minerals,7331.0
42,2022-10-22,Other,1764.0
42,2022-10-22,Petroleum and Petroleum Products,8201.0
43,2022-10-29,Chemicals,10722.0
43,2022-10-29,Coal,7667.0
43,2022-10-29,"Farm Products excl. Grain, and Food",7344.0
43,2022-10-29,Forest Products,6382.0
43,2022-10-29,Grain,12298.0
43,2022-10-29,Metallic Ores and Metals,13512.0
43,2022-10-29,Motor Vehicles and Parts,4942.0
43,2022-10-29,Nonmetallic Minerals,7168.0
43,2022-10-29,Other,1377.0
43,2022-10-29,Petroleum and Petroleum Products,8672.0
44,2022-11-05,Chemicals,11709.0
44,2022-11-05,Coal,8864.0
44,2022-11-05,"Farm Products excl. Grain, and Food",8856.0
44,2022-11-05,Forest Products,6091.0
44,2022-11-05,Grain,11875.0
44,2022-11-05,Metallic Ores and Metals,14557.0
44,2022-11-05,Motor Vehicles and Parts,4686.0
44,2022-11-05,Nonmetallic Minerals,6650.0
44,2022-11-05,Other,1193.0
44,2022-11-05,Petroleum and Petroleum Products,8172.0
