ID,ROR,Website,Title,Synonyms
8cd01866-7560-4701-ba4a-da3c939b9061,,,Base4NFDI,
7ecf1a3e-e377-4f5c-ac70-78d498951843,,,BERD@NFDI,
0393d642-340d-4641-8c1f-e9c8b27199bf,,,DAPHNE4NFDI,
d996c08b-e39d-49d0-a492-7cb30d99c2b7,,,Data Science Center of the University of Bremen,
fa16b39f-4bc1-4f48-beaf-cbd030d5a7b4,,,DataPLANT,
c5d22eff-ec20-409d-b8d3-aa4e9cc2d6cb,,,ELIXIR,
f6e6a7fc-552b-4d75-9fca-8e2b1b8ad624,,,FAIRagro,
ead5f570-c467-402c-bf06-85b80920a7a9,,,FAIRmat,
eb67b524-e912-4af0-82b8-720a84d11009,,,FAIRsFAIR,
e26f5af3-96e5-43ce-9e36-c61a1e513a1b,,,FDM-BB,
1441a407-fd44-4ed7-a15d-7a1eb37da39e,,,GHGA,
72456510-c4a0-4121-984c-cb14acb23dfc,,,HeFDI,HeFDI - Hessische Forschungsdateninfrastrukturen
ca42e106-dc0e-44ae-bb87-417195fd7d39,,,KonsortSWD,
d5a5a668-ba2c-4d70-a037-33137ffad786,,,MaRDI,
3dc37495-59bb-4505-851f-e09c5df8e356,05qj6w324,,NFDI,Nationale Forschungsdateninfrastruktur (NFDI)|Section Metadata WG Cookbooks
d4f4ac7d-58d0-42c0-a320-58fb6fcbbd70,,,NFDI-MatWerk,
aac7b1be-cf00-4fdc-a26a-e8e0e1410b18,,,NFDI4Biodiversity,
6d469cf2-5b97-47a9-88e2-f2ca96456cd2,,,NFDI4BIOIMAGE,
7783f91b-2496-4c1b-97ef-9db578d237ca,,,NFDI4Cat,
bead62a8-c3c2-46d6-9eb1-ffeaba38d5bf,,,NFDI4Chem,
6a21dd4a-200c-44e3-85b8-68fb31d510af,,,NFDI4Culture,
2040c8ce-b62c-4cb7-be94-85cb8eeaa0f8,,,NFDI4DataScience,
2156f39a-e2f4-4386-893c-4ecf4e8a6630,,,NFDI4Earth,
f5ab031c-777d-44c9-9244-f707d3cb9ddc,,,NFDI4Energy,
7c45de27-5996-40b5-8e0e-24afdfe148e5,,,NFDI4Health,
d746f9ec-6ae3-467d-ace6-54095dc60602,,,NFDI4Immuno,
4f646323-756e-41d0-bdb6-0767411a14b5,,,NFDI4Ing,
d3d6ec0c-0c42-4ba3-9316-a99ed0b169c5,,,NFDI4Memory,
6c357a15-95a9-43bc-ad88-8528aa1ac23d,,,NFDI4Microbiota,
17ae490c-466c-40ee-9e91-027bd062979d,,,NFDIxCS,
47b9d41c-2040-4986-afcb-8be1d54d49ca,,,OER.DigiChem.NRW,
827c6f33-4e30-4b29-826e-408d41075005,,,PANGAEA,
3b75e62d-5964-4a5b-b5e0-9e3f9be29a15,,,PUNCH Young Academy,PUNCH Young Academy (PYA)
616d9b09-1f05-4847-b269-510479dec39b,,,PUNCH4NFDI,
0957e041-54d9-4f72-812c-013fcc48c2f3,,,RADAR,
977cd734-1e55-49d7-b0aa-444fd035c18e,,,RDMO,
f010e202-91ed-4e27-9595-355ec352527e,,,Text+,
51340f34-d6fc-4ed5-b37d-b00a4d6f663a,,,Data Carpentry,
5e7f6780-9c11-4bf2-95eb-f1bd8a11ab01,,,Digital Humanities,
