refinery_name,delivered_to,code,barrels,statement_year,statement_month,statement_month_name,statement_date
Big Spring,APCOT,2,0.0,2025,9,september,2025-09-01
Big Spring,APCOT,4,0.0,2025,9,september,2025-09-01
Big Spring,APCOT,5,0.0,2025,9,september,2025-09-01
Big Spring,APCOT,7,0.0,2025,9,september,2025-09-01
Big Spring,APCOT,19,0.0,2025,9,september,2025-09-01
Big Spring,APCOT,23,0.0,2025,9,september,2025-09-01
Big Spring,VARIOUS,23,1018925.0,2025,9,september,2025-09-01
Big Spring,VARIOUS,19,0.0,2025,9,september,2025-09-01
Big Spring,FINTEX,2,0.0,2025,9,september,2025-09-01
Big Spring,FINTEX,4,374639.0,2025,9,september,2025-09-01
Big Spring,FINTEX,7,90015.0,2025,9,september,2025-09-01
Big Spring,TRUST,4,333331.0,2025,9,september,2025-09-01
Big Spring,TRUST,7,389364.0,2025,9,september,2025-09-01
Big Spring,SLOP PIPELINE,23,0.0,2025,9,september,2025-09-01
Big Spring,RAILCAR,23,156350.0,2025,9,september,2025-09-01
Big Spring,DKL,24,0.0,2025,9,september,2025-09-01
Big Spring,DKL,24,5804278.0,2025,9,september,2025-09-01
Buckeye Texas Processing,Trafigura,3,0.0,2025,9,september,2025-09-01
Buckeye Texas Processing,Buckeye Texas Hub,5,428828.0,2025,9,september,2025-09-01
Buckeye Texas Processing,Buckeye Texas Hub,8,294482.0,2025,9,september,2025-09-01
Buckeye Texas Processing,Buckeye Texas Hub,18,369400.0,2025,9,september,2025-09-01
Buckeye Texas Processing,Buckeye Texas Hub,21,997151.0,2025,9,september,2025-09-01
Buckeye Texas Processing,Arguindegui Oil,8,0.0,2025,9,september,2025-09-01
Buckeye Texas Processing,TYR Energy,8,0.0,2025,9,september,2025-09-01
Buckeye Texas Processing,Pumpelly,8,0.0,2025,9,september,2025-09-01
Buckeye Texas Processing,Trafigura,8,13515.0,2025,9,september,2025-09-01
Buckeye Texas Processing,Trafigura,3,29924.0,2025,9,september,2025-09-01
Corpus Christi Refinery,CITGO PL,4,515170.0,2025,9,september,2025-09-01
Corpus Christi Refinery,CITGO PL,7,377807.0,2025,9,september,2025-09-01
Corpus Christi Refinery,NUSTAR PL,4,1028408.0,2025,9,september,2025-09-01
Corpus Christi Refinery,NUSTAR PL,7,517110.0,2025,9,september,2025-09-01
Corpus Christi Refinery,ENTERPRISE PL,1,84872.0,2025,9,september,2025-09-01
Corpus Christi Refinery,ENTERPRISE PL,3,94720.0,2025,9,september,2025-09-01
Corpus Christi Refinery,SUNOCO,4,398684.0,2025,9,september,2025-09-01
Corpus Christi Refinery,SUNOCO,7,40389.0,2025,9,september,2025-09-01
Corpus Christi Refinery,CITGO,2,26274.0,2025,9,september,2025-09-01
Corpus Christi Refinery,CITGO,4,300878.0,2025,9,september,2025-09-01
Corpus Christi Refinery,CITGO,7,845929.0,2025,9,september,2025-09-01
Corpus Christi Refinery,CITGO,18,41455.0,2025,9,september,2025-09-01
Corpus Christi Refinery,CITGO,23,842656.0,2025,9,september,2025-09-01
Corpus Christi Refinery,TAUBER,23,49605.0,2025,9,september,2025-09-01
Corpus Christi Refinery,ADVANSIX,23,135364.0,2025,9,september,2025-09-01
Corpus Christi Refinery,EXXON MOBIL,7,275052.0,2025,9,september,2025-09-01
Corpus Christi Refinery,KOCH,23,14235.0,2025,9,september,2025-09-01
Corpus Christi Refinery,INVSITA,23,21936.0,2025,9,september,2025-09-01
Corpus Christi Refinery,KOLMAR,23,127214.0,2025,9,september,2025-09-01
Corpus Christi Refinery,PINNACLE FUEL,7,73120.0,2025,9,september,2025-09-01
Corpus Christi Refinery,INTEGRA,23,50387.0,2025,9,september,2025-09-01
Corpus Christi Refinery,BP,23,50066.0,2025,9,september,2025-09-01
Corpus Christi Refinery,STRYKER FUELS LLC,23,50545.0,2025,9,september,2025-09-01
Corpus Christi Refinery,TRAFIGURA,4,285213.0,2025,9,september,2025-09-01
Corpus Christi Refinery,TRAFIGURA,7,133063.0,2025,9,september,2025-09-01
Corpus Christi Refinery,SABIC,23,92194.0,2025,9,september,2025-09-01
"The San Antonio Refinery, LLC",U. S. GOVERNMENT,10,4389.0,2025,9,september,2025-09-01
"The San Antonio Refinery, LLC",WHOLESALE / RETAIL,7,230882.0,2025,9,september,2025-09-01
"The San Antonio Refinery, LLC",WHOLESALE / RETAIL,3,41306.0,2025,9,september,2025-09-01
"The San Antonio Refinery, LLC",WHOLESALE / RETAIL,23,0.0,2025,9,september,2025-09-01
