week_number,week_ended,commodity,cars
9,2023-03-04,"Farm Products excl. Grain, and Food",2411.0
9,2023-03-04,Forest Products,77.0
9,2023-03-04,Grain,2166.0
9,2023-03-04,Metallic Ores and Metals,5576.0
9,2023-03-04,Motor Vehicles and Parts,4277.0
9,2023-03-04,Nonmetallic Minerals,4599.0
9,2023-03-04,Other,1506.0
9,2023-03-04,Petroleum and Petroleum Products,1735.0
10,2023-03-11,Chemicals,998.0
10,2023-03-11,Coal,14.0
10,2023-03-11,"Farm Products excl. Grain, and Food",2097.0
10,2023-03-11,Forest Products,32.0
10,2023-03-11,Grain,1964.0
10,2023-03-11,Metallic Ores and Metals,5321.0
10,2023-03-11,Motor Vehicles and Parts,3969.0
10,2023-03-11,Nonmetallic Minerals,4045.0
10,2023-03-11,Other,1465.0
10,2023-03-11,Petroleum and Petroleum Products,2057.0
11,2023-03-18,Chemicals,1172.0
11,2023-03-18,Coal,34.0
11,2023-03-18,"Farm Products excl. Grain, and Food",2122.0
11,2023-03-18,Forest Products,44.0
11,2023-03-18,Grain,1796.0
11,2023-03-18,Metallic Ores and Metals,5319.0
11,2023-03-18,Motor Vehicles and Parts,4250.0
11,2023-03-18,Nonmetallic Minerals,4492.0
11,2023-03-18,Other,1534.0
11,2023-03-18,Petroleum and Petroleum Products,1810.0
12,2023-03-25,Chemicals,1018.0
12,2023-03-25,Coal,49.0
12,2023-03-25,"Farm Products excl. Grain, and Food",2317.0
12,2023-03-25,Forest Products,36.0
12,2023-03-25,Grain,1568.0
12,2023-03-25,Metallic Ores and Metals,5261.0
12,2023-03-25,Motor Vehicles and Parts,4481.0
12,2023-03-25,Nonmetallic Minerals,4420.0
12,2023-03-25,Other,1452.0
12,2023-03-25,Petroleum and Petroleum Products,2183.0
132023,2023-04-01,Chemicals,1079.0
132023,2023-04-01,Coal,26.0
132023,2023-04-01,"Farm Products excl. Grain, and Food",2430.0
132023,2023-04-01,Forest Products,45.0
132023,2023-04-01,Grain,1506.0
132023,2023-04-01,Metallic Ores and Metals,5290.0
132023,2023-04-01,Motor Vehicles and Parts,4704.0
132023,2023-04-01,Nonmetallic Minerals,4544.0
132023,2023-04-01,Other,1298.0
132023,2023-04-01,Petroleum and Petroleum Products,1955.0
14,2023-04-08,Chemicals,676.0
14,2023-04-08,Coal,25.0
14,2023-04-08,"Farm Products excl. Grain, and Food",2113.0
14,2023-04-08,Forest Products,48.0
14,2023-04-08,Grain,1350.0
14,2023-04-08,Metallic Ores and Metals,5295.0
14,2023-04-08,Motor Vehicles and Parts,3766.0
14,2023-04-08,Nonmetallic Minerals,4314.0
14,2023-04-08,Other,1299.0
14,2023-04-08,Petroleum and Petroleum Products,2121.0
15,2023-04-15,Chemicals,1233.0
15,2023-04-15,Coal,31.0
15,2023-04-15,"Farm Products excl. Grain, and Food",2524.0
15,2023-04-15,Forest Products,42.0
15,2023-04-15,Grain,1804.0
15,2023-04-15,Metallic Ores and Metals,5200.0
15,2023-04-15,Motor Vehicles and Parts,4712.0
15,2023-04-15,Nonmetallic Minerals,4407.0
15,2023-04-15,Other,1516.0
15,2023-04-15,Petroleum and Petroleum Products,2079.0
16,2023-04-22,Chemicals,1200.0
16,2023-04-22,Coal,50.0
16,2023-04-22,"Farm Products excl. Grain, and Food",2108.0
16,2023-04-22,Forest Products,30.0
16,2023-04-22,Grain,2457.0
16,2023-04-22,Metallic Ores and Metals,5071.0
16,2023-04-22,Motor Vehicles and Parts,5297.0
16,2023-04-22,Nonmetallic Minerals,4627.0
16,2023-04-22,Other,1509.0
16,2023-04-22,Petroleum and Petroleum Products,2042.0
17,2023-04-29,Chemicals,1228.0
17,2023-04-29,Coal,43.0
17,2023-04-29,"Farm Products excl. Grain, and Food",2026.0
17,2023-04-29,Forest Products,45.0
17,2023-04-29,Grain,2163.0
17,2023-04-29,Metallic Ores and Metals,5009.0
17,2023-04-29,Motor Vehicles and Parts,4829.0
17,2023-04-29,Nonmetallic Minerals,4738.0
17,2023-04-29,Other,1415.0
17,2023-04-29,Petroleum and Petroleum Products,2056.0
18,2023-05-06,Chemicals,1170.0
18,2023-05-06,Coal,19.0
18,2023-05-06,"Farm Products excl. Grain, and Food",1918.0
18,2023-05-06,Forest Products,45.0
18,2023-05-06,Grain,2003.0
18,2023-05-06,Metallic Ores and Metals,4602.0
18,2023-05-06,Motor Vehicles and Parts,4441.0
18,2023-05-06,Nonmetallic Minerals,4496.0
18,2023-05-06,Other,1164.0
18,2023-05-06,Petroleum and Petroleum Products,2190.0
19,2023-05-13,Chemicals,792.0
19,2023-05-13,Coal,7.0
19,2023-05-13,"Farm Products excl. Grain, and Food",2198.0
19,2023-05-13,Forest Products,38.0
19,2023-05-13,Grain,2138.0
19,2023-05-13,Metallic Ores and Metals,2966.0
19,2023-05-13,Motor Vehicles and Parts,2890.0
19,2023-05-13,Nonmetallic Minerals,4076.0
19,2023-05-13,Other,1253.0
19,2023-05-13,Petroleum and Petroleum Products,765.0
20,2023-05-20,Chemicals,778.0
20,2023-05-20,Coal,10.0
20,2023-05-20,"Farm Products excl. Grain, and Food",1898.0
20,2023-05-20,Forest Products,58.0
20,2023-05-20,Grain,2032.0
20,2023-05-20,Metallic Ores and Metals,3137.0
20,2023-05-20,Motor Vehicles and Parts,3218.0
20,2023-05-20,Nonmetallic Minerals,4171.0
20,2023-05-20,Other,1178.0
20,2023-05-20,Petroleum and Petroleum Products,1000.0
21,2023-05-27,Chemicals,681.0
21,2023-05-27,Coal,24.0
21,2023-05-27,"Farm Products excl. Grain, and Food",2190.0
21,2023-05-27,Forest Products,23.0
21,2023-05-27,Grain,1959.0
21,2023-05-27,Metallic Ores and Metals,2849.0
21,2023-05-27,Motor Vehicles and Parts,2600.0
21,2023-05-27,Nonmetallic Minerals,3815.0
21,2023-05-27,Other,1206.0
21,2023-05-27,Petroleum and Petroleum Products,672.0
22,2023-06-03,Chemicals,859.0
22,2023-06-03,Coal,16.0
22,2023-06-03,"Farm Products excl. Grain, and Food",2196.0
22,2023-06-03,Forest Products,48.0
22,2023-06-03,Grain,2463.0
22,2023-06-03,Metallic Ores and Metals,2735.0
22,2023-06-03,Motor Vehicles and Parts,2873.0
22,2023-06-03,Nonmetallic Minerals,3566.0
22,2023-06-03,Other,1011.0
22,2023-06-03,Petroleum and Petroleum Products,772.0
23,2023-06-10,Chemicals,961.0
23,2023-06-10,Coal,26.0
23,2023-06-10,"Farm Products excl. Grain, and Food",2302.0
23,2023-06-10,Forest Products,30.0
23,2023-06-10,Grain,2937.0
23,2023-06-10,Metallic Ores and Metals,2832.0
23,2023-06-10,Motor Vehicles and Parts,2910.0
23,2023-06-10,Nonmetallic Minerals,4130.0
23,2023-06-10,Other,1116.0
23,2023-06-10,Petroleum and Petroleum Products,733.0
24,2023-06-17,Chemicals,835.0
24,2023-06-17,Coal,20.0
24,2023-06-17,"Farm Products excl. Grain, and Food",1824.0
24,2023-06-17,Forest Products,64.0
24,2023-06-17,Grain,2608.0
24,2023-06-17,Metallic Ores and Metals,2805.0
24,2023-06-17,Motor Vehicles and Parts,2958.0
24,2023-06-17,Nonmetallic Minerals,4003.0
24,2023-06-17,Other,1023.0
24,2023-06-17,Petroleum and Petroleum Products,879.0
25,2023-06-24,Chemicals,993.0
25,2023-06-24,Coal,10.0
25,2023-06-24,"Farm Products excl. Grain, and Food",2079.0
25,2023-06-24,Forest Products,50.0
25,2023-06-24,Grain,2481.0
25,2023-06-24,Metallic Ores and Metals,2932.0
25,2023-06-24,Motor Vehicles and Parts,2734.0
25,2023-06-24,Nonmetallic Minerals,3679.0
25,2023-06-24,Other,1281.0
25,2023-06-24,Petroleum and Petroleum Products,610.0
26,2023-07-01,Chemicals,762.0
26,2023-07-01,Coal,5.0
26,2023-07-01,"Farm Products excl. Grain, and Food",2228.0
26,2023-07-01,Forest Products,62.0
26,2023-07-01,Grain,2451.0
26,2023-07-01,Metallic Ores and Metals,2819.0
26,2023-07-01,Motor Vehicles and Parts,3154.0
26,2023-07-01,Nonmetallic Minerals,3947.0
26,2023-07-01,Other,1030.0
26,2023-07-01,Petroleum and Petroleum Products,389.0
27,2023-07-08,Chemicals,904.0
27,2023-07-08,Coal,10.0
27,2023-07-08,"Farm Products excl. Grain, and Food",2140.0
27,2023-07-08,Forest Products,64.0
27,2023-07-08,Grain,2364.0
27,2023-07-08,Metallic Ores and Metals,2378.0
27,2023-07-08,Motor Vehicles and Parts,2905.0
27,2023-07-08,Nonmetallic Minerals,3464.0
27,2023-07-08,Other,1192.0
27,2023-07-08,Petroleum and Petroleum Products,402.0
28,2023-07-15,Chemicals,812.0
28,2023-07-15,Coal,1795.0
28,2023-07-15,"Farm Products excl. Grain, and Food",2396.0
28,2023-07-15,Forest Products,79.0
28,2023-07-15,Grain,2225.0
28,2023-07-15,Metallic Ores and Metals,3245.0
28,2023-07-15,Motor Vehicles and Parts,2669.0
28,2023-07-15,Nonmetallic Minerals,2386.0
28,2023-07-15,Other,1180.0
28,2023-07-15,Petroleum and Petroleum Products,515.0
29,2023-07-22,Chemicals,887.0
29,2023-07-22,Coal,20.0
29,2023-07-22,"Farm Products excl. Grain, and Food",2249.0
29,2023-07-22,Forest Products,66.0
29,2023-07-22,Grain,2677.0
29,2023-07-22,Metallic Ores and Metals,3044.0
29,2023-07-22,Motor Vehicles and Parts,3002.0
29,2023-07-22,Nonmetallic Minerals,4150.0
29,2023-07-22,Other,1034.0
29,2023-07-22,Petroleum and Petroleum Products,778.0
30,2023-07-29,Chemicals,865.0
30,2023-07-29,Coal,40.0
30,2023-07-29,"Farm Products excl. Grain, and Food",2398.0
30,2023-07-29,Forest Products,66.0
30,2023-07-29,Grain,2266.0
30,2023-07-29,Metallic Ores and Metals,2913.0
30,2023-07-29,Motor Vehicles and Parts,2992.0
30,2023-07-29,Nonmetallic Minerals,4183.0
30,2023-07-29,Other,1250.0
30,2023-07-29,Petroleum and Petroleum Products,960.0
31,2023-08-05,Chemicals,840.0
31,2023-08-05,Coal,21.0
31,2023-08-05,"Farm Products excl. Grain, and Food",1927.0
31,2023-08-05,Forest Products,53.0
31,2023-08-05,Grain,2091.0
31,2023-08-05,Metallic Ores and Metals,2955.0
31,2023-08-05,Motor Vehicles and Parts,3252.0
31,2023-08-05,Nonmetallic Minerals,3858.0
31,2023-08-05,Other,920.0
31,2023-08-05,Petroleum and Petroleum Products,891.0
32,2023-08-12,Chemicals,918.0
32,2023-08-12,Coal,15.0
32,2023-08-12,"Farm Products excl. Grain, and Food",2260.0
32,2023-08-12,Forest Products,59.0
32,2023-08-12,Grain,2582.0
32,2023-08-12,Metallic Ores and Metals,3369.0
32,2023-08-12,Motor Vehicles and Parts,2797.0
32,2023-08-12,Nonmetallic Minerals,3900.0
32,2023-08-12,Other,884.0
32,2023-08-12,Petroleum and Petroleum Products,1135.0
33,2023-08-19,Chemicals,724.0
33,2023-08-19,Coal,17.0
33,2023-08-19,"Farm Products excl. Grain, and Food",2011.0
33,2023-08-19,Forest Products,50.0
33,2023-08-19,Grain,2293.0
33,2023-08-19,Metallic Ores and Metals,2879.0
33,2023-08-19,Motor Vehicles and Parts,2430.0
33,2023-08-19,Nonmetallic Minerals,4023.0
33,2023-08-19,Other,1006.0
33,2023-08-19,Petroleum and Petroleum Products,846.0
34,2023-08-26,Chemicals,874.0
34,2023-08-26,Coal,23.0
34,2023-08-26,"Farm Products excl. Grain, and Food",1866.0
34,2023-08-26,Forest Products,45.0
34,2023-08-26,Grain,2181.0
34,2023-08-26,Metallic Ores and Metals,3013.0
34,2023-08-26,Motor Vehicles and Parts,2484.0
34,2023-08-26,Nonmetallic Minerals,3995.0
34,2023-08-26,Other,1045.0
34,2023-08-26,Petroleum and Petroleum Products,1110.0
35,2023-09-02,Chemicals,779.0
35,2023-09-02,Coal,10.0
35,2023-09-02,"Farm Products excl. Grain, and Food",1999.0
35,2023-09-02,Forest Products,50.0
35,2023-09-02,Grain,1967.0
35,2023-09-02,Metallic Ores and Metals,2751.0
35,2023-09-02,Motor Vehicles and Parts,2902.0
35,2023-09-02,Nonmetallic Minerals,3782.0
35,2023-09-02,Other,1022.0
35,2023-09-02,Petroleum and Petroleum Products,1059.0
36,2023-09-09,Chemicals,878.0
36,2023-09-09,Coal,28.0
36,2023-09-09,"Farm Products excl. Grain, and Food",2400.0
36,2023-09-09,Forest Products,37.0
36,2023-09-09,Grain,1628.0
36,2023-09-09,Metallic Ores and Metals,2755.0
36,2023-09-09,Motor Vehicles and Parts,2879.0
36,2023-09-09,Nonmetallic Minerals,3557.0
36,2023-09-09,Other,1019.0
36,2023-09-09,Petroleum and Petroleum Products,821.0
37,2023-09-16,Chemicals,854.0
37,2023-09-16,Coal,0.0
37,2023-09-16,"Farm Products excl. Grain, and Food",1884.0
37,2023-09-16,Forest Products,48.0
37,2023-09-16,Grain,1859.0
37,2023-09-16,Metallic Ores and Metals,2913.0
37,2023-09-16,Motor Vehicles and Parts,2778.0
37,2023-09-16,Nonmetallic Minerals,4104.0
37,2023-09-16,Other,919.0
37,2023-09-16,Petroleum and Petroleum Products,926.0
38,2023-09-23,Chemicals,844.0
38,2023-09-23,Coal,0.0
38,2023-09-23,"Farm Products excl. Grain, and Food",1500.0
38,2023-09-23,Forest Products,62.0
38,2023-09-23,Grain,2034.0
38,2023-09-23,Metallic Ores and Metals,2600.0
38,2023-09-23,Motor Vehicles and Parts,3008.0
38,2023-09-23,Nonmetallic Minerals,4151.0
38,2023-09-23,Other,1105.0
38,2023-09-23,Petroleum and Petroleum Products,729.0
39,2023-09-30,Chemicals,882.0
39,2023-09-30,Coal,29.0
39,2023-09-30,"Farm Products excl. Grain, and Food",1764.0
39,2023-09-30,Forest Products,46.0
39,2023-09-30,Grain,1614.0
39,2023-09-30,Metallic Ores and Metals,3008.0
39,2023-09-30,Motor Vehicles and Parts,3037.0
39,2023-09-30,Nonmetallic Minerals,4220.0
39,2023-09-30,Other,952.0
39,2023-09-30,Petroleum and Petroleum Products,1047.0
40,2023-10-07,Chemicals,640.0
40,2023-10-07,Coal,0.0
40,2023-10-07,"Farm Products excl. Grain, and Food",2127.0
40,2023-10-07,Forest Products,71.0
40,2023-10-07,Grain,1666.0
40,2023-10-07,Metallic Ores and Metals,2613.0
40,2023-10-07,Motor Vehicles and Parts,2870.0
40,2023-10-07,Nonmetallic Minerals,4216.0
40,2023-10-07,Other,1121.0
40,2023-10-07,Petroleum and Petroleum Products,1057.0
41,2023-10-14,Chemicals,633.0
41,2023-10-14,Coal,24.0
41,2023-10-14,"Farm Products excl. Grain, and Food",1837.0
41,2023-10-14,Forest Products,56.0
41,2023-10-14,Grain,1722.0
41,2023-10-14,Metallic Ores and Metals,2679.0
41,2023-10-14,Motor Vehicles and Parts,3187.0
41,2023-10-14,Nonmetallic Minerals,4063.0
41,2023-10-14,Other,817.0
41,2023-10-14,Petroleum and Petroleum Products,840.0
42,2023-10-21,Chemicals,742.0
42,2023-10-21,Coal,31.0
42,2023-10-21,"Farm Products excl. Grain, and Food",1808.0
42,2023-10-21,Forest Products,53.0
42,2023-10-21,Grain,1913.0
42,2023-10-21,Metallic Ores and Metals,2897.0
42,2023-10-21,Motor Vehicles and Parts,2819.0
42,2023-10-21,Nonmetallic Minerals,4177.0
42,2023-10-21,Other,1137.0
42,2023-10-21,Petroleum and Petroleum Products,903.0
43,2023-10-28,Chemicals,835.0
43,2023-10-28,Coal,19.0
43,2023-10-28,"Farm Products excl. Grain, and Food",1718.0
43,2023-10-28,Forest Products,55.0
43,2023-10-28,Grain,1563.0
43,2023-10-28,Metallic Ores and Metals,2852.0
43,2023-10-28,Motor Vehicles and Parts,2954.0
43,2023-10-28,Nonmetallic Minerals,4112.0
43,2023-10-28,Other,966.0
43,2023-10-28,Petroleum and Petroleum Products,1113.0
44,2023-11-04,Chemicals,617.0
44,2023-11-04,Coal,7.0
44,2023-11-04,"Farm Products excl. Grain, and Food",1716.0
44,2023-11-04,Forest Products,48.0
44,2023-11-04,Grain,1760.0
44,2023-11-04,Metallic Ores and Metals,2609.0
44,2023-11-04,Motor Vehicles and Parts,2857.0
44,2023-11-04,Nonmetallic Minerals,4336.0
44,2023-11-04,Other,847.0
44,2023-11-04,Petroleum and Petroleum Products,670.0
45,2023-11-11,Chemicals,866.0
45,2023-11-11,Coal,17.0
45,2023-11-11,"Farm Products excl. Grain, and Food",1954.0
45,2023-11-11,Forest Products,47.0
45,2023-11-11,Grain,1792.0
45,2023-11-11,Metallic Ores and Metals,3193.0
45,2023-11-11,Motor Vehicles and Parts,3096.0
45,2023-11-11,Nonmetallic Minerals,4086.0
45,2023-11-11,Other,921.0
45,2023-11-11,Petroleum and Petroleum Products,851.0
46,2023-11-18,Chemicals,830.0
46,2023-11-18,Coal,20.0
46,2023-11-18,"Farm Products excl. Grain, and Food",1609.0
46,2023-11-18,Forest Products,55.0
46,2023-11-18,Grain,1905.0
46,2023-11-18,Metallic Ores and Metals,2959.0
46,2023-11-18,Motor Vehicles and Parts,2575.0
46,2023-11-18,Nonmetallic Minerals,3751.0
46,2023-11-18,Other,789.0
46,2023-11-18,Petroleum and Petroleum Products,899.0
47,2023-11-25,Chemicals,787.0
47,2023-11-25,Coal,23.0
47,2023-11-25,"Farm Products excl. Grain, and Food",1752.0
47,2023-11-25,Forest Products,32.0
47,2023-11-25,Grain,2061.0
47,2023-11-25,Metallic Ores and Metals,3271.0
47,2023-11-25,Motor Vehicles and Parts,2504.0
47,2023-11-25,Nonmetallic Minerals,3078.0
47,2023-11-25,Other,857.0
47,2023-11-25,Petroleum and Petroleum Products,979.0
48,2023-12-02,Chemicals,870.0
48,2023-12-02,Coal,34.0
48,2023-12-02,"Farm Products excl. Grain, and Food",1835.0
48,2023-12-02,Forest Products,57.0
48,2023-12-02,Grain,1691.0
48,2023-12-02,Metallic Ores and Metals,2981.0
48,2023-12-02,Motor Vehicles and Parts,2863.0
48,2023-12-02,Nonmetallic Minerals,4112.0
48,2023-12-02,Other,1019.0
48,2023-12-02,Petroleum and Petroleum Products,1146.0
49,2023-12-09,Chemicals,703.0
49,2023-12-09,Coal,0.0
49,2023-12-09,"Farm Products excl. Grain, and Food",2010.0
49,2023-12-09,Forest Products,53.0
49,2023-12-09,Grain,1693.0
49,2023-12-09,Metallic Ores and Metals,2875.0
49,2023-12-09,Motor Vehicles and Parts,2940.0
49,2023-12-09,Nonmetallic Minerals,3795.0
49,2023-12-09,Other,1013.0
49,2023-12-09,Petroleum and Petroleum Products,718.0
50,2023-12-16,Chemicals,857.0
50,2023-12-16,Coal,19.0
50,2023-12-16,"Farm Products excl. Grain, and Food",1944.0
50,2023-12-16,Forest Products,37.0
50,2023-12-16,Grain,1755.0
50,2023-12-16,Metallic Ores and Metals,2739.0
50,2023-12-16,Motor Vehicles and Parts,2745.0
50,2023-12-16,Nonmetallic Minerals,4051.0
50,2023-12-16,Other,1016.0
50,2023-12-16,Petroleum and Petroleum Products,849.0
51,2023-12-23,Chemicals,875.0
51,2023-12-23,Coal,16.0
51,2023-12-23,"Farm Products excl. Grain, and Food",1510.0
51,2023-12-23,Forest Products,38.0
51,2023-12-23,Grain,1765.0
51,2023-12-23,Metallic Ores and Metals,3043.0
51,2023-12-23,Motor Vehicles and Parts,2142.0
51,2023-12-23,Nonmetallic Minerals,3909.0
51,2023-12-23,Other,1086.0
51,2023-12-23,Petroleum and Petroleum Products,1061.0
52,2023-12-30,Chemicals,785.0
52,2023-12-30,Coal,20.0
52,2023-12-30,"Farm Products excl. Grain, and Food",1761.0
52,2023-12-30,Forest Products,34.0
52,2023-12-30,Grain,1341.0
52,2023-12-30,Metallic Ores and Metals,2899.0
52,2023-12-30,Motor Vehicles and Parts,2182.0
52,2023-12-30,Nonmetallic Minerals,2435.0
52,2023-12-30,Other,970.0
52,2023-12-30,Petroleum and Petroleum Products,855.0
1,2024-01-06,Chemicals,778.0
1,2024-01-06,Coal,0.0
1,2024-01-06,"Farm Products excl. Grain, and Food",1294.0
1,2024-01-06,Forest Products,48.0
1,2024-01-06,Grain,1813.0
1,2024-01-06,Metallic Ores and Metals,2655.0
1,2024-01-06,Motor Vehicles and Parts,2167.0
1,2024-01-06,Nonmetallic Minerals,3001.0
1,2024-01-06,Other,1040.0
1,2024-01-06,Petroleum and Petroleum Products,834.0
2,2024-01-13,Chemicals,915.0
2,2024-01-13,Coal,53.0
2,2024-01-13,"Farm Products excl. Grain, and Food",2080.0
2,2024-01-13,Forest Products,98.0
2,2024-01-13,Grain,1788.0
2,2024-01-13,Metallic Ores and Metals,2614.0
2,2024-01-13,Motor Vehicles and Parts,3270.0
2,2024-01-13,Nonmetallic Minerals,3994.0
2,2024-01-13,Other,1388.0
2,2024-01-13,Petroleum and Petroleum Products,1145.0
3,2024-01-20,Chemicals,852.0
3,2024-01-20,Coal,22.0
3,2024-01-20,"Farm Products excl. Grain, and Food",1954.0
3,2024-01-20,Forest Products,52.0
3,2024-01-20,Grain,1821.0
3,2024-01-20,Metallic Ores and Metals,3508.0
3,2024-01-20,Motor Vehicles and Parts,3266.0
3,2024-01-20,Nonmetallic Minerals,3733.0
3,2024-01-20,Other,1244.0
3,2024-01-20,Petroleum and Petroleum Products,1048.0
4,2024-01-27,Chemicals,829.0
4,2024-01-27,Coal,15.0
4,2024-01-27,"Farm Products excl. Grain, and Food",2104.0
4,2024-01-27,Forest Products,53.0
4,2024-01-27,Grain,2101.0
4,2024-01-27,Metallic Ores and Metals,3392.0
4,2024-01-27,Motor Vehicles and Parts,3365.0
4,2024-01-27,Nonmetallic Minerals,4168.0
4,2024-01-27,Other,1194.0
4,2024-01-27,Petroleum and Petroleum Products,850.0
5,2024-02-03,Chemicals,746.0
5,2024-02-03,Coal,19.0
5,2024-02-03,"Farm Products excl. Grain, and Food",1420.0
5,2024-02-03,Forest Products,44.0
5,2024-02-03,Grain,1933.0
5,2024-02-03,Metallic Ores and Metals,2902.0
5,2024-02-03,Motor Vehicles and Parts,2218.0
5,2024-02-03,Nonmetallic Minerals,3312.0
5,2024-02-03,Other,887.0
5,2024-02-03,Petroleum and Petroleum Products,769.0
6,2024-02-10,Chemicals,779.0
6,2024-02-10,Coal,25.0
6,2024-02-10,"Farm Products excl. Grain, and Food",1790.0
6,2024-02-10,Forest Products,55.0
6,2024-02-10,Grain,1560.0
6,2024-02-10,Metallic Ores and Metals,3493.0
6,2024-02-10,Motor Vehicles and Parts,3204.0
6,2024-02-10,Nonmetallic Minerals,3818.0
6,2024-02-10,Other,990.0
6,2024-02-10,Petroleum and Petroleum Products,871.0
7,2024-02-17,Chemicals,880.0
7,2024-02-17,Coal,24.0
7,2024-02-17,"Farm Products excl. Grain, and Food",2257.0
7,2024-02-17,Forest Products,87.0
7,2024-02-17,Grain,2003.0
7,2024-02-17,Metallic Ores and Metals,3438.0
7,2024-02-17,Motor Vehicles and Parts,3376.0
7,2024-02-17,Nonmetallic Minerals,3749.0
7,2024-02-17,Other,1070.0
7,2024-02-17,Petroleum and Petroleum Products,1046.0
8,2024-02-24,Chemicals,975.0
8,2024-02-24,Coal,36.0
8,2024-02-24,"Farm Products excl. Grain, and Food",2152.0
8,2024-02-24,Forest Products,55.0
8,2024-02-24,Grain,1997.0
8,2024-02-24,Metallic Ores and Metals,3543.0
8,2024-02-24,Motor Vehicles and Parts,3498.0
8,2024-02-24,Nonmetallic Minerals,3881.0
8,2024-02-24,Other,1311.0
8,2024-02-24,Petroleum and Petroleum Products,1068.0
9,2024-03-02,Chemicals,649.0
9,2024-03-02,Coal,30.0
9,2024-03-02,"Farm Products excl. Grain, and Food",2297.0
9,2024-03-02,Forest Products,74.0
9,2024-03-02,Grain,918.0
9,2024-03-02,Metallic Ores and Metals,2767.0
9,2024-03-02,Motor Vehicles and Parts,3530.0
9,2024-03-02,Nonmetallic Minerals,2786.0
9,2024-03-02,Other,1038.0
9,2024-03-02,Petroleum and Petroleum Products,1000.0
10,2024-03-09,Chemicals,963.0
10,2024-03-09,Coal,23.0
10,2024-03-09,"Farm Products excl. Grain, and Food",2226.0
10,2024-03-09,Forest Products,52.0
10,2024-03-09,Grain,1515.0
10,2024-03-09,Metallic Ores and Metals,3311.0
10,2024-03-09,Motor Vehicles and Parts,3212.0
10,2024-03-09,Nonmetallic Minerals,3975.0
10,2024-03-09,Other,1204.0
10,2024-03-09,Petroleum and Petroleum Products,905.0
11,2024-03-16,Chemicals,984.0
11,2024-03-16,Coal,34.0
11,2024-03-16,"Farm Products excl. Grain, and Food",2135.0
11,2024-03-16,Forest Products,62.0
11,2024-03-16,Grain,1873.0
11,2024-03-16,Metallic Ores and Metals,2912.0
11,2024-03-16,Motor Vehicles and Parts,3294.0
11,2024-03-16,Nonmetallic Minerals,3883.0
11,2024-03-16,Other,1075.0
11,2024-03-16,Petroleum and Petroleum Products,1131.0
12,2024-03-23,Chemicals,978.0
12,2024-03-23,Coal,10.0
12,2024-03-23,"Farm Products excl. Grain, and Food",2228.0
12,2024-03-23,Forest Products,45.0
12,2024-03-23,Grain,2107.0
12,2024-03-23,Metallic Ores and Metals,2450.0
12,2024-03-23,Motor Vehicles and Parts,3053.0
12,2024-03-23,Nonmetallic Minerals,3822.0
12,2024-03-23,Other,1159.0
12,2024-03-23,Petroleum and Petroleum Products,1252.0
13,2024-03-30,Chemicals,904.0
13,2024-03-30,Coal,19.0
13,2024-03-30,"Farm Products excl. Grain, and Food",1949.0
13,2024-03-30,Forest Products,79.0
13,2024-03-30,Grain,2005.0
13,2024-03-30,Metallic Ores and Metals,3247.0
13,2024-03-30,Motor Vehicles and Parts,2579.0
13,2024-03-30,Nonmetallic Minerals,3562.0
13,2024-03-30,Other,971.0
13,2024-03-30,Petroleum and Petroleum Products,1231.0
14,2024-04-06,Chemicals,1141.0
14,2024-04-06,Coal,32.0
14,2024-04-06,"Farm Products excl. Grain, and Food",2178.0
14,2024-04-06,Forest Products,89.0
14,2024-04-06,Grain,1898.0
14,2024-04-06,Metallic Ores and Metals,2721.0
14,2024-04-06,Motor Vehicles and Parts,2892.0
14,2024-04-06,Nonmetallic Minerals,3588.0
14,2024-04-06,Other,1208.0
14,2024-04-06,Petroleum and Petroleum Products,967.0
15,2024-04-13,Chemicals,1065.0
15,2024-04-13,Coal,8.0
15,2024-04-13,"Farm Products excl. Grain, and Food",2223.0
15,2024-04-13,Forest Products,73.0
15,2024-04-13,Grain,2348.0
15,2024-04-13,Metallic Ores and Metals,2908.0
15,2024-04-13,Motor Vehicles and Parts,3168.0
15,2024-04-13,Nonmetallic Minerals,3863.0
15,2024-04-13,Other,1059.0
15,2024-04-13,Petroleum and Petroleum Products,1225.0
16,2024-04-20,Chemicals,961.0
16,2024-04-20,Coal,9.0
16,2024-04-20,"Farm Products excl. Grain, and Food",1971.0
16,2024-04-20,Forest Products,50.0
16,2024-04-20,Grain,1669.0
16,2024-04-20,Metallic Ores and Metals,2771.0
16,2024-04-20,Motor Vehicles and Parts,3107.0
16,2024-04-20,Nonmetallic Minerals,4113.0
16,2024-04-20,Other,1292.0
16,2024-04-20,Petroleum and Petroleum Products,1205.0
17,2024-04-27,Chemicals,1114.0
17,2024-04-27,Coal,9.0
17,2024-04-27,"Farm Products excl. Grain, and Food",2144.0
17,2024-04-27,Forest Products,51.0
17,2024-04-27,Grain,2149.0
17,2024-04-27,Metallic Ores and Metals,2765.0
17,2024-04-27,Motor Vehicles and Parts,3116.0
17,2024-04-27,Nonmetallic Minerals,4049.0
17,2024-04-27,Other,1173.0
17,2024-04-27,Petroleum and Petroleum Products,1154.0
18,2024-05-04,Chemicals,1096.0
18,2024-05-04,Coal,11.0
18,2024-05-04,"Farm Products excl. Grain, and Food",2101.0
18,2024-05-04,Forest Products,89.0
18,2024-05-04,Grain,1840.0
18,2024-05-04,Metallic Ores and Metals,2626.0
