week_number,week_ended,commodity,cars
8,2023-02-25,Metallic Ores and Metals,41503.0
8,2023-02-25,Motor Vehicles and Parts,23365.0
8,2023-02-25,Nonmetallic Minerals,40142.0
8,2023-02-25,Other,10485.0
8,2023-02-25,Petroleum and Petroleum Products,21128.0
9,2023-03-04,Chemicals,47515.0
9,2023-03-04,Coal,80747.0
9,2023-03-04,"Farm Products excl. Grain, and Food",28150.0
9,2023-03-04,Forest Products,15583.0
9,2023-03-04,Grain,32409.0
9,2023-03-04,Metallic Ores and Metals,40135.0
9,2023-03-04,Motor Vehicles and Parts,23688.0
9,2023-03-04,Nonmetallic Minerals,42056.0
9,2023-03-04,Other,10927.0
9,2023-03-04,Petroleum and Petroleum Products,20679.0
10,2023-03-11,Chemicals,46699.0
10,2023-03-11,Coal,73254.0
10,2023-03-11,"Farm Products excl. Grain, and Food",26190.0
10,2023-03-11,Forest Products,15591.0
10,2023-03-11,Grain,32323.0
10,2023-03-11,Metallic Ores and Metals,38808.0
10,2023-03-11,Motor Vehicles and Parts,24371.0
10,2023-03-11,Nonmetallic Minerals,41769.0
10,2023-03-11,Other,11946.0
10,2023-03-11,Petroleum and Petroleum Products,19816.0
11,2023-03-18,Chemicals,45200.0
11,2023-03-18,Coal,76416.0
11,2023-03-18,"Farm Products excl. Grain, and Food",27657.0
11,2023-03-18,Forest Products,16040.0
11,2023-03-18,Grain,28712.0
11,2023-03-18,Metallic Ores and Metals,40423.0
11,2023-03-18,Motor Vehicles and Parts,24432.0
11,2023-03-18,Nonmetallic Minerals,39161.0
11,2023-03-18,Other,11275.0
11,2023-03-18,Petroleum and Petroleum Products,19092.0
12,2023-03-25,Chemicals,46366.0
12,2023-03-25,Coal,77539.0
12,2023-03-25,"Farm Products excl. Grain, and Food",27457.0
12,2023-03-25,Forest Products,15969.0
12,2023-03-25,Grain,31574.0
12,2023-03-25,Metallic Ores and Metals,42686.0
12,2023-03-25,Motor Vehicles and Parts,24798.0
12,2023-03-25,Nonmetallic Minerals,41981.0
12,2023-03-25,Other,12614.0
12,2023-03-25,Petroleum and Petroleum Products,21447.0
132023,2023-04-01,Chemicals,47024.0
132023,2023-04-01,Coal,75224.0
132023,2023-04-01,"Farm Products excl. Grain, and Food",27436.0
132023,2023-04-01,Forest Products,15782.0
132023,2023-04-01,Grain,32161.0
132023,2023-04-01,Metallic Ores and Metals,46292.0
132023,2023-04-01,Motor Vehicles and Parts,24397.0
132023,2023-04-01,Nonmetallic Minerals,41632.0
132023,2023-04-01,Other,11384.0
132023,2023-04-01,Petroleum and Petroleum Products,20028.0
14,2023-04-08,Chemicals,44298.0
14,2023-04-08,Coal,71095.0
14,2023-04-08,"Farm Products excl. Grain, and Food",24994.0
14,2023-04-08,Forest Products,14669.0
14,2023-04-08,Grain,31648.0
14,2023-04-08,Metallic Ores and Metals,41133.0
14,2023-04-08,Motor Vehicles and Parts,23305.0
14,2023-04-08,Nonmetallic Minerals,42505.0
14,2023-04-08,Other,12148.0
14,2023-04-08,Petroleum and Petroleum Products,19678.0
15,2023-04-15,Chemicals,46491.0
15,2023-04-15,Coal,72961.0
15,2023-04-15,"Farm Products excl. Grain, and Food",26219.0
15,2023-04-15,Forest Products,15485.0
15,2023-04-15,Grain,33800.0
15,2023-04-15,Metallic Ores and Metals,44748.0
15,2023-04-15,Motor Vehicles and Parts,24589.0
15,2023-04-15,Nonmetallic Minerals,44594.0
15,2023-04-15,Other,11677.0
15,2023-04-15,Petroleum and Petroleum Products,19369.0
16,2023-04-22,Chemicals,47726.0
16,2023-04-22,Coal,78137.0
16,2023-04-22,"Farm Products excl. Grain, and Food",25525.0
16,2023-04-22,Forest Products,15082.0
16,2023-04-22,Grain,34118.0
16,2023-04-22,Metallic Ores and Metals,44067.0
16,2023-04-22,Motor Vehicles and Parts,25013.0
16,2023-04-22,Nonmetallic Minerals,44383.0
16,2023-04-22,Other,12425.0
16,2023-04-22,Petroleum and Petroleum Products,19536.0
17,2023-04-29,Chemicals,47654.0
17,2023-04-29,Coal,73474.0
17,2023-04-29,"Farm Products excl. Grain, and Food",25128.0
17,2023-04-29,Forest Products,15689.0
17,2023-04-29,Grain,33787.0
17,2023-04-29,Metallic Ores and Metals,44571.0
17,2023-04-29,Motor Vehicles and Parts,25693.0
17,2023-04-29,Nonmetallic Minerals,45776.0
17,2023-04-29,Other,11852.0
17,2023-04-29,Petroleum and Petroleum Products,19965.0
18,2023-05-06,Chemicals,45917.0
18,2023-05-06,Coal,71803.0
18,2023-05-06,"Farm Products excl. Grain, and Food",24817.0
18,2023-05-06,Forest Products,15167.0
18,2023-05-06,Grain,31147.0
18,2023-05-06,Metallic Ores and Metals,40712.0
18,2023-05-06,Motor Vehicles and Parts,25147.0
18,2023-05-06,Nonmetallic Minerals,46189.0
18,2023-05-06,Other,9597.0
18,2023-05-06,Petroleum and Petroleum Products,19855.0
19,2023-05-13,Chemicals,45655.0
19,2023-05-13,Coal,72034.0
19,2023-05-13,"Farm Products excl. Grain, and Food",24608.0
19,2023-05-13,Forest Products,15175.0
19,2023-05-13,Grain,29472.0
19,2023-05-13,Metallic Ores and Metals,41908.0
19,2023-05-13,Motor Vehicles and Parts,25819.0
19,2023-05-13,Nonmetallic Minerals,46556.0
19,2023-05-13,Other,11404.0
19,2023-05-13,Petroleum and Petroleum Products,19847.0
20,2023-05-20,Chemicals,46336.0
20,2023-05-20,Coal,71803.0
20,2023-05-20,"Farm Products excl. Grain, and Food",23454.0
20,2023-05-20,Forest Products,15323.0
20,2023-05-20,Grain,27640.0
20,2023-05-20,Metallic Ores and Metals,44002.0
20,2023-05-20,Motor Vehicles and Parts,26018.0
20,2023-05-20,Nonmetallic Minerals,44167.0
20,2023-05-20,Other,12101.0
20,2023-05-20,Petroleum and Petroleum Products,19391.0
21,2023-05-27,Chemicals,46272.0
21,2023-05-27,Coal,72622.0
21,2023-05-27,"Farm Products excl. Grain, and Food",24915.0
21,2023-05-27,Forest Products,15401.0
21,2023-05-27,Grain,29409.0
21,2023-05-27,Metallic Ores and Metals,44432.0
21,2023-05-27,Motor Vehicles and Parts,25263.0
21,2023-05-27,Nonmetallic Minerals,46623.0
21,2023-05-27,Other,12956.0
21,2023-05-27,Petroleum and Petroleum Products,19682.0
22,2023-06-03,Chemicals,44207.0
22,2023-06-03,Coal,73066.0
22,2023-06-03,"Farm Products excl. Grain, and Food",22576.0
22,2023-06-03,Forest Products,14894.0
22,2023-06-03,Grain,25506.0
22,2023-06-03,Metallic Ores and Metals,41005.0
22,2023-06-03,Motor Vehicles and Parts,24827.0
22,2023-06-03,Nonmetallic Minerals,43406.0
22,2023-06-03,Other,12519.0
22,2023-06-03,Petroleum and Petroleum Products,19162.0
23,2023-06-10,Chemicals,44469.0
23,2023-06-10,Coal,73937.0
23,2023-06-10,"Farm Products excl. Grain, and Food",24284.0
23,2023-06-10,Forest Products,15033.0
23,2023-06-10,Grain,27653.0
23,2023-06-10,Metallic Ores and Metals,41457.0
23,2023-06-10,Motor Vehicles and Parts,26322.0
23,2023-06-10,Nonmetallic Minerals,46563.0
23,2023-06-10,Other,13150.0
23,2023-06-10,Petroleum and Petroleum Products,20287.0
24,2023-06-17,Chemicals,43148.0
24,2023-06-17,Coal,74936.0
24,2023-06-17,"Farm Products excl. Grain, and Food",24071.0
24,2023-06-17,Forest Products,14853.0
24,2023-06-17,Grain,26940.0
24,2023-06-17,Metallic Ores and Metals,43425.0
24,2023-06-17,Motor Vehicles and Parts,25624.0
24,2023-06-17,Nonmetallic Minerals,46158.0
24,2023-06-17,Other,12556.0
24,2023-06-17,Petroleum and Petroleum Products,20571.0
25,2023-06-24,Chemicals,43927.0
25,2023-06-24,Coal,72304.0
25,2023-06-24,"Farm Products excl. Grain, and Food",23350.0
25,2023-06-24,Forest Products,14582.0
25,2023-06-24,Grain,25386.0
25,2023-06-24,Metallic Ores and Metals,45124.0
25,2023-06-24,Motor Vehicles and Parts,26213.0
25,2023-06-24,Nonmetallic Minerals,44044.0
25,2023-06-24,Other,13796.0
25,2023-06-24,Petroleum and Petroleum Products,19700.0
26,2023-07-01,Chemicals,47233.0
26,2023-07-01,Coal,68802.0
26,2023-07-01,"Farm Products excl. Grain, and Food",24369.0
26,2023-07-01,Forest Products,14691.0
26,2023-07-01,Grain,26097.0
26,2023-07-01,Metallic Ores and Metals,42641.0
26,2023-07-01,Motor Vehicles and Parts,25101.0
26,2023-07-01,Nonmetallic Minerals,46345.0
26,2023-07-01,Other,13153.0
26,2023-07-01,Petroleum and Petroleum Products,18283.0
27,2023-07-08,Chemicals,40323.0
27,2023-07-08,Coal,65731.0
27,2023-07-08,"Farm Products excl. Grain, and Food",24835.0
27,2023-07-08,Forest Products,13202.0
27,2023-07-08,Grain,23234.0
27,2023-07-08,Metallic Ores and Metals,38786.0
27,2023-07-08,Motor Vehicles and Parts,19620.0
27,2023-07-08,Nonmetallic Minerals,41135.0
27,2023-07-08,Other,10724.0
27,2023-07-08,Petroleum and Petroleum Products,18693.0
28,2023-07-15,Chemicals,44025.0
28,2023-07-15,Coal,74292.0
28,2023-07-15,"Farm Products excl. Grain, and Food",25682.0
28,2023-07-15,Forest Products,14435.0
28,2023-07-15,Grain,27178.0
28,2023-07-15,Metallic Ores and Metals,43558.0
28,2023-07-15,Motor Vehicles and Parts,23993.0
28,2023-07-15,Nonmetallic Minerals,44555.0
28,2023-07-15,Other,12293.0
28,2023-07-15,Petroleum and Petroleum Products,19954.0
29,2023-07-22,Chemicals,45218.0
29,2023-07-22,Coal,71997.0
29,2023-07-22,"Farm Products excl. Grain, and Food",24130.0
29,2023-07-22,Forest Products,14235.0
29,2023-07-22,Grain,26928.0
29,2023-07-22,Metallic Ores and Metals,44112.0
29,2023-07-22,Motor Vehicles and Parts,24308.0
29,2023-07-22,Nonmetallic Minerals,47509.0
29,2023-07-22,Other,11983.0
29,2023-07-22,Petroleum and Petroleum Products,19642.0
30,2023-07-29,Chemicals,48009.0
30,2023-07-29,Coal,76000.0
30,2023-07-29,"Farm Products excl. Grain, and Food",24309.0
30,2023-07-29,Forest Products,14820.0
30,2023-07-29,Grain,24452.0
30,2023-07-29,Metallic Ores and Metals,44268.0
30,2023-07-29,Motor Vehicles and Parts,24865.0
30,2023-07-29,Nonmetallic Minerals,46152.0
30,2023-07-29,Other,12677.0
30,2023-07-29,Petroleum and Petroleum Products,20949.0
31,2023-08-05,Chemicals,45509.0
31,2023-08-05,Coal,73352.0
31,2023-08-05,"Farm Products excl. Grain, and Food",24106.0
31,2023-08-05,Forest Products,14519.0
31,2023-08-05,Grain,25030.0
31,2023-08-05,Metallic Ores and Metals,44511.0
31,2023-08-05,Motor Vehicles and Parts,24319.0
31,2023-08-05,Nonmetallic Minerals,45371.0
31,2023-08-05,Other,11411.0
31,2023-08-05,Petroleum and Petroleum Products,20028.0
32,2023-08-12,Chemicals,44224.0
32,2023-08-12,Coal,77453.0
32,2023-08-12,"Farm Products excl. Grain, and Food",23743.0
32,2023-08-12,Forest Products,13765.0
32,2023-08-12,Grain,24300.0
32,2023-08-12,Metallic Ores and Metals,43893.0
32,2023-08-12,Motor Vehicles and Parts,24061.0
32,2023-08-12,Nonmetallic Minerals,45527.0
32,2023-08-12,Other,12150.0
32,2023-08-12,Petroleum and Petroleum Products,20705.0
33,2023-08-19,Chemicals,46721.0
33,2023-08-19,Coal,77742.0
33,2023-08-19,"Farm Products excl. Grain, and Food",23643.0
33,2023-08-19,Forest Products,14316.0
33,2023-08-19,Grain,25548.0
33,2023-08-19,Metallic Ores and Metals,43484.0
33,2023-08-19,Motor Vehicles and Parts,25769.0
33,2023-08-19,Nonmetallic Minerals,47046.0
33,2023-08-19,Other,11245.0
33,2023-08-19,Petroleum and Petroleum Products,19886.0
34,2023-08-26,Chemicals,46174.0
34,2023-08-26,Coal,76644.0
34,2023-08-26,"Farm Products excl. Grain, and Food",23249.0
34,2023-08-26,Forest Products,14954.0
34,2023-08-26,Grain,23397.0
34,2023-08-26,Metallic Ores and Metals,40822.0
34,2023-08-26,Motor Vehicles and Parts,25142.0
34,2023-08-26,Nonmetallic Minerals,44677.0
34,2023-08-26,Other,11748.0
34,2023-08-26,Petroleum and Petroleum Products,20385.0
35,2023-09-02,Chemicals,47935.0
35,2023-09-02,Coal,76094.0
35,2023-09-02,"Farm Products excl. Grain, and Food",24974.0
35,2023-09-02,Forest Products,15319.0
35,2023-09-02,Grain,25162.0
35,2023-09-02,Metallic Ores and Metals,45273.0
35,2023-09-02,Motor Vehicles and Parts,25700.0
35,2023-09-02,Nonmetallic Minerals,44391.0
35,2023-09-02,Other,11896.0
35,2023-09-02,Petroleum and Petroleum Products,20594.0
36,2023-09-09,Chemicals,43757.0
36,2023-09-09,Coal,76176.0
36,2023-09-09,"Farm Products excl. Grain, and Food",25279.0
36,2023-09-09,Forest Products,14288.0
36,2023-09-09,Grain,25543.0
36,2023-09-09,Metallic Ores and Metals,41806.0
36,2023-09-09,Motor Vehicles and Parts,24372.0
36,2023-09-09,Nonmetallic Minerals,41396.0
36,2023-09-09,Other,10709.0
36,2023-09-09,Petroleum and Petroleum Products,20237.0
37,2023-09-16,Chemicals,46964.0
37,2023-09-16,Coal,77122.0
37,2023-09-16,"Farm Products excl. Grain, and Food",25505.0
37,2023-09-16,Forest Products,15159.0
37,2023-09-16,Grain,29462.0
37,2023-09-16,Metallic Ores and Metals,42174.0
37,2023-09-16,Motor Vehicles and Parts,26306.0
37,2023-09-16,Nonmetallic Minerals,45206.0
37,2023-09-16,Other,11655.0
37,2023-09-16,Petroleum and Petroleum Products,21565.0
38,2023-09-23,Chemicals,46175.0
38,2023-09-23,Coal,76767.0
38,2023-09-23,"Farm Products excl. Grain, and Food",26980.0
38,2023-09-23,Forest Products,15423.0
38,2023-09-23,Grain,30155.0
38,2023-09-23,Metallic Ores and Metals,45646.0
38,2023-09-23,Motor Vehicles and Parts,26916.0
38,2023-09-23,Nonmetallic Minerals,46436.0
38,2023-09-23,Other,11745.0
38,2023-09-23,Petroleum and Petroleum Products,20719.0
39,2023-09-30,Chemicals,45804.0
39,2023-09-30,Coal,77335.0
39,2023-09-30,"Farm Products excl. Grain, and Food",26911.0
39,2023-09-30,Forest Products,15096.0
39,2023-09-30,Grain,32952.0
39,2023-09-30,Metallic Ores and Metals,46097.0
39,2023-09-30,Motor Vehicles and Parts,25918.0
39,2023-09-30,Nonmetallic Minerals,46416.0
39,2023-09-30,Other,12702.0
39,2023-09-30,Petroleum and Petroleum Products,21252.0
40,2023-10-07,Chemicals,43987.0
40,2023-10-07,Coal,75315.0
40,2023-10-07,"Farm Products excl. Grain, and Food",27263.0
40,2023-10-07,Forest Products,14646.0
40,2023-10-07,Grain,36581.0
40,2023-10-07,Metallic Ores and Metals,42359.0
40,2023-10-07,Motor Vehicles and Parts,26839.0
40,2023-10-07,Nonmetallic Minerals,46086.0
40,2023-10-07,Other,12019.0
40,2023-10-07,Petroleum and Petroleum Products,21542.0
41,2023-10-14,Chemicals,44668.0
41,2023-10-14,Coal,69856.0
41,2023-10-14,"Farm Products excl. Grain, and Food",26923.0
41,2023-10-14,Forest Products,13859.0
41,2023-10-14,Grain,36834.0
41,2023-10-14,Metallic Ores and Metals,39127.0
41,2023-10-14,Motor Vehicles and Parts,25490.0
41,2023-10-14,Nonmetallic Minerals,45434.0
41,2023-10-14,Other,11786.0
41,2023-10-14,Petroleum and Petroleum Products,21768.0
42,2023-10-21,Chemicals,45549.0
42,2023-10-21,Coal,75902.0
42,2023-10-21,"Farm Products excl. Grain, and Food",26683.0
42,2023-10-21,Forest Products,14204.0
42,2023-10-21,Grain,36012.0
42,2023-10-21,Metallic Ores and Metals,44321.0
42,2023-10-21,Motor Vehicles and Parts,25446.0
42,2023-10-21,Nonmetallic Minerals,46458.0
42,2023-10-21,Other,12124.0
42,2023-10-21,Petroleum and Petroleum Products,21435.0
43,2023-10-28,Chemicals,45757.0
43,2023-10-28,Coal,71940.0
43,2023-10-28,"Farm Products excl. Grain, and Food",26137.0
43,2023-10-28,Forest Products,13959.0
43,2023-10-28,Grain,37821.0
43,2023-10-28,Metallic Ores and Metals,41447.0
43,2023-10-28,Motor Vehicles and Parts,24633.0
43,2023-10-28,Nonmetallic Minerals,44862.0
43,2023-10-28,Other,11222.0
43,2023-10-28,Petroleum and Petroleum Products,21864.0
44,2023-11-04,Chemicals,44473.0
44,2023-11-04,Coal,74116.0
44,2023-11-04,"Farm Products excl. Grain, and Food",27068.0
44,2023-11-04,Forest Products,14751.0
44,2023-11-04,Grain,35306.0
44,2023-11-04,Metallic Ores and Metals,42249.0
44,2023-11-04,Motor Vehicles and Parts,24911.0
44,2023-11-04,Nonmetallic Minerals,42761.0
44,2023-11-04,Other,10630.0
44,2023-11-04,Petroleum and Petroleum Products,20924.0
45,2023-11-11,Chemicals,45725.0
45,2023-11-11,Coal,78532.0
45,2023-11-11,"Farm Products excl. Grain, and Food",25517.0
45,2023-11-11,Forest Products,14737.0
45,2023-11-11,Grain,36514.0
45,2023-11-11,Metallic Ores and Metals,42911.0
45,2023-11-11,Motor Vehicles and Parts,26704.0
45,2023-11-11,Nonmetallic Minerals,42995.0
45,2023-11-11,Other,11626.0
45,2023-11-11,Petroleum and Petroleum Products,22185.0
46,2023-11-18,Chemicals,48903.0
46,2023-11-18,Coal,78180.0
46,2023-11-18,"Farm Products excl. Grain, and Food",25864.0
46,2023-11-18,Forest Products,15518.0
46,2023-11-18,Grain,39517.0
46,2023-11-18,Metallic Ores and Metals,43054.0
46,2023-11-18,Motor Vehicles and Parts,25037.0
46,2023-11-18,Nonmetallic Minerals,42387.0
46,2023-11-18,Other,10543.0
46,2023-11-18,Petroleum and Petroleum Products,22365.0
47,2023-11-25,Chemicals,41220.0
47,2023-11-25,Coal,69185.0
47,2023-11-25,"Farm Products excl. Grain, and Food",23632.0
47,2023-11-25,Forest Products,14353.0
47,2023-11-25,Grain,31419.0
47,2023-11-25,Metallic Ores and Metals,40415.0
47,2023-11-25,Motor Vehicles and Parts,21710.0
47,2023-11-25,Nonmetallic Minerals,31311.0
47,2023-11-25,Other,9144.0
47,2023-11-25,Petroleum and Petroleum Products,20260.0
48,2023-12-02,Chemicals,50631.0
48,2023-12-02,Coal,77404.0
48,2023-12-02,"Farm Products excl. Grain, and Food",25594.0
48,2023-12-02,Forest Products,15944.0
48,2023-12-02,Grain,36439.0
48,2023-12-02,Metallic Ores and Metals,44447.0
48,2023-12-02,Motor Vehicles and Parts,26660.0
48,2023-12-02,Nonmetallic Minerals,40162.0
48,2023-12-02,Other,10779.0
48,2023-12-02,Petroleum and Petroleum Products,23212.0
49,2023-12-09,Chemicals,45470.0
49,2023-12-09,Coal,74636.0
49,2023-12-09,"Farm Products excl. Grain, and Food",25695.0
49,2023-12-09,Forest Products,15427.0
49,2023-12-09,Grain,33596.0
49,2023-12-09,Metallic Ores and Metals,41483.0
49,2023-12-09,Motor Vehicles and Parts,28241.0
49,2023-12-09,Nonmetallic Minerals,39934.0
49,2023-12-09,Other,11782.0
49,2023-12-09,Petroleum and Petroleum Products,22644.0
50,2023-12-16,Chemicals,48215.0
50,2023-12-16,Coal,73237.0
50,2023-12-16,"Farm Products excl. Grain, and Food",25816.0
50,2023-12-16,Forest Products,15047.0
50,2023-12-16,Grain,37921.0
50,2023-12-16,Metallic Ores and Metals,44222.0
50,2023-12-16,Motor Vehicles and Parts,26507.0
50,2023-12-16,Nonmetallic Minerals,40496.0
50,2023-12-16,Other,12762.0
50,2023-12-16,Petroleum and Petroleum Products,23637.0
51,2023-12-23,Chemicals,47423.0
51,2023-12-23,Coal,74084.0
51,2023-12-23,"Farm Products excl. Grain, and Food",25827.0
51,2023-12-23,Forest Products,15385.0
51,2023-12-23,Grain,33652.0
51,2023-12-23,Metallic Ores and Metals,45297.0
51,2023-12-23,Motor Vehicles and Parts,24590.0
51,2023-12-23,Nonmetallic Minerals,37634.0
51,2023-12-23,Other,12538.0
51,2023-12-23,Petroleum and Petroleum Products,23639.0
52,2023-12-30,Chemicals,44162.0
52,2023-12-30,Coal,59583.0
52,2023-12-30,"Farm Products excl. Grain, and Food",22843.0
52,2023-12-30,Forest Products,12780.0
52,2023-12-30,Grain,26304.0
52,2023-12-30,Metallic Ores and Metals,37836.0
52,2023-12-30,Motor Vehicles and Parts,12991.0
52,2023-12-30,Nonmetallic Minerals,26951.0
52,2023-12-30,Other,7525.0
52,2023-12-30,Petroleum and Petroleum Products,19832.0
1,2024-01-06,Chemicals,44073.0
1,2024-01-06,Coal,70588.0
1,2024-01-06,"Farm Products excl. Grain, and Food",24192.0
1,2024-01-06,Forest Products,14005.0
1,2024-01-06,Grain,32050.0
1,2024-01-06,Metallic Ores and Metals,42135.0
1,2024-01-06,Motor Vehicles and Parts,15598.0
1,2024-01-06,Nonmetallic Minerals,32935.0
1,2024-01-06,Other,10194.0
1,2024-01-06,Petroleum and Petroleum Products,21240.0
2,2024-01-13,Chemicals,46792.0
2,2024-01-13,Coal,65235.0
2,2024-01-13,"Farm Products excl. Grain, and Food",24789.0
2,2024-01-13,Forest Products,14489.0
2,2024-01-13,Grain,30814.0
2,2024-01-13,Metallic Ores and Metals,42261.0
2,2024-01-13,Motor Vehicles and Parts,22501.0
2,2024-01-13,Nonmetallic Minerals,36313.0
2,2024-01-13,Other,11602.0
2,2024-01-13,Petroleum and Petroleum Products,22079.0
3,2024-01-20,Chemicals,40735.0
3,2024-01-20,Coal,52206.0
3,2024-01-20,"Farm Products excl. Grain, and Food",21212.0
3,2024-01-20,Forest Products,13109.0
3,2024-01-20,Grain,25492.0
3,2024-01-20,Metallic Ores and Metals,38079.0
3,2024-01-20,Motor Vehicles and Parts,17610.0
3,2024-01-20,Nonmetallic Minerals,27290.0
3,2024-01-20,Other,10477.0
3,2024-01-20,Petroleum and Petroleum Products,19628.0
4,2024-01-27,Chemicals,44201.0
4,2024-01-27,Coal,63251.0
4,2024-01-27,"Farm Products excl. Grain, and Food",25509.0
4,2024-01-27,Forest Products,15091.0
4,2024-01-27,Grain,32202.0
4,2024-01-27,Metallic Ores and Metals,41418.0
4,2024-01-27,Motor Vehicles and Parts,23311.0
4,2024-01-27,Nonmetallic Minerals,34344.0
4,2024-01-27,Other,11278.0
4,2024-01-27,Petroleum and Petroleum Products,22683.0
5,2024-02-03,Chemicals,46427.0
5,2024-02-03,Coal,70435.0
5,2024-02-03,"Farm Products excl. Grain, and Food",26201.0
5,2024-02-03,Forest Products,15806.0
5,2024-02-03,Grain,33538.0
5,2024-02-03,Metallic Ores and Metals,40190.0
5,2024-02-03,Motor Vehicles and Parts,24055.0
5,2024-02-03,Nonmetallic Minerals,36499.0
5,2024-02-03,Other,11801.0
5,2024-02-03,Petroleum and Petroleum Products,23196.0
6,2024-02-10,Chemicals,47576.0
6,2024-02-10,Coal,69821.0
6,2024-02-10,"Farm Products excl. Grain, and Food",26939.0
6,2024-02-10,Forest Products,14997.0
6,2024-02-10,Grain,34720.0
6,2024-02-10,Metallic Ores and Metals,39784.0
6,2024-02-10,Motor Vehicles and Parts,24948.0
6,2024-02-10,Nonmetallic Minerals,37550.0
6,2024-02-10,Other,11076.0
6,2024-02-10,Petroleum and Petroleum Products,22347.0
7,2024-02-17,Chemicals,48530.0
7,2024-02-17,Coal,67215.0
7,2024-02-17,"Farm Products excl. Grain, and Food",26765.0
7,2024-02-17,Forest Products,15558.0
7,2024-02-17,Grain,34276.0
7,2024-02-17,Metallic Ores and Metals,40991.0
7,2024-02-17,Motor Vehicles and Parts,24732.0
7,2024-02-17,Nonmetallic Minerals,38114.0
7,2024-02-17,Other,12950.0
7,2024-02-17,Petroleum and Petroleum Products,22065.0
8,2024-02-24,Chemicals,48711.0
8,2024-02-24,Coal,68262.0
8,2024-02-24,"Farm Products excl. Grain, and Food",26417.0
8,2024-02-24,Forest Products,15555.0
8,2024-02-24,Grain,35539.0
8,2024-02-24,Metallic Ores and Metals,43272.0
8,2024-02-24,Motor Vehicles and Parts,25518.0
8,2024-02-24,Nonmetallic Minerals,39166.0
8,2024-02-24,Other,11385.0
8,2024-02-24,Petroleum and Petroleum Products,23008.0
9,2024-03-02,Chemicals,47496.0
9,2024-03-02,Coal,65211.0
9,2024-03-02,"Farm Products excl. Grain, and Food",27935.0
9,2024-03-02,Forest Products,15314.0
9,2024-03-02,Grain,30723.0
9,2024-03-02,Metallic Ores and Metals,39122.0
9,2024-03-02,Motor Vehicles and Parts,26134.0
9,2024-03-02,Nonmetallic Minerals,38588.0
9,2024-03-02,Other,11762.0
9,2024-03-02,Petroleum and Petroleum Products,22358.0
10,2024-03-09,Chemicals,47786.0
10,2024-03-09,Coal,63620.0
10,2024-03-09,"Farm Products excl. Grain, and Food",25628.0
10,2024-03-09,Forest Products,15126.0
10,2024-03-09,Grain,31508.0
10,2024-03-09,Metallic Ores and Metals,40588.0
10,2024-03-09,Motor Vehicles and Parts,25202.0
10,2024-03-09,Nonmetallic Minerals,39511.0
10,2024-03-09,Other,11161.0
10,2024-03-09,Petroleum and Petroleum Products,21311.0
11,2024-03-16,Chemicals,48640.0
11,2024-03-16,Coal,63710.0
11,2024-03-16,"Farm Products excl. Grain, and Food",26790.0
11,2024-03-16,Forest Products,15563.0
11,2024-03-16,Grain,33357.0
11,2024-03-16,Metallic Ores and Metals,41966.0
11,2024-03-16,Motor Vehicles and Parts,27156.0
11,2024-03-16,Nonmetallic Minerals,40764.0
11,2024-03-16,Other,12623.0
11,2024-03-16,Petroleum and Petroleum Products,22416.0
12,2024-03-23,Chemicals,48257.0
12,2024-03-23,Coal,61478.0
12,2024-03-23,"Farm Products excl. Grain, and Food",25601.0
12,2024-03-23,Forest Products,15462.0
12,2024-03-23,Grain,34018.0
12,2024-03-23,Metallic Ores and Metals,40000.0
12,2024-03-23,Motor Vehicles and Parts,26132.0
12,2024-03-23,Nonmetallic Minerals,38834.0
12,2024-03-23,Other,11955.0
12,2024-03-23,Petroleum and Petroleum Products,22264.0
13,2024-03-30,Chemicals,47951.0
13,2024-03-30,Coal,60250.0
13,2024-03-30,"Farm Products excl. Grain, and Food",25974.0
13,2024-03-30,Forest Products,15604.0
13,2024-03-30,Grain,34528.0
13,2024-03-30,Metallic Ores and Metals,43857.0
13,2024-03-30,Motor Vehicles and Parts,24943.0
13,2024-03-30,Nonmetallic Minerals,40724.0
13,2024-03-30,Other,11798.0
13,2024-03-30,Petroleum and Petroleum Products,22378.0
14,2024-04-06,Chemicals,47036.0
14,2024-04-06,Coal,54573.0
14,2024-04-06,"Farm Products excl. Grain, and Food",25872.0
14,2024-04-06,Forest Products,15465.0
14,2024-04-06,Grain,36492.0
14,2024-04-06,Metallic Ores and Metals,40849.0
14,2024-04-06,Motor Vehicles and Parts,26255.0
14,2024-04-06,Nonmetallic Minerals,41046.0
14,2024-04-06,Other,11936.0
14,2024-04-06,Petroleum and Petroleum Products,21658.0
15,2024-04-13,Chemicals,46722.0
15,2024-04-13,Coal,53370.0
15,2024-04-13,"Farm Products excl. Grain, and Food",26075.0
15,2024-04-13,Forest Products,15053.0
15,2024-04-13,Grain,33754.0
15,2024-04-13,Metallic Ores and Metals,39531.0
15,2024-04-13,Motor Vehicles and Parts,26029.0
15,2024-04-13,Nonmetallic Minerals,43879.0
15,2024-04-13,Other,11703.0
15,2024-04-13,Petroleum and Petroleum Products,22183.0
16,2024-04-20,Chemicals,49804.0
16,2024-04-20,Coal,56151.0
16,2024-04-20,"Farm Products excl. Grain, and Food",25432.0
16,2024-04-20,Forest Products,15372.0
16,2024-04-20,Grain,33617.0
16,2024-04-20,Metallic Ores and Metals,43046.0
16,2024-04-20,Motor Vehicles and Parts,27062.0
16,2024-04-20,Nonmetallic Minerals,44660.0
16,2024-04-20,Other,13160.0
