date,p20,p50,p80,model,data_cutoff,generated_at,series
2025-11-30,3897.51953125,4002.080078125,4106.2705078125,chronos2,2025-10-31,2026-01-14,us
2025-12-31,3882.880859375,3989.096435546875,4101.1630859375,chronos2,2025-10-31,2026-01-14,us
2026-01-31,3986.571044921875,4096.5224609375,4206.6376953125,chronos2,2025-10-31,2026-01-14,us
2026-02-28,4008.923095703125,4116.162109375,4226.34130859375,chronos2,2025-10-31,2026-01-14,us
2026-03-31,3967.346923828125,4069.922119140625,4178.630859375,chronos2,2025-10-31,2026-01-14,us
2026-04-30,3891.78369140625,3989.295166015625,4092.54150390625,chronos2,2025-10-31,2026-01-14,us
2026-05-31,3856.7099609375,3948.26171875,4046.153564453125,chronos2,2025-10-31,2026-01-14,us
2026-06-30,3852.67138671875,3945.64208984375,4047.012939453125,chronos2,2025-10-31,2026-01-14,us
2026-07-31,3730.476806640625,3824.59521484375,3919.09619140625,chronos2,2025-10-31,2026-01-14,us
2026-08-31,3875.79345703125,3978.27734375,4085.38623046875,chronos2,2025-10-31,2026-01-14,us
2026-09-30,3914.0,4021.6123046875,4133.55908203125,chronos2,2025-10-31,2026-01-14,us
2026-10-31,4024.0595703125,4141.98388671875,4256.8037109375,chronos2,2025-10-31,2026-01-14,us
2026-11-30,3971.2041015625,4089.412109375,4212.61572265625,chronos2,2025-10-31,2026-01-14,us
2026-12-31,3936.2333984375,4063.03466796875,4190.07177734375,chronos2,2025-10-31,2026-01-14,us
2025-11-30,1163.1913719178256,1220.4778137754743,1283.3500951998187,chronos2,2025-10-31,2026-01-14,padd1
2025-12-31,1258.500956491249,1331.3054282609717,1415.1337603346635,chronos2,2025-10-31,2026-01-14,padd1
2026-01-31,1338.627694749522,1434.8612366081454,1540.5823616984349,chronos2,2025-10-31,2026-01-14,padd1
2026-02-28,1324.4660169651095,1408.8028188266564,1507.950991083905,chronos2,2025-10-31,2026-01-14,padd1
2026-03-31,1228.5234732745998,1290.2714120389626,1363.2864363175288,chronos2,2025-10-31,2026-01-14,padd1
2026-04-30,1120.3038876064966,1170.6448387773967,1218.4159201595346,chronos2,2025-10-31,2026-01-14,padd1
2026-05-31,1040.7588304725,1084.6687972825766,1128.954512103372,chronos2,2025-10-31,2026-01-14,padd1
2026-06-30,1012.5819661821869,1058.2332478303547,1100.3950597101655,chronos2,2025-10-31,2026-01-14,padd1
2026-07-31,983.0202584771165,1024.0782522653042,1063.6215642616828,chronos2,2025-10-31,2026-01-14,padd1
2026-08-31,1019.0906332804982,1065.0514825581283,1109.025125268072,chronos2,2025-10-31,2026-01-14,padd1
2026-09-30,1042.7424073491377,1091.323208262115,1142.5310985860156,chronos2,2025-10-31,2026-01-14,padd1
2026-10-31,1092.5426054150753,1148.6370245961064,1205.8978975229447,chronos2,2025-10-31,2026-01-14,padd1
2026-11-30,1164.7181512147492,1229.5869624904642,1299.5529505951645,chronos2,2025-10-31,2026-01-14,padd1
2026-12-31,1247.9182429659,1325.717304246626,1419.6011856416264,chronos2,2025-10-31,2026-01-14,padd1
2025-11-30,1305.2595120070669,1332.8220126504016,1359.8039916653277,chronos2,2025-10-31,2026-01-14,padd2
2025-12-31,1220.4084891646771,1248.1958243353242,1277.5211032614277,chronos2,2025-10-31,2026-01-14,padd2
2026-01-31,1208.1897776098615,1237.3826588732074,1265.2382162481758,chronos2,2025-10-31,2026-01-14,padd2
2026-02-28,1231.4697971020892,1260.3038483690586,1288.866297945495,chronos2,2025-10-31,2026-01-14,padd2
2026-03-31,1245.8420194113269,1275.341074396217,1305.7731668611343,chronos2,2025-10-31,2026-01-14,padd2
2026-04-30,1271.9999077195184,1302.2081204859169,1330.4232876314034,chronos2,2025-10-31,2026-01-14,padd2
2026-05-31,1287.9351484337703,1316.5747703656805,1344.6779090084847,chronos2,2025-10-31,2026-01-14,padd2
2026-06-30,1308.459120930504,1336.575965299882,1365.6740223682016,chronos2,2025-10-31,2026-01-14,padd2
2026-07-31,1233.3461129131706,1263.9404233957746,1293.062202172763,chronos2,2025-10-31,2026-01-14,padd2
2026-08-31,1302.7403214115373,1331.8260498569175,1358.4858346361161,chronos2,2025-10-31,2026-01-14,padd2
2026-09-30,1332.3307601202382,1360.6522533113275,1388.7551789221866,chronos2,2025-10-31,2026-01-14,padd2
2026-10-31,1393.0283600183548,1426.6902985694476,1460.8573210161383,chronos2,2025-10-31,2026-01-14,padd2
2026-11-30,1303.0264141412113,1334.7560946092094,1367.5743829100775,chronos2,2025-10-31,2026-01-14,padd2
2026-12-31,1211.135651668041,1243.9059417018846,1278.1951092183435,chronos2,2025-10-31,2026-01-14,padd2
2025-11-30,825.9230501982353,874.4154839193559,925.6744332519903,chronos2,2025-10-31,2026-01-14,padd3
2025-12-31,809.7922620512553,856.3880603725945,907.9044444288944,chronos2,2025-10-31,2026-01-14,padd3
2026-01-31,809.8350340530493,861.4514464025913,917.491733178546,chronos2,2025-10-31,2026-01-14,padd3
2026-02-28,822.5984483135669,875.4109244707321,931.7745554236964,chronos2,2025-10-31,2026-01-14,padd3
2026-03-31,867.3370425499236,925.1121236142716,982.8195482887028,chronos2,2025-10-31,2026-01-14,padd3
2026-04-30,871.1035428254647,928.1139003944336,983.6369178309426,chronos2,2025-10-31,2026-01-14,padd3
2026-05-31,883.7635770569138,940.831077171424,996.1729860029589,chronos2,2025-10-31,2026-01-14,padd3
2026-06-30,874.4093112228982,931.2781829017694,986.776451377201,chronos2,2025-10-31,2026-01-14,padd3
2026-07-31,859.4807747869376,916.1445809755838,972.2077635543667,chronos2,2025-10-31,2026-01-14,padd3
2026-08-31,884.6633008358564,943.0069459640168,999.907381786603,chronos2,2025-10-31,2026-01-14,padd3
2026-09-30,892.2324687060872,949.5447877423774,1005.2986514764546,chronos2,2025-10-31,2026-01-14,padd3
2026-10-31,897.5245976215177,958.1061493317975,1013.2201403355482,chronos2,2025-10-31,2026-01-14,padd3
2026-11-30,892.1133218365056,953.4956690670432,1012.3743163989544,chronos2,2025-10-31,2026-01-14,padd3
2026-12-31,885.2792503771315,945.6038880957972,1000.883695951008,chronos2,2025-10-31,2026-01-14,padd3
2025-11-30,200.84518381571058,208.56980756996035,216.15480692723932,chronos2,2025-10-31,2026-01-14,padd4
2025-12-31,198.0243759446534,206.39401939473194,214.8922917735925,chronos2,2025-10-31,2026-01-14,padd4
2026-01-31,203.17048984060455,211.73829551951758,220.54574206026712,chronos2,2025-10-31,2026-01-14,padd4
2026-02-28,200.03624620957052,209.19809313959982,218.1084069334959,chronos2,2025-10-31,2026-01-14,padd4
2026-03-31,201.95657394220947,210.43374890606066,219.26413367433537,chronos2,2025-10-31,2026-01-14,padd4
2026-04-30,203.86004879799444,212.02873047022135,219.89794159604764,chronos2,2025-10-31,2026-01-14,padd4
2026-05-31,206.10421390729744,214.141610035629,221.76930390506348,chronos2,2025-10-31,2026-01-14,padd4
2026-06-30,217.37972601910366,225.01441274238175,232.69128292733367,chronos2,2025-10-31,2026-01-14,padd4
2026-07-31,214.95171208437998,222.53357222641822,229.7140994458972,chronos2,2025-10-31,2026-01-14,padd4
2026-08-31,222.00343648186285,229.096189618552,236.46827408239562,chronos2,2025-10-31,2026-01-14,padd4
2026-09-30,216.72816840564352,224.61651135804672,231.81787305768316,chronos2,2025-10-31,2026-01-14,padd4
