week_number,week_ended,commodity,cars
8,2023-02-25,Metallic Ores and Metals,20457.0
8,2023-02-25,Motor Vehicles and Parts,13733.0
8,2023-02-25,Nonmetallic Minerals,30142.0
8,2023-02-25,Other,7513.0
8,2023-02-25,Petroleum and Petroleum Products,10629.0
9,2023-03-04,Chemicals,34281.0
9,2023-03-04,Coal,72903.0
9,2023-03-04,"Farm Products excl. Grain, and Food",17490.0
9,2023-03-04,Forest Products,9251.0
9,2023-03-04,Grain,20522.0
9,2023-03-04,Metallic Ores and Metals,19124.0
9,2023-03-04,Motor Vehicles and Parts,14264.0
9,2023-03-04,Nonmetallic Minerals,31204.0
9,2023-03-04,Other,7851.0
9,2023-03-04,Petroleum and Petroleum Products,10523.0
10,2023-03-11,Chemicals,33013.0
10,2023-03-11,Coal,64926.0
10,2023-03-11,"Farm Products excl. Grain, and Food",17238.0
10,2023-03-11,Forest Products,9487.0
10,2023-03-11,Grain,20174.0
10,2023-03-11,Metallic Ores and Metals,18962.0
10,2023-03-11,Motor Vehicles and Parts,15271.0
10,2023-03-11,Nonmetallic Minerals,31720.0
10,2023-03-11,Other,8892.0
10,2023-03-11,Petroleum and Petroleum Products,9563.0
11,2023-03-18,Chemicals,32175.0
11,2023-03-18,Coal,67912.0
11,2023-03-18,"Farm Products excl. Grain, and Food",16847.0
11,2023-03-18,Forest Products,9594.0
11,2023-03-18,Grain,18743.0
11,2023-03-18,Metallic Ores and Metals,20534.0
11,2023-03-18,Motor Vehicles and Parts,15091.0
11,2023-03-18,Nonmetallic Minerals,29265.0
11,2023-03-18,Other,8169.0
11,2023-03-18,Petroleum and Petroleum Products,9124.0
12,2023-03-25,Chemicals,33050.0
12,2023-03-25,Coal,68248.0
12,2023-03-25,"Farm Products excl. Grain, and Food",17668.0
12,2023-03-25,Forest Products,9628.0
12,2023-03-25,Grain,19889.0
12,2023-03-25,Metallic Ores and Metals,21807.0
12,2023-03-25,Motor Vehicles and Parts,15223.0
12,2023-03-25,Nonmetallic Minerals,30968.0
12,2023-03-25,Other,9521.0
12,2023-03-25,Petroleum and Petroleum Products,10524.0
132023,2023-04-01,Chemicals,33347.0
132023,2023-04-01,Coal,65627.0
132023,2023-04-01,"Farm Products excl. Grain, and Food",16772.0
132023,2023-04-01,Forest Products,9537.0
132023,2023-04-01,Grain,20628.0
132023,2023-04-01,Metallic Ores and Metals,23440.0
132023,2023-04-01,Motor Vehicles and Parts,14874.0
132023,2023-04-01,Nonmetallic Minerals,30702.0
132023,2023-04-01,Other,8359.0
132023,2023-04-01,Petroleum and Petroleum Products,10127.0
14,2023-04-08,Chemicals,31525.0
14,2023-04-08,Coal,62070.0
14,2023-04-08,"Farm Products excl. Grain, and Food",16040.0
14,2023-04-08,Forest Products,9042.0
14,2023-04-08,Grain,20105.0
14,2023-04-08,Metallic Ores and Metals,21230.0
14,2023-04-08,Motor Vehicles and Parts,14331.0
14,2023-04-08,Nonmetallic Minerals,32123.0
14,2023-04-08,Other,9342.0
14,2023-04-08,Petroleum and Petroleum Products,9861.0
15,2023-04-15,Chemicals,33206.0
15,2023-04-15,Coal,63196.0
15,2023-04-15,"Farm Products excl. Grain, and Food",16509.0
15,2023-04-15,Forest Products,9311.0
15,2023-04-15,Grain,21704.0
15,2023-04-15,Metallic Ores and Metals,22835.0
15,2023-04-15,Motor Vehicles and Parts,14871.0
15,2023-04-15,Nonmetallic Minerals,33677.0
15,2023-04-15,Other,8714.0
15,2023-04-15,Petroleum and Petroleum Products,10043.0
16,2023-04-22,Chemicals,34298.0
16,2023-04-22,Coal,68879.0
16,2023-04-22,"Farm Products excl. Grain, and Food",16443.0
16,2023-04-22,Forest Products,8875.0
16,2023-04-22,Grain,22013.0
16,2023-04-22,Metallic Ores and Metals,23062.0
16,2023-04-22,Motor Vehicles and Parts,14643.0
16,2023-04-22,Nonmetallic Minerals,33332.0
16,2023-04-22,Other,9184.0
16,2023-04-22,Petroleum and Petroleum Products,9855.0
17,2023-04-29,Chemicals,33864.0
17,2023-04-29,Coal,64291.0
17,2023-04-29,"Farm Products excl. Grain, and Food",16133.0
17,2023-04-29,Forest Products,9616.0
17,2023-04-29,Grain,21181.0
17,2023-04-29,Metallic Ores and Metals,22884.0
17,2023-04-29,Motor Vehicles and Parts,15529.0
17,2023-04-29,Nonmetallic Minerals,33863.0
17,2023-04-29,Other,8780.0
17,2023-04-29,Petroleum and Petroleum Products,10177.0
18,2023-05-06,Chemicals,33084.0
18,2023-05-06,Coal,62650.0
18,2023-05-06,"Farm Products excl. Grain, and Food",16366.0
18,2023-05-06,Forest Products,9456.0
18,2023-05-06,Grain,21700.0
18,2023-05-06,Metallic Ores and Metals,20697.0
18,2023-05-06,Motor Vehicles and Parts,15518.0
18,2023-05-06,Nonmetallic Minerals,35326.0
18,2023-05-06,Other,6788.0
18,2023-05-06,Petroleum and Petroleum Products,10133.0
19,2023-05-13,Chemicals,31377.0
19,2023-05-13,Coal,63603.0
19,2023-05-13,"Farm Products excl. Grain, and Food",15540.0
19,2023-05-13,Forest Products,8378.0
19,2023-05-13,Grain,18818.0
19,2023-05-13,Metallic Ores and Metals,20957.0
19,2023-05-13,Motor Vehicles and Parts,16035.0
19,2023-05-13,Nonmetallic Minerals,33846.0
19,2023-05-13,Other,7526.0
19,2023-05-13,Petroleum and Petroleum Products,9491.0
20,2023-05-20,Chemicals,31588.0
20,2023-05-20,Coal,63072.0
20,2023-05-20,"Farm Products excl. Grain, and Food",15556.0
20,2023-05-20,Forest Products,8378.0
20,2023-05-20,Grain,17807.0
20,2023-05-20,Metallic Ores and Metals,22379.0
20,2023-05-20,Motor Vehicles and Parts,15737.0
20,2023-05-20,Nonmetallic Minerals,32870.0
20,2023-05-20,Other,8391.0
20,2023-05-20,Petroleum and Petroleum Products,9315.0
21,2023-05-27,Chemicals,31890.0
21,2023-05-27,Coal,63220.0
21,2023-05-27,"Farm Products excl. Grain, and Food",16493.0
21,2023-05-27,Forest Products,8621.0
21,2023-05-27,Grain,19798.0
21,2023-05-27,Metallic Ores and Metals,25026.0
21,2023-05-27,Motor Vehicles and Parts,16047.0
21,2023-05-27,Nonmetallic Minerals,35151.0
21,2023-05-27,Other,9795.0
21,2023-05-27,Petroleum and Petroleum Products,9266.0
22,2023-06-03,Chemicals,29923.0
22,2023-06-03,Coal,64548.0
22,2023-06-03,"Farm Products excl. Grain, and Food",15040.0
22,2023-06-03,Forest Products,7976.0
22,2023-06-03,Grain,15945.0
22,2023-06-03,Metallic Ores and Metals,20299.0
22,2023-06-03,Motor Vehicles and Parts,15500.0
22,2023-06-03,Nonmetallic Minerals,31663.0
22,2023-06-03,Other,9317.0
22,2023-06-03,Petroleum and Petroleum Products,9078.0
23,2023-06-10,Chemicals,31267.0
23,2023-06-10,Coal,65710.0
23,2023-06-10,"Farm Products excl. Grain, and Food",15842.0
23,2023-06-10,Forest Products,8440.0
23,2023-06-10,Grain,16523.0
23,2023-06-10,Metallic Ores and Metals,21167.0
23,2023-06-10,Motor Vehicles and Parts,15996.0
23,2023-06-10,Nonmetallic Minerals,34892.0
23,2023-06-10,Other,9869.0
23,2023-06-10,Petroleum and Petroleum Products,9282.0
24,2023-06-17,Chemicals,29780.0
24,2023-06-17,Coal,66441.0
24,2023-06-17,"Farm Products excl. Grain, and Food",16259.0
24,2023-06-17,Forest Products,8284.0
24,2023-06-17,Grain,15795.0
24,2023-06-17,Metallic Ores and Metals,22124.0
24,2023-06-17,Motor Vehicles and Parts,16215.0
24,2023-06-17,Nonmetallic Minerals,34495.0
24,2023-06-17,Other,9253.0
24,2023-06-17,Petroleum and Petroleum Products,10078.0
25,2023-06-24,Chemicals,29935.0
25,2023-06-24,Coal,63459.0
25,2023-06-24,"Farm Products excl. Grain, and Food",15062.0
25,2023-06-24,Forest Products,8040.0
25,2023-06-24,Grain,14647.0
25,2023-06-24,Metallic Ores and Metals,22482.0
25,2023-06-24,Motor Vehicles and Parts,16314.0
25,2023-06-24,Nonmetallic Minerals,32326.0
25,2023-06-24,Other,10403.0
25,2023-06-24,Petroleum and Petroleum Products,9763.0
26,2023-07-01,Chemicals,32548.0
26,2023-07-01,Coal,59949.0
26,2023-07-01,"Farm Products excl. Grain, and Food",15407.0
26,2023-07-01,Forest Products,8321.0
26,2023-07-01,Grain,15716.0
26,2023-07-01,Metallic Ores and Metals,22880.0
26,2023-07-01,Motor Vehicles and Parts,15507.0
26,2023-07-01,Nonmetallic Minerals,34409.0
26,2023-07-01,Other,9743.0
26,2023-07-01,Petroleum and Petroleum Products,8774.0
27,2023-07-08,Chemicals,28512.0
27,2023-07-08,Coal,58369.0
27,2023-07-08,"Farm Products excl. Grain, and Food",15274.0
27,2023-07-08,Forest Products,7140.0
27,2023-07-08,Grain,12629.0
27,2023-07-08,Metallic Ores and Metals,18031.0
27,2023-07-08,Motor Vehicles and Parts,10849.0
27,2023-07-08,Nonmetallic Minerals,30033.0
27,2023-07-08,Other,7406.0
27,2023-07-08,Petroleum and Petroleum Products,8843.0
28,2023-07-15,Chemicals,31645.0
28,2023-07-15,Coal,65631.0
28,2023-07-15,"Farm Products excl. Grain, and Food",16405.0
28,2023-07-15,Forest Products,7977.0
28,2023-07-15,Grain,16032.0
28,2023-07-15,Metallic Ores and Metals,20872.0
28,2023-07-15,Motor Vehicles and Parts,14678.0
28,2023-07-15,Nonmetallic Minerals,34008.0
28,2023-07-15,Other,8504.0
28,2023-07-15,Petroleum and Petroleum Products,9857.0
29,2023-07-22,Chemicals,31309.0
29,2023-07-22,Coal,64474.0
29,2023-07-22,"Farm Products excl. Grain, and Food",15477.0
29,2023-07-22,Forest Products,7748.0
29,2023-07-22,Grain,14981.0
29,2023-07-22,Metallic Ores and Metals,21354.0
29,2023-07-22,Motor Vehicles and Parts,14641.0
29,2023-07-22,Nonmetallic Minerals,34583.0
29,2023-07-22,Other,8736.0
29,2023-07-22,Petroleum and Petroleum Products,9151.0
30,2023-07-29,Chemicals,33029.0
30,2023-07-29,Coal,67915.0
30,2023-07-29,"Farm Products excl. Grain, and Food",15362.0
30,2023-07-29,Forest Products,7948.0
30,2023-07-29,Grain,15032.0
30,2023-07-29,Metallic Ores and Metals,22103.0
30,2023-07-29,Motor Vehicles and Parts,15353.0
30,2023-07-29,Nonmetallic Minerals,34599.0
30,2023-07-29,Other,8959.0
30,2023-07-29,Petroleum and Petroleum Products,10211.0
31,2023-08-05,Chemicals,30264.0
31,2023-08-05,Coal,64574.0
31,2023-08-05,"Farm Products excl. Grain, and Food",15849.0
31,2023-08-05,Forest Products,7784.0
31,2023-08-05,Grain,15623.0
31,2023-08-05,Metallic Ores and Metals,22050.0
31,2023-08-05,Motor Vehicles and Parts,14991.0
31,2023-08-05,Nonmetallic Minerals,33368.0
31,2023-08-05,Other,8308.0
31,2023-08-05,Petroleum and Petroleum Products,9388.0
32,2023-08-12,Chemicals,29957.0
32,2023-08-12,Coal,69176.0
32,2023-08-12,"Farm Products excl. Grain, and Food",15635.0
32,2023-08-12,Forest Products,7415.0
32,2023-08-12,Grain,14533.0
32,2023-08-12,Metallic Ores and Metals,20361.0
32,2023-08-12,Motor Vehicles and Parts,14945.0
32,2023-08-12,Nonmetallic Minerals,33157.0
32,2023-08-12,Other,9281.0
32,2023-08-12,Petroleum and Petroleum Products,9952.0
33,2023-08-19,Chemicals,31602.0
33,2023-08-19,Coal,69773.0
33,2023-08-19,"Farm Products excl. Grain, and Food",15638.0
33,2023-08-19,Forest Products,7683.0
33,2023-08-19,Grain,15796.0
33,2023-08-19,Metallic Ores and Metals,20469.0
33,2023-08-19,Motor Vehicles and Parts,16293.0
33,2023-08-19,Nonmetallic Minerals,34013.0
33,2023-08-19,Other,8285.0
33,2023-08-19,Petroleum and Petroleum Products,9420.0
34,2023-08-26,Chemicals,31427.0
34,2023-08-26,Coal,68828.0
34,2023-08-26,"Farm Products excl. Grain, and Food",14923.0
34,2023-08-26,Forest Products,8047.0
34,2023-08-26,Grain,13312.0
34,2023-08-26,Metallic Ores and Metals,22065.0
34,2023-08-26,Motor Vehicles and Parts,16113.0
34,2023-08-26,Nonmetallic Minerals,33254.0
34,2023-08-26,Other,8789.0
34,2023-08-26,Petroleum and Petroleum Products,9921.0
35,2023-09-02,Chemicals,32942.0
35,2023-09-02,Coal,68598.0
35,2023-09-02,"Farm Products excl. Grain, and Food",16141.0
35,2023-09-02,Forest Products,8355.0
35,2023-09-02,Grain,14961.0
35,2023-09-02,Metallic Ores and Metals,22786.0
35,2023-09-02,Motor Vehicles and Parts,16073.0
35,2023-09-02,Nonmetallic Minerals,32305.0
35,2023-09-02,Other,8897.0
35,2023-09-02,Petroleum and Petroleum Products,10055.0
36,2023-09-09,Chemicals,29397.0
36,2023-09-09,Coal,68367.0
36,2023-09-09,"Farm Products excl. Grain, and Food",15790.0
36,2023-09-09,Forest Products,7840.0
36,2023-09-09,Grain,14626.0
36,2023-09-09,Metallic Ores and Metals,19597.0
36,2023-09-09,Motor Vehicles and Parts,14913.0
36,2023-09-09,Nonmetallic Minerals,30163.0
36,2023-09-09,Other,7674.0
36,2023-09-09,Petroleum and Petroleum Products,9734.0
37,2023-09-16,Chemicals,32758.0
37,2023-09-16,Coal,69268.0
37,2023-09-16,"Farm Products excl. Grain, and Food",16412.0
37,2023-09-16,Forest Products,8126.0
37,2023-09-16,Grain,16294.0
37,2023-09-16,Metallic Ores and Metals,20373.0
37,2023-09-16,Motor Vehicles and Parts,16233.0
37,2023-09-16,Nonmetallic Minerals,33914.0
37,2023-09-16,Other,8952.0
37,2023-09-16,Petroleum and Petroleum Products,10393.0
38,2023-09-23,Chemicals,31067.0
38,2023-09-23,Coal,68846.0
38,2023-09-23,"Farm Products excl. Grain, and Food",16718.0
38,2023-09-23,Forest Products,8490.0
38,2023-09-23,Grain,18072.0
38,2023-09-23,Metallic Ores and Metals,22732.0
38,2023-09-23,Motor Vehicles and Parts,16085.0
38,2023-09-23,Nonmetallic Minerals,34463.0
38,2023-09-23,Other,8523.0
38,2023-09-23,Petroleum and Petroleum Products,9908.0
39,2023-09-30,Chemicals,31750.0
39,2023-09-30,Coal,68365.0
39,2023-09-30,"Farm Products excl. Grain, and Food",16533.0
39,2023-09-30,Forest Products,8395.0
39,2023-09-30,Grain,18501.0
39,2023-09-30,Metallic Ores and Metals,23142.0
39,2023-09-30,Motor Vehicles and Parts,15973.0
39,2023-09-30,Nonmetallic Minerals,33808.0
39,2023-09-30,Other,9352.0
39,2023-09-30,Petroleum and Petroleum Products,10169.0
40,2023-10-07,Chemicals,29905.0
40,2023-10-07,Coal,67210.0
40,2023-10-07,"Farm Products excl. Grain, and Food",16461.0
40,2023-10-07,Forest Products,7937.0
40,2023-10-07,Grain,23235.0
40,2023-10-07,Metallic Ores and Metals,20051.0
40,2023-10-07,Motor Vehicles and Parts,16495.0
40,2023-10-07,Nonmetallic Minerals,33590.0
40,2023-10-07,Other,8745.0
40,2023-10-07,Petroleum and Petroleum Products,10139.0
41,2023-10-14,Chemicals,30365.0
41,2023-10-14,Coal,62138.0
41,2023-10-14,"Farm Products excl. Grain, and Food",17003.0
41,2023-10-14,Forest Products,7513.0
41,2023-10-14,Grain,22176.0
41,2023-10-14,Metallic Ores and Metals,18137.0
41,2023-10-14,Motor Vehicles and Parts,15712.0
41,2023-10-14,Nonmetallic Minerals,32992.0
41,2023-10-14,Other,8786.0
41,2023-10-14,Petroleum and Petroleum Products,10583.0
42,2023-10-21,Chemicals,31517.0
42,2023-10-21,Coal,67459.0
42,2023-10-21,"Farm Products excl. Grain, and Food",17192.0
42,2023-10-21,Forest Products,7805.0
42,2023-10-21,Grain,20367.0
42,2023-10-21,Metallic Ores and Metals,22463.0
42,2023-10-21,Motor Vehicles and Parts,15199.0
42,2023-10-21,Nonmetallic Minerals,33966.0
42,2023-10-21,Other,8976.0
42,2023-10-21,Petroleum and Petroleum Products,9949.0
43,2023-10-28,Chemicals,31336.0
43,2023-10-28,Coal,63676.0
43,2023-10-28,"Farm Products excl. Grain, and Food",16788.0
43,2023-10-28,Forest Products,7760.0
43,2023-10-28,Grain,22941.0
43,2023-10-28,Metallic Ores and Metals,20450.0
43,2023-10-28,Motor Vehicles and Parts,14038.0
43,2023-10-28,Nonmetallic Minerals,32423.0
43,2023-10-28,Other,8185.0
43,2023-10-28,Petroleum and Petroleum Products,9978.0
44,2023-11-04,Chemicals,30096.0
44,2023-11-04,Coal,65298.0
44,2023-11-04,"Farm Products excl. Grain, and Food",17101.0
44,2023-11-04,Forest Products,8027.0
44,2023-11-04,Grain,21395.0
44,2023-11-04,Metallic Ores and Metals,19198.0
44,2023-11-04,Motor Vehicles and Parts,14841.0
44,2023-11-04,Nonmetallic Minerals,31218.0
44,2023-11-04,Other,7714.0
44,2023-11-04,Petroleum and Petroleum Products,9527.0
45,2023-11-11,Chemicals,30673.0
45,2023-11-11,Coal,69213.0
45,2023-11-11,"Farm Products excl. Grain, and Food",16801.0
45,2023-11-11,Forest Products,8151.0
45,2023-11-11,Grain,22860.0
45,2023-11-11,Metallic Ores and Metals,19705.0
45,2023-11-11,Motor Vehicles and Parts,16542.0
45,2023-11-11,Nonmetallic Minerals,31294.0
45,2023-11-11,Other,8401.0
45,2023-11-11,Petroleum and Petroleum Products,10105.0
46,2023-11-18,Chemicals,32295.0
46,2023-11-18,Coal,69630.0
46,2023-11-18,"Farm Products excl. Grain, and Food",17525.0
46,2023-11-18,Forest Products,8491.0
46,2023-11-18,Grain,24483.0
46,2023-11-18,Metallic Ores and Metals,20837.0
46,2023-11-18,Motor Vehicles and Parts,15260.0
46,2023-11-18,Nonmetallic Minerals,31204.0
46,2023-11-18,Other,7588.0
46,2023-11-18,Petroleum and Petroleum Products,10103.0
47,2023-11-25,Chemicals,27582.0
47,2023-11-25,Coal,61369.0
47,2023-11-25,"Farm Products excl. Grain, and Food",14742.0
47,2023-11-25,Forest Products,7468.0
47,2023-11-25,Grain,17961.0
47,2023-11-25,Metallic Ores and Metals,18457.0
47,2023-11-25,Motor Vehicles and Parts,11946.0
47,2023-11-25,Nonmetallic Minerals,21525.0
47,2023-11-25,Other,6256.0
47,2023-11-25,Petroleum and Petroleum Products,8642.0
48,2023-12-02,Chemicals,33692.0
48,2023-12-02,Coal,68492.0
48,2023-12-02,"Farm Products excl. Grain, and Food",16902.0
48,2023-12-02,Forest Products,8941.0
48,2023-12-02,Grain,23425.0
48,2023-12-02,Metallic Ores and Metals,21843.0
48,2023-12-02,Motor Vehicles and Parts,16209.0
48,2023-12-02,Nonmetallic Minerals,29043.0
48,2023-12-02,Other,7600.0
48,2023-12-02,Petroleum and Petroleum Products,10902.0
49,2023-12-09,Chemicals,30948.0
49,2023-12-09,Coal,66911.0
49,2023-12-09,"Farm Products excl. Grain, and Food",16474.0
49,2023-12-09,Forest Products,8671.0
49,2023-12-09,Grain,20701.0
49,2023-12-09,Metallic Ores and Metals,20622.0
49,2023-12-09,Motor Vehicles and Parts,17486.0
49,2023-12-09,Nonmetallic Minerals,28980.0
49,2023-12-09,Other,8018.0
49,2023-12-09,Petroleum and Petroleum Products,10613.0
50,2023-12-16,Chemicals,32483.0
50,2023-12-16,Coal,65450.0
50,2023-12-16,"Farm Products excl. Grain, and Food",16548.0
50,2023-12-16,Forest Products,8259.0
50,2023-12-16,Grain,24275.0
50,2023-12-16,Metallic Ores and Metals,21247.0
50,2023-12-16,Motor Vehicles and Parts,16795.0
50,2023-12-16,Nonmetallic Minerals,29145.0
50,2023-12-16,Other,9449.0
50,2023-12-16,Petroleum and Petroleum Products,10798.0
51,2023-12-23,Chemicals,32475.0
51,2023-12-23,Coal,66730.0
51,2023-12-23,"Farm Products excl. Grain, and Food",16714.0
51,2023-12-23,Forest Products,8679.0
51,2023-12-23,Grain,21237.0
51,2023-12-23,Metallic Ores and Metals,22203.0
51,2023-12-23,Motor Vehicles and Parts,16287.0
51,2023-12-23,Nonmetallic Minerals,26843.0
51,2023-12-23,Other,9341.0
51,2023-12-23,Petroleum and Petroleum Products,10437.0
52,2023-12-30,Chemicals,30543.0
52,2023-12-30,Coal,52158.0
52,2023-12-30,"Farm Products excl. Grain, and Food",15310.0
52,2023-12-30,Forest Products,7701.0
52,2023-12-30,Grain,17624.0
52,2023-12-30,Metallic Ores and Metals,18038.0
52,2023-12-30,Motor Vehicles and Parts,7712.0
52,2023-12-30,Nonmetallic Minerals,18723.0
52,2023-12-30,Other,5317.0
52,2023-12-30,Petroleum and Petroleum Products,8936.0
1,2024-01-06,Chemicals,29083.0
1,2024-01-06,Coal,61747.0
1,2024-01-06,"Farm Products excl. Grain, and Food",16362.0
1,2024-01-06,Forest Products,7817.0
1,2024-01-06,Grain,21667.0
1,2024-01-06,Metallic Ores and Metals,20104.0
1,2024-01-06,Motor Vehicles and Parts,9429.0
1,2024-01-06,Nonmetallic Minerals,24312.0
1,2024-01-06,Other,7717.0
1,2024-01-06,Petroleum and Petroleum Products,9938.0
2,2024-01-13,Chemicals,33076.0
2,2024-01-13,Coal,58478.0
2,2024-01-13,"Farm Products excl. Grain, and Food",16021.0
2,2024-01-13,Forest Products,8193.0
2,2024-01-13,Grain,18776.0
2,2024-01-13,Metallic Ores and Metals,20756.0
2,2024-01-13,Motor Vehicles and Parts,13673.0
2,2024-01-13,Nonmetallic Minerals,25446.0
2,2024-01-13,Other,8484.0
2,2024-01-13,Petroleum and Petroleum Products,10374.0
3,2024-01-20,Chemicals,27844.0
3,2024-01-20,Coal,47731.0
3,2024-01-20,"Farm Products excl. Grain, and Food",13380.0
3,2024-01-20,Forest Products,6958.0
3,2024-01-20,Grain,15752.0
3,2024-01-20,Metallic Ores and Metals,17432.0
3,2024-01-20,Motor Vehicles and Parts,9574.0
3,2024-01-20,Nonmetallic Minerals,18628.0
3,2024-01-20,Other,7515.0
3,2024-01-20,Petroleum and Petroleum Products,8557.0
4,2024-01-27,Chemicals,30096.0
4,2024-01-27,Coal,57231.0
4,2024-01-27,"Farm Products excl. Grain, and Food",15817.0
4,2024-01-27,Forest Products,8253.0
4,2024-01-27,Grain,21025.0
4,2024-01-27,Metallic Ores and Metals,19604.0
4,2024-01-27,Motor Vehicles and Parts,13757.0
4,2024-01-27,Nonmetallic Minerals,23370.0
4,2024-01-27,Other,8318.0
4,2024-01-27,Petroleum and Petroleum Products,10660.0
5,2024-02-03,Chemicals,32039.0
5,2024-02-03,Coal,62779.0
5,2024-02-03,"Farm Products excl. Grain, and Food",17204.0
5,2024-02-03,Forest Products,8778.0
5,2024-02-03,Grain,20970.0
5,2024-02-03,Metallic Ores and Metals,19457.0
5,2024-02-03,Motor Vehicles and Parts,15455.0
5,2024-02-03,Nonmetallic Minerals,25886.0
5,2024-02-03,Other,9128.0
5,2024-02-03,Petroleum and Petroleum Products,10517.0
6,2024-02-10,Chemicals,33109.0
6,2024-02-10,Coal,61908.0
6,2024-02-10,"Farm Products excl. Grain, and Food",17448.0
6,2024-02-10,Forest Products,8208.0
6,2024-02-10,Grain,21551.0
6,2024-02-10,Metallic Ores and Metals,18474.0
6,2024-02-10,Motor Vehicles and Parts,15028.0
6,2024-02-10,Nonmetallic Minerals,26637.0
6,2024-02-10,Other,8123.0
6,2024-02-10,Petroleum and Petroleum Products,9876.0
7,2024-02-17,Chemicals,33899.0
7,2024-02-17,Coal,59534.0
7,2024-02-17,"Farm Products excl. Grain, and Food",17377.0
7,2024-02-17,Forest Products,8360.0
7,2024-02-17,Grain,20876.0
7,2024-02-17,Metallic Ores and Metals,19425.0
7,2024-02-17,Motor Vehicles and Parts,14849.0
7,2024-02-17,Nonmetallic Minerals,27126.0
7,2024-02-17,Other,9616.0
7,2024-02-17,Petroleum and Petroleum Products,9467.0
8,2024-02-24,Chemicals,33454.0
8,2024-02-24,Coal,61556.0
8,2024-02-24,"Farm Products excl. Grain, and Food",17246.0
8,2024-02-24,Forest Products,8460.0
8,2024-02-24,Grain,21698.0
8,2024-02-24,Metallic Ores and Metals,19469.0
8,2024-02-24,Motor Vehicles and Parts,15931.0
8,2024-02-24,Nonmetallic Minerals,27533.0
8,2024-02-24,Other,8438.0
8,2024-02-24,Petroleum and Petroleum Products,10466.0
9,2024-03-02,Chemicals,33254.0
9,2024-03-02,Coal,57929.0
9,2024-03-02,"Farm Products excl. Grain, and Food",17797.0
9,2024-03-02,Forest Products,8232.0
9,2024-03-02,Grain,19484.0
9,2024-03-02,Metallic Ores and Metals,19732.0
9,2024-03-02,Motor Vehicles and Parts,15890.0
9,2024-03-02,Nonmetallic Minerals,28835.0
9,2024-03-02,Other,8939.0
9,2024-03-02,Petroleum and Petroleum Products,10314.0
10,2024-03-09,Chemicals,33713.0
10,2024-03-09,Coal,55963.0
10,2024-03-09,"Farm Products excl. Grain, and Food",16626.0
10,2024-03-09,Forest Products,8342.0
10,2024-03-09,Grain,19287.0
10,2024-03-09,Metallic Ores and Metals,18882.0
10,2024-03-09,Motor Vehicles and Parts,15546.0
10,2024-03-09,Nonmetallic Minerals,28505.0
10,2024-03-09,Other,7791.0
10,2024-03-09,Petroleum and Petroleum Products,9930.0
11,2024-03-16,Chemicals,33134.0
11,2024-03-16,Coal,55990.0
11,2024-03-16,"Farm Products excl. Grain, and Food",17394.0
11,2024-03-16,Forest Products,8431.0
11,2024-03-16,Grain,21108.0
11,2024-03-16,Metallic Ores and Metals,18683.0
11,2024-03-16,Motor Vehicles and Parts,16643.0
11,2024-03-16,Nonmetallic Minerals,29322.0
11,2024-03-16,Other,8927.0
11,2024-03-16,Petroleum and Petroleum Products,9954.0
12,2024-03-23,Chemicals,33702.0
12,2024-03-23,Coal,53727.0
12,2024-03-23,"Farm Products excl. Grain, and Food",16790.0
12,2024-03-23,Forest Products,8534.0
12,2024-03-23,Grain,21467.0
12,2024-03-23,Metallic Ores and Metals,18519.0
12,2024-03-23,Motor Vehicles and Parts,16109.0
12,2024-03-23,Nonmetallic Minerals,27607.0
12,2024-03-23,Other,8729.0
12,2024-03-23,Petroleum and Petroleum Products,10093.0
13,2024-03-30,Chemicals,33508.0
13,2024-03-30,Coal,51603.0
13,2024-03-30,"Farm Products excl. Grain, and Food",17153.0
13,2024-03-30,Forest Products,8718.0
13,2024-03-30,Grain,20934.0
13,2024-03-30,Metallic Ores and Metals,21129.0
13,2024-03-30,Motor Vehicles and Parts,16260.0
13,2024-03-30,Nonmetallic Minerals,30236.0
13,2024-03-30,Other,8849.0
13,2024-03-30,Petroleum and Petroleum Products,10343.0
14,2024-04-06,Chemicals,31907.0
14,2024-04-06,Coal,46688.0
14,2024-04-06,"Farm Products excl. Grain, and Food",16141.0
14,2024-04-06,Forest Products,8538.0
14,2024-04-06,Grain,22000.0
14,2024-04-06,Metallic Ores and Metals,19403.0
14,2024-04-06,Motor Vehicles and Parts,16315.0
14,2024-04-06,Nonmetallic Minerals,29540.0
14,2024-04-06,Other,8614.0
14,2024-04-06,Petroleum and Petroleum Products,9996.0
15,2024-04-13,Chemicals,32323.0
15,2024-04-13,Coal,45218.0
15,2024-04-13,"Farm Products excl. Grain, and Food",17002.0
15,2024-04-13,Forest Products,8015.0
15,2024-04-13,Grain,20391.0
15,2024-04-13,Metallic Ores and Metals,18658.0
15,2024-04-13,Motor Vehicles and Parts,16288.0
15,2024-04-13,Nonmetallic Minerals,31631.0
15,2024-04-13,Other,8452.0
15,2024-04-13,Petroleum and Petroleum Products,10403.0
16,2024-04-20,Chemicals,33579.0
16,2024-04-20,Coal,47472.0
16,2024-04-20,"Farm Products excl. Grain, and Food",16693.0
16,2024-04-20,Forest Products,8427.0
16,2024-04-20,Grain,20811.0
16,2024-04-20,Metallic Ores and Metals,21100.0
16,2024-04-20,Motor Vehicles and Parts,16877.0
16,2024-04-20,Nonmetallic Minerals,31781.0
16,2024-04-20,Other,9451.0
