idx,lat,lon,time_UTC,COT,error
417,29.7381,-82.2188,2019-01-28 21:08:10,,removed corrupted GEOS-5 FP file: GEOS5FP_download/2019.01.28/GEOS.fp.asm.tavg1_2d_rad_Nx.20190128_2030.V01.nc4
687,32.5907,-106.8425,2019-01-28 22:40:54,,removed corrupted GEOS-5 FP file: GEOS5FP_download/2019.01.28/GEOS.fp.asm.tavg1_2d_rad_Nx.20190128_2230.V01.nc4
