"year","month","day","td_ge","dt","luna_num","saros","eclipse_type","gamma","magnitude","lat_ge","lng_ge","lat_dd_ge","lng_dd_ge","sun_alt","sun_azm","path_width","central_duration","duration_secs","cat_no","canon_plate","julian_date","t0","x0","x1","x2","x3","y0","y1","y2","y3","d0","d1","d2","mu0","mu1","mu2","l10","l11","l12","l20","l21","l22","tan_f1","tan_f2","tmin","tmax","etype","PNS","UNS","NCN","nSer","nSeq","nJLE"
2036,2,27,"04:46:49",81.80000000,447,150,"P",-1.19421000,.62860000,"71.6S","131.4W",-71.64875000,-131.43280000,.00000000,242.00000000,.00000000,"00m00s",.00000000,9587.00000000,480.00000000,2464750.69900000,5.00000000,.44404300,.49340110,-.00002010,-.00000582,-1.11431900,.14454030,.00009970,-.00000163,-8.49969000,.01528100,.00000200,251.80840000,15.00300000,.00000000,.56819200,-.00009060,-.00001020,.02194500,-.00009010,-.00001020,.00472310,.00469950,-3.00000000,3.00000000,4,-1,-1,-1,71,18,10
2036,7,23,"10:32:06",82.10000000,452,117,"P",-1.42501000,.19912000,"68.9S","3.6E",-68.88284000,3.56079000,.00000000,19.10000000,.00000000,"00m00s",.00000000,9588.00000000,480.00000000,2464897.93900000,11.00000000,.09001600,.57882210,-.00001800,-.00000985,-1.44781400,-.07336820,-.00005470,.00000116,19.89421100,-.00853700,-.00000500,343.36191000,15.00124000,.00000000,.53043600,-.00003060,-.00001280,-.01562400,-.00003040,-.00001270,.00460190,.00457890,-3.00000000,3.00000000,4,-1,-1,-1,71,70,1
2036,8,21,"17:25:45",82.10000000,453,155,"P",1.08247000,.86224000,"71.1N","47.0E",71.12049000,47.00732000,.00000000,308.90000000,.00000000,"00m00s",.00000000,9589.00000000,480.00000000,2464927.22600000,17.00000000,.03644600,.56328870,-.00002800,-.00000955,1.11038490,-.14969720,-.00013540,.00000246,11.74119000,-.01364600,-.00000200,74.25918000,15.00403000,.00000000,.53190800,.00004450,-.00001280,-.01415800,.00004430,-.00001270,.00462170,.00459870,-3.00000000,3.00000000,4,1,1,1,71,7,10
2037,1,16,"09:48:55",82.40000000,458,122,"P",1.14772000,.70492000,"68.5N","20.8E",68.52093000,20.81512000,.00000000,166.20000000,.00000000,"00m00s",.00000000,9590.00000000,480.00000000,2465074.90900000,10.00000000,-.01344200,.50710250,-.00002150,-.00000583,1.15149100,.04756250,.00008750,-.00000046,-20.83011100,.00796900,.00000600,327.55045000,14.99783000,.00000000,.57208200,.00006330,-.00001010,.02581500,.00006300,-.00001010,.00475400,.00473030,-3.00000000,3.00000000,4,1,1,1,70,59,1
2037,7,13,"02:40:36",82.80000000,464,127,"T",-.72458000,1.04131000,"24.8S","139.1E",-24.76326000,139.07581000,43.40000000,3.30000000,200.60000000,"03m58s",238.40000000,9591.00000000,480.00000000,2465252.61200000,3.00000000,.14150100,.56359970,.00000010,-.00000869,-.73370700,-.03182170,-.00011310,.00000041,21.78243100,-.00604600,-.00000500,223.55013000,15.00023000,.00000000,.53838300,-.00011010,-.00001200,-.00771600,-.00010960,-.00001190,.00459930,.00457640,-3.00000000,3.00000000,1,-1,0,0,82,59,2
2038,1,5,"13:47:11",83.20000000,470,132,"A",.41689000,.97279000,"2.1N","25.4W",2.09415000,-25.44397000,65.30000000,179.20000000,107.20000000,"03m18s",198.50000000,9592.00000000,480.00000000,2465429.07400000,14.00000000,.10891000,.53854080,-.00002490,-.00000726,.41854400,.00799330,.00013790,-.00000001,-22.55481000,.00481200,.00000600,28.64308000,14.99681000,.00000000,.55816300,.00011650,-.00001120,.01196500,.00011590,-.00001120,.00475540,.00473170,-3.00000000,3.00000000,2,0,0,0,71,47,4
2038,7,2,"13:32:55",83.50000000,476,137,"A",.03976000,.99112000,"25.4N","21.9W",25.42404000,-21.88959000,87.60000000,179.00000000,31.20000000,"01m00s",59.70000000,9593.00000000,480.00000000,2465607.06500000,14.00000000,.23919400,.53154090,.00001000,-.00000688,.04416700,.00971120,-.00015440,-.00000023,22.99406100,-.00324000,-.00000500,28.96240000,14.99942000,.00000000,.55313600,-.00012260,-.00001060,.00696300,-.00012200,-.00001060,.00459930,.00457640,-3.00000000,3.00000000,2,0,0,0,70,37,44
2038,12,26,"01:00:10",83.90000000,482,142,"T",-.28813000,1.02685000,"40.3S","164.0E",-40.27857000,163.95135000,73.00000000,4.50000000,95.20000000,"02m18s",138.10000000,9594.00000000,480.00000000,2465783.54200000,1.00000000,-.02068400,.56985620,-.00000020,-.00000912,-.28739200,-.03797120,.00019150,.00000073,-23.36257900,.00148100,.00000600,194.92213000,14.99638000,.00000000,.54350700,.00008670,-.00001260,-.00261700,.00008630,-.00001260,.00475370,.00473000,-3.00000000,3.00000000,1,0,0,0,72,24,40
2039,6,21,"17:12:54",84.30000000,488,147,"A",.83118000,.94541000,"78.9N","102.1W",78.87602000,-102.10876000,33.40000000,152.60000000,365.30000000,"04m05s",245.00000000,9595.00000000,480.00000000,2465961.21700000,17.00000000,-.18961100,.50586930,.00002760,-.00000574,.81659300,.04954140,-.00018000,-.00000067,23.43238100,-.00017800,-.00000600,74.53582000,14.99904000,.00000000,.56452600,-.00003880,-.00000980,.01829700,-.00003860,-.00000970,.00460170,.00457880,-3.00000000,3.00000000,2,1,0,0,80,24,20
2039,12,15,"16:23:46",84.60000000,494,152,"T",-.94577000,1.03558000,"80.9S","172.8E",-80.85738000,172.77240000,18.40000000,123.40000000,379.80000000,"01m51s",111.40000000,9596.00000000,480.00000000,2466138.18300000,16.00000000,-.36599200,.57692860,.00004730,-.00000981,-.90211200,-.08494870,.00022950,.00000160,-23.27405000,-.00186200,.00000600,61.22590000,14.99652000,.00000000,.53820700,-.00000040,-.00001310,-.00789200,-.00000040,-.00001310,.00474990,.00472620,-3.00000000,3.00000000,1,-1,0,0,70,14,20
2040,5,11,"03:43:02",84.90000000,499,119,"P",-1.25291000,.53063000,"62.8S","174.4E",-62.76797000,174.41351000,.00000000,312.50000000,.00000000,"00m00s",.00000000,9597.00000000,480.00000000,2466285.65500000,4.00000000,.58198600,.48740420,.00000210,-.00000589,-1.11928500,.18475840,-.00006000,-.00000240,18.02784900,.01013500,-.00000400,240.90550000,15.00145000,.00000000,.55954100,.00008890,-.00001030,.01333700,.00008840,-.00001030,.00462990,.00460680,-3.00000000,3.00000000,4,-1,-1,-1,71,67,1
2040,11,4,"19:09:02",85.30000000,505,124,"P",1.09928000,.80742000,"62.2N","53.4W",62.20225000,-53.37665000,.00000000,234.40000000,.00000000,"00m00s",.00000000,9598.00000000,480.00000000,2466463.29800000,19.00000000,.35744400,.50393130,.00003960,-.00000708,1.04281500,-.21615410,.00003950,.00000320,-15.73230000,-.01210000,.00000400,109.10985000,15.00099000,.00000000,.55151700,-.00011360,-.00001160,.00535200,-.00011300,-.00001150,.00471550,.00469200,-3.00000000,3.00000000,4,1,1,1,73,56,1
2041,4,30,"11:52:21",85.70000000,511,129,"T",-.44918000,1.01890000,"9.6S","12.2E",-9.61946000,12.18884000,63.20000000,336.70000000,71.60000000,"01m51s",110.50000000,9599.00000000,480.00000000,2466639.99500000,12.00000000,.24642700,.50667210,.00001120,-.00000731,-.38214700,.22423150,-.00007400,-.00000342,14.97447000,.01212800,-.00000300,.70737000,15.00254000,.00000000,.54520700,.00011040,-.00001160,-.00092600,.00010990,-.00001160,.00464150,.00461840,-3.00000000,3.00000000,1,0,0,0,80,53,2
2041,10,25,"01:36:22",86.10000000,517,134,"A",.41332000,.94666000,"9.9N","162.9E",9.93334000,162.85828000,65.50000000,205.60000000,213.10000000,"06m07s",367.10000000,9600.00000000,480.00000000,2466817.56700000,2.00000000,.36374100,.46455360,.00003020,-.00000547,.28274100,-.22580900,.00004960,.00000283,-12.17860000,-.01377400,.00000300,213.98297000,15.00235000,.00000000,.56585000,-.00009390,-.00001030,.01961400,-.00009340,-.00001020,.00470240,.00467900,-3.00000000,3.00000000,2,0,0,0,71,45,2
2042,4,20,"02:17:30",86.50000000,523,139,"T",.29559000,1.06144000,"27.0N","137.3E",26.95299000,137.31201000,72.70000000,151.20000000,210.40000000,"04m51s",291.00000000,9601.00000000,481.00000000,2466994.59500000,2.00000000,-.28233200,.52043200,.00004180,-.00000861,.19049200,.25618810,-.00008190,-.00000444,11.51744000,.01367000,-.00000300,210.25867000,15.00345000,.00000000,.53468300,.00005610,-.00001280,-.01139800,.00005580,-.00001270,.00465430,.00463110,-3.00000000,3.00000000,1,0,0,0,71,31,40
2042,10,14,"02:00:42",86.80000000,529,144,"A",-.30304000,.93005000,"23.7S","137.8E",-23.74594000,137.81873000,72.20000000,30.10000000,273.30000000,"07m44s",464.20000000,9602.00000000,481.00000000,2467171.58400000,2.00000000,-.14661400,.44586060,.00002620,-.00000488,-.26527800,-.23529270,.00005240,.00000274,-8.14227000,-.01492000,.00000200,213.48589000,15.00353000,.00000000,.57124600,.00001050,-.00000980,.02498400,.00001040,-.00000970,.00468780,.00466440,-3.00000000,3.00000000,2,0,0,0,70,18,40
2043,4,9,"18:57:49",87.20000000,535,149,"T+",1.00315000,1.00955000,"61.3N","152.0E",61.31160000,151.96497000,.00000000,73.70000000,.00000000,"00m00s",.00000000,9603.00000000,481.00000000,2467349.29000000,19.00000000,-.44778900,.51360000,.00005650,-.00000849,.89790400,.26972800,-.00009270,-.00000467,7.74980000,.01480800,-.00000200,104.61505000,15.00406000,.00000000,.53534300,-.00005460,-.00001280,-.01074100,-.00005440,-.00001270,.00466800,.00464480,-3.00000000,3.00000000,1,1,1,1,71,22,10
2043,10,3,"03:01:49",87.60000000,541,154,"A-",-1.01020000,.94967000,"61.0S","35.3E",-60.96082000,35.26282000,.00000000,98.00000000,.00000000,"00m00s",.00000000,9604.00000000,481.00000000,2467525.62600000,3.00000000,-.50047100,.45564620,.00001830,-.00000545,-.87766000,-.25050680,.00006280,.00000316,-3.88200000,-.01549800,.00000100,227.70958000,15.00439000,.00000000,.56258900,.00010130,-.00001030,.01637000,.00010080,-.00001030,.00467230,.00464900,-3.00000000,3.00000000,2,-1,-1,-1,71,8,10
2044,2,28,"20:24:39",87.90000000,546,121,"As",-.99536000,.96000000,"62.2S","25.6W",-62.18129000,-25.61475000,3.70000000,260.10000000,.00000000,"02m27s",147.20000000,9605.00000000,481.00000000,2467674.35000000,20.00000000,.26971000,.47362160,-.00001940,-.00000618,-.98305500,.24971320,.00009440,-.00000342,-7.86255000,.01517000,.00000100,116.87964000,15.00310000,.00000000,.55792100,-.00011320,-.00001100,.01172400,-.00011270,-.00001100,.00472090,.00469740,-3.00000000,3.00000000,2,-1,-1,0,71,62,1
2044,8,23,"01:17:02",88.30000000,552,126,"T",.96130000,1.03644000,"64.3N","120.4W",64.33569000,-120.44647000,15.40000000,263.90000000,452.70000000,"02m04s",123.80000000,9606.00000000,481.00000000,2467850.55300000,1.00000000,.27951100,.51077800,-.00006100,-.00000797,.93384000,-.25128210,-.00010950,.00000413,11.26904000,-.01358200,-.00000200,194.34898000,15.00401000,.00000000,.53769000,.00010280,-.00001220,-.00840600,.00010230,-.00001220,.00462320,.00460010,-3.00000000,3.00000000,1,1,0,0,72,49,1
2045,2,16,"23:56:07",88.70000000,558,131,"A",-.31254000,.92846000,"28.3S","166.2W",-28.25643000,-166.19824000,71.60000000,331.00000000,281.20000000,"07m47s",466.50000000,9607.00000000,481.00000000,2468028.49700000,.00000000,.16709400,.45625530,-.00002940,-.00000512,-.26616400,.22355770,.00007840,-.00000268,-11.91637000,.01406600,.00000300,176.51630000,15.00190000,.00000000,.57177600,-.00006260,-.00001000,.02551000,-.00006230,-.00001000,.00473320,.00470960,-3.00000000,3.00000000,2,0,0,0,70,52,4
2045,8,12,"17:42:39",89.10000000,564,136,"T",.21161000,1.07735000,"25.9N","78.5W",25.90992000,-78.53650000,77.60000000,205.70000000,255.60000000,"06m06s",365.70000000,9608.00000000,481.00000000,2468205.23800000,18.00000000,.24066000,.53321990,-.00005350,-.00000902,.12409400,-.23881440,-.00009660,.00000423,14.67394000,-.01210700,-.00000300,88.76048000,15.00317000,.00000000,.53094300,-.00000290,-.00001290,-.01511900,-.00000290,-.00001280,.00461370,.00459080,-3.00000000,3.00000000,1,0,0,0,71,39,4
2046,2,5,"23:06:26",89.50000000,570,141,"A",.37654000,.92320000,"4.8N","171.4W",4.78195000,-171.39459000,67.90000000,157.40000000,310.10000000,"09m42s",582.40000000,9609.00000000,481.00000000,2468382.46300000,23.00000000,-.19963200,.46410920,-.00003710,-.00000516,.32384900,.20130550,.00007380,-.00000240,-15.64727000,.01232800,.00000400,161.51135000,15.00045000,.00000000,.57336200,.00004560,-.00001000,.02708800,.00004540,-.00000990,.00474320,.00471950,-3.00000000,3.00000000,2,0,0,0,70,25,20
2046,8,2,"10:21:13",89.90000000,576,146,"T",-.53497000,1.05315000,"12.7S","15.2E",-12.72966000,15.17865000,57.60000000,20.70000000,206.00000000,"04m51s",291.30000000,9610.00000000,481.00000000,2468559.93100000,10.00000000,-.38219300,.53183310,-.00001080,-.00000838,-.42529900,-.20697870,-.00008980,.00000345,17.65568000,-.01027100,-.00000400,328.41595000,15.00211000,.00000000,.53621100,-.00007980,-.00001220,-.00987700,-.00007940,-.00001220,.00460660,.00458360,-3.00000000,3.00000000,1,-1,0,0,76,29,20
2047,1,26,"01:33:18",90.40000000,582,151,"P",1.04497000,.89075000,"62.9N","111.7E",62.86615000,111.73840000,.00000000,134.90000000,.00000000,"00m00s",.00000000,9611.00000000,481.00000000,2468736.56500000,2.00000000,-.13482200,.49846870,-.00005200,-.00000636,1.06279400,.18109040,.00006610,-.00000246,-18.76767000,.01001800,.00000500,206.91579000,14.99900000,.00000000,.56168400,.00010520,-.00001090,.01546900,.00010470,-.00001090,.00474980,.00472610,-3.00000000,3.00000000,4,1,1,1,72,16,10
2047,6,23,"10:52:31",90.70000000,587,118,"P",1.37663000,.31290000,"65.8N","178.0W",65.76726000,-178.00684000,.00000000,345.50000000,.00000000,"00m00s",.00000000,9612.00000000,481.00000000,2468884.95300000,11.00000000,.21888000,.52008470,-.00001130,-.00000642,1.36068900,-.05858210,-.00020980,.00000081,23.41617000,-.00044600,-.00000500,344.42908000,14.99909000,.00000000,.55723200,-.00010340,-.00001030,.01103900,-.00010290,-.00001030,.00460100,.00457800,-3.00000000,3.00000000,4,1,1,1,72,70,1
2047,7,22,"22:36:17",90.80000000,588,156,"P",-1.34767000,.36044000,"63.4S","160.2E",-63.44096000,160.17212000,.00000000,39.70000000,.00000000,"00m00s",.00000000,9613.00000000,481.00000000,2468914.44200000,23.00000000,-.20683300,.51307610,-.00001180,-.00000684,-1.34861000,-.16373120,-.00006500,.00000235,20.13154000,-.00805600,-.00000500,163.36028000,15.00097000,.00000000,.54987300,-.00012590,-.00001090,.00371700,-.00012530,-.00001090,.00460200,.00457910,-3.00000000,3.00000000,4,-1,-1,-1,69,3,10
2047,12,16,"23:50:12",91.10000000,593,123,"P",-1.06606000,.88165000,"66.4S","6.6W",-66.44295000,-6.60156000,.00000000,187.70000000,.00000000,"00m00s",.00000000,9614.00000000,481.00000000,2469061.49300000,.00000000,.15609400,.57674300,-.00002800,-.00000955,-1.05876900,.03364000,.00023790,-.00000070,-23.33400900,-.00170000,.00000600,181.06412000,14.99647000,.00000000,.54056700,.00005890,-.00001290,-.00554300,.00005860,-.00001280,.00475060,.00472690,-3.00000000,3.00000000,4,-1,-1,-1,70,55,1
2048,6,11,"12:58:53",91.50000000,599,128,"A",.64684000,.94414000,"63.7N","11.5W",63.68808000,-11.50757000,49.40000000,184.00000000,271.50000000,"04m58s",298.40000000,9615.00000000,481.00000000,2469239.04100000,13.00000000,.03164600,.50563430,-.00000390,-.00000567,.64613800,-.01737280,-.00017060,.00000028,23.14489900,.00265100,-.00000500,15.03363000,14.99915000,.00000000,.56587300,-.00001580,-.00000970,.01963700,-.00001570,-.00000960,.00460560,.00458270,-3.00000000,3.00000000,2,1,0,0,73,60,2
2048,12,5,"15:35:27",92.00000000,605,133,"T",-.39729000,1.04400000,"46.1S","56.4W",-46.13246000,-56.37115000,66.40000000,1.40000000,160.30000000,"03m28s",207.60000000,9616.00000000,481.00000000,2469416.15000000,16.00000000,.23019800,.58065400,-.00000240,-.00000978,-.40162800,-.01070190,.00019240,.00000007,-22.49575000,-.00493100,.00000600,62.27963000,14.99715000,.00000000,.53890000,-.00005060,-.00001300,-.00720200,-.00005030,-.00001300,.00474450,.00472090,-3.00000000,3.00000000,1,0,0,0,72,47,4
2049,5,31,"13:59:59",92.40000000,611,138,"A",-.11871000,.96312000,"15.3N","29.9W",15.30913000,-29.85138000,83.30000000,357.60000000,134.40000000,"04m45s",285.30000000,9617.00000000,481.00000000,2469593.08300000,14.00000000,.00529500,.51556750,-.00000590,-.00000612,-.11858700,.02221670,-.00013630,-.00000018,22.02430900,.00564900,-.00000500,30.54618000,14.99974000,.00000000,.56122700,.00008050,-.00001010,.01501400,.00008010,-.00001000,.00461230,.00458940,-3.00000000,3.00000000,2,0,0,0,70,33,44
2049,11,25,"05:33:48",92.80000000,617,143,"H",.29427000,1.00570000,"3.8S","95.2E",-3.80375000,95.24896000,72.90000000,185.00000000,20.70000000,"00m38s",37.50000000,9618.00000000,481.00000000,2469770.73200000,6.00000000,.26914200,.55388070,.00001810,-.00000821,.27052300,-.05142780,.00012980,.00000067,-20.82803000,-.00790100,.00000500,273.25436000,14.99826000,.00000000,.54905800,-.00012280,-.00001190,.00290500,-.00012220,-.00001190,.00473630,.00471280,-3.00000000,3.00000000,3,0,0,0,72,25,40
2050,5,20,"20:42:50",93.70000000,623,148,"H",-.86878000,1.00379000,"40.1S","123.7W",-40.09238000,-123.71271000,29.40000000,352.00000000,26.60000000,"00m21s",21.30000000,9619.00000000,481.00000000,2469947.36300000,21.00000000,.25470400,.54296410,-.00001300,-.00000761,-.84520200,.06247110,-.00009460,-.00000080,20.15501000,.00833200,-.00000500,135.84935000,15.00070000,.00000000,.54741000,.00011080,-.00001130,.00126600,.00011030,-.00001120,.00462070,.00459760,-3.00000000,3.00000000,3,-1,0,0,75,23,10
2050,11,14,"13:30:53",94.70000000,629,153,"P",1.04468000,.88737000,"69.5N","1.0E",69.52758000,1.02551000,.00000000,205.80000000,.00000000,"00m00s",.00000000,9620.00000000,481.00000000,2470125.06300000,14.00000000,.41772000,.51573420,.00001710,-.00000638,.99055800,-.08366200,.00007030,.00000095,-18.36298900,-.01052000,.00000400,33.89332000,14.99967000,.00000000,.56411300,-.00011160,-.00001060,.01788500,-.00011100,-.00001050,.00472620,.00470270,-3.00000000,3.00000000,4,1,1,1,70,11,10
2051,4,11,"02:10:39",95.50000000,634,120,"P",1.01694000,.98490000,"71.6N","32.2E",71.62623000,32.18976000,.00000000,62.90000000,.00000000,"00m00s",.00000000,9621.00000000,482.00000000,2470272.59100000,2.00000000,-.38758800,.55919590,.00003430,-.00000951,.94585100,.16540970,-.00010760,-.00000272,8.24855000,.01493100,-.00000200,209.70674000,15.00410000,.00000000,.53399600,.00002530,-.00001290,-.01208200,.00002520,-.00001290,.00466640,.00464320,-3.00000000,3.00000000,4,1,1,1,71,63,1
2051,10,4,"21:02:14",96.50000000,640,125,"P",-1.20938000,.60241000,"72.0S","117.7E",-72.04533000,117.73352000,.00000000,105.00000000,.00000000,"00m00s",.00000000,9622.00000000,482.00000000,2470449.37700000,21.00000000,-.37927100,.48297250,.00001740,-.00000544,-1.14852700,-.15116370,.00007250,.00000164,-4.58145000,-.01566900,.00000100,137.84663000,15.00435000,.00000000,.56953000,.00004030,-.00000980,.02327500,.00004010,-.00000980,.00467490,.00465160,-3.00000000,3.00000000,4,-1,-1,-1,73,56,1
2052,3,30,"18:31:53",97.50000000,646,130,"T",.32385000,1.04663000,"22.4N","102.5W",22.37939000,-102.53088000,71.00000000,161.30000000,163.70000000,"04m08s",248.10000000,9623.00000000,482.00000000,2470627.27200000,19.00000000,.16016700,.54831470,.00001180,-.00000893,.38952000,.17170270,-.00004230,-.00000272,4.26382000,.01570700,-.00000100,103.96399000,15.00442000,.00000000,.53829800,-.00009080,-.00001260,-.00780100,-.00009030,-.00001250,.00468070,.00465740,-3.00000000,3.00000000,1,0,0,0,73,54,4
2052,9,22,"23:39:10",98.50000000,652,135,"A",-.44804000,.97338000,"25.7S","175.0E",-25.68813000,174.98724000,63.20000000,19.60000000,106.00000000,"02m51s",171.00000000,9624.00000000,482.00000000,2470803.48600000,.00000000,.03831100,.50347390,-.00001570,-.00000641,-.48267700,-.16109530,.00002920,.00000197,-.26991000,-.01582500,.00000000,181.92548000,15.00486000,.00000000,.55784400,.00010750,-.00001060,.01164900,.00010690,-.00001060,.00465980,.00463660,-3.00000000,3.00000000,2,-1,0,0,71,41,2
2053,3,20,"07:08:19",99.50000000,658,140,"A",-.40894000,.99189000,"23.0S","83.0E",-23.01531000,82.95807000,65.70000000,340.80000000,31.10000000,"00m50s",49.50000000,9625.00000000,482.00000000,2470981.79700000,7.00000000,.05291200,.51787240,.00001410,-.00000717,-.41245800,.16588340,.00002660,-.00000221,.05353000,.01606300,.00000000,283.16190000,15.00433000,.00000000,.55268200,-.00012130,-.00001130,.00651100,-.00012070,-.00001130,.00469560,.00467220,-3.00000000,3.00000000,2,0,0,0,71,31,40
2053,9,12,"09:34:09",100.40000000,664,145,"T",.31395000,1.03285000,"21.5N","41.7E",21.46777000,41.72241000,71.60000000,198.60000000,116.40000000,"03m04s",184.10000000,9626.00000000,482.00000000,2471157.89900000,10.00000000,.32524200,.53643300,-.00003750,-.00000817,.22689000,-.16857940,-.00002910,.00000249,3.91319000,-.01551200,-.00000100,330.96356000,15.00499000,.00000000,.54186400,.00009900,-.00001200,-.00425200,.00009850,-.00001190,.00464540,.00462230,-3.00000000,3.00000000,1,0,0,0,77,24,30
2054,3,9,"12:33:40",101.40000000,670,150,"P",-1.17111000,.66781000,"72.0S","97.9E",-72.04282000,97.92560000,.00000000,256.00000000,.00000000,"00m00s",.00000000,9627.00000000,482.00000000,2471336.02300000,13.00000000,.56600500,.48941810,-.00001830,-.00000574,-1.04966000,.15395090,.00007230,-.00000173,-4.28061000,.01594100,.00000100,12.40065000,15.00382000,.00000000,.56799000,-.00009100,-.00001020,.02174300,-.00009060,-.00001010,.00471040,.00468700,-3.00000000,3.00000000,4,-1,-1,-1,71,19,10
2054,8,3,"18:04:02",102.30000000,675,117,"Pe",-1.49414000,.06555000,"69.8S","121.3W",-69.77338000,-121.34735000,.00000000,30.70000000,.00000000,"00m00s",.00000000,9628.00000000,482.00000000,2471483.25300000,18.00000000,-.31496300,.57296700,-.00000030,-.00000972,-1.46108900,-.10786220,-.00003210,.00000175,17.29013100,-.01077800,-.00000400,88.44230000,15.00236000,.00000000,.53089400,-.00002280,-.00001280,-.01516800,-.00002270,-.00001270,.00460710,.00458420,-3.00000000,3.00000000,4,-1,-1,-1,71,71,1
2054,9,2,"01:09:34",102.40000000,676,155,"P",1.02148000,.97930000,"71.7N","82.3W",71.68141000,-82.34869000,.00000000,295.90000000,.00000000,"00m00s",.00000000,9629.00000000,482.00000000,2471512.54800000,1.00000000,.20258600,.55893720,-.00003060,-.00000950,1.00549500,-.16647930,-.00010460,.00000275,7.88291000,-.01479300,-.00000200,195.05238000,15.00471000,.00000000,.53228900,.00003190,-.00001280,-.01378000,.00003170,-.00001280,.00463250,.00460940,-3.00000000,3.00000000,4,1,1,1,71,8,10
2055,1,27,"17:54:05",103.30000000,681,122,"P",1.15497000,.69323000,"69.5N","112.2W",69.54861000,-112.24969000,.00000000,154.10000000,.00000000,"00m00s",.00000000,9630.00000000,482.00000000,2471660.24600000,18.00000000,-.13582900,.50384300,-.00002320,-.00000583,1.14805500,.08199030,.00006610,-.00000087,-18.32369000,.01066200,.00000500,86.82603000,14.99925000,.00000000,.57127900,.00006870,-.00001010,.02501600,.00006840,-.00001010,.00474940,.00472580,-3.00000000,3.00000000,4,1,1,1,70,60,1
2055,7,24,"09:57:50",104.30000000,687,127,"T",-.80119000,1.03590000,"33.3S","25.8E",-33.28205000,25.79187000,36.50000000,8.00000000,201.80000000,"03m17s",196.80000000,9631.00000000,482.00000000,2471837.91500000,10.00000000,-.07948500,.55823020,.00000280,-.00000852,-.79749500,-.06995150,-.00009360,.00000099,19.81362000,-.00862800,-.00000500,328.34845000,15.00123000,.00000000,.53937100,-.00010590,-.00001190,-.00673300,-.00010540,-.00001180,.00460210,.00457920,-3.00000000,3.00000000,1,-1,0,0,82,60,2
2056,1,16,"22:16:45",105.30000000,693,132,"A",.41993000,.97595000,"3.9N","153.5W",3.91561000,-153.53027000,65.10000000,175.10000000,94.50000000,"02m52s",172.50000000,9632.00000000,482.00000000,2472014.42800000,22.00000000,-.18878600,.53814570,-.00002320,-.00000734,.40431900,.04952310,.00012150,-.00000058,-20.84804900,.00793400,.00000500,147.56911000,14.99790000,.00000000,.55718100,.00012730,-.00001130,.01098800,.00012670,-.00001130,.00475370,.00473000,-3.00000000,3.00000000,2,0,0,0,71,48,4
2056,7,12,"20:21:59",106.30000000,699,137,"A",-.04260000,.98777000,"19.4N","123.7W",19.44063000,-123.73163000,87.70000000,3.30000000,43.20000000,"01m26s",85.90000000,9633.00000000,482.00000000,2472192.34900000,20.00000000,-.19617300,.52878110,.00001560,-.00000676,-.03170700,-.02950300,-.00014100,.00000029,21.76135100,-.00608100,-.00000500,118.53377000,15.00015000,.00000000,.55416800,-.00010230,-.00001060,.00799100,-.00010180,-.00001050,.00459970,.00457680,-3.00000000,3.00000000,2,0,0,0,70,38,44
2057,1,5,"09:47:52",107.30000000,705,142,"T",-.28371000,1.02873000,"39.2S","35.2E",-39.21643000,35.19196000,73.30000000,358.90000000,101.60000000,"02m29s",148.60000000,9634.00000000,482.00000000,2472368.90800000,10.00000000,.12033800,.57226640,-.00002090,-.00000922,-.28177100,.00942140,.00018310,-.00000005,-22.52547100,.00487600,.00000600,328.63068000,14.99692000,.00000000,.54304300,.00007700,-.00001270,-.00307900,.00007670,-.00001260,.00475480,.00473120,-3.00000000,3.00000000,1,0,0,0,72,25,40
2057,7,1,"23:40:15",108.30000000,711,147,"A",.74552000,.94638000,"71.5N","176.2W",71.49472000,-176.20197000,41.50000000,176.80000000,298.20000000,"04m22s",262.50000000,9635.00000000,482.00000000,2472546.48600000,.00000000,.15240000,.50751870,.00000300,-.00000575,.74863100,.00983530,-.00017460,-.00000020,23.00357100,-.00319200,-.00000500,178.95947000,14.99935000,.00000000,.56472100,-.00004250,-.00000970,.01849100,-.00004230,-.00000970,.00459980,.00457690,-3.00000000,3.00000000,2,1,0,0,80,25,20
2057,12,26,"01:14:35",109.30000000,717,152,"T",-.94050000,1.03478000,"84.9S","21.8E",-84.85100000,21.78827000,19.40000000,141.40000000,354.80000000,"01m50s",109.90000000,9636.00000000,482.00000000,2472723.55200000,1.00000000,-.19915700,.58180500,.00002410,-.00000990,-.93002000,-.03588380,.00023350,.00000075,-23.34527000,.00160200,.00000600,194.88423000,14.99642000,.00000000,.53848600,-.00001030,-.00001310,-.00761300,-.00001030,-.00001310,.00475340,.00472980,-3.00000000,3.00000000,1,-1,0,0,70,15,20
2058,5,22,"10:39:25",110.20000000,722,119,"P",-1.31938000,.41408000,"63.5S","61.1E",-63.53037000,61.13977000,.00000000,321.70000000,.00000000,"00m00s",.00000000,9637.00000000,482.00000000,2472870.94400000,11.00000000,.56028600,.49982600,.00000110,-.00000612,-1.20791100,.15412090,-.00007490,-.00000204,20.48373000,.00771700,-.00000500,345.81442000,15.00043000,.00000000,.55811100,.00009150,-.00001040,.01191400,.00009100,-.00001030,.00461980,.00459680,-3.00000000,3.00000000,4,-1,-1,-1,71,68,1
