region,Hemisphere,seg_index,face,plot_order
putamen_posterior,L,30,medial,1
putamen_anterior,L,29,medial,2
accumbens_core,L,26,medial,3
accumbens_shell,L,25,medial,4
caudate_anterior,L,31,medial,5
caudate_posterior,L,32,medial,6
pallidum_posterior,L,27,medial,7
pallidum_anterior,L,28,medial,8
amygdala_lateral,L,19,medial,9
amygdala_medial,L,20,medial,10
hippocampus_posterior,L,18,medial,11
hippocampus_anterior,L,17,medial,12
thalamus_DP,L,21,medial,13
thalamus_VP,L,22,medial,14
thalamus_DA,L,24,medial,15
thalamus_VA,L,23,medial,16
thalamus_VA,L,23,lateral,17
thalamus_DA,L,24,lateral,18
thalamus_DP,L,21,lateral,19
thalamus_VP,L,22,lateral,20
hippocampus_posterior,L,18,lateral,21
hippocampus_anterior,L,17,lateral,22
amygdala_medial,L,20,lateral,23
amygdala_lateral,L,19,lateral,24
caudate_posterior,L,32,lateral,25
caudate_anterior,L,31,lateral,26
accumbens_core,L,26,lateral,27
putamen_anterior,L,47,lateral,28
putamen_posterior,L,30,lateral,29
putamen_posterior,R,14,medial,30
putamen_anterior,R,13,medial,31
accumbens_core,R,10,medial,32
accumbens_shell,R,9,medial,33
caudate_anterior,R,15,medial,34
caudate_posterior,R,16,medial,35
pallidum_posterior,R,11,medial,36
pallidum_anterior,R,12,medial,37
amygdala_lateral,R,3,medial,38
amygdala_medial,R,4,medial,39
hippocampus_posterior,R,2,medial,40
hippocampus_anterior,R,1,medial,41
thalamus_DP,R,5,medial,42
thalamus_VP,R,6,medial,43
thalamus_DA,R,8,medial,44
thalamus_VA,R,7,medial,45
thalamus_VA,R,7,lateral,46
thalamus_DA,R,8,lateral,47
thalamus_DP,R,5,lateral,48
thalamus_VP,R,6,lateral,49
hippocampus_posterior,R,2,lateral,50
hippocampus_anterior,R,1,lateral,51
amygdala_medial,R,4,lateral,52
amygdala_lateral,R,3,lateral,53
caudate_posterior,R,16,lateral,54
caudate_anterior,R,15,lateral,55
accumbens_core,R,10,lateral,56
putamen_anterior,R,31,lateral,57
putamen_posterior,R,14,lateral,58
