region,Hemisphere,seg_index,face,plot_order
thalamus_DA_med,L,38,lateral,1
thalamus_VA_sup,L,37,lateral,2
thalamus_VP_lat,L,36,lateral,3
thalamus_DA_lat,L,39,lateral,4
thalamus_DP,L,50,lateral,5
hippocampus_tail,L,34,lateral,6
hippocampus_body,L,33,lateral,7
amygdala_med,L,49,lateral,8
hippocampus_head_lat,L,32,lateral,9
amygdala_lat,L,48,lateral,10
accumbens_core,L,52,lateral,11
caudate_DA,L,45,lateral,12
caudate_body,L,46,lateral,13
caudate_tail,L,47,lateral,14
putamen_VA,L,40,lateral,15
putamen_DA,L,41,lateral,16
putamen_DP,L,43,lateral,17
putamen_VP,L,42,lateral,18
putamen_DA,L,41,medial,19
putamen_VP,L,42,medial,20
putamen_DP,L,43,medial,21
putamen_VA,L,40,medial,22
accumbens_core,L,52,medial,23
accumbens_shell,L,51,medial,24
caudate_DA,L,45,medial,25
caudate_VA,L,44,medial,26
caudate_body,L,46,medial,27
caudate_tail,L,47,medial,28
amygdala_lat,L,48,medial,29
hippocampus_head_lat,L,32,medial,30
hippocampus_body,L,33,medial,31
hippocampus_head_med_1,L,28,medial,32
hippocampus_head_med_2,L,29,medial,33
amygdala_med,L,49,medial,34
hippocampus_tail,L,34,medial,35
GP_post,L,53,medial,36
GP_ant,L,54,medial,37
thalamus_DA_lat,L,39,medial,38
thalamus_DP,L,50,medial,39
thalamus_VP_med,L,35,medial,40
thalamus_VA_inf_post,L,30,medial,41
thalamus_VA_inf_ant,L,31,medial,42
thalamus_DA_med,L,38,medial,43
thalamus_VA_sup,L,37,medial,44
