region,Hemisphere,seg_index,face,plot_order
thalamus_DA_med,R,11,lateral,1
thalamus_VA_sup,R,10,lateral,2
thalamus_VP_lat,R,9,lateral,3
thalamus_DA_lat,R,12,lateral,4
thalamus_DP,R,23,lateral,5
hippocampus_tail,R,7,lateral,6
hippocampus_body,R,6,lateral,7
amygdala_med,R,22,lateral,8
hippocampus_head_lat,R,5,lateral,9
amygdala_lat,R,21,lateral,10
accumbens_core,R,25,lateral,11
caudate_DA,R,18,lateral,12
caudate_body,R,19,lateral,13
caudate_tail,R,20,lateral,14
putamen_VA,R,13,lateral,15
putamen_DA,R,14,lateral,16
putamen_DP,R,16,lateral,17
putamen_VP,R,15,lateral,18
putamen_DA,R,14,medial,19
putamen_VP,R,15,medial,20
putamen_DP,R,16,medial,21
putamen_VA,R,13,medial,22
accumbens_core,R,25,medial,23
accumbens_shell,R,24,medial,24
caudate_DA,R,18,medial,25
caudate_VA,R,17,medial,26
caudate_body,R,19,medial,27
caudate_tail,R,20,medial,28
amygdala_lat,R,21,medial,29
hippocampus_head_lat,R,5,medial,30
hippocampus_body,R,6,medial,31
hippocampus_head_med_1,R,1,medial,32
hippocampus_head_med_2,R,2,medial,33
amygdala_med,R,22,medial,34
hippocampus_tail,R,7,medial,35
GP_post,R,26,medial,36
GP_ant,R,27,medial,37
thalamus_DA_lat,R,12,medial,38
thalamus_DP,R,23,medial,39
thalamus_VP_med,R,8,medial,40
thalamus_VA_inf_post,R,3,medial,41
thalamus_VA_inf_ant,R,4,medial,42
thalamus_DA_med,R,11,medial,43
thalamus_VA_sup,R,10,medial,44
