model	omega	E_kin	U	V	V0m	cdw	cdw_1	mu	t	ave_V0m	ave_cdw	ave_mu	ave_t	ave_U_1	ave_V_1	ave_V0m_1	ave_cdw_1	ave_mu_1	ave_t_1	var_U_1	var_V_1	var_V0m_1	var_cdw_1	var_mu_1	var_t_1	E0_1	sector_1	githash	2der_cdw_1	2der_V0m	omegaH	time
1D_L4	-6.4236545	1.1930291	4	4	5.655982	0	0.091006274	10	1	0.35356413	-0.69042946	0.99999983	-0.80672331	0.41744368	0.16301153	0.35356471	-0.71804437	1	-0.66072529	0.019927746	0.083791525	0.0074715743	0.2521441	0	0.31258318	-25.617981	R0:N4:S0:1	3bcaa91	0.9214	-0.2233	-7.4233462	2022-01-31@16:08
1D_L4	-6.3971047	1.1767467	4	3.98	5.6289393	0	0.091035704	9.96	1	0.35354873	-0.68263366	1.0000001	-0.81335765	0.41549725	0.16659731	0.35354848	-0.71012691	1	-0.66787578	0.02033592	0.085103439	0.0076079933	0.25835563	0	0.31046257	-25.509494	R0:N4:S0:1	3bcaa91	2.505	2.347	-7.3922353	2022-01-31@16:08
1D_L4	-6.3710818	1.1599709	4	3.96	5.6006051	0	0.090944479	9.92	1	0.35354927	-0.67435326	1.0000001	-0.82011889	0.41346548	0.17030656	0.35354904	-0.70168102	1	-0.67524587	0.020757136	0.086427391	0.0077489383	0.26497333	0	0.30823364	-25.402782	R0:N4:S0:1	3bcaa91	2.137	1.723	-7.3611947	2022-01-31@16:08
1D_L4	-6.3451228	1.1431071	4	3.94	5.5722936	0	0.090799757	9.88	1	0.35354952	-0.66572669	1.0000001	-0.82697471	0.41136093	0.17414015	0.35354931	-0.69286036	1	-0.68277324	0.02118794	0.08776869	0.0078933532	0.27179142	0	0.30588945	-25.296193	R0:N4:S0:1	3bcaa91	2.053	1.564	-7.3302261	2022-01-31@16:08
1D_L4	-6.3192382	1.1261479	4	3.92	5.5439806	0	0.090598081	9.84	1	0.35354982	-0.6567354	1.0000001	-0.83392541	0.40918071	0.17810217	0.35354962	-0.68364498	1	-0.69046048	0.021628238	0.089125845	0.0080412993	0.27881099	0	0.30342366	-25.189767	R0:N4:S0:1	3bcaa91	1.983	1.437	-7.2993314	2022-01-31@16:08
1D_L4	-6.2934301	1.1090925	4	3.9	5.5156662	0	0.090333877	9.8	1	0.35355015	-0.64735501	1.0000001	-0.84097208	0.40692139	0.1821981	0.35354997	-0.6740086	1	-0.69831181	0.022077974	0.09049775	0.0081928655	0.28603793	0	0.30082961	-25.083503	R0:N4:S0:1	3bcaa91	1.924	1.333	-7.2685126	2022-01-31@16:08
1D_L4	-6.2677002	1.09194	4	3.88	5.4873506	0	0.09000107	9.76	1	0.35355052	-0.63755884	1.0000001	-0.84811567	0.40457941	0.18643363	0.35355035	-0.66392256	1	-0.70633143	0.022537049	0.091883099	0.00834814	0.29347793	0	0.2981003	-24.977401	R0:N4:S0:1	3bcaa91	1.874	1.247	-7.2377717	2022-01-31@16:08
1D_L4	-6.2420507	1.0746894	4	3.86	5.4590343	0	0.0895928	9.72	1	0.35355091	-0.62731703	1	-0.85535716	0.40215096	0.1908148	0.35355077	-0.65335492	1	-0.71452377	0.023005316	0.093280399	0.0085072138	0.30113705	0	0.29522834	-24.87146	R0:N4:S0:1	3bcaa91	1.83	1.177	-7.2071108	2022-01-31@16:08
1D_L4	-6.2164834	1.05734	4	3.84	5.4307177	0	0.089101424	9.68	1	0.35355133	-0.61659634	1	-0.86269749	0.39963204	0.19534795	0.35355121	-0.64227023	1	-0.72289332	0.02348257	0.094687929	0.0086701786	0.30902139	0	0.29220598	-24.765678	R0:N4:S0:1	3bcaa91	1.792	1.121	-7.176532	2022-01-31@16:08
1D_L4	-6.1910004	1.0398911	4	3.82	5.4024015	0	0.088518377	9.64	1	0.35355177	-0.60535952	1	-0.87013753	0.39701842	0.20003977	0.35355168	-0.63062891	1	-0.73144473	0.023968546	0.096103716	0.0088371272	0.31713711	0	0.28902503	-24.660053	R0:N4:S0:1	3bcaa91	1.758	1.076	-7.1460378	2022-01-31@16:08
