# Serial 2TCM (k4=0) with k1:0.50; k2:0.50; k3:0.25
# Times[minutes] Activity[kBq/ml]
0.000000e+00 -1.409912e+01
3.011960e-01 -1.010438e+01
6.023920e-01 1.016404e+01
9.035880e-01 -5.224762e+00
1.204784e+00 1.682141e+01
1.505980e+00 1.294289e+01
1.807176e+00 3.298429e+01
2.108372e+00 3.609896e+01
2.409568e+00 2.456076e+01
2.710764e+00 3.626244e+01
3.011960e+00 4.201067e+01
3.313156e+00 3.670736e+01
3.614352e+00 3.444039e+01
3.915548e+00 3.879212e+01
4.216744e+00 4.229144e+01
4.517940e+00 4.587526e+01
4.819136e+00 5.091290e+01
5.120332e+00 4.196760e+01
5.421528e+00 5.685016e+01
5.722724e+00 2.723699e+01
6.023920e+00 4.082083e+01
6.325116e+00 4.902098e+01
6.626312e+00 3.200092e+01
6.927508e+00 6.105850e+01
7.228704e+00 4.819805e+01
7.529900e+00 4.171407e+01
7.831096e+00 3.489816e+01
8.132292e+00 3.476074e+01
8.433488e+00 5.019922e+01
8.734684e+00 4.562633e+01
9.035880e+00 6.829232e+01
9.337076e+00 3.730618e+01
9.638272e+00 5.475908e+01
9.939468e+00 4.842946e+01
1.024066e+01 5.073782e+01
1.054186e+01 5.113110e+01
1.084306e+01 4.782571e+01
1.114425e+01 3.304904e+01
1.144545e+01 6.101293e+01
1.174664e+01 5.956139e+01
1.204784e+01 5.558459e+01
1.234904e+01 5.757984e+01
1.265023e+01 6.463781e+01
1.295143e+01 4.115002e+01
1.325262e+01 6.978307e+01
1.355382e+01 5.923714e+01
1.385502e+01 4.428326e+01
1.415621e+01 6.436417e+01
1.445741e+01 4.971572e+01
1.475860e+01 5.720879e+01
1.505980e+01 6.794720e+01
1.536100e+01 5.796817e+01
1.566219e+01 6.084296e+01
1.596339e+01 5.986325e+01
1.626458e+01 5.090925e+01
1.656578e+01 7.069854e+01
1.686698e+01 6.441836e+01
1.716817e+01 5.340980e+01
1.746937e+01 6.988289e+01
1.777056e+01 7.455438e+01
1.807176e+01 5.783101e+01
1.837296e+01 7.006663e+01
1.867415e+01 5.699447e+01
1.897535e+01 7.552616e+01
1.927654e+01 6.842739e+01
1.957774e+01 7.434135e+01
1.987894e+01 6.712439e+01
2.018013e+01 7.552344e+01
2.048133e+01 5.755970e+01
2.078252e+01 8.157811e+01
2.108372e+01 7.922177e+01
2.138492e+01 7.669118e+01
2.168611e+01 6.392958e+01
2.198731e+01 7.602891e+01
2.228850e+01 6.585524e+01
2.258970e+01 8.037566e+01
2.289090e+01 6.372595e+01
2.319209e+01 8.250330e+01
2.349329e+01 6.943566e+01
2.379448e+01 7.018457e+01
2.409568e+01 8.620203e+01
2.439688e+01 6.878431e+01
2.469807e+01 8.734933e+01
2.499927e+01 7.492214e+01
2.530046e+01 8.237152e+01
2.560166e+01 6.988433e+01
2.590286e+01 8.083908e+01
2.620405e+01 8.613499e+01
