# Serial 2TCM with k1:0.50; k2:0.85; k3:0.25; k4:0.01
# Times[minutes] Activity[kBq/ml]
0.000000e+00 0.000000e+00
3.011960e-01 0.000000e+00
6.023920e-01 0.000000e+00
9.035880e-01 6.585020e+00
1.204784e+00 1.454379e+01
1.505980e+00 2.305755e+01
1.807176e+00 2.487836e+01
2.108372e+00 2.551210e+01
2.409568e+00 2.566087e+01
2.710764e+00 2.566702e+01
3.011960e+00 2.567517e+01
3.313156e+00 2.573956e+01
3.614352e+00 2.587072e+01
3.915548e+00 2.606463e+01
4.216744e+00 2.631070e+01
4.517940e+00 2.659853e+01
4.819136e+00 2.691756e+01
5.120332e+00 2.725946e+01
5.421528e+00 2.761782e+01
5.722724e+00 2.798779e+01
6.023920e+00 2.836573e+01
6.325116e+00 2.874890e+01
6.626312e+00 2.913522e+01
6.927508e+00 2.952309e+01
7.228704e+00 2.991125e+01
7.529900e+00 3.029867e+01
7.831096e+00 3.068457e+01
8.132292e+00 3.106941e+01
8.433488e+00 3.145236e+01
8.734684e+00 3.183267e+01
9.035880e+00 3.221074e+01
9.337076e+00 3.258638e+01
9.638272e+00 3.295880e+01
9.939468e+00 3.332889e+01
1.024066e+01 3.369596e+01
1.054186e+01 3.406000e+01
1.084306e+01 3.442125e+01
1.114425e+01 3.477910e+01
1.144545e+01 3.513432e+01
1.174664e+01 3.548600e+01
1.204784e+01 3.583509e+01
1.234904e+01 3.618064e+01
1.265023e+01 3.652353e+01
1.295143e+01 3.686299e+01
1.325262e+01 3.719964e+01
1.355382e+01 3.753304e+01
1.385502e+01 3.786338e+01
1.415621e+01 3.819071e+01
1.445741e+01 3.851471e+01
1.475860e+01 3.883597e+01
1.505980e+01 3.915388e+01
1.536100e+01 3.946899e+01
1.566219e+01 3.978107e+01
1.596339e+01 4.008990e+01
1.626458e+01 4.039606e+01
1.656578e+01 4.069909e+01
1.686698e+01 4.099914e+01
1.716817e+01 4.129643e+01
1.746937e+01 4.159061e+01
1.777056e+01 4.188198e+01
1.807176e+01 4.217058e+01
1.837296e+01 4.245614e+01
1.867415e+01 4.273896e+01
1.897535e+01 4.301908e+01
1.927654e+01 4.329625e+01
1.957774e+01 4.357067e+01
1.987894e+01 4.384251e+01
2.018013e+01 4.411152e+01
2.048133e+01 4.437771e+01
2.078252e+01 4.464144e+01
2.108372e+01 4.490250e+01
2.138492e+01 4.516074e+01
2.168611e+01 4.541651e+01
2.198731e+01 4.566979e+01
2.228850e+01 4.592042e+01
2.258970e+01 4.616836e+01
2.289090e+01 4.641399e+01
2.319209e+01 4.665715e+01
2.349329e+01 4.689772e+01
2.379448e+01 4.713579e+01
2.409568e+01 4.737159e+01
2.439688e+01 4.760499e+01
2.469807e+01 4.783589e+01
2.499927e+01 4.806438e+01
2.530046e+01 4.829068e+01
2.560166e+01 4.851469e+01
2.590286e+01 4.873629e+01
2.620405e+01 4.895550e+01
2.650525e+01 4.917264e+01
2.680644e+01 4.938759e+01
2.710764e+01 4.960026e+01
2.740884e+01 4.981059e+01
2.771003e+01 5.001885e+01
2.801123e+01 5.022505e+01
2.831242e+01 5.042910e+01
2.861362e+01 5.063095e+01
2.891482e+01 5.083057e+01
2.921601e+01 5.102830e+01
2.951721e+01 5.122403e+01
2.981840e+01 5.141769e+01
3.011960e+01 5.160923e+01
3.042080e+01 5.179869e+01
3.072199e+01 5.198633e+01
3.102319e+01 5.217205e+01
3.132438e+01 5.235579e+01
3.162558e+01 5.253750e+01
3.192678e+01 5.271720e+01
3.222797e+01 5.289518e+01
3.252917e+01 5.307134e+01
3.283036e+01 5.324563e+01
3.313156e+01 5.341799e+01
3.343276e+01 5.358840e+01
3.373395e+01 5.375710e+01
3.403515e+01 5.392411e+01
3.433634e+01 5.408936e+01
3.463754e+01 5.425280e+01
3.493874e+01 5.441440e+01
3.523993e+01 5.457418e+01
3.554113e+01 5.473241e+01
3.584232e+01 5.488900e+01
3.614352e+01 5.504392e+01
3.644472e+01 5.519710e+01
3.674591e+01 5.534853e+01
3.704711e+01 5.549826e+01
3.734830e+01 5.564653e+01
3.764950e+01 5.579324e+01
3.795070e+01 5.593836e+01
3.825189e+01 5.608185e+01
3.855309e+01 5.622368e+01
3.885428e+01 5.636383e+01
3.915548e+01 5.650262e+01
3.945668e+01 5.663996e+01
3.975787e+01 5.677580e+01
4.005907e+01 5.691011e+01
4.036026e+01 5.704286e+01
4.066146e+01 5.717403e+01
4.096266e+01 5.730377e+01
4.126385e+01 5.743218e+01
4.156505e+01 5.755921e+01
4.186624e+01 5.768481e+01
4.216744e+01 5.780896e+01
4.246864e+01 5.793162e+01
4.276983e+01 5.805280e+01
4.307103e+01 5.817267e+01
4.337222e+01 5.829130e+01
4.367342e+01 5.840861e+01
4.397462e+01 5.852459e+01
4.427581e+01 5.863919e+01
4.457701e+01 5.875240e+01
4.487820e+01 5.886421e+01
4.517940e+01 5.897474e+01
4.548060e+01 5.908412e+01
4.578179e+01 5.919228e+01
4.608299e+01 5.929919e+01
4.638418e+01 5.940482e+01
4.668538e+01 5.950914e+01
4.698658e+01 5.961216e+01
4.728777e+01 5.971385e+01
4.758897e+01 5.981447e+01
4.789016e+01 5.991399e+01
4.819136e+01 6.001235e+01
4.849256e+01 6.010953e+01
4.879375e+01 6.020549e+01
4.909495e+01 6.030024e+01
4.939614e+01 6.039375e+01
4.969734e+01 6.048602e+01
4.999854e+01 6.057732e+01
5.029973e+01 6.066758e+01
5.060093e+01 6.075676e+01
5.090212e+01 6.084484e+01
5.120332e+01 6.093178e+01
5.150452e+01 6.101758e+01
5.180571e+01 6.110223e+01
5.210691e+01 6.118573e+01
5.240810e+01 6.126823e+01
5.270930e+01 6.134980e+01
5.301050e+01 6.143037e+01
5.331169e+01 6.150992e+01
5.361289e+01 6.158842e+01
5.391408e+01 6.166586e+01
5.421528e+01 6.174224e+01
5.451648e+01 6.181753e+01
5.481767e+01 6.189175e+01
5.511887e+01 6.196511e+01
5.542006e+01 6.203759e+01
5.572126e+01 6.210914e+01
5.602246e+01 6.217973e+01
5.632365e+01 6.224934e+01
5.662485e+01 6.231796e+01
5.692604e+01 6.238559e+01
5.722724e+01 6.245222e+01
5.752844e+01 6.251784e+01
5.782963e+01 6.258264e+01
5.813083e+01 6.264662e+01
5.843202e+01 6.270975e+01
5.873322e+01 6.277200e+01
5.903442e+01 6.283334e+01
5.933561e+01 6.289377e+01
5.963681e+01 6.295328e+01
5.993800e+01 6.301186e+01
6.023920e+01 6.306950e+01
6.054040e+01 6.312625e+01
6.084159e+01 6.318228e+01
6.114279e+01 6.323754e+01
6.144398e+01 6.329200e+01
6.174518e+01 6.334563e+01
6.204638e+01 6.339843e+01
6.234757e+01 6.345038e+01
6.264877e+01 6.350147e+01
6.294996e+01 6.355170e+01
6.325116e+01 6.360107e+01
6.355236e+01 6.364958e+01
6.385355e+01 6.369744e+01
6.415475e+01 6.374459e+01
6.445594e+01 6.379101e+01
6.475714e+01 6.383667e+01
6.505834e+01 6.388155e+01
6.535953e+01 6.392566e+01
6.566073e+01 6.396897e+01
6.596192e+01 6.401149e+01
6.626312e+01 6.405322e+01
6.656432e+01 6.409414e+01
6.686551e+01 6.413436e+01
6.716671e+01 6.417395e+01
6.746790e+01 6.421289e+01
6.776910e+01 6.425114e+01
6.807030e+01 6.428868e+01
6.837149e+01 6.432552e+01
6.867269e+01 6.436163e+01
6.897388e+01 6.439701e+01
6.927508e+01 6.443166e+01
6.957628e+01 6.446558e+01
6.987747e+01 6.449876e+01
7.017867e+01 6.453126e+01
7.047986e+01 6.456320e+01
7.078106e+01 6.459453e+01
7.108226e+01 6.462525e+01
7.138345e+01 6.465532e+01
7.168465e+01 6.468473e+01
7.198584e+01 6.471349e+01
7.228704e+01 6.474157e+01
7.258824e+01 6.476898e+01
7.288943e+01 6.479572e+01
7.319063e+01 6.482178e+01
7.349182e+01 6.484717e+01
7.379302e+01 6.487198e+01
7.409422e+01 6.489627e+01
7.439541e+01 6.492001e+01
7.469661e+01 6.494316e+01
7.499780e+01 6.496573e+01
7.529900e+01 6.498769e+01
7.560020e+01 6.500904e+01
7.590139e+01 6.502978e+01
7.620259e+01 6.504990e+01
7.650378e+01 6.506941e+01
7.680498e+01 6.508829e+01
7.710618e+01 6.510656e+01
7.740737e+01 6.512426e+01
7.770857e+01 6.514149e+01
7.800976e+01 6.515822e+01
7.831096e+01 6.517442e+01
7.861216e+01 6.519009e+01
7.891335e+01 6.520522e+01
7.921455e+01 6.521979e+01
7.951574e+01 6.523379e+01
7.981694e+01 6.524724e+01
8.011814e+01 6.526012e+01
8.041933e+01 6.527244e+01
8.072053e+01 6.528419e+01
8.102172e+01 6.529537e+01
8.132292e+01 6.530605e+01
8.162412e+01 6.531630e+01
8.192531e+01 6.532609e+01
8.222651e+01 6.533541e+01
8.252770e+01 6.534424e+01
8.282890e+01 6.535257e+01
8.313010e+01 6.536039e+01
8.343129e+01 6.536771e+01
8.373249e+01 6.537450e+01
8.403368e+01 6.538079e+01
8.433488e+01 6.538656e+01
8.463608e+01 6.539181e+01
8.493727e+01 6.539655e+01
8.523847e+01 6.540077e+01
8.553966e+01 6.540460e+01
8.584086e+01 6.540803e+01
8.614206e+01 6.541103e+01
8.644325e+01 6.541360e+01
8.674445e+01 6.541572e+01
8.704564e+01 6.541738e+01
8.734684e+01 6.541857e+01
8.764804e+01 6.541931e+01
8.794923e+01 6.541957e+01
8.825043e+01 6.541937e+01
