# Serial 2TCM with k1:0.50; k2:0.85; k3:0.25; k4:0.01
# Times[minutes] Activity[kBq/ml]
0.000000e+00 -9.038314e-01
3.011960e-01 -2.531665e+01
6.023920e-01 -3.235854e+00
9.035880e-01 1.161400e+01
1.204784e+00 1.567813e+01
1.505980e+00 9.509626e+00
1.807176e+00 3.725945e+01
2.108372e+00 1.181621e+01
2.409568e+00 2.852399e+01
2.710764e+00 2.973202e+01
3.011960e+00 1.924412e+01
3.313156e+00 2.667653e+01
3.614352e+00 3.792581e+01
3.915548e+00 2.995070e+01
4.216744e+00 3.237988e+01
4.517940e+00 3.314561e+01
4.819136e+00 2.493000e+01
5.120332e+00 1.917493e+01
5.421528e+00 2.727291e+01
5.722724e+00 3.050928e+01
6.023920e+00 3.132328e+01
6.325116e+00 1.957360e+01
6.626312e+00 3.116664e+01
6.927508e+00 3.895914e+01
7.228704e+00 3.810155e+01
7.529900e+00 4.089365e+01
7.831096e+00 4.464848e+01
8.132292e+00 2.197741e+01
8.433488e+00 4.153892e+01
8.734684e+00 3.084885e+01
9.035880e+00 4.236998e+01
9.337076e+00 3.748975e+01
9.638272e+00 2.692615e+01
9.939468e+00 3.598326e+01
1.024066e+01 2.093501e+01
1.054186e+01 3.210891e+01
1.084306e+01 4.438403e+01
1.114425e+01 3.679516e+01
1.144545e+01 4.655681e+01
1.174664e+01 3.462050e+01
1.204784e+01 4.114042e+01
1.234904e+01 3.074464e+01
1.265023e+01 2.888677e+01
1.295143e+01 3.685955e+01
1.325262e+01 3.832397e+01
1.355382e+01 3.249456e+01
1.385502e+01 3.262386e+01
1.415621e+01 5.364256e+01
1.445741e+01 3.267877e+01
1.475860e+01 3.981173e+01
1.505980e+01 2.963561e+01
1.536100e+01 4.076382e+01
1.566219e+01 3.963692e+01
1.596339e+01 4.646838e+01
1.626458e+01 4.528507e+01
1.656578e+01 5.195004e+01
1.686698e+01 4.790841e+01
1.716817e+01 3.703507e+01
1.746937e+01 3.558012e+01
1.777056e+01 4.694301e+01
1.807176e+01 3.822289e+01
1.837296e+01 5.429639e+01
1.867415e+01 4.289589e+01
1.897535e+01 5.017930e+01
1.927654e+01 4.856448e+01
1.957774e+01 4.282199e+01
1.987894e+01 3.103197e+01
2.018013e+01 5.427517e+01
2.048133e+01 4.710669e+01
2.078252e+01 4.612886e+01
2.108372e+01 4.161653e+01
2.138492e+01 4.544149e+01
2.168611e+01 6.645825e+01
2.198731e+01 4.871113e+01
2.228850e+01 4.132122e+01
2.258970e+01 5.166694e+01
2.289090e+01 4.931278e+01
2.319209e+01 6.136934e+01
2.349329e+01 3.617092e+01
2.379448e+01 5.262691e+01
2.409568e+01 4.597118e+01
2.439688e+01 4.922156e+01
2.469807e+01 4.830774e+01
2.499927e+01 5.618214e+01
2.530046e+01 4.980442e+01
2.560166e+01 5.806069e+01
2.590286e+01 5.432650e+01
2.620405e+01 4.995366e+01
2.650525e+01 4.984271e+01
2.680644e+01 4.882755e+01
2.710764e+01 4.367772e+01
2.740884e+01 3.899492e+01
2.771003e+01 4.722431e+01
2.801123e+01 4.846217e+01
2.831242e+01 4.693790e+01
2.861362e+01 4.872134e+01
2.891482e+01 6.108186e+01
2.921601e+01 5.118401e+01
2.951721e+01 5.114380e+01
2.981840e+01 3.786681e+01
3.011960e+01 5.416385e+01
3.042080e+01 5.545631e+01
3.072199e+01 4.987919e+01
3.102319e+01 5.239251e+01
3.132438e+01 4.901629e+01
3.162558e+01 6.398227e+01
3.192678e+01 6.715202e+01
3.222797e+01 5.101738e+01
3.252917e+01 4.829178e+01
3.283036e+01 5.659613e+01
3.313156e+01 3.588239e+01
3.343276e+01 6.538696e+01
3.373395e+01 6.417910e+01
3.403515e+01 5.204798e+01
3.433634e+01 5.010809e+01
