Year,MinTemp,MaxTemp,Precipitation,ReferenceET,City_ID
1990,9.305452,18.426027,612.0,647.11,102
1991,9.141452,18.302849,494.64,705.54,102
1992,9.47101,18.515219,588.18,780.59,102
1993,9.313617,17.932165,717.77997,740.15,102
1994,10.457917,19.267288,641.52,819.49,102
1995,10.24337,19.550385,669.0,840.77,102
1996,9.595629,18.043306,1002.0,746.9,102
1997,10.221835,19.419535,500.76,872.23,102
1998,10.683945,19.468357,864.66,798.09,102
1999,10.656411,19.6097,548.64,854.17,102
2000,9.517815,19.248743,839.52,886.9,102
2001,9.358822,19.282576,608.94,844.99,102
2002,9.838109,19.849974,613.86,851.02,102
2003,9.310055,18.027233,1107.6,732.54,102
2004,9.543825,19.345709,900.24,847.5,102
2005,9.905314,19.00074,737.27997,806.93,102
2006,11.076247,20.409836,634.02,846.11,102
2007,10.890164,20.030218,687.78,868.63,102
2008,10.237213,19.77265,605.22,772.05,102
2009,10.34948,19.583727,813.84,724.91,102
2010,9.957178,19.263973,840.06,758.8,102
2011,9.640603,18.59378,902.58,713.18,102
2012,9.795683,18.903278,549.12,837.69,102
2013,10.101562,19.645506,460.92,830.98,102
2014,9.887342,18.90126,751.38,760.39,102
2015,9.596055,17.945835,767.76,735.55,102
2016,10.175793,18.563005,676.38,809.26,102
2017,10.033124,18.766876,711.48,909.69,102
2018,9.859069,18.472492,787.86,902.53,102
1980,9.126721,18.125847,523.74,804.52,106
1981,9.343671,18.738522,364.62,848.55,106
1982,9.630493,18.785315,588.18,795.7,106
1983,9.677342,19.001945,526.62,777.89,106
1984,8.839645,17.295055,681.9,695.02,106
1985,9.378548,17.318384,549.96,723.27,106
1986,9.264958,18.560274,355.74,831.58,106
1987,9.808767,18.5543,574.62,784.13,106
1988,9.537705,18.629644,370.02,770.66,106
1989,10.048082,18.236,479.4,745.21,106
1990,10.071945,18.39189,669.36,753.91,106
1991,9.484274,18.305973,448.32,754.78,106
1992,9.542896,18.413607,374.28,838.43,106
1993,9.731233,17.944849,752.88,778.47,106
1994,10.852302,19.02422,652.44,822.27997,106
1995,9.881535,18.72222,580.26,777.61,106
1996,9.814781,17.794344,604.08,731.36,106
1997,10.192877,18.897179,378.96,811.2,106
1998,10.832494,19.21863,739.26,792.43,106
1999,10.546576,19.166739,359.28,799.1,106
2000,9.49735,18.300055,618.96,818.2,106
2001,9.245945,18.748081,304.32,855.59,106
2002,9.139973,19.39918,377.76,859.35,106
2003,8.849041,17.459452,915.36,708.45,106
2004,9.232405,18.86328,665.7,798.96,106
2005,9.015644,18.54222,782.58,796.06,106
2006,10.079397,19.38063,402.41998,751.9,106
2007,10.4837265,19.74485,596.22003,729.56,106
2008,9.868551,19.392159,529.44,718.93,106
2009,9.471453,18.981123,697.5,748.54,106
2010,9.551945,18.745205,741.48,757.16,106
2011,9.245588,18.390411,577.08,746.48,106
2012,9.718661,18.681694,471.66,754.38,106
2013,10.131945,19.123945,454.08,847.97003,106
2014,10.8441925,19.414904,524.4,854.14,106
2015,10.47,19.057945,542.52,827.66,106
2016,11.158415,19.389126,763.86,828.12,106
2017,11.092658,19.831617,530.58,868.35,106
2018,11.111863,19.801289,557.52,919.15,106
1980,5.6325135,13.963824,615.6,637.94,107
1981,5.733699,13.8878355,641.16,693.77,107
1982,5.922055,13.922822,675.77997,668.54,107
1983,5.556329,13.809945,820.56,601.12,107
1984,5.255847,12.60153,949.14,598.9,107
1985,5.5215344,13.239342,686.52,646.15,107
1986,5.645041,14.525424,453.6,669.28,107
1987,5.825507,14.582055,722.82,650.64,107
1988,5.816639,14.108525,531.72003,605.05,107
1989,5.7413154,13.333397,668.04,557.39,107
1990,6.124904,14.43663,496.32,629.36,107
1991,5.5741367,14.349809,479.22,609.79,107
1992,5.3694534,14.125902,670.74,641.01,107
1993,5.320712,13.780987,643.26,615.75,107
1994,6.2190957,15.024903,595.38,700.91,107
1995,6.0369315,15.471123,467.28,736.05,107
1996,5.629672,13.982623,719.94,646.76,107
1997,5.9757805,15.296082,463.02,718.08,107
1998,6.607397,15.481562,754.98,668.25,107
1999,6.6559176,15.649425,409.92,712.95,107
2000,5.6875405,15.470874,551.16,729.86,107
2001,5.527315,15.643396,433.8,706.39,107
2002,5.586548,16.049864,548.82,717.79,107
2003,4.914548,13.965369,924.6,620.21,107
2004,4.975956,15.534536,601.14,696.35,107
2005,5.5087395,15.350986,688.68,655.0,107
2006,6.6829863,16.536028,549.24,686.02,107
2007,6.3166575,16.140026,624.42,689.7,107
2008,5.5039616,15.711503,537.3,653.48,107
2009,5.7669315,15.484795,684.9,620.61,107
2010,5.432137,15.4800005,699.12,596.82,107
2011,5.257068,14.9686575,784.98,623.04,107
2012,5.276284,15.093907,485.4,662.21,107
2013,5.7277803,17.179836,434.7,743.02,107
2014,5.7675886,16.026848,647.82,685.11,107
2015,5.5848217,14.812658,805.86,669.85,107
2016,6.1275682,15.536012,682.44,729.07,107
2017,5.672493,15.615726,655.08,728.89,107
2018,5.4648495,15.433151,713.4,762.29,107
1980,9.973033,18.556667,515.04,784.15,109
1981,10.383425,18.908028,415.8,836.23,109
1982,10.759507,19.092411,469.02,818.79,109
1983,10.621836,19.145836,621.36,801.05,109
1984,9.84959,17.46948,574.26,741.09,109
1985,10.195315,17.773699,572.22,765.1,109
1986,10.139671,18.83085,346.2,827.33,109
1987,10.469726,19.047451,430.74,768.58,109
1988,10.526339,18.726393,538.14,772.75,109
1989,10.836603,18.360685,538.56,729.53,109
1990,10.852438,18.624138,714.96,752.37,109
1991,10.375698,18.573563,464.16,772.47,109
1992,10.283006,18.689972,775.86,827.8,109
1993,10.450877,18.29022,684.06,775.65,109
1994,11.520109,19.50874,653.27997,878.65,109
1995,10.8176985,19.355179,515.76,809.9,109
1996,10.6584425,18.175901,783.96,767.78,109
1997,11.160767,19.417753,275.28,862.69,109
1998,11.789863,19.65433,772.38,814.89,109
1999,11.569918,19.729397,450.36,862.25,109
2000,10.2001915,19.116749,846.18,879.96,109
2001,10.399287,19.404356,455.40002,892.95,109
2002,10.630767,20.037971,321.0,899.34,109
2003,10.361699,18.540876,912.84,760.24,109
2004,10.862268,19.910082,721.38,871.01,109
2005,10.845808,19.231808,588.9,868.0,109
2006,11.655754,20.04444,520.32,821.1,109
2007,11.649836,20.06674,409.38,850.09,109
2008,11.390875,19.726858,543.3,853.72,109
2009,11.114028,19.506603,529.2,840.36,109
2010,11.205617,19.49022,709.98,817.89,109
2011,10.795233,18.914438,564.78,801.1,109
2012,11.128388,19.445765,378.12,840.63,109
2013,11.254329,20.18326,458.28,867.92,109
2014,12.270054,20.396904,533.46,928.09,109
2015,11.955315,19.988356,583.14,853.05,109
2016,12.629263,20.547213,915.3,875.64,109
2017,12.361534,21.015589,408.24,917.7,109
2018,11.984,20.749178,411.78,937.38,109
1980,9.660574,18.180109,605.88,827.05,112
1981,10.248575,18.502932,474.24,908.32,112
1982,10.218767,18.629343,657.18,850.15,112
1983,9.978493,18.498466,1051.32,826.66,112
1984,9.569781,17.143633,869.27997,796.12,112
1985,9.682274,17.417398,739.38,818.28,112
1986,9.802547,18.796877,393.96,907.86,112
1987,10.037507,18.899973,614.88,859.81,112
1988,9.994235,18.542105,477.6,842.52,112
1989,10.0422735,17.917944,535.86,771.15,112
1990,10.194493,18.38293,807.84,760.15,112
1991,9.574,18.244493,468.24,781.73,112
1992,9.51612,18.660873,635.46,837.03,112
1993,9.687179,18.338411,530.46,806.71,112
1994,10.870356,19.431946,704.33997,864.9,112
1995,10.422658,19.452301,589.02,881.16,112
1996,10.146831,18.183414,728.22,777.67,112
1997,10.660219,19.393917,387.54,852.0,112
1998,10.905699,19.61915,716.46,812.05,112
1999,10.794849,19.736465,609.78,859.4,112
2000,10.512158,18.92,691.44,853.54,112
2001,10.341808,19.08674,437.16,905.09,112
2002,10.889809,19.786932,635.64,880.31,112
2003,10.359369,18.532026,972.0,721.89,112
2004,10.954726,19.927542,807.96,854.05,112
2005,10.462,18.843836,746.7,820.7,112
2006,11.137316,19.65107,703.98,826.06,112
2007,11.181014,19.771973,589.32,897.06,112
2008,10.696639,19.5153,716.58,837.04,112
2009,10.5055065,19.29307,800.94,827.31,112
2010,10.58737,19.39767,625.62,819.27,112
2011,10.476465,18.966137,746.58,830.96,112
2012,11.005383,19.046503,488.69998,906.91,112
2013,11.646932,20.109753,371.46,944.34,112
2014,11.839561,20.041286,550.92,876.14,112
2015,11.460985,19.505835,675.24,815.23,112
2016,12.130465,19.95437,850.32,857.8,112
2017,12.143124,20.432795,638.33997,912.96,112
2018,11.958822,20.122356,617.76,916.95,112
1980,0.29568306,9.836093,123.48,911.81,207
1981,0.42657536,9.541945,196.8,877.86,207
1982,1.3243562,10.625753,109.08,899.21,207
1983,0.93600005,10.150931,127.5,870.55,207
1984,-0.09051908,9.069153,179.88,861.38,207
1985,0.1900822,9.517561,133.02,852.85,207
1986,0.48246577,9.710329,108.54,922.14,207
1987,1.5815343,10.69537,159.06,921.73,207
1988,0.7486885,9.954453,181.31999,895.09,207
1989,1.6644931,10.527808,119.64,906.09,207
1990,1.5395616,10.666164,167.04,881.83,207
1991,1.6249042,10.6712055,143.58,915.24,207
1992,1.6570492,10.371777,206.64,893.65,207
1993,0.93602747,9.701562,120.12,922.63,207
1994,2.4862466,10.868,221.52,888.83,207
1995,1.6435343,10.490767,247.14,870.5,207
1996,1.2606558,9.87276,193.08,834.13,207
1997,2.4214246,11.563753,328.56,862.97003,207
1998,3.2252877,12.071781,183.96,901.3,207
1999,3.038055,12.155479,132.9,940.34,207
2000,1.0142077,11.836776,166.26,936.25,207
2001,1.6280822,12.012,182.34,941.63,207
2002,1.730685,11.651809,227.52,888.0,207
2003,-0.11093148,9.425836,231.6,827.96,207
2004,0.08090166,9.8487425,275.76,878.88,207
2005,0.100986324,10.446246,126.12,884.18,207
2006,1.5394247,11.669945,187.74,869.29,207
2007,1.8314246,12.134328,228.06,844.92,207
2008,0.8011202,11.217239,288.66,839.48,207
2009,1.3363013,12.048384,105.9,895.88,207
2010,-0.04101368,11.217069,176.88,865.2,207
2011,-0.4891781,11.513041,144.06,896.09,207
2012,-0.08215847,10.683934,313.38,882.69,207
2013,1.3004931,12.631232,161.34,924.36,207
2014,1.5949316,12.390631,209.88,914.37,207
2015,0.9445753,11.513754,181.8,892.42,207
2016,0.7824863,11.664399,195.12,888.81,207
2017,1.1527123,12.416219,124.92,936.37,207
2018,1.262685,11.410877,224.88,932.4,207
1980,-1.847541,9.026038,192.42,852.11,208
1981,-2.2638083,8.48537,389.7,765.12,208
1982,-1.1974521,9.924137,162.0,798.46,208
1983,-1.3744931,9.577918,257.1,828.88,208
1984,-2.769754,8.317787,293.64,784.54,208
1985,-2.4584656,8.671617,246.48,812.19,208
1986,-1.7333424,9.093589,215.88,867.33,208
1987,-0.19315064,10.403727,204.6,901.92,208
1988,-1.6029234,9.076612,302.34,801.38,208
1989,-0.58254796,10.141534,258.66,834.62,208
1990,-0.39567122,10.347973,273.06,793.24,208
1991,-0.5963014,10.116438,181.02,819.71,208
1992,-0.79803276,9.658744,311.22,785.95,208
1993,-1.6706575,9.170877,222.72,798.79,208
1994,0.048739735,10.550657,312.48,801.9,208
1995,-1.0835617,9.828,311.94,784.23,208
1996,-1.2032514,9.490492,263.34,772.49,208
1997,-0.30964383,10.924329,224.28,784.32,208
1998,0.9624658,11.46463,238.31999,796.28,208
1999,0.6536165,11.342356,249.90001,911.77997,208
2000,-2.0195901,10.933361,224.58,818.66,208
2001,-0.97279453,11.31726,233.1,826.76,208
2002,-0.98526025,11.191316,324.06,781.62,208
2003,-1.3359727,9.802192,438.9,723.84,208
2004,-1.1028688,11.153415,260.28,806.78,208
2005,-1.1744658,11.064603,185.64,829.58,208
2006,-0.4445753,10.966001,268.2,815.57,208
2007,-0.3518356,11.382547,253.31999,789.65,208
2008,-1.7678143,10.144016,271.14,700.38,208
2009,-1.5918356,11.090328,160.32,821.87,208
2010,-1.1972328,10.386329,247.08,784.42,208
2011,-1.6971233,10.361753,302.58002,775.89,208
2012,-1.8760656,9.792076,325.74,748.08,208
2013,-0.11698636,11.883726,245.64,832.92,208
2014,0.34345207,12.041205,323.04,821.08,208
2015,0.38035616,11.352931,238.38,855.22,208
2016,-0.027076492,11.03306,247.56,866.92,208
2017,0.65547943,12.422192,297.84,888.89,208
2018,0.4383014,11.404931,509.82,885.75,208
1980,1.093989,12.101886,232.26001,906.45,210
1981,1.2650411,11.968767,252.06,896.27,210
1982,1.9421644,12.700932,210.12,949.26,210
1983,1.6626027,12.252329,268.08002,910.5,210
1984,0.44983608,11.129754,426.6,859.68,210
1985,1.1721369,11.56852,347.46002,844.34,210
1986,0.9612329,11.90274,196.44,903.04,210
1987,2.6646574,13.574548,229.44,998.58997,210
1988,1.4738251,11.791612,356.52,859.38,210
1989,2.2606027,12.337425,444.48,838.31,210
1990,2.3841372,13.106658,354.48,875.67,210
1991,2.0667946,13.051506,259.32,869.66,210
1992,1.804317,12.299153,414.84,774.06,210
1993,2.1247125,11.986301,220.74,829.99,210
1994,3.4716713,12.668302,267.84,837.09,210
1995,2.5990958,12.237726,347.34,853.49,210
1996,2.476858,11.770875,344.88,780.84,210
1997,3.6257534,13.374192,235.5,826.03,210
1998,4.43063,13.898603,474.54,835.71,210
1999,4.4891233,14.08685,195.0,890.8,210
2000,2.9226232,13.77246,171.24,947.77,210
2001,3.7061095,13.931588,336.9,939.24,210
2002,3.7358084,13.985178,357.72,875.7,210
2003,2.5828493,12.223068,469.80002,818.51,210
2004,2.7195628,12.557513,363.54,895.58,210
2005,3.026137,12.907206,164.46,961.34,210
2006,2.7450411,14.552191,352.13998,935.53,210
2007,2.701452,14.067123,345.06,849.39,210
2008,1.7336885,13.567897,422.82,867.23,210
2009,3.8006027,13.875069,257.58,965.02,210
2010,3.2331781,13.357205,373.74,897.56,210
2011,3.300822,13.127233,277.13998,899.81,210
2012,1.8893169,12.852759,460.38,906.1,210
2013,3.032356,14.442439,281.1,973.01,210
2014,3.2070684,14.157398,282.66,938.84,210
2015,3.2476165,14.032001,343.92,904.83,210
2016,2.8463387,13.869153,513.48,877.0,210
2017,3.0042193,14.491178,360.42,908.79,210
2018,2.8885753,13.718028,499.02,908.33,210
1980,1.9021858,12.117869,288.36,707.81,211
1981,1.9208767,12.029316,458.94,703.08,211
1982,2.740219,13.050164,345.54,712.13,211
1983,2.7960548,12.769671,436.62,718.37,211
1984,1.4951367,11.431476,491.52,696.01,211
1985,2.0606027,12.120712,417.6,736.5,211
1986,1.9485753,12.143644,273.42,769.77997,211
1987,2.9872875,13.204466,237.12,755.9,211
1988,2.3742077,12.028962,445.62,716.31,211
1989,3.429397,13.029123,395.22,720.25,211
1990,3.3582466,13.170466,460.86002,732.36,211
1991,2.988685,13.039946,381.18,738.67,211
1992,2.906175,12.633142,571.5,687.23,211
1993,2.222274,12.438685,295.68,730.19,211
1994,3.6803286,13.242055,493.86,742.11,211
1995,2.6299179,12.587096,497.34,722.27,211
1996,2.5004644,12.108716,426.84,686.79,211
1997,3.387726,13.767863,389.52,696.18,211
1998,4.321233,14.063507,507.96,692.71,211
1999,4.010274,13.865726,192.96,752.96,211
2000,1.8014208,13.891667,284.04,785.57,211
2001,2.6921644,14.470438,291.48,750.84,211
2002,2.678822,14.280576,466.74,707.58997,211
2003,2.314548,12.926548,590.7,618.77997,211
2004,3.0491257,14.268852,441.78,728.22,211
2005,2.5260274,14.253398,241.56,746.65,211
2006,3.626219,15.157973,307.26,737.41,211
2007,3.9092877,15.201205,325.56,717.1,211
2008,2.5024045,13.624071,522.42,667.2,211
2009,2.224411,14.728412,317.04,694.93,211
2010,2.3660548,13.974109,532.98,683.96,211
2011,2.6181643,14.047809,210.48,699.27,211
2012,2.063388,13.136995,549.3,669.42,211
2013,2.709726,13.918877,520.62,801.97,211
2014,2.8422468,14.165233,394.14,826.8,211
2015,3.4585752,13.77063,347.34,924.68,211
2016,2.8995628,13.463196,517.2,867.46,211
2017,3.0933151,14.2518635,331.13998,915.08,211
2018,2.9633424,13.893479,567.54,894.91,211
1980,2.5528414,13.123415,99.6,920.64,214
1981,3.4086301,13.087781,81.42,973.36,214
1982,3.7196715,13.688191,106.86,967.77,214
1983,3.3879452,13.011314,155.94,913.84,214
1984,2.2749453,12.204891,270.84,931.03,214
1985,2.9595616,12.568658,190.38,862.88,214
1986,2.661863,12.90726,77.7,928.04,214
1987,4.022055,14.301041,182.76,976.85,214
1988,3.0598636,12.80224,263.88,929.85,214
1989,3.802767,13.086493,159.36,879.4,214
1990,4.062712,13.71126,168.6,940.77,214
1991,3.7241096,13.732082,183.84,990.17,214
1992,3.0603004,13.232814,154.62,990.36,214
1993,2.669315,12.774767,183.48,988.3,214
1994,4.079507,13.871014,250.86,984.15,214
1995,3.0433698,13.450658,261.6,957.93,214
1996,3.2011201,13.0482235,137.94,942.76,214
1997,3.5193696,14.491945,130.14,958.92,214
1998,4.6629314,15.05411,173.04001,968.54,214
1999,4.5759726,14.798986,112.56,1038.3,214
2000,2.2787707,15.355055,74.82,1050.28,214
2001,3.0476987,15.498767,130.38,1025.66,214
2002,3.2730412,15.515754,185.04,1019.63,214
2003,2.612685,14.686932,194.7,1016.03,214
2004,2.9644809,14.755629,137.82,896.81,214
2005,3.0706577,14.873123,104.520004,949.22,214
2006,4.047726,15.4501915,232.32,936.18,214
2007,3.8919728,14.931671,234.78,834.03,214
2008,3.2232785,14.533224,198.18,890.05,214
2009,3.6652057,15.207945,189.66,943.78,214
2010,3.4343836,14.647287,236.64,932.66,214
2011,3.6948218,14.754904,142.14,956.94,214
2012,3.6612296,14.4529505,223.44,983.84,214
2013,3.6022465,16.27304,220.14,978.18,214
2014,3.4102466,15.658274,248.16,975.02,214
2015,3.6821918,15.31441,282.84,988.33,214
2016,3.2259834,15.371093,272.46,977.05,214
2017,3.4257536,15.939233,217.98,1006.99,214
2018,3.3382466,15.193452,358.98,988.98,214
1980,-1.5765301,7.9329505,254.22,879.76,215
1981,-1.9161918,7.6714797,331.56,831.33,215
1982,-1.0590959,8.890575,262.68,834.88,215
1983,-0.9713973,8.990164,280.26,897.05,215
1984,-2.1731968,7.6319675,316.38,867.18,215
1985,-2.1199179,7.5696983,306.72,835.1,215
1986,-1.388822,8.366768,227.87999,871.85,215
1987,-0.21567124,9.546301,270.6,929.59,215
1988,-1.279235,8.311256,332.52,823.87,215
1989,-0.098876715,9.588356,196.14,892.1,215
1990,-0.06441098,9.514439,363.0,822.29,215
1991,-0.6311781,8.91989,269.16,825.33,215
1992,-0.5976776,8.646448,313.13998,788.24,215
1993,-1.0505754,8.482439,239.28,832.38,215
1994,0.4711781,9.842794,260.94,830.98,215
1995,-0.57167125,9.029754,281.04,810.39,215
1996,-0.9480055,8.459618,441.9,805.23,215
1997,0.1495616,10.194438,168.72,800.67,215
1998,1.1830137,10.447315,375.84,831.35,215
1999,0.702137,10.517261,381.48,872.47003,215
2000,-1.5954372,9.797677,407.46,823.65,215
2001,-0.6053973,10.405507,224.76,857.14,215
2002,-0.29347947,10.315014,351.48,826.26,215
2003,-0.9667672,8.93937,477.72,786.02,215
2004,-0.6118033,9.913005,326.04,828.39,215
2005,-1.2547945,9.433754,202.98,900.71,215
2006,-0.17443836,10.31389,276.24,891.68,215
2007,0.272,10.684712,232.62,876.62,215
2008,-0.93431693,9.120984,401.82,798.45,215
2009,-0.7983836,10.203945,201.0,857.08,215
2010,-1.0362192,8.973863,387.78,844.18,215
2011,-1.0226849,9.294849,225.48,868.15,215
2012,-1.199754,8.655164,404.94,835.82,215
2013,0.15405478,10.251726,306.96,943.89,215
2014,0.31523287,10.602164,227.64,942.53,215
2015,0.23093149,10.242576,343.26,907.31,215
2016,0.0063661044,9.813224,310.74,910.29,215
2017,0.44063014,10.917781,253.02,970.44,215
2018,-0.21890414,10.231342,332.82,926.86,215
1980,-2.1557105,7.8954096,399.72,672.51,218
1981,-1.8495617,7.314,490.08,672.09,218
1982,-1.5422193,7.904493,282.18,711.4,218
1983,-2.208904,7.4146852,505.68,626.81,218
1984,-2.4457922,6.529618,518.4,628.47,218
1985,-2.0741096,7.611781,525.42,655.31,218
1986,-2.2384658,7.8387127,329.64,677.56,218
1987,-1.0565753,9.149315,358.26,713.58,218
1988,-1.7391257,7.4282513,473.4,628.72,218
1989,-1.5163288,6.8264656,417.12,591.07,218
1990,-0.89838356,8.259041,564.24,668.03,218
1991,-1.6952877,8.489123,328.02,688.12,218
1992,-1.9950273,7.7294807,576.66003,618.41,218
1993,-2.007178,7.655562,394.14,654.87,218
1994,-0.9431781,8.315726,498.41998,675.43,218
1995,-1.3320274,8.304219,414.0,712.42,218
1996,-1.5275683,7.610574,464.88,655.4,218
1997,-1.1108767,9.048575,332.28,683.72,218
1998,-0.45961642,9.91252,463.32,715.48,218
1999,-0.89736986,9.319288,363.96,693.07,218
2000,-1.2771311,9.271721,453.72,754.75,218
2001,-1.1133698,9.335781,387.9,719.12,218
2002,-0.714,9.830082,424.13998,741.65,218
2003,-0.83468497,8.811424,590.94,663.05,218
2004,-0.9148634,9.749591,451.98,728.86,218
2005,-0.9974521,9.259233,403.8,690.97,218
2006,0.06723287,10.416521,430.44,752.37,218
2007,0.26520544,9.616904,414.48,675.47003,218
2008,-1.2118306,8.960028,336.12,719.59,218
2009,-0.4712329,9.674575,349.98,695.06,218
2010,-0.35315067,9.616137,447.96,690.33,218
2011,-0.8205205,8.577945,391.98,718.62,218
2012,-0.8110656,8.627623,442.5,718.69,218
2013,0.5780548,10.131232,689.33997,740.36,218
2014,0.11635619,9.157671,602.94,721.96,218
2015,0.4431507,9.350383,365.1,707.13,218
2016,0.45448095,9.969536,417.12,748.12,218
2017,0.041205484,8.658629,504.72,728.13,218
2018,-0.46490407,8.234712,664.08,686.63,218
1980,3.4005191,13.959071,94.56,962.83,219
1981,4.023288,13.868412,82.32,977.27,219
1982,4.433151,14.386247,102.24,950.59,219
1983,4.0247397,13.727616,168.42,895.8,219
1984,3.0653822,12.960218,209.4,904.94,219
1985,3.7858355,13.4391775,182.34,877.46,219
1986,3.6361368,13.585452,118.56,907.89,219
1987,4.891315,15.02863,172.74,962.88,219
1988,4.1432242,13.548552,252.12,917.75,219
1989,4.825863,13.732712,155.88,873.74,219
1990,5.058,14.541122,187.32,923.06,219
1991,4.783096,14.563863,148.5,966.62,219
1992,4.05429,13.929454,182.58,961.59,219
1993,3.7529042,13.515369,139.02,976.26,219
1994,5.129041,14.605398,183.36,972.67,219
1995,3.9785206,14.161398,226.8,949.28,219
1996,4.259071,13.842104,167.16,947.18,219
1997,4.543644,15.155699,119.82,974.15,219
1998,5.7474523,15.724164,186.42,984.49,219
1999,5.518767,15.432246,115.02,1030.94,219
2000,3.6895902,16.27918,116.58,1064.88,219
2001,4.3147945,16.326,152.58,1050.83,219
2002,4.4812055,16.41378,242.28,1032.57,219
2003,4.1932054,15.960193,219.54,1020.55,219
2004,4.503798,16.096968,186.12,896.8,219
2005,4.3300548,16.063095,85.92,925.67,219
2006,5.1873426,16.560028,240.06,893.43,219
2007,4.8158903,15.967973,179.34,816.94,219
2008,4.075519,15.684891,220.98,858.76,219
2009,4.7241917,16.404245,169.2,882.59,219
2010,4.5564933,15.751479,198.06,870.7,219
2011,4.3601093,15.457124,140.4,887.79,219
2012,4.2718034,14.929371,201.12,917.34,219
2013,5.0602193,17.277397,129.54,930.47003,219
2014,4.8,16.598658,169.14,915.19,219
2015,5.080027,16.28915,196.02,962.72,219
2016,4.6574044,16.276749,190.73999,944.61,219
2017,4.8529043,16.872108,164.04,952.54,219
2018,4.770055,16.278933,275.04,955.45,219
1980,2.1589892,13.918361,118.32,919.48,220
1981,2.5198631,13.486273,217.68,911.66,220
1982,3.0163286,14.048575,127.68,926.23,220
1983,2.5019453,13.405014,255.78,857.97,220
1984,1.7164208,12.734973,246.84,838.22,220
1985,2.4180548,13.182932,361.68,831.53,220
1986,2.3932602,13.44274,179.4,845.45,220
1987,3.7326577,15.056138,161.88,899.79,220
1988,2.9074864,13.144126,268.68,799.69,220
1989,3.4611235,13.304794,240.72,818.77997,220
1990,3.6182742,14.472466,344.76,874.94,220
1991,2.986959,14.352795,242.16,883.67,220
1992,2.4564755,13.487541,254.76,866.22003,220
1993,1.9843289,13.241315,193.44,883.83,220
1994,3.2488217,14.280795,242.28,874.27,220
1995,2.3587396,13.923178,273.54,898.48,220
1996,2.5474317,13.341011,367.62,852.52997,220
1997,2.905918,14.930712,169.5,879.65,220
1998,3.8153698,15.225726,370.56,871.36,220
1999,3.4921918,14.912083,210.78,911.56,220
2000,2.6155736,15.917404,213.48,974.42,220
2001,3.1545205,15.699644,312.24,949.45,220
2002,3.0579178,15.712193,342.18,915.67,220
2003,1.465726,14.81326,254.64,899.07,220
2004,1.8804371,15.674918,195.78,945.54,220
2005,1.9734247,15.586602,119.7,944.31,220
2006,3.3279176,16.15696,223.31999,959.37,220
2007,2.9561644,15.326274,259.5,809.49,220
2008,1.8017759,14.396803,181.2,942.93,220
2009,2.9884932,15.183643,207.0,918.12,220
2010,3.3294795,15.3397,244.44,928.69,220
2011,3.1692054,14.454274,287.82,864.98,220
2012,2.946421,14.733934,294.6,893.37,220
2013,5.3482466,16.601343,289.38,930.39,220
2014,5.0522194,15.745562,284.69998,916.22,220
2015,5.3281646,15.971863,306.12,916.52,220
2016,5.4895625,16.21123,224.58,961.33,220
2017,5.422493,16.063206,243.0,949.58,220
