row_type,player_id,name,team,conference,primary_pos,secondary_pos,height_in,weight_lb,ppg,apg,orpg,drpg,rpg,spg,bpg,tov,fgm,fga,fg_pct,pts,ftm,win,loss
PLAYER,,0xzoo,HOU,,,,,,12.0,2.3,0.6,1.7,2.3,0.7,0.0,1.7,4.4,6.7,0.65,12.0,,,
PLAYER,,130mikey,VIR,,,,,,9.7,3.7,1.3,3.4,4.7,1.0,0.0,1.7,4.0,8.7,0.46,9.7,,,
PLAYER,,AceBailey,SEA,,,,,,8.6,3.1,1.5,3.8,5.3,0.1,0.0,1.9,4.0,5.4,0.74,8.6,,,
PLAYER,,AdamantFaker,HOU,,,,,,7.3,2.7,0.8,2.2,3.0,0.0,0.0,1.0,2.7,4.0,0.67,7.3,,,
PLAYER,,Airi,RHO,,,,,,14.7,10.6,1.1,2.8,3.9,0.4,0.0,2.8,5.3,8.6,0.62,14.7,,,
PLAYER,,AlphWlfBss,OHI,,,,,,8.7,2.0,0.5,1.2,1.7,0.7,0.3,4.0,3.6,7.0,0.52,8.7,,,
PLAYER,,Andre,SDS,,,,,,18.8,4.2,0.8,2.0,2.8,0.6,0.0,1.0,9.2,12.4,0.74,18.8,,,
PLAYER,,Angel,TEX,,,,,,29.1,13.2,0.6,1.4,2.0,0.2,0.0,3.3,11.8,16.9,0.7,29.1,,,
PLAYER,,AnhTraiii,DEN,,,,,,16.8,5.6,0.6,1.6,2.2,1.2,0.0,1.0,6.2,8.0,0.78,16.8,,,
PLAYER,,Arbuckle,DAK,,,,,,8.3,3.1,0.5,1.3,1.8,2.3,0.1,1.9,2.9,3.8,0.77,8.3,,,
PLAYER,,Astrix,TEX,,,,,,18.6,2.6,0.5,1.3,1.8,0.6,0.0,1.2,6.6,9.8,0.67,18.6,,,
PLAYER,,bahnab,NJJ,,,,,,16.8,3.5,0.4,1.1,1.5,0.5,0.0,1.5,6.0,9.0,0.67,16.8,,,
PLAYER,,Balenci,TEX,,,,,,20.7,3.4,1.2,3.1,4.3,0.1,1.1,2.9,9.6,11.9,0.81,20.7,,,
PLAYER,,Banana,TEN,,,,,,17.7,3.0,1.0,2.7,3.7,0.3,0.8,2.3,8.3,12.8,0.65,17.7,,,
PLAYER,,bcreezy,LOU,,,,,,6.8,5.2,1.1,2.7,3.8,1.8,0.0,2.0,2.6,7.8,0.33,6.8,,,
PLAYER,,BeenBoutPaper37,VIR,,,,,,4.8,3.0,1.5,4.0,5.5,0.5,0.5,3.5,2.2,7.5,0.3,4.8,,,
PLAYER,,BlackOval,OHI,,,,,,30.7,2.7,1.4,3.6,5.0,0.0,0.0,1.0,14.1,20.7,0.68,30.7,,,
PLAYER,,Bleh,SAC,,,,,,7.3,2.3,0.8,2.2,3.0,0.3,0.0,0.7,3.0,6.3,0.47,7.3,,,
PLAYER,,BludlintonJr,LOU,,,,,,9.4,14.7,1.3,3.4,4.7,0.1,0.1,4.3,3.6,5.9,0.61,9.4,,,
PLAYER,,board,RHO,,,,,,21.3,3.4,0.6,1.6,2.2,0.3,1.3,2.6,10.1,13.6,0.74,21.3,,,
PLAYER,,Boom,ATL,,,,,,26.5,4.3,2.2,5.6,7.8,1.2,4.0,1.8,13.2,16.3,0.81,26.5,,,
PLAYER,,Boomer,HOU,,,,,,26.4,9.9,0.7,1.8,2.5,0.0,0.0,4.1,10.6,15.4,0.69,26.4,,,
PLAYER,,Boomie,DAK,,,,,,16.6,10.4,0.8,2.2,3.0,0.4,0.1,4.5,6.5,11.4,0.57,16.6,,,
PLAYER,,Breezy,MIS,,,,,,2.3,1.8,0.8,2.2,3.0,0.5,0.3,0.5,0.8,2.0,0.38,2.3,,,
PLAYER,,Capital,NYG,,,,,,10.2,3.2,0.9,2.4,3.3,0.3,0.0,2.3,3.5,6.3,0.55,10.2,,,
PLAYER,,clintonfet,HON,,,,,,10.6,3.4,0.3,0.6,0.9,0.3,0.0,1.3,4.0,6.7,0.6,10.6,,,
PLAYER,,Collins,LAM,,,,,,6.2,3.5,0.3,0.9,1.2,2.8,0.0,1.3,2.3,4.8,0.48,6.2,,,
PLAYER,,Corbin,ATL,,,,,,16.3,4.3,1.3,3.4,4.7,0.3,2.7,1.3,7.0,10.0,0.7,16.3,,,
PLAYER,,Cowz,WIS,,,,,,14.0,8.3,0.7,1.8,2.5,0.0,0.0,3.8,5.9,11.5,0.51,14.0,,,
