lamp_power,lamp_number_1,lamp_number_2,lamp_number_3,lamp_number_4
18.000000,26.000000,44.000000,62.000000,80.000000
22.000000,26.000000,48.000000,70.000000,92.000000
32.000000,36.000000,68.000000,100.000000,132.000000
36.000000,46.000000,82.000000,118.000000,154.000000
40.000000,50.000000,90.000000,130.000000,170.000000
58.000000,70.000000,128.000000,186.000000,244.000000
