lamp_power,lamp_number_1,lamp_number_2,lamp_number_3,lamp_number_4
10.000000,10.000000,20.000000,30.000000,40.000000
11.000000,11.000000,22.000000,33.000000,44.000000
13.000000,13.000000,26.000000,39.000000,52.000000
18.000000,20.000000,38.000000,56.000000,74.000000
36.000000,36.000000,72.000000,108.000000,144.000000
100.000000,100.000000,200.000000,300.000000,400.000000
