region,Hemisphere,seg_index,face,plot_order
accumbens_core,L,48,lateral,11
accumbens_core,L,48,medial,23
accumbens_core,R,23,lateral,53
accumbens_core,R,23,medial,65
accumbens_shell,L,47,medial,24
accumbens_shell,R,22,medial,66
amygdala_lat,L,44,lateral,10
amygdala_lat,L,44,medial,29
amygdala_lat,R,19,lateral,52
amygdala_lat,R,19,medial,71
amygdala_med,L,45,lateral,8
amygdala_med,L,45,medial,33
amygdala_med,R,20,lateral,50
amygdala_med,R,20,medial,75
caudate_body,L,42,lateral,13
caudate_body,L,42,medial,27
caudate_body,R,17,lateral,55
caudate_body,R,17,medial,69
caudate_DA,L,41,lateral,12
caudate_DA,L,41,medial,25
caudate_DA,R,16,lateral,54
caudate_DA,R,16,medial,67
caudate_tail,L,43,lateral,14
caudate_tail,L,43,medial,28
caudate_tail,R,18,lateral,56
caudate_tail,R,18,medial,70
caudate_VA,L,40,medial,26
caudate_VA,R,15,medial,68
GP_ant,L,50,medial,36
GP_ant,R,25,medial,78
GP_post,L,49,medial,35
GP_post,R,24,medial,77
hippocampus_body,L,28,lateral,7
hippocampus_body,L,28,medial,31
hippocampus_body,R,3,lateral,49
hippocampus_body,R,3,medial,73
hippocampus_head_lat,L,27,lateral,9
hippocampus_head_lat,L,27,medial,30
hippocampus_head_lat,R,2,lateral,51
hippocampus_head_lat,R,2,medial,72
hippocampus_head_med,L,26,medial,32
hippocampus_head_med,R,1,medial,74
hippocampus_tail,L,29,lateral,6
hippocampus_tail,L,29,medial,34
hippocampus_tail,R,4,lateral,48
hippocampus_tail,R,4,medial,76
putamen_DA,L,37,lateral,16
putamen_DA,L,37,medial,19
putamen_DA,R,12,lateral,58
putamen_DA,R,12,medial,61
putamen_DP,L,39,lateral,17
putamen_DP,L,39,medial,21
putamen_DP,R,14,lateral,59
putamen_DP,R,14,medial,63
putamen_VA,L,36,lateral,15
putamen_VA,L,36,medial,22
putamen_VA,R,11,lateral,57
putamen_VA,R,11,medial,64
putamen_VP,L,38,lateral,18
putamen_VP,L,38,medial,20
putamen_VP,R,13,lateral,60
putamen_VP,R,13,medial,62
thalamus_DA_lat,L,35,lateral,4
thalamus_DA_lat,L,35,medial,37
thalamus_DA_lat,R,10,lateral,46
thalamus_DA_lat,R,10,medial,79
thalamus_DA_med,L,34,lateral,1
thalamus_DA_med,L,34,medial,41
thalamus_DA_med,R,9,lateral,43
thalamus_DA_med,R,9,medial,83
thalamus_DP,L,46,lateral,5
thalamus_DP,L,46,medial,38
thalamus_DP,R,21,lateral,47
thalamus_DP,R,21,medial,80
thalamus_VA_inf,L,32,medial,40
thalamus_VA_inf,R,7,medial,82
thalamus_VA_sup,L,33,lateral,2
thalamus_VA_sup,L,33,medial,42
thalamus_VA_sup,R,8,lateral,44
thalamus_VA_sup,R,8,medial,84
thalamus_VP_lat,L,31,lateral,3
thalamus_VP_lat,R,6,lateral,45
thalamus_VP_med,L,30,medial,39
thalamus_VP_med,R,5,medial,81
