region,Hemisphere,seg_index,face,plot_order
thalamus_DA_med,L,9,lateral,1
thalamus_VA_sup,L,8,lateral,2
thalamus_VP_lat,L,6,lateral,3
thalamus_DA_lat,L,10,lateral,4
thalamus_DP,L,21,lateral,5
hippocampus_tail,L,4,lateral,6
hippocampus_body,L,3,lateral,7
amygdala_med,L,20,lateral,8
hippocampus_head_lat,L,2,lateral,9
amygdala_lat,L,19,lateral,10
accumbens_core,L,23,lateral,11
caudate_DA,L,16,lateral,12
caudate_body,L,17,lateral,13
caudate_tail,L,18,lateral,14
putamen_VA,L,11,lateral,15
putamen_DA,L,12,lateral,16
putamen_DP,L,14,lateral,17
putamen_VP,L,13,lateral,18
putamen_DA,L,12,medial,19
putamen_VP,L,13,medial,20
putamen_DP,L,14,medial,21
putamen_VA,L,11,medial,22
accumbens_core,L,23,medial,23
accumbens_shell,L,22,medial,24
caudate_DA,L,16,medial,25
caudate_VA,L,15,medial,26
caudate_body,L,17,medial,27
caudate_tail,L,18,medial,28
amygdala_lat,L,19,medial,29
hippocampus_head_lat,L,2,medial,30
hippocampus_body,L,3,medial,31
hippocampus_head_med,L,1,medial,32
amygdala_med,L,20,medial,33
hippocampus_tail,L,4,medial,34
GP_post,L,24,medial,35
GP_ant,L,25,medial,36
thalamus_DA_lat,L,10,medial,37
thalamus_DP,L,21,medial,38
thalamus_VP_med,L,5,medial,39
thalamus_VA_inf,L,7,medial,40
thalamus_DA_med,L,9,medial,41
thalamus_VA_sup,L,8,medial,42
