recording_id,start_dt,end_dt,start_ms,end_ms
Audio_45_10,1920-01-01 07:40:28,1920-01-01 10:20:25,0,9597440
Audio_45_10,1920-01-01 12:58:04,1920-01-01 15:36:38,9597440,19111950
