# Solar cell efficiency file for crema 5_0 MAPPS format,  produced by geopipeline routine Generate_cell_efficiency_file on Tue Jun 22 14:42:51 2021
# Time        Solar cell efficiency [%] 
31-DEC-2032_01:00:00             0.323
01-JAN-2033_01:00:00             0.323
02-JAN-2033_01:00:00             0.323
03-JAN-2033_01:00:00             0.323
04-JAN-2033_01:00:00             0.323
05-JAN-2033_01:00:00             0.323
06-JAN-2033_01:00:00             0.323
07-JAN-2033_01:00:00             0.323
08-JAN-2033_01:00:00             0.323
09-JAN-2033_01:00:00             0.323
10-JAN-2033_01:00:00             0.323
11-JAN-2033_01:00:00             0.322
12-JAN-2033_01:00:00             0.322
13-JAN-2033_01:00:00             0.322
14-JAN-2033_01:00:00             0.322
15-JAN-2033_01:00:00             0.322
16-JAN-2033_01:00:00             0.322
17-JAN-2033_01:00:00             0.322
18-JAN-2033_01:00:00             0.322
19-JAN-2033_01:00:00             0.322
20-JAN-2033_01:00:00             0.322
21-JAN-2033_01:00:00             0.322
22-JAN-2033_01:00:00             0.322
23-JAN-2033_01:00:00             0.322
24-JAN-2033_01:00:00             0.322
25-JAN-2033_01:00:00             0.322
26-JAN-2033_01:00:00             0.322
27-JAN-2033_01:00:00             0.322
28-JAN-2033_01:00:00             0.322
29-JAN-2033_01:00:00             0.322
30-JAN-2033_01:00:00             0.322
31-JAN-2033_01:00:00             0.322
01-FEB-2033_01:00:00             0.322
02-FEB-2033_01:00:00             0.322
03-FEB-2033_01:00:00             0.322
04-FEB-2033_01:00:00             0.322
05-FEB-2033_01:00:00             0.322
06-FEB-2033_01:00:00             0.322
07-FEB-2033_01:00:00             0.321
08-FEB-2033_01:00:00             0.321
09-FEB-2033_01:00:00             0.321
10-FEB-2033_01:00:00             0.321
11-FEB-2033_01:00:00             0.321
12-FEB-2033_01:00:00             0.321
13-FEB-2033_01:00:00             0.321
14-FEB-2033_01:00:00             0.321
15-FEB-2033_01:00:00             0.321
16-FEB-2033_01:00:00             0.321
17-FEB-2033_01:00:00             0.321
18-FEB-2033_01:00:00             0.321
19-FEB-2033_01:00:00             0.321
20-FEB-2033_01:00:00             0.321
21-FEB-2033_01:00:00             0.321
22-FEB-2033_01:00:00             0.320
23-FEB-2033_01:00:00             0.320
24-FEB-2033_01:00:00             0.320
25-FEB-2033_01:00:00             0.320
26-FEB-2033_01:00:00             0.320
27-FEB-2033_01:00:00             0.320
28-FEB-2033_01:00:00             0.320
01-MAR-2033_01:00:00             0.320
02-MAR-2033_01:00:00             0.320
03-MAR-2033_01:00:00             0.320
04-MAR-2033_01:00:00             0.320
05-MAR-2033_01:00:00             0.320
06-MAR-2033_01:00:00             0.320
07-MAR-2033_01:00:00             0.320
08-MAR-2033_01:00:00             0.320
09-MAR-2033_01:00:00             0.320
10-MAR-2033_01:00:00             0.320
11-MAR-2033_01:00:00             0.320
12-MAR-2033_01:00:00             0.320
13-MAR-2033_01:00:00             0.320
14-MAR-2033_01:00:00             0.320
15-MAR-2033_01:00:00             0.320
16-MAR-2033_01:00:00             0.320
17-MAR-2033_01:00:00             0.320
18-MAR-2033_01:00:00             0.320
19-MAR-2033_01:00:00             0.320
20-MAR-2033_01:00:00             0.320
21-MAR-2033_01:00:00             0.320
22-MAR-2033_01:00:00             0.320
23-MAR-2033_01:00:00             0.320
24-MAR-2033_01:00:00             0.320
25-MAR-2033_01:00:00             0.320
26-MAR-2033_01:00:00             0.320
27-MAR-2033_01:00:00             0.320
28-MAR-2033_01:00:00             0.320
29-MAR-2033_01:00:00             0.320
30-MAR-2033_01:00:00             0.320
31-MAR-2033_01:00:00             0.320
01-APR-2033_01:00:00             0.320
02-APR-2033_01:00:00             0.320
03-APR-2033_01:00:00             0.320
04-APR-2033_01:00:00             0.320
05-APR-2033_01:00:00             0.320
06-APR-2033_01:00:00             0.320
07-APR-2033_01:00:00             0.320
08-APR-2033_01:00:00             0.320
09-APR-2033_01:00:00             0.320
10-APR-2033_01:00:00             0.320
11-APR-2033_01:00:00             0.320
12-APR-2033_01:00:00             0.320
13-APR-2033_01:00:00             0.320
14-APR-2033_01:00:00             0.320
15-APR-2033_01:00:00             0.320
16-APR-2033_01:00:00             0.320
17-APR-2033_01:00:00             0.320
18-APR-2033_01:00:00             0.320
19-APR-2033_01:00:00             0.320
20-APR-2033_01:00:00             0.320
21-APR-2033_01:00:00             0.320
22-APR-2033_01:00:00             0.320
23-APR-2033_01:00:00             0.320
24-APR-2033_01:00:00             0.320
25-APR-2033_01:00:00             0.320
26-APR-2033_01:00:00             0.320
27-APR-2033_01:00:00             0.320
28-APR-2033_01:00:00             0.320
29-APR-2033_01:00:00             0.320
30-APR-2033_01:00:00             0.320
01-MAY-2033_01:00:00             0.320
02-MAY-2033_01:00:00             0.320
03-MAY-2033_01:00:00             0.320
04-MAY-2033_01:00:00             0.320
05-MAY-2033_01:00:00             0.320
06-MAY-2033_01:00:00             0.320
07-MAY-2033_01:00:00             0.320
08-MAY-2033_01:00:00             0.320
09-MAY-2033_01:00:00             0.320
10-MAY-2033_01:00:00             0.320
11-MAY-2033_01:00:00             0.320
12-MAY-2033_01:00:00             0.320
13-MAY-2033_01:00:00             0.320
14-MAY-2033_01:00:00             0.320
15-MAY-2033_01:00:00             0.320
16-MAY-2033_01:00:00             0.319
17-MAY-2033_01:00:00             0.319
18-MAY-2033_01:00:00             0.319
19-MAY-2033_01:00:00             0.319
20-MAY-2033_01:00:00             0.319
21-MAY-2033_01:00:00             0.319
22-MAY-2033_01:00:00             0.319
23-MAY-2033_01:00:00             0.319
24-MAY-2033_01:00:00             0.319
25-MAY-2033_01:00:00             0.319
26-MAY-2033_01:00:00             0.319
27-MAY-2033_01:00:00             0.319
28-MAY-2033_01:00:00             0.319
29-MAY-2033_01:00:00             0.319
30-MAY-2033_01:00:00             0.319
31-MAY-2033_01:00:00             0.319
01-JUN-2033_01:00:00             0.319
02-JUN-2033_01:00:00             0.319
03-JUN-2033_01:00:00             0.319
04-JUN-2033_01:00:00             0.319
05-JUN-2033_01:00:00             0.319
06-JUN-2033_01:00:00             0.319
07-JUN-2033_01:00:00             0.319
08-JUN-2033_01:00:00             0.319
09-JUN-2033_01:00:00             0.319
10-JUN-2033_01:00:00             0.319
11-JUN-2033_01:00:00             0.319
12-JUN-2033_01:00:00             0.319
13-JUN-2033_01:00:00             0.319
14-JUN-2033_01:00:00             0.319
15-JUN-2033_01:00:00             0.319
16-JUN-2033_01:00:00             0.319
17-JUN-2033_01:00:00             0.319
18-JUN-2033_01:00:00             0.319
19-JUN-2033_01:00:00             0.319
20-JUN-2033_01:00:00             0.319
21-JUN-2033_01:00:00             0.319
22-JUN-2033_01:00:00             0.319
23-JUN-2033_01:00:00             0.319
24-JUN-2033_01:00:00             0.319
25-JUN-2033_01:00:00             0.319
26-JUN-2033_01:00:00             0.319
27-JUN-2033_01:00:00             0.319
28-JUN-2033_01:00:00             0.319
29-JUN-2033_01:00:00             0.319
30-JUN-2033_01:00:00             0.319
01-JUL-2033_01:00:00             0.319
02-JUL-2033_01:00:00             0.319
03-JUL-2033_01:00:00             0.319
04-JUL-2033_01:00:00             0.319
05-JUL-2033_01:00:00             0.318
06-JUL-2033_01:00:00             0.318
07-JUL-2033_01:00:00             0.318
08-JUL-2033_01:00:00             0.318
09-JUL-2033_01:00:00             0.318
10-JUL-2033_01:00:00             0.318
11-JUL-2033_01:00:00             0.318
12-JUL-2033_01:00:00             0.318
13-JUL-2033_01:00:00             0.318
14-JUL-2033_01:00:00             0.318
15-JUL-2033_01:00:00             0.318
16-JUL-2033_01:00:00             0.318
17-JUL-2033_01:00:00             0.318
18-JUL-2033_01:00:00             0.318
19-JUL-2033_01:00:00             0.318
20-JUL-2033_01:00:00             0.318
21-JUL-2033_01:00:00             0.318
22-JUL-2033_01:00:00             0.317
23-JUL-2033_01:00:00             0.317
24-JUL-2033_01:00:00             0.317
25-JUL-2033_01:00:00             0.317
26-JUL-2033_01:00:00             0.317
27-JUL-2033_01:00:00             0.317
28-JUL-2033_01:00:00             0.317
29-JUL-2033_01:00:00             0.317
30-JUL-2033_01:00:00             0.317
31-JUL-2033_01:00:00             0.317
01-AUG-2033_01:00:00             0.317
02-AUG-2033_01:00:00             0.317
03-AUG-2033_01:00:00             0.317
04-AUG-2033_01:00:00             0.317
05-AUG-2033_01:00:00             0.317
06-AUG-2033_01:00:00             0.317
07-AUG-2033_01:00:00             0.317
08-AUG-2033_01:00:00             0.317
09-AUG-2033_01:00:00             0.317
10-AUG-2033_01:00:00             0.317
11-AUG-2033_01:00:00             0.317
12-AUG-2033_01:00:00             0.317
13-AUG-2033_01:00:00             0.317
14-AUG-2033_01:00:00             0.317
15-AUG-2033_01:00:00             0.317
16-AUG-2033_01:00:00             0.317
17-AUG-2033_01:00:00             0.317
18-AUG-2033_01:00:00             0.317
19-AUG-2033_01:00:00             0.317
20-AUG-2033_01:00:00             0.317
21-AUG-2033_01:00:00             0.317
22-AUG-2033_01:00:00             0.317
23-AUG-2033_01:00:00             0.317
24-AUG-2033_01:00:00             0.317
25-AUG-2033_01:00:00             0.317
26-AUG-2033_01:00:00             0.317
27-AUG-2033_01:00:00             0.317
28-AUG-2033_01:00:00             0.317
29-AUG-2033_01:00:00             0.316
30-AUG-2033_01:00:00             0.316
31-AUG-2033_01:00:00             0.316
01-SEP-2033_01:00:00             0.316
02-SEP-2033_01:00:00             0.316
03-SEP-2033_01:00:00             0.316
04-SEP-2033_01:00:00             0.316
05-SEP-2033_01:00:00             0.316
06-SEP-2033_01:00:00             0.316
07-SEP-2033_01:00:00             0.316
08-SEP-2033_01:00:00             0.316
09-SEP-2033_01:00:00             0.316
10-SEP-2033_01:00:00             0.316
11-SEP-2033_01:00:00             0.316
12-SEP-2033_01:00:00             0.316
13-SEP-2033_01:00:00             0.316
14-SEP-2033_01:00:00             0.316
15-SEP-2033_01:00:00             0.316
16-SEP-2033_01:00:00             0.316
17-SEP-2033_01:00:00             0.316
18-SEP-2033_01:00:00             0.316
19-SEP-2033_01:00:00             0.316
20-SEP-2033_01:00:00             0.316
21-SEP-2033_01:00:00             0.316
22-SEP-2033_01:00:00             0.316
23-SEP-2033_01:00:00             0.316
24-SEP-2033_01:00:00             0.316
25-SEP-2033_01:00:00             0.316
26-SEP-2033_01:00:00             0.316
27-SEP-2033_01:00:00             0.316
28-SEP-2033_01:00:00             0.316
29-SEP-2033_01:00:00             0.316
30-SEP-2033_01:00:00             0.316
01-OCT-2033_01:00:00             0.316
02-OCT-2033_01:00:00             0.316
03-OCT-2033_01:00:00             0.316
04-OCT-2033_01:00:00             0.316
05-OCT-2033_01:00:00             0.316
06-OCT-2033_01:00:00             0.316
07-OCT-2033_01:00:00             0.316
08-OCT-2033_01:00:00             0.316
09-OCT-2033_01:00:00             0.316
10-OCT-2033_01:00:00             0.316
11-OCT-2033_01:00:00             0.316
12-OCT-2033_01:00:00             0.316
13-OCT-2033_01:00:00             0.316
14-OCT-2033_01:00:00             0.316
15-OCT-2033_01:00:00             0.316
16-OCT-2033_01:00:00             0.316
17-OCT-2033_01:00:00             0.316
18-OCT-2033_01:00:00             0.316
19-OCT-2033_01:00:00             0.316
20-OCT-2033_01:00:00             0.316
21-OCT-2033_01:00:00             0.316
22-OCT-2033_01:00:00             0.316
23-OCT-2033_01:00:00             0.316
24-OCT-2033_01:00:00             0.316
25-OCT-2033_01:00:00             0.316
26-OCT-2033_01:00:00             0.316
27-OCT-2033_01:00:00             0.316
28-OCT-2033_01:00:00             0.316
29-OCT-2033_01:00:00             0.316
30-OCT-2033_01:00:00             0.315
31-OCT-2033_01:00:00             0.315
01-NOV-2033_01:00:00             0.315
02-NOV-2033_01:00:00             0.315
03-NOV-2033_01:00:00             0.315
04-NOV-2033_01:00:00             0.315
05-NOV-2033_01:00:00             0.315
06-NOV-2033_01:00:00             0.315
07-NOV-2033_01:00:00             0.315
08-NOV-2033_01:00:00             0.315
09-NOV-2033_01:00:00             0.315
10-NOV-2033_01:00:00             0.315
11-NOV-2033_01:00:00             0.315
12-NOV-2033_01:00:00             0.315
13-NOV-2033_01:00:00             0.315
14-NOV-2033_01:00:00             0.315
15-NOV-2033_01:00:00             0.315
16-NOV-2033_01:00:00             0.315
17-NOV-2033_01:00:00             0.315
18-NOV-2033_01:00:00             0.315
19-NOV-2033_01:00:00             0.315
20-NOV-2033_01:00:00             0.315
21-NOV-2033_01:00:00             0.315
22-NOV-2033_01:00:00             0.315
23-NOV-2033_01:00:00             0.315
24-NOV-2033_01:00:00             0.315
25-NOV-2033_01:00:00             0.315
26-NOV-2033_01:00:00             0.315
27-NOV-2033_01:00:00             0.315
28-NOV-2033_01:00:00             0.315
29-NOV-2033_01:00:00             0.315
30-NOV-2033_01:00:00             0.315
01-DEC-2033_01:00:00             0.315
02-DEC-2033_01:00:00             0.315
03-DEC-2033_01:00:00             0.315
04-DEC-2033_01:00:00             0.315
05-DEC-2033_01:00:00             0.315
06-DEC-2033_01:00:00             0.315
07-DEC-2033_01:00:00             0.315
08-DEC-2033_01:00:00             0.315
09-DEC-2033_01:00:00             0.315
10-DEC-2033_01:00:00             0.315
11-DEC-2033_01:00:00             0.315
12-DEC-2033_01:00:00             0.315
13-DEC-2033_01:00:00             0.315
14-DEC-2033_01:00:00             0.315
15-DEC-2033_01:00:00             0.315
16-DEC-2033_01:00:00             0.315
17-DEC-2033_01:00:00             0.315
18-DEC-2033_01:00:00             0.315
19-DEC-2033_01:00:00             0.315
20-DEC-2033_01:00:00             0.315
21-DEC-2033_01:00:00             0.315
22-DEC-2033_01:00:00             0.315
23-DEC-2033_01:00:00             0.315
24-DEC-2033_01:00:00             0.315
25-DEC-2033_01:00:00             0.315
26-DEC-2033_01:00:00             0.315
27-DEC-2033_01:00:00             0.315
28-DEC-2033_01:00:00             0.315
29-DEC-2033_01:00:00             0.315
30-DEC-2033_01:00:00             0.315
31-DEC-2033_01:00:00             0.315
01-JAN-2034_01:00:00             0.315
02-JAN-2034_01:00:00             0.315
03-JAN-2034_01:00:00             0.315
04-JAN-2034_01:00:00             0.315
05-JAN-2034_01:00:00             0.315
06-JAN-2034_01:00:00             0.315
07-JAN-2034_01:00:00             0.315
08-JAN-2034_01:00:00             0.315
09-JAN-2034_01:00:00             0.315
10-JAN-2034_01:00:00             0.315
11-JAN-2034_01:00:00             0.315
12-JAN-2034_01:00:00             0.315
13-JAN-2034_01:00:00             0.315
14-JAN-2034_01:00:00             0.315
15-JAN-2034_01:00:00             0.315
16-JAN-2034_01:00:00             0.314
17-JAN-2034_01:00:00             0.314
18-JAN-2034_01:00:00             0.314
19-JAN-2034_01:00:00             0.314
20-JAN-2034_01:00:00             0.314
21-JAN-2034_01:00:00             0.314
22-JAN-2034_01:00:00             0.314
23-JAN-2034_01:00:00             0.314
24-JAN-2034_01:00:00             0.314
25-JAN-2034_01:00:00             0.314
26-JAN-2034_01:00:00             0.314
27-JAN-2034_01:00:00             0.314
28-JAN-2034_01:00:00             0.314
29-JAN-2034_01:00:00             0.314
30-JAN-2034_01:00:00             0.314
31-JAN-2034_01:00:00             0.314
01-FEB-2034_01:00:00             0.314
02-FEB-2034_01:00:00             0.314
03-FEB-2034_01:00:00             0.314
04-FEB-2034_01:00:00             0.314
05-FEB-2034_01:00:00             0.314
06-FEB-2034_01:00:00             0.314
07-FEB-2034_01:00:00             0.313
08-FEB-2034_01:00:00             0.312
09-FEB-2034_01:00:00             0.312
10-FEB-2034_01:00:00             0.312
11-FEB-2034_01:00:00             0.312
12-FEB-2034_01:00:00             0.312
13-FEB-2034_01:00:00             0.312
14-FEB-2034_01:00:00             0.312
15-FEB-2034_01:00:00             0.312
16-FEB-2034_01:00:00             0.312
17-FEB-2034_01:00:00             0.312
18-FEB-2034_01:00:00             0.312
19-FEB-2034_01:00:00             0.312
20-FEB-2034_01:00:00             0.312
21-FEB-2034_01:00:00             0.312
22-FEB-2034_01:00:00             0.312
23-FEB-2034_01:00:00             0.312
24-FEB-2034_01:00:00             0.312
25-FEB-2034_01:00:00             0.312
26-FEB-2034_01:00:00             0.312
27-FEB-2034_01:00:00             0.312
28-FEB-2034_01:00:00             0.312
01-MAR-2034_01:00:00             0.312
02-MAR-2034_01:00:00             0.312
03-MAR-2034_01:00:00             0.312
04-MAR-2034_01:00:00             0.312
05-MAR-2034_01:00:00             0.312
06-MAR-2034_01:00:00             0.312
07-MAR-2034_01:00:00             0.312
08-MAR-2034_01:00:00             0.312
09-MAR-2034_01:00:00             0.312
10-MAR-2034_01:00:00             0.312
11-MAR-2034_01:00:00             0.312
12-MAR-2034_01:00:00             0.312
13-MAR-2034_01:00:00             0.312
14-MAR-2034_01:00:00             0.312
15-MAR-2034_01:00:00             0.312
16-MAR-2034_01:00:00             0.312
17-MAR-2034_01:00:00             0.312
18-MAR-2034_01:00:00             0.312
19-MAR-2034_01:00:00             0.312
20-MAR-2034_01:00:00             0.312
21-MAR-2034_01:00:00             0.312
22-MAR-2034_01:00:00             0.312
23-MAR-2034_01:00:00             0.312
24-MAR-2034_01:00:00             0.312
25-MAR-2034_01:00:00             0.312
26-MAR-2034_01:00:00             0.312
27-MAR-2034_01:00:00             0.312
28-MAR-2034_01:00:00             0.312
29-MAR-2034_01:00:00             0.312
30-MAR-2034_01:00:00             0.312
31-MAR-2034_01:00:00             0.312
01-APR-2034_01:00:00             0.312
02-APR-2034_01:00:00             0.312
03-APR-2034_01:00:00             0.312
04-APR-2034_01:00:00             0.312
05-APR-2034_01:00:00             0.312
06-APR-2034_01:00:00             0.312
07-APR-2034_01:00:00             0.312
08-APR-2034_01:00:00             0.312
09-APR-2034_01:00:00             0.312
10-APR-2034_01:00:00             0.312
11-APR-2034_01:00:00             0.312
12-APR-2034_01:00:00             0.312
13-APR-2034_01:00:00             0.312
14-APR-2034_01:00:00             0.312
15-APR-2034_01:00:00             0.312
16-APR-2034_01:00:00             0.312
17-APR-2034_01:00:00             0.312
18-APR-2034_01:00:00             0.312
19-APR-2034_01:00:00             0.312
20-APR-2034_01:00:00             0.312
21-APR-2034_01:00:00             0.312
22-APR-2034_01:00:00             0.312
23-APR-2034_01:00:00             0.312
24-APR-2034_01:00:00             0.312
25-APR-2034_01:00:00             0.312
26-APR-2034_01:00:00             0.312
27-APR-2034_01:00:00             0.312
28-APR-2034_01:00:00             0.312
29-APR-2034_01:00:00             0.312
30-APR-2034_01:00:00             0.312
01-MAY-2034_01:00:00             0.312
02-MAY-2034_01:00:00             0.312
03-MAY-2034_01:00:00             0.312
04-MAY-2034_01:00:00             0.312
05-MAY-2034_01:00:00             0.312
06-MAY-2034_01:00:00             0.312
07-MAY-2034_01:00:00             0.312
08-MAY-2034_01:00:00             0.312
09-MAY-2034_01:00:00             0.311
10-MAY-2034_01:00:00             0.311
11-MAY-2034_01:00:00             0.311
12-MAY-2034_01:00:00             0.311
13-MAY-2034_01:00:00             0.311
14-MAY-2034_01:00:00             0.311
15-MAY-2034_01:00:00             0.311
16-MAY-2034_01:00:00             0.311
17-MAY-2034_01:00:00             0.311
18-MAY-2034_01:00:00             0.311
19-MAY-2034_01:00:00             0.311
20-MAY-2034_01:00:00             0.311
21-MAY-2034_01:00:00             0.311
22-MAY-2034_01:00:00             0.311
23-MAY-2034_01:00:00             0.311
24-MAY-2034_01:00:00             0.311
25-MAY-2034_01:00:00             0.310
26-MAY-2034_01:00:00             0.310
27-MAY-2034_01:00:00             0.310
28-MAY-2034_01:00:00             0.310
29-MAY-2034_01:00:00             0.310
30-MAY-2034_01:00:00             0.310
31-MAY-2034_01:00:00             0.310
01-JUN-2034_01:00:00             0.310
02-JUN-2034_01:00:00             0.310
03-JUN-2034_01:00:00             0.310
04-JUN-2034_01:00:00             0.310
05-JUN-2034_01:00:00             0.310
06-JUN-2034_01:00:00             0.310
07-JUN-2034_01:00:00             0.310
08-JUN-2034_01:00:00             0.310
09-JUN-2034_01:00:00             0.310
10-JUN-2034_01:00:00             0.310
11-JUN-2034_01:00:00             0.310
12-JUN-2034_01:00:00             0.310
13-JUN-2034_01:00:00             0.310
14-JUN-2034_01:00:00             0.310
15-JUN-2034_01:00:00             0.310
16-JUN-2034_01:00:00             0.310
17-JUN-2034_01:00:00             0.310
18-JUN-2034_01:00:00             0.310
19-JUN-2034_01:00:00             0.310
20-JUN-2034_01:00:00             0.310
21-JUN-2034_01:00:00             0.310
22-JUN-2034_01:00:00             0.310
23-JUN-2034_01:00:00             0.310
24-JUN-2034_01:00:00             0.310
25-JUN-2034_01:00:00             0.310
26-JUN-2034_01:00:00             0.310
27-JUN-2034_01:00:00             0.310
28-JUN-2034_01:00:00             0.310
29-JUN-2034_01:00:00             0.310
30-JUN-2034_01:00:00             0.310
01-JUL-2034_01:00:00             0.310
02-JUL-2034_01:00:00             0.309
03-JUL-2034_01:00:00             0.309
04-JUL-2034_01:00:00             0.309
05-JUL-2034_01:00:00             0.309
06-JUL-2034_01:00:00             0.309
07-JUL-2034_01:00:00             0.309
08-JUL-2034_01:00:00             0.309
09-JUL-2034_01:00:00             0.309
10-JUL-2034_01:00:00             0.309
11-JUL-2034_01:00:00             0.309
12-JUL-2034_01:00:00             0.309
13-JUL-2034_01:00:00             0.309
14-JUL-2034_01:00:00             0.309
15-JUL-2034_01:00:00             0.309
16-JUL-2034_01:00:00             0.309
17-JUL-2034_01:00:00             0.309
18-JUL-2034_01:00:00             0.309
19-JUL-2034_01:00:00             0.309
20-JUL-2034_01:00:00             0.309
21-JUL-2034_01:00:00             0.309
22-JUL-2034_01:00:00             0.309
23-JUL-2034_01:00:00             0.309
24-JUL-2034_01:00:00             0.309
25-JUL-2034_01:00:00             0.309
26-JUL-2034_01:00:00             0.309
27-JUL-2034_01:00:00             0.309
28-JUL-2034_01:00:00             0.309
29-JUL-2034_01:00:00             0.309
30-JUL-2034_01:00:00             0.309
31-JUL-2034_01:00:00             0.309
01-AUG-2034_01:00:00             0.309
02-AUG-2034_01:00:00             0.309
03-AUG-2034_01:00:00             0.309
04-AUG-2034_01:00:00             0.309
05-AUG-2034_01:00:00             0.309
06-AUG-2034_01:00:00             0.309
07-AUG-2034_01:00:00             0.309
08-AUG-2034_01:00:00             0.309
09-AUG-2034_01:00:00             0.309
10-AUG-2034_01:00:00             0.309
11-AUG-2034_01:00:00             0.309
12-AUG-2034_01:00:00             0.309
13-AUG-2034_01:00:00             0.309
14-AUG-2034_01:00:00             0.309
15-AUG-2034_01:00:00             0.309
16-AUG-2034_01:00:00             0.308
17-AUG-2034_01:00:00             0.308
18-AUG-2034_01:00:00             0.308
19-AUG-2034_01:00:00             0.308
20-AUG-2034_01:00:00             0.308
21-AUG-2034_01:00:00             0.308
22-AUG-2034_01:00:00             0.308
23-AUG-2034_01:00:00             0.308
24-AUG-2034_01:00:00             0.308
25-AUG-2034_01:00:00             0.308
26-AUG-2034_01:00:00             0.308
27-AUG-2034_01:00:00             0.308
28-AUG-2034_01:00:00             0.308
29-AUG-2034_01:00:00             0.308
30-AUG-2034_01:00:00             0.308
31-AUG-2034_01:00:00             0.308
01-SEP-2034_01:00:00             0.308
02-SEP-2034_01:00:00             0.308
03-SEP-2034_01:00:00             0.308
04-SEP-2034_01:00:00             0.308
05-SEP-2034_01:00:00             0.308
06-SEP-2034_01:00:00             0.308
07-SEP-2034_01:00:00             0.308
08-SEP-2034_01:00:00             0.308
09-SEP-2034_01:00:00             0.308
10-SEP-2034_01:00:00             0.308
11-SEP-2034_01:00:00             0.308
12-SEP-2034_01:00:00             0.308
13-SEP-2034_01:00:00             0.308
14-SEP-2034_01:00:00             0.308
15-SEP-2034_01:00:00             0.308
16-SEP-2034_01:00:00             0.308
17-SEP-2034_01:00:00             0.308
18-SEP-2034_01:00:00             0.308
19-SEP-2034_01:00:00             0.308
20-SEP-2034_01:00:00             0.308
21-SEP-2034_01:00:00             0.308
22-SEP-2034_01:00:00             0.308
23-SEP-2034_01:00:00             0.308
24-SEP-2034_01:00:00             0.308
25-SEP-2034_01:00:00             0.308
26-SEP-2034_01:00:00             0.308
27-SEP-2034_01:00:00             0.307
28-SEP-2034_01:00:00             0.307
29-SEP-2034_01:00:00             0.307
30-SEP-2034_01:00:00             0.307
01-OCT-2034_01:00:00             0.307
02-OCT-2034_01:00:00             0.307
03-OCT-2034_01:00:00             0.307
04-OCT-2034_01:00:00             0.307
05-OCT-2034_01:00:00             0.307
06-OCT-2034_01:00:00             0.307
07-OCT-2034_01:00:00             0.307
08-OCT-2034_01:00:00             0.307
09-OCT-2034_01:00:00             0.307
10-OCT-2034_01:00:00             0.307
11-OCT-2034_01:00:00             0.307
12-OCT-2034_01:00:00             0.307
13-OCT-2034_01:00:00             0.307
14-OCT-2034_01:00:00             0.307
15-OCT-2034_01:00:00             0.307
16-OCT-2034_01:00:00             0.307
17-OCT-2034_01:00:00             0.307
18-OCT-2034_01:00:00             0.307
19-OCT-2034_01:00:00             0.307
20-OCT-2034_01:00:00             0.307
21-OCT-2034_01:00:00             0.307
22-OCT-2034_01:00:00             0.307
23-OCT-2034_01:00:00             0.307
24-OCT-2034_01:00:00             0.307
25-OCT-2034_01:00:00             0.307
26-OCT-2034_01:00:00             0.307
27-OCT-2034_01:00:00             0.307
28-OCT-2034_01:00:00             0.307
29-OCT-2034_01:00:00             0.306
30-OCT-2034_01:00:00             0.306
31-OCT-2034_01:00:00             0.306
01-NOV-2034_01:00:00             0.306
02-NOV-2034_01:00:00             0.306
03-NOV-2034_01:00:00             0.306
04-NOV-2034_01:00:00             0.306
05-NOV-2034_01:00:00             0.306
06-NOV-2034_01:00:00             0.306
07-NOV-2034_01:00:00             0.306
08-NOV-2034_01:00:00             0.306
09-NOV-2034_01:00:00             0.306
10-NOV-2034_01:00:00             0.305
11-NOV-2034_01:00:00             0.305
12-NOV-2034_01:00:00             0.305
13-NOV-2034_01:00:00             0.305
14-NOV-2034_01:00:00             0.305
15-NOV-2034_01:00:00             0.305
16-NOV-2034_01:00:00             0.305
17-NOV-2034_01:00:00             0.305
18-NOV-2034_01:00:00             0.305
19-NOV-2034_01:00:00             0.305
20-NOV-2034_01:00:00             0.305
21-NOV-2034_01:00:00             0.305
22-NOV-2034_01:00:00             0.305
23-NOV-2034_01:00:00             0.305
24-NOV-2034_01:00:00             0.305
25-NOV-2034_01:00:00             0.305
26-NOV-2034_01:00:00             0.305
27-NOV-2034_01:00:00             0.305
28-NOV-2034_01:00:00             0.305
29-NOV-2034_01:00:00             0.305
30-NOV-2034_01:00:00             0.305
01-DEC-2034_01:00:00             0.305
02-DEC-2034_01:00:00             0.305
03-DEC-2034_01:00:00             0.305
04-DEC-2034_01:00:00             0.305
05-DEC-2034_01:00:00             0.305
06-DEC-2034_01:00:00             0.305
07-DEC-2034_01:00:00             0.305
08-DEC-2034_01:00:00             0.305
09-DEC-2034_01:00:00             0.304
10-DEC-2034_01:00:00             0.304
11-DEC-2034_01:00:00             0.304
12-DEC-2034_01:00:00             0.304
13-DEC-2034_01:00:00             0.304
14-DEC-2034_01:00:00             0.304
15-DEC-2034_01:00:00             0.304
16-DEC-2034_01:00:00             0.304
17-DEC-2034_01:00:00             0.304
18-DEC-2034_01:00:00             0.304
19-DEC-2034_01:00:00             0.304
20-DEC-2034_01:00:00             0.303
21-DEC-2034_01:00:00             0.303
22-DEC-2034_01:00:00             0.303
23-DEC-2034_01:00:00             0.303
24-DEC-2034_01:00:00             0.303
25-DEC-2034_01:00:00             0.303
26-DEC-2034_01:00:00             0.303
27-DEC-2034_01:00:00             0.303
28-DEC-2034_01:00:00             0.302
29-DEC-2034_01:00:00             0.302
30-DEC-2034_01:00:00             0.302
31-DEC-2034_01:00:00             0.302
01-JAN-2035_01:00:00             0.302
02-JAN-2035_01:00:00             0.302
03-JAN-2035_01:00:00             0.302
04-JAN-2035_01:00:00             0.302
