lamp_power,lamp_number_1,lamp_number_2,lamp_number_3,lamp_number_4
14.000000,16.000000,30.000000,44.000000,58.000000
24.000000,26.000000,50.000000,74.000000,98.000000
28.000000,30.000000,58.000000,86.000000,114.000000
35.000000,37.000000,72.000000,107.000000,142.000000
40.000000,42.000000,82.000000,122.000000,162.000000
54.000000,58.000000,112.000000,166.000000,220.000000
9.000000,10.000000,19.000000,28.000000,37.000000
80.000000,90.000000,170.000000,250.000000,330.000000
49.000000,51.000000,100.000000,149.000000,198.000000
