lamp_power,lamp_number_1,lamp_number_2
70.000000,90.000000,160.000000
100.000000,122.000000,222.000000
150.000000,174.000000,324.000000
250.000000,275.000000,525.000000
400.000000,440.000000,840.000000
2000.000000,2300.000000,4300.000000
